,mean_abs_error_2020-10-19_2020-12-12,mean_abs_error_2020-10-26_2020-12-12,mean_abs_error_2020-11-02_2020-12-12,mean_abs_error_2020-11-09_2020-12-12,mean_abs_error_2020-11-16_2020-12-12,mean_abs_error_2020-11-23_2020-12-12,mean_abs_error_2020-11-30_2020-12-12,mean_abs_error_2020-12-07_2020-12-12,mean_sq_abs_error_2020-10-19_2020-12-12,mean_sq_abs_error_2020-10-26_2020-12-12,mean_sq_abs_error_2020-11-02_2020-12-12,mean_sq_abs_error_2020-11-09_2020-12-12,mean_sq_abs_error_2020-11-16_2020-12-12,mean_sq_abs_error_2020-11-23_2020-12-12,mean_sq_abs_error_2020-11-30_2020-12-12,mean_sq_abs_error_2020-12-07_2020-12-12
COVIDhub-baseline,1586.2,1410.5,1227.6,897.6,602.3,390.5,261.7,113.3,31215048.1,23188498.6,20853471.1,12635883.6,7585006.7,3330093.6,2041854.9,367662.8
LANL-GrowthRate,,1787.7,1016.7,841.1,809.6,442.1,262.0,104.3,,31966101.6,14657989.4,12041616.3,10795951.2,2089288.1,910273.6,128803.7
LNQ-ens1,,,,,510.0,316.3,270.9,82.9,,,,,4473720.5,1862071.5,1948203.6,80255.7
COVIDhub-ensemble,,,,,581.3,348.1,253.8,103.4,,,,,6842200.6,2243462.7,1847919.0,341851.2
CU-select,,,1083.2,900.9,614.1,416.1,288.4,121.7,,,20943506.5,10305136.0,5444974.3,2466332.1,2428667.7,257474.0
OneQuietNight-ML,,,,,,385.2,202.1,96.3,,,,,,3131369.8,1403234.1,328560.2
CEID-Walk,,,,,602.0,392.5,262.1,113.9,,,,,7481217.2,3433056.1,2066011.8,369725.5
IowaStateLW-STEM,1836.6,1503.5,1298.2,1033.2,694.7,473.8,281.3,151.5,44464064.1,31020237.9,25732711.7,17761992.6,10604968.1,5691470.7,2350270.6,723037.5
JHU_IDD-CovidSP,,,1542.3,,569.8,411.4,325.5,186.7,,,30800022.8,,6776896.4,3345415.6,2705013.3,839620.4
OliverWyman-Navigator,,,,,,453.9,219.9,107.2,,,,,,2381467.3,1013768.2,366987.8
JHUAPL-Bucky,1840.1,1658.5,1436.2,1167.6,1413.2,936.0,318.5,129.5,42576203.0,37419794.8,27090452.9,21292103.3,31405957.5,15661945.4,1287401.9,237009.0
USC-SI_kJalpha,1831.8,1680.8,1497.2,1204.8,,,,,38063810.4,28201050.9,22496291.8,16852133.8,,,,
UVA-Ensemble,,,,,799.0,464.9,313.9,198.1,,,,,11674113.8,2567265.0,1317555.8,780489.6
UChicagoCHATTOPADHYAY-UnIT,,,,,,,273.6,119.8,,,,,,,2120051.3,381550.3
Google_Harvard-CPF,,,,,845.9,552.3,337.5,117.9,,,,,10308696.2,8417872.0,2787956.1,327712.6
FAIR-NRAR,,,,,,,426.7,194.7,,,,,,,4102793.7,762928.8
PandemicCentral-USCounty,,,,,,,,407.7,,,,,,,,2975403.4
MITCovAlliance-SIR,2171.7,2029.5,,,,,,,51047141.3,45374266.4,,,,,,
