,mean_abs_error_2020-09-07_2020-10-31,mean_abs_error_2020-09-14_2020-10-31,mean_abs_error_2020-09-21_2020-10-31,mean_abs_error_2020-09-28_2020-10-31,mean_abs_error_2020-10-05_2020-10-31,mean_abs_error_2020-10-12_2020-10-31,mean_abs_error_2020-10-19_2020-10-31,mean_abs_error_2020-10-26_2020-10-31,mean_sq_abs_error_2020-09-07_2020-10-31,mean_sq_abs_error_2020-09-14_2020-10-31,mean_sq_abs_error_2020-09-21_2020-10-31,mean_sq_abs_error_2020-09-28_2020-10-31,mean_sq_abs_error_2020-10-05_2020-10-31,mean_sq_abs_error_2020-10-12_2020-10-31,mean_sq_abs_error_2020-10-19_2020-10-31,mean_sq_abs_error_2020-10-26_2020-10-31
JCB-PRM,24993.5,22334.6,19038.5,12664.5,8306.1,6516.9,5881.9,2173.3,1343957104.0,1285935268.1,921062051.3,294579077.1,147690525.1,88312161.9,80583729.4,10222269.4
CU-select,,,18622.5,14660.3,10994.6,7199.2,4246.0,2282.3,,,1151368085.4,491401748.5,350641745.5,124893168.1,50082493.1,9238850.0
COVIDhub-baseline,18020.9,20264.7,15017.8,13028.4,11408.8,8511.1,5375.5,2217.3,708659361.1,873946375.3,478310127.7,349962359.3,248940111.5,174388859.1,72897841.2,9342685.9
USC-SI_kJalpha,29386.9,33143.1,21820.0,17533.2,12259.3,8385.1,4963.5,2080.5,1747507323.2,2314134332.7,845591003.3,579378520.9,295657443.7,186121158.1,73017158.6,8687188.7
Karlen-pypm,,,,16650.0,14783.5,8353.9,4144.4,1540.9,,,,541071534.6,455512076.5,182703740.1,49445268.2,4328084.5
JHUAPL-Bucky,,19051.4,14593.2,13759.0,13425.5,10117.0,6311.3,2866.0,,749990356.2,398208500.3,384659671.6,356132402.7,227202159.6,96502121.3,17330384.3
Covid19Sim-Simulator,20737.5,22832.8,21511.9,16181.0,10946.8,9589.4,6897.0,2593.6,967444493.3,1174885369.1,994900463.5,479235358.0,246809704.4,190687028.1,108205963.0,13775331.9
LNQ-ens1,,,,,12426.0,7042.4,4175.3,1590.0,,,,,325358001.7,134647616.8,64086697.4,5374219.7
DDS-NBDS,,,,,11872.7,7144.4,4743.1,1925.8,,,,,267742484.5,119950978.4,56850754.8,9681191.0
OliverWyman-Navigator,,,,,,5317.0,3159.9,1456.1,,,,,,74815354.1,34321825.0,4411774.8
UMich-RidgeTfReg,,,,,10402.0,8630.8,5172.2,2022.7,,,,,265365753.9,195217517.6,78722715.6,9294180.8
USACE-ERDC_SEIR,24677.0,27312.0,19384.0,16446.5,,7517.4,,1840.3,1411798885.2,1598781441.8,733999941.4,601976405.7,,155327501.6,,8840505.8
IowaStateLW-STEM,22887.9,20224.7,19330.1,16177.0,15612.7,12044.5,7697.0,2288.5,1614726988.5,782706845.5,708842646.1,542325574.8,441290992.6,284528839.1,131531303.7,10790747.1
CEID-Walk,,,,,11758.4,8801.8,5462.0,2214.1,,,,,264683504.3,191041241.6,79055231.8,9422592.5
JHU_CSSE-DECOM,,,,,9982.4,,4896.3,2634.2,,,,,250591283.6,,63808378.0,15243739.4
RobertWalraven-ESG,39879.2,37796.1,31139.1,26982.2,19186.2,11713.8,4036.3,2719.1,3034102199.8,2761796597.8,1970833354.8,1421322123.4,674696146.7,321216611.5,53984598.5,15392454.7
COVIDhub-ensemble,,,,,13558.4,10091.9,6029.8,2401.2,,,,,347878254.0,227004270.5,86650247.7,11951249.7
UCLA-SuEIR,25731.2,30423.4,23078.8,18728.3,17905.5,12907.1,8828.3,3001.6,1431844170.8,1878318930.5,999331158.0,556550958.9,570801323.8,348447148.6,150648295.4,17247582.7
JHU_IDD-CovidSP,,,25115.4,18100.7,14538.4,13960.7,10046.4,5816.0,,,1373716028.1,726647480.2,430566126.5,409996001.5,216186108.5,69211929.1
LANL-GrowthRate,,33180.7,25892.3,22601.6,19154.7,12325.0,7867.6,2897.6,,2123058374.7,1228992671.9,943760130.2,698092116.6,325329781.6,163149592.3,21242914.1
BPagano-RtDriven,,,,,,,5392.3,2648.2,,,,,,,75129971.2,13960937.2
Google_Harvard-CPF,,,,,,14406.8,,1993.9,,,,,,422695073.1,,7815384.4
Geneva-DetGrowth,,,,,,,,1833.9,,,,,,,,6851548.2
IQVIA_ACOE-STAN,,,,,,,,2093.4,,,,,,,,8668903.1
MSRA-DeepST,,,,,,,5718.0,,,,,,,,95643789.3,
CovidAnalytics-DELPHI,,34743.0,31978.0,28403.6,23129.2,17538.8,13074.8,5521.0,,2395239024.2,2017498221.1,1533242334.8,1041921101.3,658824851.5,353531899.6,65572376.4
JHU_UNC_GAS-StatMechPool,,,,,,,,2671.5,,,,,,,,16208403.7
TTU-squider,,,,,21551.1,17503.7,13402.9,6101.5,,,,,970973768.3,628805137.6,362655850.5,71610008.8
UCSB-ACTS,,,,,,,,2726.4,,,,,,,,18047175.7
