,mean_abs_error_2020-08-31_2020-10-24,mean_abs_error_2020-09-07_2020-10-24,mean_abs_error_2020-09-14_2020-10-24,mean_abs_error_2020-09-21_2020-10-24,mean_abs_error_2020-09-28_2020-10-24,mean_abs_error_2020-10-05_2020-10-24,mean_abs_error_2020-10-12_2020-10-24,mean_abs_error_2020-10-19_2020-10-24,mean_sq_abs_error_2020-08-31_2020-10-24,mean_sq_abs_error_2020-09-07_2020-10-24,mean_sq_abs_error_2020-09-14_2020-10-24,mean_sq_abs_error_2020-09-21_2020-10-24,mean_sq_abs_error_2020-09-28_2020-10-24,mean_sq_abs_error_2020-10-05_2020-10-24,mean_sq_abs_error_2020-10-12_2020-10-24,mean_sq_abs_error_2020-10-19_2020-10-24
COVIDhub-baseline,14888.2,12545.9,13913.5,9602.7,8010.3,6213.5,4026.1,1905.7,583654899.8,404663229.7,440332301.6,200339849.4,150317375.2,75457843.8,45085491.4,14568806.8
JCB-PRM,,16160.4,15788.8,12054.8,7159.9,4574.0,3114.8,2272.8,,637968456.5,716123604.6,397888323.9,93975088.3,45208604.3,21747967.9,15161214.7
CU-select,,,16322.3,13631.8,9813.4,6420.1,3657.1,1793.5,,,710221895.5,689975390.5,227777971.1,130412251.5,36736841.6,12765838.1
JHUAPL-Bucky,,,12659.1,9181.5,8704.5,7437.8,4816.6,2581.6,,,345328812.9,155272728.5,147930326.0,110214482.5,55447248.6,18002168.2
USC-SI_kJalpha,26989.3,20029.6,23574.9,13574.4,10240.9,6554.0,4022.6,1800.5,1522006812.1,876983048.9,1258946301.5,320800276.5,197474881.9,84776033.3,46144243.7,15003946.6
Covid19Sim-Simulator,17579.4,14403.7,15728.2,14174.3,9686.7,6066.6,4702.7,2482.8,599569162.5,505338425.6,596188380.2,459853506.9,175935876.4,76822313.2,49783403.7,19042581.7
LNQ-ens1,,,,,7377.2,6743.2,3231.7,1576.2,,,,,109555118.0,99767478.8,33454950.3,16437619.3
OliverWyman-Navigator,,,,,,4066.6,2636.3,1451.2,,,,,,36037468.0,21696612.9,10144225.6
IowaStateLW-STEM,18479.7,16738.8,14070.5,12578.8,10162.3,8827.3,5892.6,2768.1,748772172.8,1098730942.4,378794023.6,312314543.1,247259405.5,145810893.2,73617482.1,23082575.2
USACE-ERDC_SEIR,23371.6,17880.1,18937.7,14057.2,9757.8,,3732.2,,1556457555.2,766317211.5,821826632.6,478930705.7,245270813.2,,39684407.9,
CEID-Walk,,,,,8064.5,6442.1,4172.4,1938.5,,,,,146331514.0,79761792.1,49850540.8,15201087.4
UMich-RidgeTfReg,,,,,9185.5,5984.9,4193.8,2016.6,,,,,168159015.1,83342405.6,51631355.8,16019637.3
Karlen-pypm,,,,14025.6,10466.4,8678.9,4289.1,1703.4,,,,490699981.1,217078383.5,163212006.0,52598319.3,12252961.3
COVIDhub-ensemble,,,,,8938.5,7540.2,4835.9,2174.0,,,,,144788109.6,108105238.2,57533903.0,16516782.3
DDS-NBDS,,,,,14307.9,6701.6,3747.6,2299.7,,,,,869984781.3,88884742.1,34150634.9,17658926.0
RobertWalraven-ESG,31506.6,29943.5,27916.3,21756.6,17828.4,10672.6,5484.7,1491.8,2104404969.8,1779165355.1,1576508447.9,1034418537.2,646532713.0,215949972.1,83501600.0,13371860.3
UCLA-SuEIR,20623.0,18290.2,21497.1,14960.5,11425.6,10173.3,6075.3,2755.9,908028705.5,780645905.7,1003690125.2,442250154.8,210197538.4,185920829.3,87183686.4,21039668.4
JHU_IDD-CovidSP,,,18758.9,17414.4,11675.6,9017.6,7993.7,4449.1,,,861156002.2,703773198.4,316802934.4,173679161.0,139839939.7,49066048.6
LANL-GrowthRate,,26481.2,23440.6,16861.0,13908.2,11183.8,5635.9,2656.1,,1447963510.7,1100020498.1,544229982.1,364283218.3,251948014.7,78006108.2,32840343.0
JHU_CSSE-DECOM,,,,,,5587.1,,2017.9,,,,,,82053921.0,,14047493.2
Geneva-DetGrowth,,,,,,,,1530.8,,,,,,,,9023630.5
MSRA-DeepST,,,,,,,,1871.2,,,,,,,,16540762.6
IQVIA_ACOE-STAN,,,,,,,4213.1,,,,,,,,46232496.0,
CovidAnalytics-DELPHI,,26185.0,25373.7,22721.2,19289.5,14494.2,9690.3,5537.1,,1411481669.5,1315054678.8,1045519451.4,710474353.9,412932273.8,211561272.4,69285527.4
BPagano-RtDriven,,,,,,,,2228.9,,,,,,,,15741428.9
TTU-squider,,,,,16804.6,13551.5,9756.4,5777.4,,,,,903300845.0,416719895.9,214189848.5,77145362.7
Google_Harvard-CPF,,,,,,,7683.1,,,,,,,,129588355.4,
