,mean_abs_error_2021-01-11_2021-03-06,mean_abs_error_2021-01-18_2021-03-06,mean_abs_error_2021-01-25_2021-03-06,mean_abs_error_2021-02-01_2021-03-06,mean_abs_error_2021-02-08_2021-03-06,mean_abs_error_2021-02-15_2021-03-06,mean_abs_error_2021-02-22_2021-03-06,mean_abs_error_2021-03-01_2021-03-06,mean_sq_abs_error_2021-01-11_2021-03-06,mean_sq_abs_error_2021-01-18_2021-03-06,mean_sq_abs_error_2021-01-25_2021-03-06,mean_sq_abs_error_2021-02-01_2021-03-06,mean_sq_abs_error_2021-02-08_2021-03-06,mean_sq_abs_error_2021-02-15_2021-03-06,mean_sq_abs_error_2021-02-22_2021-03-06,mean_sq_abs_error_2021-03-01_2021-03-06
USC-SI_kJalpha,24567.5,23721.5,24605.0,20256.8,11426.9,4376.6,3013.6,965.8,3620381924.2,5220155042.4,1986676770.1,1176235777.7,689533667.2,53878868.1,67267174.9,2799207.4
Karlen-pypm,,,,10408.6,8706.2,4717.7,4154.0,1269.4,,,,400384457.2,474706683.8,68111718.5,47652733.6,4650936.3
LANL-GrowthRate,,,26019.1,16731.7,7809.6,5835.2,6506.2,2160.7,,,2041847623.8,1154145736.5,364649708.2,84940094.5,132473265.1,17471129.8
LNQ-ens1,,,,,8896.2,3955.8,3653.3,823.3,,,,,317627811.1,46422981.2,55007569.7,1654877.6
Covid19Sim-Simulator,145843.9,103844.4,56371.5,36261.2,21298.9,6997.7,3014.3,1315.4,76694319927.7,41925484716.9,11675025562.9,4151458033.2,2300981052.8,201465816.6,34119668.8,7121054.6
COVIDhub-ensemble,,,,,12898.9,4654.7,3097.3,805.5,,,,,978232579.1,116264192.3,27632232.7,1728565.1
Microsoft-DeepSTIA,,,,,8808.1,5233.7,3640.7,856.1,,,,,723474081.4,128599654.3,54172172.1,1873625.7
IEM_MED-CovidProject,,,,,9508.2,3788.6,4353.9,1157.8,,,,,625382630.1,38638385.3,77389592.2,5760090.7
JHUAPL-Bucky,130750.5,77920.9,29167.0,26591.3,15087.9,11084.9,4908.3,2414.2,62036381218.1,19702763907.4,2890717458.7,3290767881.8,914167536.8,762360096.5,68531435.9,26028570.1
JHU_IDD-CovidSP,,,36673.1,22585.6,14879.8,15988.1,4384.3,2135.0,,,5624751626.3,2156408759.9,1363253379.8,1397350742.9,140810101.5,18173090.3
JHU_CSSE-DECOM,,,,,20701.5,7048.9,2663.0,1066.2,,,,,2358625104.7,112997550.9,17138094.1,2785006.6
RobertWalraven-ESG,,,,,7881.0,4508.4,4412.5,1973.5,,,,,338020804.6,99695130.4,77463202.5,14891686.3
IowaStateLW-STEM,109208.1,112189.6,62388.9,36699.5,23702.4,12760.5,2810.6,1493.3,33751131984.8,46004410899.8,14976727994.4,3966408314.8,2695311646.6,544548312.4,29748002.0,7878265.8
CU-select,,,72310.1,45575.4,30246.8,4900.1,4285.8,1295.2,,,17452732793.8,9582010870.7,4722239037.7,80134566.5,88544238.4,12274797.1
BPagano-RtDriven,,,,,10501.6,9103.6,4076.6,1668.4,,,,,510494386.0,330340076.5,51588395.6,7120073.4
COVIDhub-trained_ensemble,,,,,17231.0,32644.1,2622.3,1260.1,,,,,870144508.8,2398130917.4,20887189.9,5007597.6
COVIDhub-baseline,134852.5,112879.1,67695.6,46927.5,26038.6,11727.1,4408.0,1179.9,60691682154.7,54371189647.8,16432947313.7,7503280577.0,2979350361.8,498867367.9,109793180.4,4988318.3
SigSci-TS,,,,,,9626.1,3634.6,1154.5,,,,,,415026145.2,46413664.7,4391994.4
MOBS-GLEAM_COVID,,,,,18206.2,14726.8,3044.2,1309.6,,,,,1522140081.7,983420006.2,29829882.2,4962477.1
UVA-Ensemble,,,,,,7196.7,4986.5,1127.8,,,,,,283403194.1,94841983.0,4311033.9
CEID-Walk,,,,,25400.1,11558.7,4121.6,1193.4,,,,,2853283075.8,472733294.1,87998337.0,4981139.7
OliverWyman-Navigator,,,,,,7631.8,5081.0,1138.4,,,,,,275625238.8,95294057.3,4080490.2
Google_Harvard-CPF,,,,,17209.3,8571.1,5483.5,2105.9,,,,,1999146489.0,258041398.0,80912674.3,21831245.6
UCLA-SuEIR,106140.8,60371.1,44108.7,36623.2,25356.1,,8287.5,2988.3,50735170212.6,26173896837.2,10157750200.4,5631003651.4,3414018568.7,,589357459.8,38293964.5
JHU_UNC_GAS-StatMechPool,,,,,13343.2,11024.5,9527.3,1837.6,,,,,1456635492.8,422459350.0,253514666.3,14057142.6
CovidAnalytics-DELPHI,,,121817.5,55630.2,15519.7,10568.8,6680.2,3415.8,,,165919890109.4,17909351241.1,1563933008.9,728475696.0,228900706.0,40847196.2
OneQuietNight-ML,,,,,27000.0,9681.4,5876.3,1700.4,,,,,1692453987.7,270824216.2,111565708.4,14348582.7
MIT_ISOLAT-Mixtures,,,,,20463.1,9798.4,5953.5,3009.9,,,,,3543752879.9,649381359.2,91925048.7,28785414.6
UChicagoCHATTOPADHYAY-UnIT,,,,,,,4497.7,1332.0,,,,,,,87754483.7,5733827.6
TTU-squider,,,,,22732.6,15372.7,7237.0,2876.7,,,,,2630756774.9,1315013044.6,143372888.4,21710664.0
Geneva-DetGrowth,,,,,,,,1288.9,,,,,,,,5283079.3
UMich-RidgeTfReg,,,,,29881.2,13541.2,13191.8,3696.6,,,,,3750437698.1,649837131.4,523358873.9,65941168.5
IUPUI-HkPrMobiDyR,,,,,,,8768.7,,,,,,,,388092911.7,
DDS-NBDS,,,,,189836.3,,36582.1,5650.4,,,,,324626756247.0,,16702667056.7,230232314.5
