,mean_abs_error_2020-07-20_2020-09-12,mean_abs_error_2020-07-27_2020-09-12,mean_abs_error_2020-08-03_2020-09-12,mean_abs_error_2020-08-10_2020-09-12,mean_abs_error_2020-08-17_2020-09-12,mean_abs_error_2020-08-24_2020-09-12,mean_abs_error_2020-08-31_2020-09-12,mean_abs_error_2020-09-07_2020-09-12,mean_sq_abs_error_2020-07-20_2020-09-12,mean_sq_abs_error_2020-07-27_2020-09-12,mean_sq_abs_error_2020-08-03_2020-09-12,mean_sq_abs_error_2020-08-10_2020-09-12,mean_sq_abs_error_2020-08-17_2020-09-12,mean_sq_abs_error_2020-08-24_2020-09-12,mean_sq_abs_error_2020-08-31_2020-09-12,mean_sq_abs_error_2020-09-07_2020-09-12
USACE-ERDC_SEIR,23046.6,16402.1,9365.5,7301.7,5706.5,3666.8,2282.2,932.1,2115266524.8,910702971.3,352090110.8,145822475.8,193673088.1,33964462.4,15974235.7,2637662.7
USC-SI_kJalpha,27772.5,10616.7,9550.9,6915.8,4767.9,3910.9,1883.4,1282.0,2978179934.7,542107107.2,313148798.0,155960400.7,55088971.9,34135001.6,9746646.6,4855986.8
LANL-GrowthRate,,17759.7,13003.7,8022.7,6042.2,4019.6,1877.4,535.8,,1346688334.2,720140221.5,246844413.2,110612574.7,32226364.8,8724057.4,704755.9
COVIDhub-ensemble,,,,,5173.7,2836.9,1558.4,843.2,,,,,158383521.3,20153695.9,7164888.8,2766082.0
LNQ-ens1,,,,,5963.8,3268.5,1430.1,769.6,,,,,186888718.5,21950497.6,5230962.0,1634929.6
UCLA-SuEIR,36217.4,19013.6,13037.3,6944.9,7313.9,4461.0,2174.8,1070.1,6435496226.6,1177216254.2,790123786.3,140852077.9,282134801.2,84800530.1,17783426.1,4262635.6
COVIDhub-baseline,24641.0,21600.9,17147.0,9747.8,8040.5,3750.6,2044.4,1201.5,4031923391.8,2920933288.4,1559544844.1,452303330.2,507575768.0,88459905.7,20830701.2,5216235.0
JHU_IDD-CovidSP,,,,14013.4,8270.0,3792.7,1857.9,963.5,,,,576016595.5,230880153.2,54469204.9,9523445.9,2523433.7
Covid19Sim-Simulator,48531.2,41549.4,21702.9,,,4355.3,1676.3,937.3,16339471066.5,11123154470.3,2136820968.0,,,45493206.3,8216544.9,4854366.8
DDS-NBDS,,,,,11135.5,3193.7,2262.6,1040.5,,,,,404915354.9,23699307.0,13084359.0,3831582.7
CEID-Walk,,,,,7800.4,3822.5,2155.2,1183.9,,,,,445886076.8,82654510.6,23698755.0,5335135.7
Karlen-pypm,,,,15014.2,6460.0,4539.6,2266.1,1221.7,,,,731194683.5,139464948.5,71090402.2,14676181.8,5521970.4
OliverWyman-Navigator,,,,,,3203.1,2093.0,,,,,,,27412480.5,13383751.8,
CU-select,,,,10541.5,14483.2,3214.3,2906.3,1402.1,,,,480871987.8,2404872666.0,29977370.7,37976285.3,7621975.8
RobertWalraven-ESG,,,,,6106.6,4218.8,3642.3,1282.1,,,,,86829686.6,30523263.3,30356495.7,3896093.7
IowaStateLW-STEM,34994.2,22741.1,16832.2,,7702.1,6726.4,2747.3,1849.3,11095750330.7,3947289963.1,1588801304.5,,411832082.3,321450134.7,46037525.3,32023766.7
TTU-squider,,,,,6833.4,11095.2,,,,,,,113038877.4,1102087063.3,,
CovidAnalytics-DELPHI,31586.4,31252.5,27168.0,18555.5,11466.2,6796.3,4178.9,1829.0,2892696507.1,3884378550.7,3142916592.0,1799891749.2,597501047.5,119379119.7,49480880.1,7909469.1
JCB-PRM,,,,,,,,990.0,,,,,,,,2420612.7
Geneva-DetGrowth,,,,,,,,1005.2,,,,,,,,3626272.8
IHME-CurveFit,67874.1,56292.2,53724.9,54891.5,,,,,32087843489.9,26137409501.7,22724228607.5,19247036360.0,,,,
UMich-RidgeTfReg,,,,,,,2286.4,1341.0,,,,,,,18090543.9,7295290.7
JHUAPL-Bucky,,,,,,,2277.0,1753.9,,,,,,,11741565.0,9767072.2
IQVIA_ACOE-STAN,,,,,,,2706.9,1514.2,,,,,,,23072344.6,7962151.8
