,total_deaths_2020-06-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCLA-SuEIR,113629,123110.7,126578,12596.7,12949,-352.3,-2.7%
MOBS-GLEAM_COVID,113629,122937.9,126578,12423.9,12949,-525.1,-4.1%
IHME-CurveFit,113629,124076.5,126578,13562.5,12949,613.5,4.7%
OliverWyman-Navigator,113629,122724.2,126578,12210.2,12949,-738.8,-5.7%
PSI-DRAFT,113629,124417.0,126578,13903.0,12949,954.0,7.4%
IowaStateLW-STEM,113629,124507.0,126578,13993.0,12949,1044.0,8.1%
UT-Mobility,113629,121931.0,126578,11417.0,12949,-1532.0,-11.8%
GT-DeepCOVID,113629,125390.2,126578,14876.2,12949,1927.2,14.9%
UMass-MechBayes,113629,125394.0,126578,14880.0,12949,1931.0,14.9%
LANL-GrowthRate,113629,125488.2,126578,14974.2,12949,2025.2,15.6%
CovidAnalytics-DELPHI,113629,125727.0,126578,15213.0,12949,2264.0,17.5%
COVIDhub-ensemble,113629,125734.1,126578,15220.1,12949,2271.1,17.5%
YYG-ParamSearch,113629,125870.4,126578,15356.4,12949,2407.4,18.6%
COVIDhub-baseline,113629,127877.8,126578,17363.8,12949,4414.8,34.1%
Baseline,113629,128036.9,126578,17522.9,12949,4573.9,35.3%
CU-select,113629,130136.0,126578,19622.0,12949,6673.0,51.5%
USACE-ERDC_SEIR,113629,116697.7,126578,6183.7,12949,-6765.3,-52.2%
Covid19Sim-Simulator,113629,116054.6,126578,5540.6,12949,-7408.4,-57.2%
UA-EpiCovDA,113629,131868.0,126578,21354.0,12949,8405.0,64.9%
JHU_IDD-CovidSP,113629,135091.8,126578,24577.8,12949,11628.8,89.8%
Auquan-SEIR,113629,166921.0,126578,56407.0,12949,43458.0,335.6%
CovidActNow-SEIR_CAN,113629,263685.0,126578,153171.0,12949,140222.0,1082.9%
GT_CHHS-COVID19,113629,,126578,,12949,,
NotreDame-FRED,113629,,126578,,12949,,
SWC-TerminusCM,113629,,126578,,12949,,
