,total_deaths_2020-05-17,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCLA-SuEIR,90644,127039.2,126120,36395.2,35476,919.2,2.6%
Baseline_0.98,90644,130024.7,126120,39380.7,35476,3904.7,11.0%
MIT_CovidAnalytics-DELPHI,90644,130532.0,126120,39888.0,35476,4412.0,12.4%
IHME-CurveFit,90644,132106.4,126120,41462.4,35476,5986.4,16.9%
LANL-GrowthRate,90644,118406.8,126120,27762.8,35476,-7713.2,-21.7%
IowaStateLW-STEM,90644,117284.5,126120,26640.5,35476,-8835.5,-24.9%
USACE-ERDC_SEIR,90644,112194.5,126120,21550.5,35476,-13925.5,-39.3%
PSI-DRAFT,90644,140288.5,126120,49644.5,35476,14168.5,39.9%
YYG-ParamSearch,90644,141054.4,126120,50410.4,35476,14934.4,42.1%
Baseline,90644,147979.6,126120,57335.6,35476,21859.6,61.6%
Auquan-SEIR,90644,,126120,,35476,,
