,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,104.9,35.0,155.6,1.0,11.5,112.0,610.0
UCLA-SuEIR,51,128.5,45.0,176.9,0.1,10.0,193.2,781.5
IowaStateLW-STEM,49,151.5,74.0,212.9,1.0,34.5,186.0,1103.0
LANL-GrowthRate,51,159.5,74.3,222.7,0.0,28.4,188.1,1158.7
Covid19Sim-Simulator,51,196.4,99.0,270.2,0.0,9.9,200.2,1184.9
CovidAnalytics-DELPHI,51,200.2,72.0,297.6,0.0,18.0,223.0,1566.0
YYG-ParamSearch,51,217.5,92.2,313.6,1.6,25.1,242.0,1495.9
USACE-ERDC_SEIR,51,232.8,93.5,381.7,0.3,21.4,193.5,1757.8
PSI-DRAFT,51,255.2,61.0,505.5,1.0,23.0,187.0,2626.0
Baseline,51,312.9,93.0,526.9,0.6,19.4,291.7,2489.1
