,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1711,1565.6,2024.0,5006.6,-145.4,313.0,3295.6,False,False
Argentina,15543,4073.4,6108.0,23965.0,-11469.6,-9435.0,8422.0,True,True
Australia,872,129.7,115.0,102.4,-742.3,-757.0,-769.6,False,False
Austria,787,856.3,774.0,851.1,69.3,-13.0,64.1,True,True
Bangladesh,5129,5260.9,8274.0,26111.9,131.9,3145.0,20982.9,False,False
Belarus,813,858.7,835.0,563.8,45.7,22.0,-249.2,True,False
Belgium,9974,10194.9,10015.0,9862.2,220.9,41.0,-111.8,True,True
Bolivia,7828,4112.6,5773.0,7258.1,-3715.4,-2055.0,-569.9,True,True
Brazil,141406,148020.6,131690.0,163976.4,6614.6,-9716.0,22570.4,False,False
Bulgaria,789,476.1,580.0,828.2,-312.9,-209.0,39.2,True,True
Canada,9313,9867.7,10462.0,9964.5,554.7,1149.0,651.5,False,False
Chile,12591,18751.9,13557.0,24743.2,6160.9,966.0,12152.2,True,False
Colombia,25296,14866.0,28696.0,34896.2,-10430.0,3400.0,9600.2,True,True
Croatia,269,107.0,128.0,1358.4,-162.0,-141.0,1089.4,True,False
Cuba,120,98.9,103.0,268.2,-21.1,-17.0,148.2,True,False
Cyprus,22,19.0,28.0,17.3,-3.0,6.0,-4.7,False,False
Czechia,591,502.3,440.0,352.9,-88.7,-151.0,-238.1,False,False
Denmark,648,655.4,670.0,638.6,7.4,22.0,-9.4,False,False
Dominican Republic,2093,1548.9,2810.0,5491.1,-544.1,717.0,3398.1,False,False
Ecuador,11273,7077.6,6062.0,19658.1,-4195.4,-5211.0,8385.1,False,False
Egypt,5869,10451.9,12466.0,52387.4,4582.9,6597.0,46518.4,False,False
Estonia,64,69.0,90.0,71.8,5.0,26.0,7.8,False,False
Finland,343,353.7,365.0,318.3,10.7,22.0,-24.7,False,False
France,31675,31555.3,30864.0,30385.5,-119.7,-811.0,-1289.5,False,False
Germany,9459,9906.6,10465.0,11311.8,447.6,1006.0,1852.8,False,False
Greece,376,203.9,219.0,202.8,-172.1,-157.0,-173.2,True,False
Honduras,2288,1970.4,2845.0,4806.3,-317.6,557.0,2518.3,False,False
Hungary,730,722.4,762.0,602.1,-7.6,32.0,-127.9,False,False
Iceland,10,10.0,12.0,11.7,0.0,2.0,1.7,False,False
Iran,25394,21886.6,19442.0,50413.7,-3507.4,-5952.0,25019.7,False,False
Ireland,1802,1992.1,1828.0,1789.6,190.1,26.0,-12.4,True,True
Israel,1441,472.3,417.0,319.3,-968.7,-1024.0,-1121.7,False,False
Italy,35818,36075.1,36811.0,41158.5,257.1,993.0,5340.5,False,False
Japan,1547,1190.6,1231.0,1126.6,-356.4,-316.0,-420.4,True,False
Kuwait,597,630.9,605.0,1436.6,33.9,8.0,839.6,True,False
Latvia,36,30.0,48.0,31.6,-6.0,12.0,-4.4,False,True
Lithuania,89,103.7,110.0,83.5,14.7,21.0,-5.5,False,True
Luxembourg,124,110.0,119.0,115.9,-14.0,-5.0,-8.1,True,True
Malaysia,133,121.0,267.0,124.2,-12.0,134.0,-8.8,False,True
Malta,31,9.0,12.0,8.5,-22.0,-19.0,-22.5,True,False
Mexico,76243,88658.0,96290.0,85714.0,12415.0,20047.0,9471.0,False,True
Moldova,1279,1262.9,1467.0,2177.4,-16.1,188.0,898.4,False,False
Morocco,2041,311.0,257.0,591.5,-1730.0,-1784.0,-1449.5,False,True
Netherlands,6415,6316.9,6489.0,6411.9,-98.1,74.0,-3.1,True,True
Norway,270,313.3,270.0,245.3,43.3,0.0,-24.7,True,True
Pakistan,6457,11585.6,16816.0,35563.1,5128.6,10359.0,29106.1,False,False
Panama,2323,1928.3,2288.0,2688.6,-394.7,-35.0,365.6,True,True
Peru,32037,25671.3,22357.0,35993.2,-6365.7,-9680.0,3956.2,False,True
Philippines,5284,2208.3,2368.0,8823.2,-3075.7,-2916.0,3539.2,True,False
Poland,2424,2492.3,2936.0,3952.8,68.3,512.0,1528.8,False,False
Portugal,1944,2001.1,1882.0,1593.7,57.1,-62.0,-350.3,False,False
Romania,4687,2897.7,3185.0,8512.6,-1789.3,-1502.0,3825.6,True,False
Russia,20140,21390.0,18842.0,18762.6,1250.0,-1298.0,-1377.4,False,False
Saudi Arabia,4655,5202.4,4886.0,19417.9,547.4,231.0,14762.9,True,False
Serbia,746,385.7,359.0,274.5,-360.3,-387.0,-471.5,False,False
Slovakia,44,28.0,34.0,28.9,-16.0,-10.0,-15.1,True,True
Slovenia,146,136.7,121.0,111.7,-9.3,-25.0,-34.3,False,False
South Korea,401,307.7,346.0,289.2,-93.3,-55.0,-111.8,True,False
Spain,31232,28600.1,29287.0,28626.7,-2631.9,-1945.0,-2605.3,True,True
Sweden,5880,7452.9,6308.0,5748.9,1572.9,428.0,-131.1,True,True
Switzerland,2064,2039.1,2050.0,2194.3,-24.9,-14.0,130.3,True,False
Turkey,7929,6987.0,7692.0,26268.1,-942.0,-237.0,18339.1,True,False
Ukraine,3988,2813.4,3211.0,6698.1,-1174.6,-777.0,2710.1,True,False
United Arab Emirates,411,454.4,425.0,577.6,43.4,14.0,166.6,True,False
United Kingdom,42060,55424.0,48745.0,47678.3,13364.0,6685.0,5618.3,True,True
