,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Iowa,2375,1566.1,2738.5,1418.0,978.0,,-808.9,363.5,-957.0,-1397.0,,True,False,False,
Kansas,1529,535.3,1891.4,443.1,475.0,,-993.7,362.4,-1085.9,-1054.0,,True,False,False,
Kentucky,1885,1518.6,1901.1,1451.8,878.0,,-366.4,16.1,-433.2,-1007.0,,True,False,False,
Louisiana,6391,5937.9,7761.6,5862.8,5889.0,,-453.1,1370.6,-528.2,-502.0,,False,False,False,
Maine,191,173.6,126.1,188.7,135.0,,-17.4,-64.9,-2.3,-56.0,,False,True,False,
Maryland,4602,4470.7,4207.1,4627.4,3791.0,,-131.3,-394.9,25.4,-811.0,,False,True,False,
Massachusetts,10676,10429.9,8733.2,10954.9,8817.0,,-246.1,-1942.8,278.9,-1859.0,,False,False,False,
Michigan,9467,7346.6,7924.7,8802.3,7508.0,,-2120.4,-1542.3,-664.7,-1959.0,,True,True,True,
Minnesota,3580,2354.1,2744.2,1774.7,2698.0,,-1225.9,-835.8,-1805.3,-882.0,,True,False,True,
Mississippi,3779,3353.9,3309.9,4117.3,2772.0,,-425.1,-469.1,338.3,-1007.0,,False,True,False,
Missouri,3873,1965.7,2922.4,1768.1,1403.0,,-1895.3,-938.6,-2092.9,-2458.0,,True,False,False,
Montana,669,187.9,1094.0,573.3,153.0,,-481.1,425.0,-95.7,-516.0,,True,True,False,
Nebraska,989,602.7,549.1,306.0,419.0,,-386.3,-439.9,-683.0,-570.0,,False,False,False,
Nevada,2119,1665.3,4309.9,2554.0,1596.0,,-453.7,2190.9,435.0,-523.0,,False,True,False,
New Hampshire,523,530.0,452.3,469.7,407.0,,7.0,-70.7,-53.3,-116.0,,False,False,False,
New Jersey,16965,19119.1,17024.6,19632.0,16224.0,,2154.1,59.6,2667.0,-741.0,,True,False,True,
New Mexico,1527,1061.3,1144.1,1284.9,940.0,,-465.7,-382.9,-242.1,-587.0,,True,True,False,
New York,34526,35229.3,33416.1,36470.7,33415.0,,724.3,-1088.9,1965.7,-1090.0,,False,False,False,
North Carolina,5219,4103.4,4443.3,2531.5,3356.0,,-1115.6,-775.7,-2687.5,-1863.0,,True,False,False,
North Dakota,921,186.3,478.9,528.2,120.0,,-734.7,-442.1,-392.8,-801.0,,True,True,False,
Ohio,7693,5361.4,5926.2,5012.3,4282.0,,-2635.6,-2070.8,-2984.7,-3715.0,,True,False,False,
Oklahoma,1717,997.9,2229.9,1404.6,1508.0,,-719.1,512.9,-312.4,-209.0,,True,True,True,
Oregon,896,750.3,870.4,872.1,461.0,,-145.7,-25.6,-23.9,-435.0,,True,True,False,
Pennsylvania,10234,9247.1,9202.1,8935.4,7758.0,,-986.9,-1031.9,-1298.6,-2476.0,,False,False,False,
Rhode Island,1399,1254.0,1315.5,1046.8,1192.0,,-121.0,-59.5,-328.2,-183.0,,True,False,False,
South Carolina,4346,4813.3,4956.3,4784.7,2596.0,,467.3,610.3,438.7,-1750.0,,False,True,False,
South Dakota,942,287.7,175.6,293.7,284.0,,-654.3,-766.4,-648.3,-658.0,,False,True,False,
Tennessee,4541,2766.4,5222.5,2100.7,2332.0,,-1774.6,681.5,-2440.3,-2209.0,,True,False,False,
Texas,22130,19022.3,25359.8,20813.4,25012.0,32544.0,-2175.7,4161.8,-384.6,3814.0,11346.0,False,True,False,False
Utah,863,771.0,988.0,1782.3,608.0,,-92.0,125.0,919.3,-255.0,,False,False,False,
Vermont,67,56.0,60.9,56.5,56.0,,-11.0,-6.1,-10.5,-11.0,,True,True,False,
Virginia,4054,3177.3,3846.2,7360.5,2339.0,,-876.7,-207.8,3306.5,-1715.0,,True,False,False,
Washington,2714,1616.7,3026.7,4839.2,1871.0,,-1087.3,322.7,2135.2,-833.0,,True,False,True,
West Virginia,718,175.4,1118.5,123.0,132.0,,-542.6,400.5,-595.0,-586.0,,True,False,False,
Wisconsin,3464,1296.6,2768.9,1030.9,1114.0,,-2125.4,-653.1,-2391.1,-2308.0,,True,False,False,
Wyoming,215,100.4,168.6,21.5,34.0,,-114.6,-46.4,-193.5,-181.0,,True,False,False,
US,268482,241023.7,290423.6,251836.2,216043.0,303136.0,-26723.3,22676.6,-15910.8,-51704.0,35389.0,True,True,False,False
