,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Alabama,3572,3067.9,2901.9,3760.6,3296.0,3008.1,-504.1,-670.1,188.6,-276.0,-563.9,False,True,True,False
Alaska,121,153.4,90.3,47.4,,80.9,32.4,-30.7,-73.6,,-40.1,True,False,,False
Arizona,6624,6916.1,6605.1,7292.5,6554.0,6607.1,292.1,-18.9,668.5,-70.0,-16.9,True,False,True,True
Arkansas,2449,2432.9,3032.4,2240.3,1871.0,1960.1,-16.1,583.4,-208.7,-578.0,-488.9,False,False,False,False
California,19132,20831.7,18653.8,26382.5,18852.0,19434.6,1699.7,-478.2,7250.5,-280.0,302.6,True,False,True,True
Colorado,2983,2280.1,2450.8,2450.2,2250.0,2181.7,-702.9,-532.2,-532.8,-733.0,-801.3,True,True,False,False
Connecticut,4961,4580.7,4590.7,5092.2,4592.0,4555.1,-380.3,-370.3,131.2,-369.0,-405.9,True,True,True,False
Delaware,813,739.3,724.8,762.7,681.0,685.7,-60.7,-75.2,-37.3,-119.0,-114.3,False,True,False,False
District of Columbia,678,659.4,648.9,688.0,636.0,648.8,-18.6,-29.1,10.0,-42.0,-29.2,False,True,False,False
Florida,18442,20550.9,18222.6,23905.8,17225.0,18286.3,2108.9,-219.4,5463.8,-1217.0,-155.7,True,False,True,True
Georgia,9424,9992.9,8140.6,9177.8,8476.0,9045.7,568.9,-1283.4,-246.2,-948.0,-378.3,False,True,False,True
Hawaii,240,238.3,180.5,165.7,,199.3,-1.7,-59.5,-74.3,,-40.7,False,False,,False
Idaho,913,610.6,687.3,767.6,635.0,631.5,-302.4,-225.7,-145.4,-278.0,-281.5,True,True,True,True
Illinois,12838,10253.3,9863.1,10941.7,9882.0,9978.1,-2584.7,-2974.9,-1896.3,-2956.0,-2859.9,False,True,False,False
Indiana,6270,4235.4,4095.5,4976.7,4155.0,4041.7,-2021.6,-2161.5,-1280.3,-2102.0,-2215.3,False,True,False,False
Iowa,2375,1767.7,1658.8,1715.2,1819.0,1770.5,-607.3,-716.2,-659.8,-556.0,-604.5,False,False,True,True
Kansas,1529,989.3,1137.3,2627.0,906.0,943.1,-539.7,-391.7,1098.0,-623.0,-585.9,True,False,False,False
Kentucky,1885,1564.4,1538.1,2507.3,1535.0,1704.0,-320.6,-346.9,622.3,-350.0,-181.0,False,False,False,True
Louisiana,6391,6324.1,6106.9,7009.5,6268.0,6689.5,-66.9,-284.1,618.5,-123.0,298.5,False,False,False,False
Maine,191,148.9,171.7,173.1,216.0,147.1,-42.1,-19.3,-17.9,25.0,-43.9,True,True,True,False
Maryland,4602,4431.0,4195.2,4377.0,4344.0,4166.6,-171.0,-406.8,-225.0,-258.0,-435.4,False,False,False,False
Massachusetts,10676,10236.6,10325.0,10844.6,9776.0,9769.4,-439.4,-351.0,168.6,-900.0,-906.6,True,True,False,False
Michigan,9467,7708.3,7570.3,8016.8,7787.0,7447.3,-1758.7,-1896.7,-1450.2,-1680.0,-2019.7,False,True,True,False
Minnesota,3580,2440.9,2473.8,3223.1,2570.0,2571.3,-1139.1,-1106.2,-356.9,-1010.0,-1008.7,True,True,True,True
Mississippi,3779,3884.4,3502.2,4070.2,3528.0,3682.4,105.4,-276.8,291.2,-251.0,-96.6,False,False,False,True
Missouri,3873,4063.6,3038.3,3662.1,2434.0,2943.5,219.6,-805.7,-181.9,-1410.0,-900.5,False,True,False,False
Montana,669,314.7,477.0,400.7,311.0,268.5,-354.3,-192.0,-268.3,-358.0,-400.5,True,True,False,False
Nebraska,989,718.0,696.9,1168.2,673.0,578.3,-271.0,-292.1,179.2,-316.0,-410.7,False,True,False,False
Nevada,2119,2063.3,2002.9,2490.1,1924.0,2215.8,-55.7,-116.1,371.1,-195.0,96.8,False,False,False,False
