,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3572,4223.0,5916.5,4844.2,3212.0,,651.0,2344.5,1272.2,-360.0,,False,False,True,
Alaska,121,91.4,257.0,21.9,,,-29.6,136.0,-99.1,,,False,False,,
Arizona,6624,11519.3,5943.5,8618.8,9285.0,,4895.3,-680.5,1994.8,2661.0,,True,True,True,
Arkansas,2449,1526.0,1588.8,1101.8,1484.0,,-923.0,-860.2,-1347.2,-965.0,,True,False,False,
California,19116,25376.6,21419.5,19728.9,19848.0,,6260.6,2303.5,612.9,732.0,,True,True,True,
Colorado,2983,2686.9,2948.8,3489.8,2197.0,,-296.1,-34.2,506.8,-786.0,,True,False,False,
Connecticut,4961,4752.3,4660.7,4981.0,4523.0,,-208.7,-300.3,20.0,-438.0,,False,True,False,
Delaware,763,686.1,712.3,793.5,642.0,,-76.9,-50.7,30.5,-121.0,,True,True,False,
District of Columbia,678,634.6,712.6,664.6,620.0,,-41.4,36.6,-11.4,-56.0,,True,True,False,
Florida,18442,27818.3,20608.5,17463.5,19324.0,,9376.3,2166.5,-978.5,882.0,,True,True,True,
Georgia,9424,9605.1,8287.2,11137.4,6119.0,,181.1,-1136.8,1713.4,-3305.0,,False,False,False,
Hawaii,240,26.0,264.6,34.3,,,-214.0,24.6,-205.7,,,True,True,,
Idaho,913,1056.7,1104.5,386.7,467.0,,143.7,191.5,-526.3,-446.0,,False,False,False,
Illinois,12838,9804.3,10979.9,8445.1,8676.0,,-3033.7,-1858.1,-4392.9,-4162.0,,True,False,False,
Indiana,5663,4188.7,4420.8,4323.7,3401.0,,-1474.3,-1242.2,-1339.3,-2262.0,,True,True,False,
Iowa,2375,1704.0,1665.2,2277.8,1033.0,,-671.0,-709.8,-97.2,-1342.0,,False,True,False,
