,total_deaths_2020-11-01,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,232127,265986.3,268482,34991.3,36355,-1363.7,-3.8%
CU-select,232127,264236.0,268482,33241.0,36355,-3114.0,-8.6%
Covid19Sim-Simulator,232127,263918.4,268482,32923.4,36355,-3431.6,-9.4%
UMass-MechBayes,232127,263248.0,268482,32253.0,36355,-4102.0,-11.3%
USC-SI_kJalpha,232127,262435.5,268482,31440.5,36355,-4914.5,-13.5%
BPagano-RtDriven,232127,262026.0,268482,31031.0,36355,-5324.0,-14.6%
SteveMcConnell-CovidComplete,232127,261664.0,268482,30669.0,36355,-5686.0,-15.6%
IBF-TimeSeries,232127,261299.0,268482,30304.0,36355,-6051.0,-16.6%
QJHong-Encounter,232127,261044.2,268482,30049.2,36355,-6305.8,-17.3%
LNQ-ens1,232127,259958.8,268482,28963.8,36355,-7391.2,-20.3%
Columbia_UNC-SurvCon,232127,259917.0,268482,28922.0,36355,-7433.0,-20.4%
JCB-PRM,232127,259832.5,268482,28837.5,36355,-7517.5,-20.7%
UA-EpiCovDA,232127,259801.0,268482,28806.0,36355,-7549.0,-20.8%
UCSD_NEU-DeepGLEAM,232127,258553.8,268482,27558.8,36355,-8796.2,-24.2%
OliverWyman-Navigator,232127,258348.0,268482,27353.0,36355,-9002.0,-24.8%
TTU-squider,232127,258041.6,268482,27046.6,36355,-9308.4,-25.6%
LANL-GrowthRate,232127,258036.5,268482,27041.5,36355,-9313.5,-25.6%
epiforecasts-ensemble1,232127,257767.0,268482,26772.0,36355,-9583.0,-26.4%
MOBS-GLEAM_COVID,232127,257704.0,268482,26709.0,36355,-9646.0,-26.5%
JHUAPL-Bucky,232127,257700.0,268482,26705.0,36355,-9650.0,-26.5%
COVIDhub-ensemble,232127,257243.0,268482,26248.0,36355,-10107.0,-27.8%
UCM_MESALab-FoGSEIR,232127,257110.0,268482,26115.0,36355,-10240.0,-28.2%
MSRA-DeepST,232127,256958.8,268482,25963.8,36355,-10391.2,-28.6%
RobertWalraven-ESG,232127,256133.4,268482,25138.4,36355,-11216.6,-30.9%
RPI_UW-Mob_Collision,232127,255874.6,268482,24879.6,36355,-11475.4,-31.6%
Caltech-CS156,232127,255725.9,268482,24730.9,36355,-11624.1,-32.0%
UMich-RidgeTfReg,232127,255325.4,268482,24330.4,36355,-12024.6,-33.1%
JHU_CSSE-DECOM,232127,255248.0,268482,24253.0,36355,-12102.0,-33.3%
GT-DeepCOVID,232127,255000.7,268482,24005.7,36355,-12349.3,-34.0%
PSI-DRAFT,232127,254918.5,268482,23923.5,36355,-12431.5,-34.2%
UT-Mobility,232127,253754.0,268482,22759.0,36355,-13596.0,-37.4%
IowaStateLW-STEM,232127,253486.0,268482,22491.0,36355,-13864.0,-38.1%
USC-SI_kJalpha_RF,232127,253228.5,268482,22233.5,36355,-14121.5,-38.8%
Baseline,232127,253219.9,268482,22224.9,36355,-14130.1,-38.9%
CEID-Walk,232127,253211.7,268482,22216.7,36355,-14138.3,-38.9%
MIT_CritData-GBCF,232127,253180.0,268482,22185.0,36355,-14170.0,-39.0%
COVIDhub-baseline,232127,253168.3,268482,22173.3,36355,-14181.7,-39.0%
UCLA-SuEIR,232127,252220.2,268482,21225.2,36355,-15129.8,-41.6%
CovidAnalytics-DELPHI,232127,252111.0,268482,21116.0,36355,-15239.0,-41.9%
STH-3PU,232127,251967.0,268482,20972.0,36355,-15383.0,-42.3%
NotreDame-mobility,232127,251688.0,268482,20693.0,36355,-15662.0,-43.1%
DDS-NBDS,232127,250692.1,268482,19697.1,36355,-16657.9,-45.8%
JHU_IDD-CovidSP,232127,247311.7,268482,16316.7,36355,-20038.3,-55.1%
WalmartLabsML-LogForecasting,232127,244990.8,268482,13995.8,36355,-22359.2,-61.5%
CMU-TimeSeries,232127,,268482,,36355,,
Google_Harvard-CPF,232127,,268482,,36355,,
JHU_UNC_GAS-StatMechPool,232127,,268482,,36355,,
NotreDame-FRED,232127,,268482,,36355,,
UCSB-ACTS,232127,,268482,,36355,,
