,total_deaths_2020-11-15,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,247585,267908.0,268482,21701.0,20897,804.0,3.8%
USC-SI_kJalpha,247585,266202.0,268482,19995.0,20897,-902.0,-4.3%
LNQ-ens1,247585,266153.0,268482,19946.0,20897,-951.0,-4.6%
JHUAPL-Bucky,247585,266146.5,268482,19939.5,20897,-957.5,-4.6%
IBF-TimeSeries,247585,268115.0,268482,21908.0,20897,1011.0,4.8%
LANL-GrowthRate,247585,265832.0,268482,19625.0,20897,-1272.0,-6.1%
Karlen-pypm,247585,268511.2,268482,22304.2,20897,1407.2,6.7%
QJHong-Encounter,247585,265554.1,268482,19347.1,20897,-1549.9,-7.4%
UA-EpiCovDA,247585,265531.0,268482,19324.0,20897,-1573.0,-7.5%
JHU_IDD-CovidSP,247585,265500.7,268482,19293.7,20897,-1603.3,-7.7%
BPagano-RtDriven,247585,265145.7,268482,18938.7,20897,-1958.3,-9.4%
CU-select,247585,265124.0,268482,18917.0,20897,-1980.0,-9.5%
SteveMcConnell-CovidComplete,247585,269110.0,268482,22903.0,20897,2006.0,9.6%
Columbia_UNC-SurvCon,247585,264597.0,268482,18390.0,20897,-2507.0,-12.0%
JCB-PRM,247585,264536.2,268482,18329.2,20897,-2567.8,-12.3%
OliverWyman-Navigator,247585,263926.9,268482,17719.9,20897,-3177.1,-15.2%
Caltech-CS156,247585,263475.9,268482,17268.9,20897,-3628.1,-17.4%
UCSD_NEU-DeepGLEAM,247585,263426.5,268482,17219.5,20897,-3677.5,-17.6%
GT-DeepCOVID,247585,263343.1,268482,17136.1,20897,-3760.9,-18.0%
UChicagoCHATTOPADHYAY-UnIT,247585,263303.7,268482,17096.7,20897,-3800.3,-18.2%
MSRA-DeepST,247585,263286.0,268482,17079.0,20897,-3818.0,-18.3%
COVIDhub-ensemble,247585,263127.0,268482,16920.0,20897,-3977.0,-19.0%
PSI-DRAFT,247585,263120.0,268482,16913.0,20897,-3984.0,-19.1%
JHU_CSSE-DECOM,247585,262916.0,268482,16709.0,20897,-4188.0,-20.0%
MOBS-GLEAM_COVID,247585,262847.0,268482,16640.0,20897,-4257.0,-20.4%
RobertWalraven-ESG,247585,262612.6,268482,16405.6,20897,-4491.4,-21.5%
epiforecasts-ensemble1,247585,262599.0,268482,16392.0,20897,-4505.0,-21.6%
MIT_CritData-GBCF,247585,262570.0,268482,16363.0,20897,-4534.0,-21.7%
TTU-squider,247585,261790.5,268482,15583.5,20897,-5313.5,-25.4%
NotreDame-mobility,247585,261307.7,268482,15100.7,20897,-5796.3,-27.7%
CovidAnalytics-DELPHI,247585,261283.0,268482,15076.0,20897,-5821.0,-27.9%
IowaStateLW-STEM,247585,261218.0,268482,15011.0,20897,-5886.0,-28.2%
UT-Mobility,247585,261139.5,268482,14932.5,20897,-5964.5,-28.5%
UCLA-SuEIR,247585,261100.1,268482,14893.1,20897,-6003.9,-28.7%
UMich-RidgeTfReg,247585,260966.4,268482,14759.4,20897,-6137.6,-29.4%
CEID-Walk,247585,260779.0,268482,14572.0,20897,-6325.0,-30.3%
COVIDhub-baseline,247585,260758.0,268482,14551.0,20897,-6346.0,-30.4%
Baseline,247585,260544.1,268482,14337.1,20897,-6559.9,-31.4%
RPI_UW-Mob_Collision,247585,260446.8,268482,14239.8,20897,-6657.2,-31.9%
IQVIA_ACOE-STAN,247585,260381.0,268482,14174.0,20897,-6723.0,-32.2%
DDS-NBDS,247585,260099.8,268482,13892.8,20897,-7004.2,-33.5%
UCM_MESALab-FoGSEIR,247585,258766.0,268482,12559.0,20897,-8338.0,-39.9%
WalmartLabsML-LogForecasting,247585,253913.1,268482,7706.1,20897,-13190.9,-63.1%
USACE-ERDC_SEIR,247585,283344.2,268482,37137.2,20897,16240.2,77.7%
CMU-TimeSeries,247585,,268482,,20897,,
Google_Harvard-CPF,247585,,268482,,20897,,
NotreDame-FRED,247585,,268482,,20897,,
UCSB-ACTS,247585,,268482,,20897,,
