,total_deaths_2020-11-08,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,239429,266298.0,268482,28519.0,29053,-534.0,-1.8%
Karlen-pypm,239429,266221.2,268482,28442.2,29053,-610.8,-2.1%
SteveMcConnell-CovidComplete,239429,267518.0,268482,29739.0,29053,686.0,2.4%
IBF-TimeSeries,239429,265056.0,268482,27277.0,29053,-1776.0,-6.1%
BPagano-RtDriven,239429,264824.6,268482,27045.6,29053,-2007.4,-6.9%
USC-SI_kJalpha,239429,264135.5,268482,26356.5,29053,-2696.5,-9.3%
LNQ-ens1,239429,264084.4,268482,26305.4,29053,-2747.6,-9.5%
Covid19Sim-Simulator,239429,264059.3,268482,26280.3,29053,-2772.7,-9.5%
UA-EpiCovDA,239429,263985.0,268482,26206.0,29053,-2847.0,-9.8%
CU-select,239429,269752.0,268482,31973.0,29053,2920.0,10.1%
LANL-GrowthRate,239429,263469.5,268482,25690.5,29053,-3362.5,-11.6%
OliverWyman-Navigator,239429,262809.3,268482,25030.3,29053,-4022.7,-13.8%
QJHong-Encounter,239429,262578.3,268482,24799.3,29053,-4253.7,-14.6%
Columbia_UNC-SurvCon,239429,262406.0,268482,24627.0,29053,-4426.0,-15.2%
TTU-squider,239429,262290.4,268482,24511.4,29053,-4541.6,-15.6%
JCB-PRM,239429,262140.8,268482,24361.8,29053,-4691.2,-16.1%
UCSD_NEU-DeepGLEAM,239429,261526.1,268482,23747.1,29053,-5305.9,-18.3%
Caltech-CS156,239429,260890.4,268482,23111.4,29053,-5941.6,-20.5%
MOBS-GLEAM_COVID,239429,260829.3,268482,23050.3,29053,-6002.7,-20.7%
JHUAPL-Bucky,239429,260356.3,268482,22577.3,29053,-6475.7,-22.3%
MSRA-DeepST,239429,260152.5,268482,22373.5,29053,-6679.5,-23.0%
RobertWalraven-ESG,239429,260121.8,268482,22342.8,29053,-6710.2,-23.1%
COVIDhub-ensemble,239429,259803.0,268482,22024.0,29053,-7029.0,-24.2%
epiforecasts-ensemble1,239429,259422.0,268482,21643.0,29053,-7410.0,-25.5%
DDS-NBDS,239429,258904.5,268482,21125.5,29053,-7927.5,-27.3%
MIT_CritData-GBCF,239429,257421.0,268482,19642.0,29053,-9411.0,-32.4%
UCLA-SuEIR,239429,257321.8,268482,19542.8,29053,-9510.2,-32.7%
USC-SI_kJalpha_RF,239429,257288.6,268482,19509.6,29053,-9543.4,-32.8%
UMich-RidgeTfReg,239429,257125.1,268482,19346.1,29053,-9706.9,-33.4%
UT-Mobility,239429,256876.0,268482,19097.0,29053,-9956.0,-34.3%
GT-DeepCOVID,239429,256868.7,268482,19089.7,29053,-9963.3,-34.3%
COVIDhub-baseline,239429,256657.4,268482,18878.4,29053,-10174.6,-35.0%
UCM_MESALab-FoGSEIR,239429,256656.0,268482,18877.0,29053,-10176.0,-35.0%
Baseline,239429,256530.4,268482,18751.4,29053,-10301.6,-35.5%
JHU_CSSE-DECOM,239429,256502.0,268482,18723.0,29053,-10330.0,-35.6%
RPI_UW-Mob_Collision,239429,256464.4,268482,18685.4,29053,-10367.6,-35.7%
CEID-Walk,239429,256412.5,268482,18633.5,29053,-10419.5,-35.9%
CovidAnalytics-DELPHI,239429,256133.0,268482,18354.0,29053,-10699.0,-36.8%
IowaStateLW-STEM,239429,255355.0,268482,17576.0,29053,-11477.0,-39.5%
PSI-DRAFT,239429,254393.5,268482,16614.5,29053,-12438.5,-42.8%
NotreDame-mobility,239429,253897.2,268482,16118.2,29053,-12934.8,-44.5%
JHU_IDD-CovidSP,239429,249235.2,268482,11456.2,29053,-17596.8,-60.6%
WalmartLabsML-LogForecasting,239429,248374.6,268482,10595.6,29053,-18457.4,-63.5%
CMU-TimeSeries,239429,,268482,,29053,,
Google_Harvard-CPF,239429,,268482,,29053,,
JHU_UNC_GAS-StatMechPool,239429,,268482,,29053,,
NotreDame-FRED,239429,,268482,,29053,,
UCSB-ACTS,239429,,268482,,29053,,
