,count,mean,median,std,min,25%,75%,max
CU-select,51,74444.1,9409.0,125280.7,25.0,1062.5,90006.5,446224.0
Karlen-pypm,51,81118.9,7673.8,292212.5,31.4,1336.5,31416.3,2041755.2
UMass-MechBayes,51,85307.5,9025.0,242886.8,25.0,1580.5,53436.5,1575025.0
Google_Harvard-CPF,51,106241.3,11417.4,290406.5,8.5,2604.7,42809.7,1669092.4
GT-DeepCOVID,46,133835.2,13003.7,417805.6,0.1,2028.5,73258.5,2770080.2
USC-SI_kJalpha,51,134967.8,16384.0,471173.1,1.0,2941.0,65310.5,3147076.0
BPagano-RtDriven,51,140617.5,21137.7,283922.1,7.6,1166.5,122127.6,1533921.9
LNQ-ens1,51,140670.2,9181.2,408863.6,0.2,1456.4,39271.9,2545739.2
JHUAPL-Bucky,51,143225.3,16076.8,400300.4,15.8,2075.9,70274.8,2602823.1
SteveMcConnell-CovidComplete,51,149594.9,11025.0,489699.5,4.0,2210.0,68384.5,3319684.0
MSRA-DeepST,47,158138.2,6867.7,431974.2,0.2,1150.3,62031.2,2481710.5
Covid19Sim-Simulator,51,160374.2,11230.8,588548.0,37.3,3151.9,29430.4,3151187.6
COVIDhub-ensemble,51,164149.7,10201.0,493210.4,1.0,1260.5,47318.5,2989441.0
OliverWyman-Navigator,51,169465.7,20428.6,537696.5,10.6,2379.8,81730.7,2947882.6
LANL-GrowthRate,51,171958.5,16129.0,425076.4,25.0,2621.0,79186.5,2550409.0
UA-EpiCovDA,51,181863.9,15876.0,464229.7,16.0,3672.5,118945.0,2762244.0
JCB-PRM,51,185815.0,15480.1,586189.0,9.2,1564.4,73196.7,3838797.2
CMU-TimeSeries,51,189315.0,16900.0,485723.1,4.0,2652.5,61520.0,2582449.0
Caltech-CS156,51,190301.4,13872.4,531847.7,0.1,835.8,47476.1,2832536.7
UCSD_NEU-DeepGLEAM,50,206914.9,15213.4,562599.5,16.4,1387.9,125641.9,3095247.7
MOBS-GLEAM_COVID,50,208107.6,12784.8,563729.5,3.6,1499.2,115661.5,3120044.6
IowaStateLW-STEM,49,212788.4,19321.0,549606.7,81.0,2114.3,111252.5,2752281.0
UCSB-ACTS,51,214271.2,12791.7,604278.8,28.1,1902.7,140019.2,3191979.4
JHU_CSSE-DECOM,51,226086.6,12544.0,653246.4,4.0,2450.5,68384.5,3564544.0
epiforecasts-ensemble1,48,248467.4,20449.0,653746.1,1.0,2920.0,54578.0,3041536.0
Baseline,51,249763.6,12384.5,695451.4,2.0,3700.5,72721.6,3983445.7
Columbia_UNC-SurvCon,50,251349.1,20164.0,711448.1,4.0,1190.5,122096.5,4334724.0
CEID-Walk,51,257155.7,15433.3,723108.1,1.8,2598.0,83028.7,3645422.7
COVIDhub-baseline,51,262361.9,14171.8,759982.2,0.0,4449.7,83594.4,3961741.9
MIT_CritData-GBCF,51,273268.6,17689.0,734200.8,0.0,1752.5,87250.0,3553225.0
USC-SI_kJalpha_RF,51,276567.1,14356.4,795421.2,0.3,2106.4,72049.5,3827489.1
UT-Mobility,51,284461.2,22801.0,780989.2,0.0,4372.0,120770.0,4076361.0
PSI-DRAFT,51,285200.7,19600.0,786604.8,9.0,1765.0,131773.0,4112784.0
CovidAnalytics-DELPHI,51,288540.6,38025.0,748698.6,49.0,2025.0,157212.5,3920400.0
UMich-RidgeTfReg,50,288885.3,22745.0,718664.4,12.9,6035.6,105974.3,3342589.6
NotreDame-mobility,51,310073.3,37459.8,835298.0,0.0,9622.1,134177.1,4196066.4
DDS-NBDS,51,318780.2,34163.2,835471.9,10.1,4545.3,149135.6,4244329.3
UCLA-SuEIR,51,343607.5,28962.9,918799.9,23.8,5533.8,159775.2,4756560.2
JHU_IDD-CovidSP,51,364258.1,58628.6,851973.0,1.0,15793.9,185873.1,3913275.2
JHU_UNC_GAS-StatMechPool,51,365316.1,16384.0,1147655.0,81.0,3874.2,94071.1,6604900.0
RobertWalraven-ESG,51,524879.3,75872.7,1090930.4,70.4,18212.2,430821.7,5675067.4
WalmartLabsML-LogForecasting,51,557309.2,101182.7,1226699.4,83.0,38231.9,304173.6,6436163.0
TTU-squider,51,1152231.6,60566.2,3607263.4,24.2,4375.4,591810.2,24218691.7
