,total_deaths_2020-10-18,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
BPagano-RtDriven,220303,264004.1,268482,44330.1,48179,-3848.9,-8.0%
Columbia_UNC-SurvCon,220303,262942.1,268482,43268.1,48179,-4910.9,-10.2%
IHME-CurveFit,220303,256854.5,268482,37180.5,48179,-10998.5,-22.8%
IBF-TimeSeries,220303,256637.0,268482,36963.0,48179,-11216.0,-23.3%
QJHong-Encounter,220303,256335.3,268482,36661.3,48179,-11517.7,-23.9%
USC-SI_kJalpha,220303,256243.0,268482,36569.0,48179,-11610.0,-24.1%
JHUAPL-Bucky,220303,254047.6,268482,34373.6,48179,-13805.4,-28.7%
JCB-PRM,220303,253230.3,268482,33556.3,48179,-14622.7,-30.4%
COVIDhub-baseline,220303,248780.1,268482,29106.1,48179,-19072.9,-39.6%
Baseline,220303,248409.1,268482,28735.1,48179,-19443.9,-40.4%
JHU_IDD-CovidSP,220303,248097.7,268482,28423.7,48179,-19755.3,-41.0%
STH-3PU,220303,246924.0,268482,27250.0,48179,-20929.0,-43.4%
Covid19Sim-Simulator,220303,246148.4,268482,26474.4,48179,-21704.6,-45.0%
UCLA-SuEIR,220303,246011.9,268482,26337.9,48179,-21841.1,-45.3%
IowaStateLW-STEM,220303,243790.0,268482,24116.0,48179,-24063.0,-49.9%
NotreDame-mobility,220303,241904.9,268482,22230.9,48179,-25948.1,-53.9%
WalmartLabsML-LogForecasting,220303,238881.7,268482,19207.7,48179,-28971.3,-60.1%
PSI-DRAFT,220303,238519.5,268482,18845.5,48179,-29333.5,-60.9%
CovidAnalytics-DELPHI,220303,236275.0,268482,16601.0,48179,-31578.0,-65.5%
LANL-GrowthRate,220303,234482.4,268482,14808.4,48179,-33370.6,-69.3%
MITCovAlliance-SIR,220303,,268482,,48179,,
NotreDame-FRED,220303,,268482,,48179,,
