,total_deaths_2020-10-04,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,210247,275455.0,266428,65734.0,56181,9553.0,17.0%
Covid19Sim-Simulator,210247,255265.0,266428,45544.0,56181,-10637.0,-18.9%
QJHong-Encounter,210247,251821.6,266428,42100.6,56181,-14080.4,-25.1%
JCB-PRM,210247,251728.3,266428,42007.3,56181,-14173.7,-25.2%
Baseline,210247,248731.7,266428,39010.7,56181,-17170.3,-30.6%
COVIDhub-baseline,210247,248560.0,266428,38839.0,56181,-17342.0,-30.9%
USC-SI_kJalpha,210247,248552.0,266428,38831.0,56181,-17350.0,-30.9%
IowaStateLW-STEM,210247,245138.0,266428,35417.0,56181,-20764.0,-37.0%
STH-3PU,210247,243457.0,266428,33736.0,56181,-22445.0,-40.0%
UCLA-SuEIR,210247,242360.2,266428,32639.2,56181,-23541.8,-41.9%
BPagano-RtDriven,210247,241065.3,266428,31344.3,56181,-24836.7,-44.2%
WalmartLabsML-LogForecasting,210247,233889.0,266428,24168.0,56181,-32013.0,-57.0%
RobertWalraven-ESG,210247,224325.8,266428,14604.8,56181,-41576.2,-74.0%
