,total_deaths_2020-11-22,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,256869,265846.3,266047,9064.3,9178,-113.7,-1.2%
UMich-RidgeTfReg,256869,266114.3,266047,9332.3,9178,154.3,1.7%
UA-EpiCovDA,256869,266127.0,266047,9345.0,9178,167.0,1.8%
COVIDhub-baseline,256869,266131.0,266047,9349.0,9178,171.0,1.9%
JHU_CSSE-DECOM,256869,265759.0,266047,8977.0,9178,-201.0,-2.2%
CEID-Walk,256869,266226.9,266047,9444.9,9178,266.9,2.9%
UT-Mobility,256869,265619.0,266047,8837.0,9178,-341.0,-3.7%
CU-select,256869,266304.0,266047,9522.0,9178,344.0,3.7%
PSI-DRAFT,256869,265440.5,266047,8658.5,9178,-519.5,-5.7%
IQVIA_ACOE-STAN,256869,265421.0,266047,8639.0,9178,-539.0,-5.9%
UCLA-SuEIR,256869,266575.4,266047,9793.4,9178,615.4,6.7%
CovidAnalytics-DELPHI,256869,266702.0,266047,9920.0,9178,742.0,8.1%
JHU_IDD-CovidSP,256869,266724.7,266047,9942.7,9178,764.7,8.3%
JCB-PRM,256869,266779.7,266047,9997.7,9178,819.7,8.9%
COVIDhub-ensemble,256869,266780.0,266047,9998.0,9178,820.0,8.9%
Caltech-CS156,256869,266781.3,266047,9999.3,9178,821.3,8.9%
MOBS-GLEAM_COVID,256869,266902.6,266047,10120.6,9178,942.6,10.3%
LANL-GrowthRate,256869,266908.0,266047,10126.0,9178,948.0,10.3%
DDS-NBDS,256869,267124.4,266047,10342.4,9178,1164.4,12.7%
QJHong-Encounter,256869,267140.6,266047,10358.6,9178,1180.6,12.9%
UCSD_NEU-DeepGLEAM,256869,267180.2,266047,10398.2,9178,1220.2,13.3%
UMass-MechBayes,256869,267215.0,266047,10433.0,9178,1255.0,13.7%
BPagano-RtDriven,256869,267514.1,266047,10732.1,9178,1554.1,16.9%
Geneva-DetGrowth,256869,267560.2,266047,10778.2,9178,1600.2,17.4%
MIT_CritData-GBCF,256869,267575.0,266047,10793.0,9178,1615.0,17.6%
TTU-squider,256869,267580.4,266047,10798.4,9178,1620.4,17.7%
GT-DeepCOVID,256869,267605.7,266047,10823.7,9178,1645.7,17.9%
OliverWyman-Navigator,256869,267686.6,266047,10904.6,9178,1726.6,18.8%
MSRA-DeepST,256869,267760.4,266047,10978.4,9178,1800.4,19.6%
Columbia_UNC-SurvCon,256869,267793.0,266047,11011.0,9178,1833.0,20.0%
IowaStateLW-STEM,256869,267850.0,266047,11068.0,9178,1890.0,20.6%
Karlen-pypm,256869,267979.5,266047,11197.5,9178,2019.5,22.0%
RPI_UW-Mob_Collision,256869,263913.1,266047,7131.1,9178,-2046.9,-22.3%
USC-SI_kJalpha,256869,268070.0,266047,11288.0,9178,2110.0,23.0%
UChicagoCHATTOPADHYAY-UnIT,256869,268107.2,266047,11325.2,9178,2147.2,23.4%
IHME-CurveFit,256869,263674.0,266047,6892.0,9178,-2286.0,-24.9%
Covid19Sim-Simulator,256869,268449.6,266047,11667.6,9178,2489.6,27.1%
NotreDame-mobility,256869,263438.4,266047,6656.4,9178,-2521.6,-27.5%
LNQ-ens1,256869,268703.3,266047,11921.3,9178,2743.3,29.9%
RobertWalraven-ESG,256869,268747.8,266047,11965.8,9178,2787.8,30.4%
SteveMcConnell-CovidComplete,256869,269273.0,266047,12491.0,9178,3313.0,36.1%
UCM_MESALab-FoGSEIR,256869,262526.0,266047,5744.0,9178,-3434.0,-37.4%
epiforecasts-ensemble1,256869,269558.0,266047,12776.0,9178,3598.0,39.2%
JHUAPL-Bucky,256869,261689.6,266047,4907.6,9178,-4270.4,-46.5%
WalmartLabsML-LogForecasting,256869,260991.0,266047,4209.0,9178,-4969.0,-54.1%
IBF-TimeSeries,256869,272280.0,266047,15498.0,9178,6320.0,68.9%
USACE-ERDC_SEIR,256869,277367.9,266047,20585.9,9178,11407.9,124.3%
CMU-TimeSeries,256869,,266047,,9178,,
Google_Harvard-CPF,256869,,266047,,9178,,
NotreDame-FRED,256869,,266047,,9178,,
UCSB-ACTS,256869,,266047,,9178,,
