,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,72.7,41.0,114.0,0.0,13.0,79.5,732.0
LNQ-ens1,51,77.2,41.9,125.0,0.0,14.2,84.7,801.6
OliverWyman-Navigator,51,81.3,37.2,143.9,0.7,12.0,75.7,898.1
Caltech-CS156,51,81.3,48.4,140.5,0.5,8.9,68.8,867.9
Karlen-pypm,51,83.8,33.1,127.7,0.7,14.5,101.0,789.8
USC-SI_kJalpha,51,84.1,43.0,139.1,0.0,12.0,95.0,911.0
JCB-PRM,51,84.1,35.4,150.5,1.8,10.0,98.2,937.4
CU-select,51,85.2,40.0,106.2,1.0,13.0,127.0,580.0
COVIDhub-ensemble,51,85.8,37.0,148.9,0.0,7.5,85.0,912.0
UChicagoCHATTOPADHYAY-UnIT,51,94.2,52.6,144.8,2.2,12.4,101.7,776.7
UA-EpiCovDA,51,94.9,37.0,152.9,1.0,15.0,114.0,863.0
BPagano-RtDriven,51,96.1,57.2,144.2,2.8,15.3,121.5,893.6
UCSD_NEU-DeepGLEAM,50,96.2,38.6,161.6,1.1,11.3,103.3,933.1
Google_Harvard-CPF,51,96.7,33.5,166.3,3.9,19.4,104.1,865.0
MSRA-DeepST,50,98.9,44.4,154.4,0.5,15.2,100.1,897.0
MOBS-GLEAM_COVID,50,100.9,37.4,166.2,0.4,12.4,111.3,942.7
JHU_CSSE-DECOM,51,104.0,58.0,158.5,0.0,15.5,107.0,897.0
LANL-GrowthRate,51,105.2,68.0,133.5,2.0,16.5,129.0,658.0
GT-DeepCOVID,44,105.9,63.3,159.1,0.3,20.7,128.6,1027.5
JHU_IDD-CovidSP,51,108.1,62.3,144.7,0.2,19.9,118.2,738.3
SteveMcConnell-CovidComplete,51,114.5,55.0,166.7,1.0,13.0,120.5,782.0
JHUAPL-Bucky,51,116.4,68.3,173.9,1.3,24.7,125.9,981.4
IowaStateLW-STEM,49,117.3,44.0,184.0,2.0,12.6,117.0,882.0
CMU-TimeSeries,51,118.4,50.0,177.6,0.0,13.0,135.5,970.0
MIT_CritData-GBCF,51,124.7,68.0,179.5,0.0,19.0,122.0,899.0
COVIDhub-baseline,51,129.4,65.0,186.6,1.0,15.5,155.4,1079.1
CEID-Walk,51,130.1,71.9,183.9,0.3,20.9,151.0,1063.7
UT-Mobility,51,132.3,68.5,176.1,1.0,37.0,141.5,965.0
Baseline,51,132.5,81.3,187.1,1.9,20.6,138.7,1106.3
epiforecasts-ensemble1,48,133.3,65.0,192.8,2.0,19.5,124.0,899.0
RobertWalraven-ESG,51,134.9,56.2,198.2,1.8,25.6,142.2,1014.1
IQVIA_ACOE-STAN,49,142.6,79.0,193.8,3.0,33.5,150.0,1123.0
DDS-NBDS,51,142.7,76.0,205.1,1.6,39.6,132.9,1132.1
UMich-RidgeTfReg,50,143.4,69.3,205.1,5.9,25.2,136.8,1128.2
UCSB-ACTS,51,144.6,46.6,226.5,1.2,14.5,150.3,1120.2
Columbia_UNC-SurvCon,50,151.8,52.0,239.1,2.0,25.5,190.5,1428.0
CovidAnalytics-DELPHI,51,153.3,88.0,224.8,0.0,28.5,181.5,1170.0
NotreDame-mobility,51,159.4,97.6,197.9,1.8,41.7,168.8,935.6
UCLA-SuEIR,51,177.2,98.8,266.3,0.8,31.6,219.1,1407.7
PSI-DRAFT,51,180.6,65.0,245.0,0.5,31.0,213.0,1108.0
WalmartLabsML-LogForecasting,51,296.0,182.3,323.2,7.1,99.3,354.0,1293.2
TTU-squider,51,358.3,194.8,500.6,2.7,37.5,420.3,2164.6
USACE-ERDC_SEIR,51,362.8,108.6,586.5,0.1,25.9,328.5,2361.3
