,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01103,2899,3532.0,,,3219.0,2894.0,,,,,2577.4,3419.4,,,3215.0,,1778.2,2349.3,3897.0,,3276.5,3134.1,,3267.0,3096.4,,,,,3509.6,,,,3975.5,633.0,,,320.0,-5.0,,,,,-321.6,520.4,,,316.0,,-1120.8,-549.7,998.0,,377.5,235.1,,368.0,197.4,,,,,610.6,,,,1076.5,,,True,True,,,,,True,True,,,True,,False,True,False,,True,True,,True,True,,,,,True,,,,False
01105,187,192.0,,,187.0,0.0,,,,,186.3,133.2,,,150.0,,277.0,102.8,,,236.0,186.4,,198.0,157.2,,,,,,,,,94.5,5.0,,,0.0,-187.0,,,,,-0.7,-53.8,,,-37.0,,90.0,-84.2,,,49.0,-0.6,,11.0,-29.8,,,,,,,,,-92.5,,,True,False,,,,,True,False,,,False,,False,False,,,False,True,,False,False,,,,,,,,,False
01107,409,620.0,,,516.0,281.0,,,,,467.5,362.6,,,429.0,,640.4,222.8,,,574.0,574.1,,495.0,429.4,,,,,,,,,692.4,211.0,,,107.0,-128.0,,,,,58.5,-46.4,,,20.0,,231.4,-186.2,,,165.0,165.1,,86.0,20.4,,,,,,,,,283.4,,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,True,True,,,,,,,,,False
01109,663,328.0,,,355.0,260.0,,,,,426.6,338.0,,,527.0,,242.0,204.2,367.0,,354.0,330.5,,511.0,454.0,,,,,,,,,312.4,-335.0,,,-308.0,-403.0,,,,,-236.4,-325.0,,,-136.0,,-421.0,-458.8,-296.0,,-309.0,-332.5,,-152.0,-209.0,,,,,,,,,-350.6,,,True,False,,,,,True,True,,,True,,False,False,True,,True,True,,True,True,,,,,,,,,False
01111,222,180.0,,,176.0,135.0,,,,,225.2,132.1,,,443.0,,45.5,122.1,,,169.0,224.9,,378.0,177.4,,,,,,,,,160.3,-42.0,,,-46.0,-87.0,,,,,3.2,-89.9,,,221.0,,-176.5,-99.9,,,-53.0,2.9,,156.0,-44.6,,,,,,,,,-61.7,,,False,False,,,,,True,False,,,False,,False,False,,,False,True,,False,False,,,,,,,,,False
01113,692,488.0,,,615.0,682.0,,,,,561.1,590.5,,,882.0,,202.4,385.9,570.5,,572.5,635.4,,773.0,623.4,,,,,345.0,,,,421.4,-204.0,,,-77.0,-10.0,,,,,-130.9,-101.5,,,190.0,,-489.6,-306.1,-121.5,,-119.5,-56.6,,81.0,-68.6,,,,,-347.0,,,,-270.6,,,True,True,,,,,True,True,,,True,,False,False,True,,True,True,,True,True,,,,,False,,,,False
01115,1780,2048.0,,,2022.0,2050.0,,,,,1598.7,2031.6,,,1727.0,,1134.7,1004.5,2282.0,,2224.5,2093.4,,2135.0,,,,,,1693.4,,,,2936.3,268.0,,,242.0,270.0,,,,,-181.3,251.6,,,-53.0,,-645.3,-775.5,502.0,,444.5,313.4,,355.0,,,,,,-86.6,,,,1156.3,,,True,False,,,,,True,True,,,True,,False,False,False,,False,False,,False,,,,,,True,,,,False
01117,4658,4848.0,,,4653.0,4386.0,,,,,3884.9,6068.8,,5583.7,4011.0,,3001.8,2772.1,5073.0,,4219.5,4554.2,,5106.0,4204.4,,,,,5097.9,4852.0,,,5425.6,190.0,,,-5.0,-272.0,,,,,-773.1,1410.8,,925.7,-647.0,,-1656.2,-1885.9,415.0,,-438.5,-103.8,,448.0,-453.6,,,,,439.9,194.0,,,767.6,,,True,False,,,,,False,False,,False,False,,False,False,False,,False,True,,False,False,,,,,False,False,,,False
01119,154,316.0,,,261.0,322.0,,,,,209.5,223.3,,,213.0,,639.9,197.5,,,214.0,253.8,,275.0,177.5,,,,,,,,,463.6,162.0,,,107.0,168.0,,,,,55.5,69.3,,,59.0,,485.9,43.5,,,60.0,99.8,,121.0,23.5,,,,,,,,,309.6,,,True,False,,,,,True,True,,,True,,False,True,,,True,True,,True,True,,,,,,,,,False
01121,1519,1312.0,,,1343.0,328.0,,,,,1157.6,1237.7,,,1728.0,,896.7,952.1,1582.5,,979.0,1343.2,,1522.0,1360.3,,,,,1170.8,,,,1505.0,-207.0,,,-176.0,-1191.0,,,,,-361.4,-281.3,,,209.0,,-622.3,-566.9,63.5,,-540.0,-175.8,,3.0,-158.7,,,,,-348.2,,,,-14.0,,,True,False,,,,,False,False,,,False,,False,False,True,,False,True,,True,True,,,,,False,,,,True
01123,451,468.0,,,467.0,58.0,,,,,443.5,480.6,,,695.0,,159.7,372.7,505.0,,373.0,495.7,,698.0,460.0,,,,,318.5,,,,570.2,17.0,,,16.0,-393.0,,,,,-7.5,29.6,,,244.0,,-291.3,-78.3,54.0,,-78.0,44.7,,247.0,9.0,,,,,-132.5,,,,119.2,,,True,False,,,,,True,False,,,False,,False,False,False,,False,False,,False,True,,,,,False,,,,False
01125,4087,4768.0,,,4977.0,5382.0,,,,,4295.1,7028.6,,6185.9,4318.0,,5790.0,2742.9,5710.5,,5640.0,4876.5,,5005.0,4594.0,,,,,3732.7,2891.0,,,5848.1,681.0,,,890.0,1295.0,,,,,208.1,2941.6,,2098.9,231.0,,1703.0,-1344.1,1623.5,,1553.0,789.5,,918.0,507.0,,,,,-354.3,-1196.0,,,1761.1,,,False,False,,,,,True,False,,False,True,,False,False,False,,False,False,,False,True,,,,,True,False,,,False
01127,1181,1212.0,,,1334.0,807.0,,,,,1107.3,1091.1,,,1638.0,,837.9,826.4,1570.0,,1379.0,1283.6,,1401.0,1386.2,,,,,1442.8,,,,1280.0,31.0,,,153.0,-374.0,,,,,-73.7,-89.9,,,457.0,,-343.1,-354.6,389.0,,198.0,102.6,,220.0,205.2,,,,,261.8,,,,99.0,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,,,,,False,,,,False
01129,284,264.0,,,338.0,1.0,,,,,272.0,246.8,,,424.0,,482.2,137.9,,,441.0,415.6,,332.0,230.3,,,,,,,,,368.0,-20.0,,,54.0,-283.0,,,,,-12.0,-37.2,,,140.0,,198.2,-146.1,,,157.0,131.6,,48.0,-53.7,,,,,,,,,84.0,,,False,False,,,,,True,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
01131,216,132.0,,,166.0,29.0,,,,,189.8,111.2,,,138.0,,4320.5,158.5,,,167.0,196.0,,235.0,225.8,,,,,,,,,274.4,-84.0,,,-50.0,-187.0,,,,,-26.2,-104.8,,,-78.0,,4104.5,-57.5,,,-49.0,-20.0,,19.0,9.8,,,,,,,,,58.4,,,True,False,,,,,True,False,,,True,,False,True,,,True,True,,True,True,,,,,,,,,True
01133,531,376.0,,,431.0,212.0,,,,,381.7,253.3,,,659.0,,146.0,324.9,,,432.0,434.6,,510.0,513.7,,,,,,,,,398.8,-155.0,,,-100.0,-319.0,,,,,-149.3,-277.7,,,128.0,,-385.0,-206.1,,,-99.0,-96.4,,-21.0,-17.3,,,,,,,,,-132.2,,,True,False,,,,,True,False,,,True,,False,False,,,True,True,,True,True,,,,,,,,,True
02013,1,0.0,,,0.0,0.0,,,,,6.7,26.8,,,,,0.1,3.6,,,15.0,0.7,,27.0,11.3,,,,,,,,,3.0,-1.0,,,-1.0,-1.0,,,,,5.7,25.8,,,,,-0.9,2.6,,,14.0,-0.3,,26.0,10.3,,,,,,,,,2.0,,,False,False,,,,,False,False,,,,,True,False,,,False,True,,False,False,,,,,,,,,False
02016,76,44.0,,,59.0,,,,,,40.4,112.8,,,,,26.2,260.9,,,105.0,56.5,,73.0,49.7,,,,,,,,,438.2,-32.0,,,-17.0,,,,,,-35.6,36.8,,,,,-49.8,184.9,,,29.0,-19.5,,-3.0,-26.3,,,,,,,,,362.2,,,True,,,,,,False,False,,,,,False,False,,,True,True,,True,True,,,,,,,,,False
02020,3063,5904.0,,5647.1,4402.0,5151.0,,,,,3608.3,2948.2,,4109.3,,,3109.0,3413.8,4637.0,,3939.0,3871.9,,4365.0,5967.0,,,,,6816.1,2442.0,,,5859.2,2841.0,,2584.1,1339.0,2088.0,,,,,545.3,-114.8,,1046.3,,,46.0,350.8,1574.0,,876.0,808.9,,1302.0,2904.0,,,,,3753.1,-621.0,,,2796.2,,True,True,True,,,,,True,True,,True,,,True,True,True,,True,True,,True,False,,,,,False,True,,,True
02050,887,536.0,,,335.0,0.0,,,,,353.3,391.0,,,,,209.8,257.8,,,246.0,342.1,,456.0,578.6,,,,,,,,,596.3,-351.0,,,-552.0,-887.0,,,,,-533.7,-496.0,,,,,-677.2,-629.2,,,-641.0,-544.9,,-431.0,-308.4,,,,,,,,,-290.7,,,False,False,,,,,False,False,,,,,False,False,,,False,False,,False,True,,,,,,,,,True
02060,0,0.0,,,0.0,0.0,,,,,12.0,0.0,,,,,0.0,0.0,,,,0.0,,7.0,0.8,,,,,,,,,3.6,0.0,,,0.0,0.0,,,,,12.0,0.0,,,,,0.0,0.0,,,,0.0,,7.0,0.8,,,,,,,,,3.6,,,True,True,,,,,False,False,,,,,True,True,,,,False,,False,False,,,,,,,,,False
02068,3,24.0,,,16.0,0.0,,,,,11.0,45.8,,,,,30.2,17.7,,,2.0,16.5,,24.0,,,,,,,,,,31.2,21.0,,,13.0,-3.0,,,,,8.0,42.8,,,,,27.2,14.7,,,-1.0,13.5,,21.0,,,,,,,,,,28.2,,,True,True,,,,,True,False,,,,,False,True,,,True,True,,False,,,,,,,,,,False
02070,40,12.0,,,14.0,0.0,,,,,14.2,40.9,,,,,15.2,9.8,,,23.0,8.6,,49.0,21.1,,,,,,,,,9.0,-28.0,,,-26.0,-40.0,,,,,-25.8,0.9,,,,,-24.8,-30.2,,,-17.0,-31.4,,9.0,-18.9,,,,,,,,,-31.0,,,True,False,,,,,True,True,,,,,True,False,,,True,False,,True,True,,,,,,,,,False
02090,1003,1420.0,,,1251.0,1620.0,,,,,870.3,1140.8,,,,,3033.9,1006.6,951.5,,1178.0,1178.0,,1328.0,1049.9,,,,,771.5,,,,1738.0,417.0,,,248.0,617.0,,,,,-132.7,137.8,,,,,2030.9,3.6,-51.5,,175.0,175.0,,325.0,46.9,,,,,-231.5,,,,735.0,,,True,False,,,,,True,True,,,,,False,True,True,,True,True,,True,True,,,,,True,,,,False
02100,1,12.0,,,4.0,0.0,,,,,4.7,14.0,,,,,25.8,21.5,,,4.0,4.8,,29.0,6.0,,,,,,,,,8.6,11.0,,,3.0,-1.0,,,,,3.7,13.0,,,,,24.8,20.5,,,3.0,3.8,,28.0,5.0,,,,,,,,,7.6,,,True,True,,,,,True,False,,,,,False,False,,,True,True,,False,True,,,,,,,,,True
02105,0,0.0,,,0.0,0.0,,,,,,2.2,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,2.2,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,True,True,,,,,,False,,,,,True,True,,,,False,,,,,,,,,,,,
02110,114,132.0,,,125.0,102.0,,,,,160.7,218.8,,,,,72.0,126.9,146.5,,79.0,129.2,,131.0,184.1,,,,,,,,,181.0,18.0,,,11.0,-12.0,,,,,46.7,104.8,,,,,-42.0,12.9,32.5,,-35.0,15.2,,17.0,70.1,,,,,,,,,67.0,,,True,True,,,,,False,False,,,,,False,True,False,,False,True,,True,False,,,,,,,,,False
02122,374,992.0,,,637.0,864.0,,,,,573.8,660.6,,,,,236.9,576.8,,,557.0,713.9,,866.0,544.1,,,,,422.6,,,,873.5,618.0,,,263.0,490.0,,,,,199.8,286.6,,,,,-137.1,202.8,,,183.0,339.9,,492.0,170.1,,,,,48.6,,,,499.5,,,True,True,,,,,True,True,,,,,True,True,,,True,True,,True,True,,,,,True,,,,True
02130,39,32.0,,,27.0,0.0,,,,,39.7,142.6,,,,,5.0,34.3,,,24.0,34.9,,71.0,,,,,,,,,,29.7,-7.0,,,-12.0,-39.0,,,,,0.7,103.6,,,,,-34.0,-4.7,,,-15.0,-4.1,,32.0,,,,,,,,,,-9.3,,,False,False,,,,,True,False,,,,,False,True,,,False,True,,False,,,,,,,,,,False
02150,198,556.0,,,328.0,,,,,,230.6,296.5,,,,,547.8,328.6,,,264.0,345.9,,338.0,95.1,,,,,,,,,1265.9,358.0,,,130.0,,,,,,32.6,98.5,,,,,349.8,130.6,,,66.0,147.9,,140.0,-102.9,,,,,,,,,1067.9,,,True,,,,,,True,True,,,,,True,True,,,True,True,,True,True,,,,,,,,,False
02158,305,272.0,,,183.0,0.0,,,,,,76.4,,,,,1763.3,231.1,,,203.0,159.1,,,,,,,,,,,,,-33.0,,,-122.0,-305.0,,,,,,-228.6,,,,,1458.3,-73.9,,,-102.0,-145.9,,,,,,,,,,,,,,,False,False,,,,,,False,,,,,False,False,,,False,False,,,,,,,,,,,,
02164,11,16.0,,,8.0,0.0,,,,,0.9,23.7,,,,,4.3,13.7,,,18.0,,,27.0,24.7,,,,,,,,,8.8,5.0,,,-3.0,-11.0,,,,,-10.1,12.7,,,,,-6.7,2.7,,,7.0,,,16.0,13.7,,,,,,,,,-2.2,,,True,False,,,,,False,False,,,,,False,True,,,False,,,False,False,,,,,,,,,True
02170,1296,1904.0,,,1121.0,2338.0,,,,,945.1,1044.7,,,,,190.5,1255.7,731.5,,721.5,977.5,,1521.0,1046.6,,,,,1330.3,,,,2438.5,608.0,,,-175.0,1042.0,,,,,-350.9,-251.3,,,,,-1105.5,-40.3,-564.5,,-574.5,-318.5,,225.0,-249.4,,,,,34.3,,,,1142.5,,,True,False,,,,,True,True,,,,,False,True,True,,True,True,,True,True,,,,,True,,,,False
02180,30,52.0,,,29.0,0.0,,,,,40.2,112.0,,,,,8.9,36.6,,,0.0,28.8,,94.0,63.8,,,,,,,,,42.3,22.0,,,-1.0,-30.0,,,,,10.2,82.0,,,,,-21.1,6.6,,,-30.0,-1.2,,64.0,33.8,,,,,,,,,12.3,,,True,False,,,,,True,False,,,,,True,True,,,False,True,,False,False,,,,,,,,,True
02185,209,424.0,,,288.0,0.0,,,,,194.2,202.3,,,,,366.5,289.2,,,551.0,261.2,,234.0,367.6,,,,,,,,,416.5,215.0,,,79.0,-209.0,,,,,-14.8,-6.7,,,,,157.5,80.2,,,342.0,52.2,,25.0,158.6,,,,,,,,,207.5,,,True,True,,,,,True,True,,,,,True,True,,,False,True,,True,True,,,,,,,,,True
02188,129,16.0,,,16.0,0.0,,,,,58.9,63.8,,,,,4.8,24.1,,,3.0,32.4,,86.0,71.9,,,,,,,,,36.9,-113.0,,,-113.0,-129.0,,,,,-70.1,-65.2,,,,,-124.2,-104.9,,,-126.0,-96.6,,-43.0,-57.1,,,,,,,,,-92.1,,,False,False,,,,,True,True,,,,,False,True,,,False,True,,True,True,,,,,,,,,True
02195,18,0.0,,,0.0,0.0,,,,,5.3,3.1,,,,,0.3,4.7,,,4.0,1.0,,21.0,,,,,,,,,,,-18.0,,,-18.0,-18.0,,,,,-12.7,-14.9,,,,,-17.7,-13.3,,,-14.0,-17.0,,3.0,,,,,,,,,,,,,False,False,,,,,True,True,,,,,True,True,,,True,True,,True,,,,,,,,,,
02198,9,12.0,,,9.0,0.0,,,,,17.0,30.5,,,,,1.9,33.8,,,8.0,18.0,,,,,,,,,,,,,3.0,,,0.0,-9.0,,,,,8.0,21.5,,,,,-7.1,24.8,,,-1.0,9.0,,,,,,,,,,,,,,,True,False,,,,,False,False,,,,,False,False,,,True,False,,,,,,,,,,,,
02220,35,96.0,,,48.0,0.0,,,,,50.3,115.7,,,,,14.8,50.3,,,40.0,67.1,,94.0,49.2,,,,,,,,,104.4,61.0,,,13.0,-35.0,,,,,15.3,80.7,,,,,-20.2,15.3,,,5.0,32.1,,59.0,14.2,,,,,,,,,69.4,,,True,True,,,,,True,False,,,,,True,True,,,True,True,,True,True,,,,,,,,,False
02230,2,16.0,,,4.0,0.0,,,,,3.3,15.2,,,,,473.2,18.1,,,4.0,2.4,,,,,,,,,,,,,14.0,,,2.0,-2.0,,,,,1.3,13.2,,,,,471.2,16.1,,,2.0,0.4,,,,,,,,,,,,,,,True,True,,,,,True,True,,,,,False,False,,,True,True,,,,,,,,,,,,
02240,34,96.0,,,58.0,0.0,,,,,61.2,131.8,,,,,25.2,35.0,,,28.0,63.6,,85.0,76.0,,,,,,,,,135.3,62.0,,,24.0,-34.0,,,,,27.2,97.8,,,,,-8.8,1.0,,,-6.0,29.6,,51.0,42.0,,,,,,,,,101.3,,,True,True,,,,,True,False,,,,,True,True,,,True,True,,True,True,,,,,,,,,False
02261,86,52.0,,,44.0,,,,,,49.8,63.7,,,,,20.6,46.9,,,8.0,47.9,,85.0,48.7,,,,,,,,,58.0,-34.0,,,-42.0,,,,,,-36.2,-22.3,,,,,-65.4,-39.1,,,-78.0,-38.1,,-1.0,-37.3,,,,,,,,,-28.0,,,False,,,,,,False,True,,,,,False,False,,,False,False,,True,False,,,,,,,,,True
02275,2,4.0,,,4.0,0.0,,,,,6.9,9.1,,,,,0.0,23.0,,,5.0,6.8,,,,,,,,,,,,,2.0,,,2.0,-2.0,,,,,4.9,7.1,,,,,-2.0,21.0,,,3.0,4.8,,,,,,,,,,,,,,,False,False,,,,,False,False,,,,,True,False,,,False,False,,,,,,,,,,,,
02282,10,0.0,,,0.0,0.0,,,,,,1.8,,,,,5.9,2.8,,,8.0,0.1,,6.0,,,,,,,,,,2.5,-10.0,,,-10.0,-10.0,,,,,,-8.2,,,,,-4.1,-7.2,,,-2.0,-9.9,,-4.0,,,,,,,,,,-7.5,,,False,False,,,,,,True,,,,,True,True,,,True,True,,True,,,,,,,,,,True
02290,47,68.0,,,41.0,,,,,,41.0,108.4,,,,,16.8,42.5,,,15.0,41.8,,91.0,,,,,,,,,,54.4,21.0,,,-6.0,,,,,,-6.0,61.4,,,,,-30.2,-4.5,,,-32.0,-5.2,,44.0,,,,,,,,,,7.4,,,True,,,,,,True,False,,,,,False,True,,,False,True,,False,,,,,,,,,,True
04001,1776,1524.0,,,1487.0,1789.0,,,,,1905.5,1192.8,,,2271.0,,2121.4,1460.6,1418.5,,1232.0,1453.7,,1671.0,1397.0,,,,,534.7,,,,2021.8,-252.0,,,-289.0,13.0,,,,,129.5,-583.2,,,495.0,,345.4,-315.4,-357.5,,-544.0,-322.3,,-105.0,-379.0,,,,,-1241.3,,,,245.8,,,False,True,,,,,True,False,,,False,,False,False,False,,False,False,,True,False,,,,,False,,,,True
04003,3552,3732.0,,,2989.0,3205.0,,,,,2133.2,4351.3,,,1731.0,,2414.8,3711.8,3354.0,,3578.0,4020.7,,3212.0,2902.6,,,,,2851.5,,,,5235.2,180.0,,,-563.0,-347.0,,,,,-1418.8,799.3,,,-1821.0,,-1137.2,159.8,-198.0,,26.0,468.7,,-340.0,-649.4,,,,,-700.5,,,,1683.2,,,False,False,,,,,False,False,,,False,,False,True,False,,True,False,,False,False,,,,,False,,,,False
04005,3945,3552.0,,,3152.0,2601.0,,,,,2759.3,3596.6,,4327.2,2429.0,,3136.7,2403.7,3259.0,,3734.0,3232.3,,3361.0,2905.4,,,,,1562.5,3497.0,,,3892.2,-393.0,,,-793.0,-1344.0,,,,,-1185.7,-348.4,,382.2,-1516.0,,-808.3,-1541.3,-686.0,,-211.0,-712.7,,-584.0,-1039.6,,,,,-2382.5,-448.0,,,-52.8,,,False,False,,,,,False,True,,True,False,,False,False,False,,True,False,,False,False,,,,,False,False,,,True
04007,1373,1476.0,,,1298.0,1088.0,,,,,1165.5,912.0,,,1115.0,,1212.9,947.8,1414.5,,1319.0,1360.2,,1429.0,1495.3,,,,,1025.0,,,,1434.2,103.0,,,-75.0,-285.0,,,,,-207.5,-461.0,,,-258.0,,-160.1,-425.2,41.5,,-54.0,-12.8,,56.0,122.3,,,,,-348.0,,,,61.2,,,True,False,,,,,False,False,,,False,,False,False,True,,True,True,,True,False,,,,,False,,,,True
04009,1548,900.0,,,735.0,630.0,,,,,607.3,748.3,,,755.0,,907.5,500.4,794.0,,612.0,679.1,,913.0,957.6,,,,,505.9,,,,867.6,-648.0,,,-813.0,-918.0,,,,,-940.7,-799.7,,,-793.0,,-640.5,-1047.6,-754.0,,-936.0,-868.9,,-635.0,-590.4,,,,,-1042.1,,,,-680.4,,,False,False,,,,,False,False,,,False,,True,False,False,,False,False,,True,True,,,,,False,,,,False
04011,126,136.0,,,91.0,0.0,,,,,90.4,248.7,,,150.0,,40.9,92.4,,,81.0,98.5,,161.0,82.1,,,,,,,,,166.3,10.0,,,-35.0,-126.0,,,,,-35.6,122.7,,,24.0,,-85.1,-33.6,,,-45.0,-27.5,,35.0,-43.9,,,,,,,,,40.3,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
04012,837,348.0,,,354.0,471.0,,,,,355.0,211.1,,,795.0,,368.0,405.4,,,279.0,317.9,,383.0,556.6,,,,,,,,,307.9,-489.0,,,-483.0,-366.0,,,,,-482.0,-625.9,,,-42.0,,-469.0,-431.6,,,-558.0,-519.1,,-454.0,-280.4,,,,,,,,,-529.1,,,True,True,,,,,True,False,,,True,,True,True,,,False,False,,True,True,,,,,,,,,False
04013,136211,107008.0,,105201.4,100512.0,113542.0,,,,,79623.7,653975.8,,134940.9,99106.0,,140284.8,120502.3,132702.0,,93374.0,91813.6,,98581.0,120689.8,,,,,80478.7,102988.0,,,123686.5,-29203.0,,-31009.6,-35699.0,-22669.0,,,,,-56587.3,517764.8,,-1270.1,-37105.0,,4073.8,-15708.7,-3509.0,,-42837.0,-44397.4,,-37630.0,-15521.2,,,,,-55732.3,-33223.0,,,-12524.5,,False,False,True,,,,,False,False,,True,False,,True,True,True,,False,False,,False,True,,,,,False,False,,,True
04015,6858,5736.0,,,5657.0,6269.0,,,,,4546.1,5825.9,,,4022.0,,6080.6,5185.2,5229.0,,6495.0,6060.7,,5437.0,5707.4,,,,,4542.1,7573.0,,,8431.8,-1122.0,,,-1201.0,-589.0,,,,,-2311.9,-1032.1,,,-2836.0,,-777.4,-1672.8,-1629.0,,-363.0,-797.3,,-1421.0,-1150.6,,,,,-2315.9,715.0,,,1573.8,,,False,True,,,,,False,True,,,False,,True,False,False,,True,True,,False,False,,,,,False,True,,,False
04017,2996,2504.0,,,2552.0,477.0,,,,,2758.4,1872.5,,2607.9,3480.0,,3291.9,2493.6,2639.0,,2388.0,2315.9,,2647.0,3455.3,,,,,2331.6,,,,4044.1,-492.0,,,-444.0,-2519.0,,,,,-237.6,-1123.5,,-388.1,484.0,,295.9,-502.4,-357.0,,-608.0,-680.1,,-349.0,459.3,,,,,-664.4,,,,1048.1,,,True,False,,,,,True,False,,True,True,,True,False,True,,False,False,,True,True,,,,,False,,,,False
04019,30832,28776.0,,26710.8,27474.0,34356.0,,,,,21207.6,50217.6,,42738.7,24088.0,,41429.2,25295.2,39630.0,,30386.5,26623.7,,26049.0,28190.2,,,,,19589.9,40050.0,,,27754.2,-2056.0,,-4121.2,-3358.0,3524.0,,,,,-9624.4,19385.6,,11906.7,-6744.0,,10597.2,-5536.8,8798.0,,-445.5,-4208.3,,-4783.0,-2641.8,,,,,-11242.1,9218.0,,,-3077.8,,False,False,False,,,,,False,False,,False,False,,False,False,False,,True,False,,False,False,,,,,False,False,,,False
04021,13069,9568.0,,10302.4,9261.0,7653.0,,,,,7396.0,11563.9,,11991.5,12349.0,,16782.2,8542.2,13023.0,,6941.0,8292.0,,9363.0,9811.0,,,,,6537.8,9457.0,,,15562.7,-3501.0,,-2766.6,-3808.0,-5416.0,,,,,-5673.0,-1505.1,,-1077.5,-720.0,,3713.2,-4526.8,-46.0,,-6128.0,-4777.0,,-3706.0,-3258.0,,,,,-6531.2,-3612.0,,,2493.7,,True,False,False,,,,,False,True,,True,True,,False,False,True,,False,False,,False,True,,,,,False,False,,,True
04023,1688,1896.0,,,1420.0,0.0,,,,,1537.2,978.1,,,1270.0,,1050.3,1313.4,1962.5,,1241.0,1537.8,,1629.0,1738.9,,,,,978.6,,,,2170.8,208.0,,,-268.0,-1688.0,,,,,-150.8,-709.9,,,-418.0,,-637.7,-374.6,274.5,,-447.0,-150.2,,-59.0,50.9,,,,,-709.4,,,,482.8,,,False,False,,,,,True,False,,,False,,False,False,False,,False,True,,True,True,,,,,False,,,,False
04025,5465,5576.0,,,5016.0,5210.0,,,,,2463.9,5094.2,,,4406.0,,4228.2,5409.9,6392.5,,5618.0,5253.2,,5386.0,3863.6,,,,,2945.2,8136.0,,,11791.6,111.0,,,-449.0,-255.0,,,,,-3001.1,-370.8,,,-1059.0,,-1236.8,-55.1,927.5,,153.0,-211.8,,-79.0,-1601.4,,,,,-2519.8,2671.0,,,6326.6,,,False,False,,,,,False,False,,,False,,False,True,False,,False,False,,True,False,,,,,False,False,,,False
04027,8395,9840.0,,7470.7,8296.0,3803.0,,,,,6295.6,9852.0,,,8823.0,,19143.3,6516.5,11465.5,,10226.5,7796.8,,7611.0,9307.6,,,,,4339.0,12492.0,,,15513.9,1445.0,,-924.3,-99.0,-4592.0,,,,,-2099.4,1457.0,,,428.0,,10748.3,-1878.5,3070.5,,1831.5,-598.2,,-784.0,912.6,,,,,-4056.0,4097.0,,,7118.9,,True,True,False,,,,,False,False,,,True,,False,False,False,,False,True,,True,True,,,,,False,False,,,False
