,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,51,14485.2,8834.0,18025.9,26.0,3226.5,18537.0,103408.0
COVIDhub-baseline,51,19192.6,8297.0,22482.1,217.0,3804.0,26928.5,87865.0
COVIDhub-ensemble,51,19241.5,5774.0,45090.1,25.0,1339.0,16773.5,299756.0
CU-select,51,19417.8,9520.0,26299.4,147.0,2614.0,25591.0,120609.0
Microsoft-DeepSTIA,50,20662.2,8693.8,33519.3,11.0,3975.7,21839.4,166989.7
IowaStateLW-STEM,49,20786.6,8662.0,26030.2,52.0,3562.5,34805.5,101235.0
Covid19Sim-Simulator,51,21314.6,6988.9,40470.2,174.5,3113.8,20737.1,263595.3
LNQ-ens1,51,21895.7,7480.8,48779.9,24.8,1781.0,19039.2,317050.8
RobertWalraven-ESG,50,23456.4,8029.6,49138.1,18.6,2723.2,23049.7,315314.0
USC-SI_kJalpha,51,24160.6,5074.0,62681.2,136.0,1090.5,22471.0,411325.0
JHU_UNC_GAS-StatMechPool,51,24295.2,9129.5,48846.1,2.0,3193.8,14616.0,300067.5
UCLA-SuEIR,51,24518.5,12022.8,31760.0,24.6,2681.0,28366.4,113692.4
JHU_IDD-CovidSP,51,26575.1,13265.6,46383.5,30.2,2134.1,30395.0,298865.4
JHU_CSSE-DECOM,50,28621.4,6430.0,78973.2,79.0,2140.0,23135.5,545338.1
TTU-squider,51,32137.7,22512.3,33924.0,421.1,5511.2,52916.9,136073.9
BPagano-RtDriven,51,34821.6,10187.7,99206.5,13.0,5356.9,31114.2,702624.8
LANL-GrowthRate,51,35353.6,7205.0,115782.7,56.0,1933.0,21451.5,806250.5
UCSB-ACTS,51,35431.3,22353.2,43351.8,176.0,9081.4,44547.7,213169.1
CovidAnalytics-DELPHI,51,41523.5,15173.0,121756.0,119.0,3889.5,42936.5,870052.0
DDS-NBDS,51,43785.6,12533.9,82863.1,230.1,2442.3,38330.0,442788.0
JCB-PRM,51,46441.4,19283.4,106800.6,216.0,9167.7,49421.3,745488.3
JHUAPL-Bucky,51,51313.5,14496.6,158484.7,61.5,4183.1,30067.4,1086037.6
Karlen-pypm,51,51627.5,10821.0,178966.7,43.9,3182.6,27860.0,1271746.7
UVA-Ensemble,51,51940.2,14067.1,183409.8,344.3,6695.8,36480.2,1313058.0
UMich-RidgeTfReg,50,55644.3,11423.8,206576.4,460.2,5653.2,35941.9,1480082.5
IEM_MED-CovidProject,51,56912.9,11260.6,220294.4,509.0,2964.0,23081.1,1523395.6
Wadhwani_AI-BayesOpt,44,64288.8,20830.1,103956.2,395.6,9330.2,64188.0,545338.1
Google_Harvard-CPF,51,71067.5,23342.0,194979.9,1.4,10953.4,56195.3,1378766.8
