,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
12081,8275,6216.0,5042.0,,,,,4213.0,,5185.9,6127.0,7028.5,,5966.0,5171.0,,-2059.0,-3233.0,,,,,-4062.0,,-3089.1,-2148.0,-1246.5,,-2309.0,-3104.0,,False,,,,,False,,False,False,True,,False,False,
12083,8220,5238.0,6206.0,,,,,3690.0,,6151.5,4430.3,6797.0,,3691.0,22427.0,,-2982.0,-2014.0,,,,,-4530.0,,-2068.5,-3789.7,-1423.0,,-4529.0,14207.0,,True,,,,,False,,True,False,True,,False,False,
12085,2479,1626.0,1697.0,,,,,1056.0,,2037.6,1876.6,2286.0,,1643.4,3030.0,,-853.0,-782.0,,,,,-1423.0,,-441.4,-602.4,-193.0,,-835.6,551.0,,True,,,,,False,,True,True,True,,True,True,
12086,100791,92514.0,95375.0,,,,,49726.0,,84954.5,91511.7,91825.5,,107964.5,102066.0,,-8277.0,-5416.0,,,,,-51065.0,,-15836.5,-9279.3,-8965.5,,7173.5,1275.0,,True,,,,,False,,False,False,False,,True,True,
12087,1372,1344.0,857.0,,,,,1040.0,,756.5,1054.4,1203.5,,1318.0,,,-28.0,-515.0,,,,,-332.0,,-615.5,-317.6,-168.5,,-54.0,,,False,,,,,False,,False,False,False,,False,,
12089,2787,1722.0,2094.0,,,,,724.0,,3246.9,1161.0,2118.5,,992.5,,,-1065.0,-693.0,,,,,-2063.0,,459.9,-1626.0,-668.5,,-1794.5,,,True,,,,,False,,True,False,True,,False,,
12091,5393,5526.0,6758.0,,,,,2642.0,,5336.7,3696.0,4654.5,,2957.4,9251.0,,133.0,1365.0,,,,,-2751.0,,-56.3,-1697.0,-738.5,,-2435.6,3858.0,,False,,,,,False,,True,False,False,,False,False,
12093,862,396.0,343.0,,,,,309.0,,215.5,395.7,423.0,,255.1,,,-466.0,-519.0,,,,,-553.0,,-646.5,-466.3,-439.0,,-606.9,,,False,,,,,False,,False,False,True,,False,,
12095,33159,22254.0,29846.0,,,,,14693.0,,16189.5,23974.0,24872.5,,15468.0,18843.0,,-10905.0,-3313.0,,,,,-18466.0,,-16969.5,-9185.0,-8286.5,,-17691.0,-14316.0,,True,,,,,False,,False,True,True,,False,False,
12097,10806,8640.0,11761.0,,,,,3376.0,,7004.0,7235.1,8981.0,,7436.4,6040.0,,-2166.0,955.0,,,,,-7430.0,,-3802.0,-3570.9,-1825.0,,-3369.6,-4766.0,,True,,,,,False,,False,False,True,,False,False,
12099,28362,22266.0,23206.0,,,,,14678.0,,15944.1,25099.4,23790.0,,22752.9,24570.0,,-6096.0,-5156.0,,,,,-13684.0,,-12417.9,-3262.6,-4572.0,,-5609.1,-3792.0,,True,,,,,False,,False,True,True,,True,True,
12101,10636,7974.0,10019.0,,,,,6747.0,,7617.8,8665.7,8779.5,,10171.5,15265.0,,-2662.0,-617.0,,,,,-3889.0,,-3018.2,-1970.3,-1856.5,,-464.5,4629.0,,True,,,,,False,,False,True,True,,True,False,
12103,19279,11838.0,11140.0,,,,,9931.0,,10175.4,11005.7,13186.5,,8138.8,14352.0,,-7441.0,-8139.0,,,,,-9348.0,,-9103.6,-8273.3,-6092.5,,-11140.2,-4927.0,,False,,,,,False,,False,False,True,,False,True,
12105,16306,9708.0,14505.0,,,,,8242.0,,8643.3,8372.0,10720.0,,8978.5,17693.0,,-6598.0,-1801.0,,,,,-8064.0,,-7662.7,-7934.0,-5586.0,,-7327.5,1387.0,,True,,,,,False,,False,False,True,,False,True,
12107,2072,1140.0,918.0,,,,,748.0,,2366.9,798.2,1347.0,,715.8,,,-932.0,-1154.0,,,,,-1324.0,,294.9,-1273.8,-725.0,,-1356.2,,,False,,,,,False,,True,False,True,,False,,
12109,7027,4704.0,5029.0,,,,,2271.0,,8026.0,4794.3,5684.5,,6018.8,7019.0,,-2323.0,-1998.0,,,,,-4756.0,,999.0,-2232.7,-1342.5,,-1008.2,-8.0,,True,,,,,False,,True,True,True,,True,True,
12111,6273,3276.0,3182.0,,,,,2228.0,,3902.4,3605.4,4457.5,,3470.6,4304.0,,-2997.0,-3091.0,,,,,-4045.0,,-2370.6,-2667.6,-1815.5,,-2802.4,-1969.0,,False,,,,,False,,True,True,True,,True,True,
12113,5703,3552.0,3539.0,,,,,2669.0,,3605.7,3345.2,4370.0,,2945.4,4697.0,,-2151.0,-2164.0,,,,,-3034.0,,-2097.3,-2357.8,-1333.0,,-2757.6,-1006.0,,False,,,,,False,,True,False,True,,False,True,
12115,7943,6732.0,3987.0,,,,,4414.0,,5308.7,7914.5,8100.0,,6796.5,5271.0,,-1211.0,-3956.0,,,,,-3529.0,,-2634.3,-28.5,157.0,,-1146.5,-2672.0,,False,,,,,False,,False,True,True,,True,False,
12117,8235,4896.0,5779.0,,,,,4264.0,,4461.5,5884.8,4947.5,,3491.8,4465.0,,-3339.0,-2456.0,,,,,-3971.0,,-3773.5,-2350.2,-3287.5,,-4743.2,-3770.0,,True,,,,,False,,False,True,True,,False,False,
12119,2662,1638.0,3406.0,,,,,1277.0,,3027.8,1269.6,1747.5,,908.4,4167.0,,-1024.0,744.0,,,,,-1385.0,,365.8,-1392.4,-914.5,,-1753.6,1505.0,,True,,,,,False,,True,False,True,,False,False,
12121,1187,720.0,375.0,,,,,422.0,,601.5,437.2,984.5,,473.6,,,-467.0,-812.0,,,,,-765.0,,-585.5,-749.8,-202.5,,-713.4,,,False,,,,,False,,False,False,True,,False,,
12123,579,288.0,0.0,,,,,213.0,,145.6,201.3,283.0,,,,,-291.0,-579.0,,,,,-366.0,,-433.4,-377.6,-296.0,,,,,False,,,,,False,,False,False,False,,,,
12125,355,174.0,2.0,,,,,209.0,,209.1,96.5,438.0,,,,,-181.0,-353.0,,,,,-146.0,,-145.9,-258.5,83.0,,,,,False,,,,,True,,True,False,True,,,,
12127,9964,6186.0,3313.0,,,,,5590.0,,9810.3,7471.3,6617.0,,7753.7,5623.0,,-3778.0,-6651.0,,,,,-4374.0,,-153.7,-2492.7,-3347.0,,-2210.3,-4341.0,,False,,,,,False,,True,True,True,,True,False,
12129,923,666.0,674.0,,,,,237.0,,373.6,419.2,455.0,,,,,-257.0,-249.0,,,,,-686.0,,-549.4,-503.8,-468.0,,,,,True,,,,,False,,False,False,False,,,,
12131,1926,1398.0,838.0,,,,,759.0,,579.1,996.9,1005.5,,904.2,,,-528.0,-1088.0,,,,,-1167.0,,-1346.9,-929.1,-920.5,,-1021.8,,,False,,,,,False,,False,False,False,,False,,
12133,683,390.0,,,,,,391.0,,174.3,296.6,407.0,,,,,-293.0,,,,,,-292.0,,-508.7,-386.4,-276.0,,,,,,,,,,True,,False,False,True,,,,
13001,539,192.0,0.0,,,,,211.0,,134.2,84.8,119.0,,,,,-347.0,-539.0,,,,,-328.0,,-404.8,-454.2,-420.0,,,,,False,,,,,True,,False,False,False,,,,
13003,269,138.0,0.0,,,,,67.0,,77.7,44.5,99.0,,,,,-131.0,-269.0,,,,,-202.0,,-191.3,-224.5,-170.0,,,,,False,,,,,False,,False,False,False,,,,
13005,441,114.0,0.0,,,,,93.0,,47.2,37.0,20.0,,,,,-327.0,-441.0,,,,,-348.0,,-393.8,-404.0,-421.0,,,,,False,,,,,False,,False,False,False,,,,
13007,61,18.0,0.0,,,,,58.0,,28.5,0.8,29.0,,,,,-43.0,-61.0,,,,,-3.0,,-32.5,-60.2,-32.0,,,,,False,,,,,True,,True,False,True,,,,
13009,927,456.0,522.0,,,,,887.0,,271.0,265.6,358.5,,433.0,,,-471.0,-405.0,,,,,-40.0,,-656.0,-661.4,-568.5,,-494.0,,,True,,,,,True,,False,False,False,,False,,
13011,581,480.0,603.0,,,,,482.0,,403.1,213.9,544.0,,,,,-101.0,22.0,,,,,-99.0,,-177.9,-367.1,-37.0,,,,,True,,,,,True,,False,False,True,,,,
13013,3098,1710.0,1859.0,,,,,1625.0,,1706.3,910.6,2025.0,,1672.5,,,-1388.0,-1239.0,,,,,-1473.0,,-1391.7,-2187.4,-1073.0,,-1425.5,,,True,,,,,False,,False,False,True,,False,,
13015,4305,2514.0,2097.0,,,,,2637.0,,1551.4,1189.6,2684.0,,1728.0,,,-1791.0,-2208.0,,,,,-1668.0,,-2753.6,-3115.4,-1621.0,,-2577.0,,,False,,,,,True,,False,False,True,,False,,
13017,713,516.0,16.0,,,,,212.0,,1614.5,86.0,564.0,,,,,-197.0,-697.0,,,,,-501.0,,901.5,-627.0,-149.0,,,,,False,,,,,False,,False,False,True,,,,
13019,583,390.0,454.0,,,,,215.0,,494.8,120.9,529.0,,,,,-193.0,-129.0,,,,,-368.0,,-88.2,-462.1,-54.0,,,,,True,,,,,False,,True,False,True,,,,
13021,4080,2430.0,3412.0,,,,,2621.0,,2717.2,1428.3,3479.0,,1256.0,2770.0,,-1650.0,-668.0,,,,,-1459.0,,-1362.8,-2651.7,-601.0,,-2824.0,-1310.0,,True,,,,,True,,True,False,True,,False,True,
13023,481,138.0,26.0,,,,,271.0,,30.5,34.1,66.0,,,,,-343.0,-455.0,,,,,-210.0,,-450.5,-446.9,-415.0,,,,,False,,,,,True,,False,False,False,,,,
13025,368,246.0,242.0,,,,,103.0,,151.9,94.8,277.0,,,,,-122.0,-126.0,,,,,-265.0,,-216.1,-273.2,-91.0,,,,,False,,,,,False,,False,False,True,,,,
13027,343,522.0,401.0,,,,,120.0,,2323.5,115.1,1027.5,,,,,179.0,58.0,,,,,-223.0,,1980.5,-227.9,684.5,,,,,True,,,,,False,,False,False,False,,,,
13029,802,354.0,401.0,,,,,324.0,,327.6,208.1,334.0,,,,,-448.0,-401.0,,,,,-478.0,,-474.4,-593.9,-468.0,,,,,True,,,,,False,,False,False,False,,,,
13031,1281,480.0,470.0,,,,,812.0,,202.5,330.3,534.0,,455.5,,,-801.0,-811.0,,,,,-469.0,,-1078.5,-950.7,-747.0,,-825.5,,,False,,,,,True,,False,False,True,,False,,
13033,615,312.0,92.0,,,,,339.0,,121.2,129.5,307.0,,,,,-303.0,-523.0,,,,,-276.0,,-493.8,-485.5,-308.0,,,,,False,,,,,True,,False,False,False,,,,
13035,937,522.0,407.0,,,,,491.0,,429.5,196.3,482.0,,,,,-415.0,-530.0,,,,,-446.0,,-507.5,-740.7,-455.0,,,,,False,,,,,False,,False,False,False,,,,
13037,168,210.0,0.0,,,,,130.0,,155.2,13.9,81.0,,,,,42.0,-168.0,,,,,-38.0,,-12.8,-154.1,-87.0,,,,,False,,,,,True,,True,False,False,,,,
13039,984,630.0,426.0,,,,,339.0,,359.9,394.8,535.0,,,,,-354.0,-558.0,,,,,-645.0,,-624.1,-589.2,-449.0,,,,,False,,,,,False,,False,False,False,,,,
13043,194,30.0,0.0,,,,,121.0,,5.4,27.8,58.0,,,,,-164.0,-194.0,,,,,-73.0,,-188.6,-166.2,-136.0,,,,,False,,,,,True,,False,False,True,,,,
13045,2716,2418.0,2910.0,,,,,2385.0,,1384.4,997.3,2388.0,,1488.2,,,-298.0,194.0,,,,,-331.0,,-1331.6,-1718.7,-328.0,,-1227.8,,,True,,,,,False,,False,False,False,,False,,
13047,1970,1176.0,898.0,,,,,2661.0,,696.8,670.1,1023.0,,889.6,,,-794.0,-1072.0,,,,,691.0,,-1273.2,-1299.9,-947.0,,-1080.4,,,False,,,,,True,,False,False,False,,False,,
13049,331,192.0,4.0,,,,,72.0,,103.9,41.5,190.0,,,,,-139.0,-327.0,,,,,-259.0,,-227.1,-289.5,-141.0,,,,,False,,,,,False,,False,False,False,,,,
13051,4752,2304.0,2017.0,,,,,2924.0,,1780.5,1993.3,1852.0,,1941.3,1812.0,,-2448.0,-2735.0,,,,,-1828.0,,-2971.5,-2758.7,-2900.0,,-2810.7,-2940.0,,False,,,,,True,,False,False,False,,False,False,
13053,226,306.0,1.0,,,,,334.0,,75.5,145.0,101.0,,,,,80.0,-225.0,,,,,108.0,,-150.5,-81.0,-125.0,,,,,False,,,,,False,,False,False,False,,,,
13055,853,486.0,310.0,,,,,898.0,,286.2,130.9,429.0,,,,,-367.0,-543.0,,,,,45.0,,-566.8,-722.1,-424.0,,,,,False,,,,,True,,False,False,False,,,,
13057,9707,5478.0,8227.0,,,,,4840.0,,4334.3,3365.1,5163.0,,4569.2,4325.0,,-4229.0,-1480.0,,,,,-4867.0,,-5372.7,-6341.9,-4544.0,,-5137.8,-5382.0,,True,,,,,False,,False,False,False,,False,False,
13059,3474,2688.0,5700.0,,,,,1754.0,,1490.2,1129.8,2833.0,,2425.4,1729.0,,-786.0,2226.0,,,,,-1720.0,,-1983.8,-2344.2,-641.0,,-1048.6,-1745.0,,False,,,,,False,,False,False,True,,False,False,
13061,55,12.0,0.0,,,,,46.0,,0.6,0.3,17.0,,,,,-43.0,-55.0,,,,,-9.0,,-54.4,-54.7,-38.0,,,,,False,,,,,True,,False,False,True,,,,
13063,6266,3528.0,6860.0,,,,,4159.0,,2542.8,2984.8,3729.0,,3355.7,4857.0,,-2738.0,594.0,,,,,-2107.0,,-3723.2,-3281.2,-2537.0,,-2910.3,-1409.0,,True,,,,,True,,False,False,True,,False,True,
13065,228,42.0,0.0,,,,,43.0,,12.2,15.5,53.0,,,,,-186.0,-228.0,,,,,-185.0,,-215.8,-212.5,-175.0,,,,,False,,,,,True,,False,False,True,,,,
13067,23136,12906.0,25930.0,,,,,10585.0,,11063.5,9795.8,13802.0,,13340.4,15390.0,,-10230.0,2794.0,,,,,-12551.0,,-12072.5,-13340.2,-9334.0,,-9795.6,-7746.0,,True,,,,,False,,False,False,True,,True,True,
13069,1515,1338.0,582.0,,,,,515.0,,1052.0,577.0,1528.5,,766.3,,,-177.0,-933.0,,,,,-1000.0,,-463.0,-938.0,13.5,,-748.7,,,False,,,,,False,,False,False,True,,False,,
13071,973,642.0,117.0,,,,,572.0,,301.7,309.7,1338.5,,382.0,,,-331.0,-856.0,,,,,-401.0,,-671.3,-663.3,365.5,,-591.0,,,False,,,,,False,,False,False,False,,False,,
13073,5467,3522.0,9073.0,,,,,2360.0,,1624.5,1550.4,2940.0,,1937.6,4519.0,,-1945.0,3606.0,,,,,-3107.0,,-3842.5,-3916.6,-2527.0,,-3529.4,-948.0,,False,,,,,False,,False,False,False,,False,True,
13075,512,432.0,734.0,,,,,203.0,,295.6,212.8,372.0,,,,,-80.0,222.0,,,,,-309.0,,-216.4,-299.2,-140.0,,,,,False,,,,,False,,False,False,False,,,,
13077,4209,3000.0,2729.0,,,,,2510.0,,2764.9,1298.2,3809.5,,3749.5,2527.0,,-1209.0,-1480.0,,,,,-1699.0,,-1444.1,-2910.8,-399.5,,-459.5,-1682.0,,False,,,,,False,,False,False,True,,True,False,
13079,237,120.0,139.0,,,,,210.0,,146.5,40.8,42.0,,,,,-117.0,-98.0,,,,,-27.0,,-90.5,-196.2,-195.0,,,,,True,,,,,True,,True,False,False,,,,
13081,625,246.0,278.0,,,,,383.0,,178.2,57.3,259.0,,,,,-379.0,-347.0,,,,,-242.0,,-446.8,-567.7,-366.0,,,,,True,,,,,True,,False,False,True,,,,
13083,399,402.0,238.0,,,,,604.0,,316.0,128.0,235.0,,,,,3.0,-161.0,,,,,205.0,,-83.0,-271.0,-164.0,,,,,False,,,,,False,,False,False,False,,,,
13085,978,594.0,492.0,,,,,466.0,,484.3,288.8,772.5,,,,,-384.0,-486.0,,,,,-512.0,,-493.7,-689.2,-205.5,,,,,False,,,,,False,,False,False,True,,,,
13087,651,474.0,231.0,,,,,445.0,,3620.8,128.7,327.0,,315.3,,,-177.0,-420.0,,,,,-206.0,,2969.8,-522.3,-324.0,,-335.7,,,False,,,,,False,,False,False,False,,False,,
13089,16458,10800.0,26118.0,,,,,8501.0,,7303.9,10105.9,10565.5,,6586.4,21049.0,,-5658.0,9660.0,,,,,-7957.0,,-9154.1,-6352.1,-5892.5,,-9871.6,4591.0,,False,,,,,False,,False,False,False,,False,True,
13091,707,174.0,87.0,,,,,356.0,,23.1,65.5,135.0,,,,,-533.0,-620.0,,,,,-351.0,,-683.9,-641.5,-572.0,,,,,False,,,,,True,,False,False,False,,,,
13093,290,162.0,62.0,,,,,196.0,,69.4,31.3,89.0,,,,,-128.0,-228.0,,,,,-94.0,,-220.6,-258.7,-201.0,,,,,False,,,,,True,,False,False,False,,,,
13095,1964,1164.0,2420.0,,,,,1273.0,,5224.1,319.3,1158.0,,699.0,,,-800.0,456.0,,,,,-691.0,,3260.1,-1644.7,-806.0,,-1265.0,,,True,,,,,True,,False,False,False,,False,,
13097,4104,2640.0,3152.0,,,,,2344.0,,2427.7,1626.4,3246.5,,2282.2,3134.0,,-1464.0,-952.0,,,,,-1760.0,,-1676.3,-2477.6,-857.5,,-1821.8,-970.0,,True,,,,,False,,False,False,True,,False,True,
13099,221,108.0,19.0,,,,,202.0,,62.7,16.9,52.0,,,,,-113.0,-202.0,,,,,-19.0,,-158.3,-204.1,-169.0,,,,,False,,,,,True,,False,False,False,,,,
13101,99,150.0,43.0,,,,,16.0,,470.7,10.5,153.0,,,,,51.0,-56.0,,,,,-83.0,,371.7,-88.5,54.0,,,,,False,,,,,False,,False,False,False,,,,
13103,876,324.0,297.0,,,,,650.0,,120.3,281.0,291.0,,86.5,,,-552.0,-579.0,,,,,-226.0,,-755.7,-595.0,-585.0,,-789.5,,,False,,,,,True,,False,False,False,,False,,
13105,645,456.0,152.0,,,,,440.0,,203.5,174.1,312.0,,,,,-189.0,-493.0,,,,,-205.0,,-441.5,-470.9,-333.0,,,,,False,,,,,False,,False,False,False,,,,
13107,697,216.0,2.0,,,,,316.0,,125.3,91.0,303.0,,,,,-481.0,-695.0,,,,,-381.0,,-571.7,-606.0,-394.0,,,,,False,,,,,True,,False,False,True,,,,
13109,208,36.0,30.0,,,,,101.0,,11.2,51.6,42.0,,,,,-172.0,-178.0,,,,,-107.0,,-196.8,-156.4,-166.0,,,,,False,,,,,True,,False,True,True,,,,
13111,608,366.0,335.0,,,,,586.0,,161.0,170.2,376.0,,,,,-242.0,-273.0,,,,,-22.0,,-447.0,-437.8,-232.0,,,,,False,,,,,True,,False,False,True,,,,
13113,2363,1872.0,1820.0,,,,,1655.0,,2726.7,947.6,2045.0,,1665.1,,,-491.0,-543.0,,,,,-708.0,,363.7,-1415.4,-318.0,,-697.9,,,False,,,,,False,,True,False,True,,False,,
13115,3015,2268.0,2304.0,,,,,2814.0,,888.6,1072.5,1884.0,,1884.8,,,-747.0,-711.0,,,,,-201.0,,-2126.4,-1942.5,-1131.0,,-1130.2,,,True,,,,,True,,False,False,False,,False,,
13117,6659,3894.0,6059.0,,,,,3775.0,,4061.9,3115.0,4581.5,,4655.2,4000.0,,-2765.0,-600.0,,,,,-2884.0,,-2597.1,-3544.0,-2077.5,,-2003.8,-2659.0,,True,,,,,False,,True,False,True,,True,True,
13119,811,492.0,336.0,,,,,633.0,,361.3,211.3,370.0,,,,,-319.0,-475.0,,,,,-178.0,,-449.7,-599.7,-441.0,,,,,False,,,,,True,,False,False,False,,,,
13121,25547,16098.0,28482.0,,,,,11518.0,,14190.1,13313.5,18430.5,,13477.3,26024.0,,-9449.0,2935.0,,,,,-14029.0,,-11356.9,-12233.5,-7116.5,,-12069.7,477.0,,True,,,,,False,,False,False,True,,False,True,
13123,852,456.0,616.0,,,,,684.0,,329.9,293.8,527.0,,,,,-396.0,-236.0,,,,,-168.0,,-522.1,-558.2,-325.0,,,,,True,,,,,True,,False,False,True,,,,
13125,120,36.0,,,,,,78.0,,6.4,7.1,35.0,,,,,-84.0,,,,,,-42.0,,-113.6,-112.9,-85.0,,,,,,,,,,True,,False,False,False,,,,
13127,1624,744.0,845.0,,,,,729.0,,459.9,521.3,713.0,,489.4,,,-880.0,-779.0,,,,,-895.0,,-1164.1,-1102.7,-911.0,,-1134.6,,,True,,,,,False,,False,False,False,,False,,
13129,1986,1392.0,132.0,,,,,1653.0,,460.5,669.5,1291.5,,1695.9,,,-594.0,-1854.0,,,,,-333.0,,-1525.5,-1316.5,-694.5,,-290.1,,,False,,,,,True,,False,False,False,,True,,
13131,649,246.0,106.0,,,,,349.0,,587.2,102.2,228.0,,,,,-403.0,-543.0,,,,,-300.0,,-61.8,-546.8,-421.0,,,,,False,,,,,True,,True,False,False,,,,
13133,600,330.0,236.0,,,,,259.0,,299.4,75.6,287.0,,,,,-270.0,-364.0,,,,,-341.0,,-300.6,-524.4,-313.0,,,,,False,,,,,False,,False,False,False,,,,
13135,29076,17502.0,33809.0,,,,,11973.0,,18618.4,11831.7,17174.0,,19224.1,25367.0,,-11574.0,4733.0,,,,,-17103.0,,-10457.6,-17244.3,-11902.0,,-9851.9,-3709.0,,True,,,,,False,,True,False,False,,True,True,
13137,1694,1278.0,741.0,,,,,1030.0,,1233.7,756.1,1446.0,,693.2,,,-416.0,-953.0,,,,,-664.0,,-460.3,-937.9,-248.0,,-1000.8,,,False,,,,,False,,False,False,True,,False,,
13139,8094,5544.0,8534.0,,,,,3649.0,,6691.9,2563.0,5282.0,,4028.5,11263.0,,-2550.0,440.0,,,,,-4445.0,,-1402.1,-5531.0,-2812.0,,-4065.5,3169.0,,True,,,,,False,,True,False,False,,False,False,
13141,233,276.0,100.0,,,,,135.0,,484.2,100.4,119.0,,,,,43.0,-133.0,,,,,-98.0,,251.2,-132.6,-114.0,,,,,False,,,,,False,,False,False,False,,,,
13143,698,480.0,531.0,,,,,763.0,,128.9,226.1,344.0,,,,,-218.0,-167.0,,,,,65.0,,-569.1,-471.9,-354.0,,,,,True,,,,,True,,False,False,False,,,,
13145,751,318.0,388.0,,,,,537.0,,321.2,197.0,352.0,,,,,-433.0,-363.0,,,,,-214.0,,-429.8,-554.0,-399.0,,,,,True,,,,,True,,True,False,True,,,,
13147,941,684.0,709.0,,,,,628.0,,888.2,229.6,663.0,,,,,-257.0,-232.0,,,,,-313.0,,-52.8,-711.4,-278.0,,,,,True,,,,,False,,True,False,False,,,,
13149,232,276.0,241.0,,,,,297.0,,640.0,74.1,249.0,,,,,44.0,9.0,,,,,65.0,,408.0,-157.9,17.0,,,,,True,,,,,False,,False,False,True,,,,
13151,7140,4488.0,7077.0,,,,,3399.0,,4403.1,2472.8,5302.0,,4490.0,5894.0,,-2652.0,-63.0,,,,,-3741.0,,-2736.9,-4667.2,-1838.0,,-2650.0,-1246.0,,True,,,,,False,,False,False,True,,True,True,
13153,5401,2352.0,3946.0,,,,,2438.0,,2648.4,1401.9,2246.0,,1332.5,3167.0,,-3049.0,-1455.0,,,,,-2963.0,,-2752.6,-3999.1,-3155.0,,-4068.5,-2234.0,,True,,,,,True,,True,False,False,,False,True,
13155,322,144.0,27.0,,,,,108.0,,73.2,29.9,78.0,,,,,-178.0,-295.0,,,,,-214.0,,-248.8,-292.1,-244.0,,,,,False,,,,,False,,False,False,False,,,,
13157,3412,2178.0,1720.0,,,,,1284.0,,1938.4,1072.9,2432.0,,1448.8,,,-1234.0,-1692.0,,,,,-2128.0,,-1473.6,-2339.1,-980.0,,-1963.2,,,False,,,,,False,,False,False,True,,False,,
13159,511,408.0,430.0,,,,,262.0,,484.1,55.8,491.0,,,,,-103.0,-81.0,,,,,-249.0,,-26.9,-455.2,-20.0,,,,,True,,,,,False,,True,False,True,,,,
13161,446,192.0,0.0,,,,,153.0,,181.1,73.3,220.0,,,,,-254.0,-446.0,,,,,-293.0,,-264.9,-372.7,-226.0,,,,,False,,,,,False,,False,False,True,,,,
13163,504,300.0,0.0,,,,,245.0,,97.9,116.8,281.0,,,,,-204.0,-504.0,,,,,-259.0,,-406.1,-387.2,-223.0,,,,,False,,,,,False,,False,False,False,,,,
13165,174,24.0,0.0,,,,,137.0,,8.5,23.6,30.0,,,,,-150.0,-174.0,,,,,-37.0,,-165.5,-150.4,-144.0,,,,,False,,,,,True,,False,False,True,,,,
13167,401,54.0,26.0,,,,,173.0,,7.3,28.9,41.0,,,,,-347.0,-375.0,,,,,-228.0,,-393.7,-372.1,-360.0,,,,,False,,,,,True,,False,False,False,,,,
13169,633,282.0,63.0,,,,,489.0,,276.3,176.2,218.0,,,,,-351.0,-570.0,,,,,-144.0,,-356.7,-456.8,-415.0,,,,,False,,,,,True,,False,False,False,,,,
13171,740,360.0,539.0,,,,,450.0,,268.3,168.7,334.0,,,,,-380.0,-201.0,,,,,-290.0,,-471.7,-571.3,-406.0,,,,,True,,,,,True,,False,False,False,,,,
13173,203,90.0,104.0,,,,,60.0,,106.2,28.0,51.0,,,,,-113.0,-99.0,,,,,-143.0,,-96.8,-175.0,-152.0,,,,,True,,,,,False,,True,False,False,,,,
13175,1826,834.0,774.0,,,,,772.0,,1475.3,294.4,1168.0,,768.5,,,-992.0,-1052.0,,,,,-1054.0,,-350.7,-1531.6,-658.0,,-1057.5,,,False,,,,,False,,True,False,True,,False,,
13177,988,564.0,359.0,,,,,524.0,,1618.7,74.2,776.0,,,,,-424.0,-629.0,,,,,-464.0,,630.7,-913.8,-212.0,,,,,False,,,,,False,,False,False,True,,,,
13179,666,360.0,273.0,,,,,496.0,,194.2,340.8,368.0,,,,,-306.0,-393.0,,,,,-170.0,,-471.8,-325.2,-298.0,,,,,False,,,,,True,,False,False,True,,,,
13181,212,84.0,18.0,,,,,113.0,,31.2,18.0,52.0,,,,,-128.0,-194.0,,,,,-99.0,,-180.8,-194.0,-160.0,,,,,False,,,,,True,,False,False,False,,,,
13183,248,114.0,81.0,,,,,87.0,,189.0,62.8,37.0,,,,,-134.0,-167.0,,,,,-161.0,,-59.0,-185.2,-211.0,,,,,False,,,,,False,,True,False,False,,,,
13185,3105,2412.0,3107.0,,,,,1336.0,,1492.4,1231.5,2704.0,,1150.8,,,-693.0,2.0,,,,,-1769.0,,-1612.6,-1873.5,-401.0,,-1954.2,,,True,,,,,False,,False,False,True,,False,,
13187,1001,522.0,612.0,,,,,681.0,,264.8,292.0,336.0,,,,,-479.0,-389.0,,,,,-320.0,,-736.2,-709.0,-665.0,,,,,True,,,,,True,,False,False,False,,,,
13189,781,288.0,262.0,,,,,403.0,,94.3,126.0,246.0,,,,,-493.0,-519.0,,,,,-378.0,,-686.7,-655.0,-535.0,,,,,False,,,,,True,,False,False,False,,,,
13191,179,90.0,83.0,,,,,73.0,,119.1,78.7,43.0,,,,,-89.0,-96.0,,,,,-106.0,,-59.9,-100.3,-136.0,,,,,False,,,,,False,,True,False,False,,,,
13193,238,150.0,103.0,,,,,239.0,,98.8,39.4,74.0,,,,,-88.0,-135.0,,,,,1.0,,-139.2,-198.6,-164.0,,,,,False,,,,,True,,False,False,False,,,,
