,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17007,589,600.0,,574.2,,479.0,376.0,,,,,593.8,461.5,,,526.0,,319.9,,432.7,395.0,,473.0,431.4,0.2,,522.0,533.0,674.6,,,,,678.2,,,,136.1,11.0,,-14.8,,-110.0,-213.0,,,,,4.8,-127.5,,,-63.0,,-269.1,,-156.3,-194.0,,-116.0,-157.6,-588.8,,-67.0,-56.0,85.6,,,,,89.2,,,,-452.9,,False,,False,False,,,,,True,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
17009,176,69.0,,71.7,,60.0,27.0,,,,,56.6,47.0,,,96.0,,65.3,,42.9,,,133.0,51.4,0.0,,62.0,59.0,45.4,,,,,,,,,59.1,-107.0,,-104.3,,-116.0,-149.0,,,,,-119.4,-129.0,,,-80.0,,-110.7,,-133.1,,,-43.0,-124.6,-176.0,,-114.0,-117.0,-130.6,,,,,,,,,-116.9,,True,,False,False,,,,,False,False,,,True,,False,,False,,,True,False,False,,False,False,False,,,,,,,,,False
17011,282,333.0,,319.3,,275.0,237.0,,,,,358.7,239.7,,,344.0,,128.4,,222.6,155.5,,218.0,252.1,0.0,,285.0,332.0,311.0,,,,,226.2,,,,374.6,51.0,,37.3,,-7.0,-45.0,,,,,76.7,-42.3,,,62.0,,-153.6,,-59.4,-126.5,,-64.0,-29.9,-282.0,,3.0,50.0,29.0,,,,,-55.8,,,,92.6,,True,,True,True,,,,,False,True,,,False,,False,,False,False,,False,True,False,,True,True,True,,,,,False,,,,False
17013,81,15.0,,21.6,,16.0,10.0,,,,,49.0,40.9,,,51.0,,11.9,,21.3,,,5.0,15.2,0.0,,23.0,33.0,44.5,,,,,,,,,35.2,-66.0,,-59.4,,-65.0,-71.0,,,,,-32.0,-40.1,,,-30.0,,-69.1,,-59.7,,,-76.0,-65.8,-81.0,,-58.0,-48.0,-36.5,,,,,,,,,-45.8,,True,,True,False,,,,,True,True,,,True,,False,,True,,,False,True,False,,True,True,True,,,,,,,,,True
17015,122,111.0,,109.5,,93.0,34.0,,,,,150.3,165.0,,,137.0,,36.4,,84.2,,,62.0,94.4,0.1,,112.0,108.0,108.4,,,,,,,,,67.5,-11.0,,-12.5,,-29.0,-88.0,,,,,28.3,43.0,,,15.0,,-85.6,,-37.8,,,-60.0,-27.6,-121.9,,-10.0,-14.0,-13.6,,,,,,,,,-54.5,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
17017,245,228.0,,184.0,,154.0,73.0,,,,,254.3,108.2,,,155.0,,116.1,,150.6,,,155.0,123.9,0.0,,254.0,177.0,82.8,,,,,,,,,266.6,-17.0,,-61.0,,-91.0,-172.0,,,,,9.3,-136.8,,,-90.0,,-128.9,,-94.4,,,-90.0,-121.1,-245.0,,9.0,-68.0,-162.2,,,,,,,,,21.6,,False,,False,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
17019,1900,1521.0,,1490.9,,1328.0,1570.0,,,,,1660.4,1357.8,,,2368.0,,630.1,,1174.8,1323.0,,1086.5,1104.0,0.9,,1413.0,1484.0,1836.1,,,,,1460.3,838.0,,,1545.9,-379.0,,-409.1,,-572.0,-330.0,,,,,-239.6,-542.2,,,468.0,,-1269.9,,-725.2,-577.0,,-813.5,-796.0,-1899.1,,-487.0,-416.0,-63.9,,,,,-439.7,-1062.0,,,-354.1,,False,,False,True,,,,,True,False,,,False,,False,,False,False,,False,False,False,,False,False,True,,,,,False,False,,,True
17021,468,267.0,,270.2,,253.0,190.0,,,,,360.7,208.4,,,517.0,,210.3,,211.6,323.5,,251.0,254.3,0.0,,283.0,259.0,424.4,,,,,362.4,,,,422.0,-201.0,,-197.8,,-215.0,-278.0,,,,,-107.3,-259.6,,,49.0,,-257.7,,-256.4,-144.5,,-217.0,-213.7,-468.0,,-185.0,-209.0,-43.6,,,,,-105.6,,,,-46.0,,True,,False,False,,,,,True,False,,,True,,False,,False,True,,False,False,False,,True,False,True,,,,,True,,,,True
17023,328,195.0,,217.0,,184.0,128.0,,,,,164.7,127.8,,,287.0,,206.3,,129.5,,,259.0,149.7,0.3,,238.0,177.0,164.7,,,,,,,,,172.1,-133.0,,-111.0,,-144.0,-200.0,,,,,-163.3,-200.2,,,-41.0,,-121.7,,-198.5,,,-69.0,-178.3,-327.7,,-90.0,-151.0,-163.3,,,,,,,,,-155.9,,True,,False,False,,,,,False,False,,,True,,True,,False,,,True,False,False,,True,False,False,,,,,,,,,False
17025,131,105.0,,97.1,,80.0,40.0,,,,,156.1,103.4,,,213.0,,39.5,,83.8,,,48.0,73.7,0.1,,93.0,91.0,176.4,,,,,,,,,54.8,-26.0,,-33.9,,-51.0,-91.0,,,,,25.1,-27.6,,,82.0,,-91.5,,-47.2,,,-83.0,-57.3,-130.9,,-38.0,-40.0,45.4,,,,,,,,,-76.2,,False,,False,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
17027,651,585.0,,587.6,,499.0,235.0,,,,,598.7,236.6,,,541.0,,310.7,,373.9,298.5,,421.0,368.8,0.1,,482.0,549.0,575.8,,,,,411.8,,,,668.2,-66.0,,-63.4,,-152.0,-416.0,,,,,-52.3,-414.4,,,-110.0,,-340.3,,-277.1,-352.5,,-230.0,-282.2,-650.9,,-169.0,-102.0,-75.2,,,,,-239.2,,,,17.2,,True,,False,False,,,,,True,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,True
17029,506,633.0,,632.0,,586.0,418.0,,,,,667.6,355.4,,,904.0,,537.1,,370.9,515.5,,680.0,378.1,0.0,,627.0,507.0,592.3,,,,,438.8,,,,1105.7,127.0,,126.0,,80.0,-88.0,,,,,161.6,-150.6,,,398.0,,31.1,,-135.1,9.5,,174.0,-127.9,-506.0,,121.0,1.0,86.3,,,,,-67.2,,,,599.7,,True,,True,True,,,,,False,False,,,False,,True,,False,True,,False,False,False,,True,True,True,,,,,True,,,,False
17031,47905,43968.0,,46314.1,50450.1,36277.0,34905.0,,,,,39925.0,27875.0,,28920.3,50778.0,,26660.3,,44349.1,42961.5,,38003.5,30863.9,380.9,,41518.0,36983.0,45819.5,,,,,41990.3,22906.0,,,3656.1,-3937.0,,-1590.9,2545.1,-11628.0,-13000.0,,,,,-7980.0,-20030.0,,-18984.7,2873.0,,-21244.7,,-3555.9,-4943.5,,-9901.5,-17041.1,-47524.1,,-6387.0,-10922.0,-2085.5,,,,,-5914.7,-24999.0,,,-44248.9,,True,True,False,False,,,,,False,False,,False,True,,False,,True,False,,False,False,False,,False,False,True,,,,,False,False,,,False
17033,223,231.0,,235.2,,222.0,27.0,,,,,237.0,133.5,,,357.0,,176.3,,186.1,,,279.0,176.4,2.0,,179.0,223.0,337.2,,,,,,,,,322.1,8.0,,12.2,,-1.0,-196.0,,,,,14.0,-89.5,,,134.0,,-46.7,,-36.9,,,56.0,-46.6,-221.0,,-44.0,0.0,114.2,,,,,,,,,99.1,,False,,True,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
17035,166,126.0,,145.3,,112.0,59.0,,,,,145.2,83.2,,,179.0,,77.4,,92.6,,,114.0,93.4,0.0,,138.0,116.0,125.5,,,,,,,,,148.9,-40.0,,-20.7,,-54.0,-107.0,,,,,-20.8,-82.8,,,13.0,,-88.6,,-73.4,,,-52.0,-72.6,-166.0,,-28.0,-50.0,-40.5,,,,,,,,,-17.1,,True,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,True
17037,957,711.0,,662.5,,651.0,428.0,,,,,818.1,620.0,,,903.0,,330.8,,536.8,787.5,,656.0,533.2,1.2,,696.0,697.0,692.3,,,,,346.1,,,,827.4,-246.0,,-294.5,,-306.0,-529.0,,,,,-138.9,-337.0,,,-54.0,,-626.2,,-420.2,-169.5,,-301.0,-423.8,-955.8,,-261.0,-260.0,-264.7,,,,,-610.9,,,,-129.6,,False,,False,False,,,,,True,False,,,True,,False,,False,True,,False,False,False,,False,False,False,,,,,False,,,,True
17039,258,180.0,,169.2,,147.0,112.0,,,,,137.7,134.6,,,234.0,,150.2,,100.2,,,199.0,139.9,0.1,,181.0,136.0,127.3,,,,,,,,,143.1,-78.0,,-88.8,,-111.0,-146.0,,,,,-120.3,-123.4,,,-24.0,,-107.8,,-157.8,,,-59.0,-118.1,-257.9,,-77.0,-122.0,-130.7,,,,,,,,,-114.9,,False,,False,False,,,,,False,False,,,True,,False,,False,,,True,False,False,,True,False,False,,,,,,,,,False
17041,198,306.0,,308.6,,237.0,107.0,,,,,258.5,204.7,,,346.0,,123.7,,153.0,,,232.0,188.4,0.6,,281.0,240.0,244.3,,,,,,,,,385.1,108.0,,110.6,,39.0,-91.0,,,,,60.5,6.7,,,148.0,,-74.3,,-45.0,,,34.0,-9.6,-197.4,,83.0,42.0,46.3,,,,,,,,,187.1,,False,,True,True,,,,,True,True,,,False,,True,,True,,,True,True,False,,True,True,True,,,,,,,,,False
17043,8776,7011.0,,6613.1,7751.6,6022.0,5933.0,,,,,7568.0,4978.5,,4785.1,8882.0,,3057.9,,6818.1,5826.5,,5608.0,5175.8,21.7,,6970.0,6236.0,8092.0,,,,,5812.6,3752.0,,,12438.4,-1765.0,,-2162.9,-1024.4,-2754.0,-2843.0,,,,,-1208.0,-3797.5,,-3990.9,106.0,,-5718.1,,-1957.9,-2949.5,,-3168.0,-3600.2,-8754.3,,-1806.0,-2540.0,-684.0,,,,,-2963.4,-5024.0,,,3662.4,,False,True,False,False,,,,,True,False,,False,True,,False,,False,False,,False,False,False,,False,False,True,,,,,False,False,,,False
17045,125,195.0,,151.5,,176.0,101.0,,,,,204.6,126.7,,,340.0,,186.0,,136.3,,,266.0,167.4,0.5,,213.0,201.0,182.2,,,,,,,,,114.7,70.0,,26.5,,51.0,-24.0,,,,,79.6,1.7,,,215.0,,61.0,,11.3,,,141.0,42.4,-124.5,,88.0,76.0,57.2,,,,,,,,,-10.3,,True,,True,True,,,,,False,True,,,False,,True,,True,,,False,True,False,,False,False,True,,,,,,,,,True
17047,95,63.0,,70.3,,57.0,36.0,,,,,63.7,59.5,,,88.0,,53.5,,60.5,,,57.0,50.4,0.0,,84.0,59.0,50.8,,,,,,,,,50.8,-32.0,,-24.7,,-38.0,-59.0,,,,,-31.3,-35.5,,,-7.0,,-41.5,,-34.5,,,-38.0,-44.6,-95.0,,-11.0,-36.0,-44.2,,,,,,,,,-44.2,,True,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
17049,559,399.0,,390.1,,308.0,175.0,,,,,542.3,232.1,,,593.0,,171.2,,291.1,228.5,,260.0,322.2,0.2,,378.0,392.0,410.0,,,,,,,,,147.7,-160.0,,-168.9,,-251.0,-384.0,,,,,-16.7,-326.9,,,34.0,,-387.8,,-267.9,-330.5,,-299.0,-236.8,-558.8,,-181.0,-167.0,-149.0,,,,,,,,,-411.3,,False,,False,False,,,,,True,False,,,True,,False,,False,False,,False,False,False,,False,False,True,,,,,,,,,False
17051,317,237.0,,197.3,,191.0,27.0,,,,,405.4,137.6,,,383.0,,123.4,,293.0,,,133.0,185.4,0.2,,268.0,293.0,313.4,,,,,320.6,,,,340.7,-80.0,,-119.7,,-126.0,-290.0,,,,,88.4,-179.4,,,66.0,,-193.6,,-24.0,,,-184.0,-131.6,-316.8,,-49.0,-24.0,-3.6,,,,,3.6,,,,23.7,,False,,False,False,,,,,False,False,,,True,,False,,True,,,False,False,False,,True,True,True,,,,,True,,,,True
17053,195,225.0,,244.5,,189.0,96.0,,,,,190.6,143.6,,,202.0,,217.1,,129.8,,,262.0,141.8,1.0,,227.0,175.0,165.3,,,,,,,,,206.4,30.0,,49.5,,-6.0,-99.0,,,,,-4.4,-51.4,,,7.0,,22.1,,-65.2,,,67.0,-53.2,-194.0,,32.0,-20.0,-29.7,,,,,,,,,11.4,,False,,True,False,,,,,True,False,,,True,,True,,False,,,False,False,False,,False,True,True,,,,,,,,,True
17055,618,846.0,,815.8,,614.0,458.0,,,,,584.2,406.0,,,613.0,,738.0,,452.0,532.5,,1028.0,583.9,264.7,,894.0,584.0,579.1,,,,,,,,,507.6,228.0,,197.8,,-4.0,-160.0,,,,,-33.8,-212.0,,,-5.0,,120.0,,-166.0,-85.5,,410.0,-34.1,-353.3,,276.0,-34.0,-38.9,,,,,,,,,-110.4,,True,,True,True,,,,,True,True,,,True,,True,,True,True,,False,True,False,,False,True,True,,,,,,,,,True
17057,288,624.0,,617.4,,409.0,361.0,,,,,348.4,359.8,,,447.0,,289.1,,334.0,492.0,,441.0,419.5,95.4,,673.0,458.0,377.2,,,,,,,,,328.6,336.0,,329.4,,121.0,73.0,,,,,60.4,71.8,,,159.0,,1.1,,46.0,204.0,,153.0,131.5,-192.6,,385.0,170.0,89.2,,,,,,,,,40.6,,True,,True,True,,,,,True,True,,,True,,True,,True,True,,True,True,True,,False,True,True,,,,,,,,,True
17059,70,99.0,,98.3,,69.0,55.0,,,,,65.4,78.3,,,80.0,,93.2,,71.9,,,104.0,68.2,25.8,,134.0,67.0,42.0,,,,,,,,,60.4,29.0,,28.3,,-1.0,-15.0,,,,,-4.6,8.3,,,10.0,,23.2,,1.9,,,34.0,-1.8,-44.2,,64.0,-3.0,-28.0,,,,,,,,,-9.6,,True,,True,True,,,,,True,True,,,True,,True,,True,,,False,True,False,,False,True,True,,,,,,,,,True
17061,162,105.0,,88.6,,89.0,49.0,,,,,144.6,85.8,,,226.0,,40.2,,75.5,,,68.0,90.3,0.0,,86.0,110.0,132.4,,,,,,,,,108.9,-57.0,,-73.4,,-73.0,-113.0,,,,,-17.4,-76.2,,,64.0,,-121.8,,-86.5,,,-94.0,-71.7,-162.0,,-76.0,-52.0,-29.6,,,,,,,,,-53.1,,False,,False,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,False,True,True,,,,,,,,,True
17063,581,441.0,,443.1,,342.0,221.0,,,,,511.1,320.6,,,631.0,,190.9,,337.4,418.0,,293.0,334.7,0.2,,426.0,413.0,300.5,,,,,450.9,,,,294.7,-140.0,,-137.9,,-239.0,-360.0,,,,,-69.9,-260.4,,,50.0,,-390.1,,-243.6,-163.0,,-288.0,-246.3,-580.8,,-155.0,-168.0,-280.5,,,,,-130.1,,,,-286.3,,True,,False,False,,,,,True,False,,,True,,False,,False,False,,False,False,False,,False,False,False,,,,,True,,,,False
17065,153,87.0,,98.6,,83.0,32.0,,,,,85.3,72.7,,,149.0,,103.5,,69.3,,,138.0,74.5,0.0,,120.0,80.0,57.7,,,,,,,,,112.4,-66.0,,-54.4,,-70.0,-121.0,,,,,-67.7,-80.3,,,-4.0,,-49.5,,-83.7,,,-15.0,-78.5,-153.0,,-33.0,-73.0,-95.3,,,,,,,,,-40.6,,True,,False,False,,,,,False,False,,,True,,True,,False,,,True,False,False,,True,False,False,,,,,,,,,True
17067,205,204.0,,210.3,,133.0,47.0,,,,,165.5,153.9,,,224.0,,97.4,,104.8,,,147.0,115.1,0.0,,168.0,192.0,123.3,,,,,,,,,205.9,-1.0,,5.3,,-72.0,-158.0,,,,,-39.5,-51.1,,,19.0,,-107.6,,-100.2,,,-58.0,-89.9,-205.0,,-37.0,-13.0,-81.7,,,,,,,,,0.9,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,True
17069,95,33.0,,41.9,,30.0,8.0,,,,,32.3,39.5,,,68.0,,34.0,,23.9,,,42.0,32.3,0.0,,60.0,30.0,23.4,,,,,,,,,27.1,-62.0,,-53.1,,-65.0,-87.0,,,,,-62.7,-55.5,,,-27.0,,-61.0,,-71.1,,,-53.0,-62.7,-95.0,,-35.0,-65.0,-71.6,,,,,,,,,-67.9,,True,,False,False,,,,,False,True,,,True,,True,,False,,,True,False,False,,True,False,False,,,,,,,,,False
17071,60,66.0,,63.0,,49.0,22.0,,,,,51.0,67.5,,,82.0,,11.7,,42.3,,,21.0,51.9,0.0,,60.0,57.0,47.0,,,,,,,,,68.2,6.0,,3.0,,-11.0,-38.0,,,,,-9.0,7.5,,,22.0,,-48.3,,-17.7,,,-39.0,-8.1,-60.0,,0.0,-3.0,-13.0,,,,,,,,,8.2,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
17073,405,525.0,,539.7,,371.0,328.0,,,,,469.7,307.0,,,534.0,,204.3,,341.9,409.0,,277.0,301.8,0.3,,422.0,429.0,364.4,,,,,556.3,,,,682.1,120.0,,134.7,,-34.0,-77.0,,,,,64.7,-98.0,,,129.0,,-200.7,,-63.1,4.0,,-128.0,-103.2,-404.7,,17.0,24.0,-40.6,,,,,151.3,,,,277.1,,False,,True,True,,,,,True,True,,,False,,False,,True,True,,False,True,False,,True,True,True,,,,,False,,,,False
17075,325,195.0,,215.6,,177.0,83.0,,,,,274.2,201.7,,,407.0,,86.7,,165.9,,,118.0,165.0,0.2,,234.0,240.0,212.3,,,,,274.7,,,,277.5,-130.0,,-109.4,,-148.0,-242.0,,,,,-50.8,-123.3,,,82.0,,-238.3,,-159.1,,,-207.0,-160.0,-324.8,,-91.0,-85.0,-112.7,,,,,-50.3,,,,-47.5,,True,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,True,,,,True
17077,607,417.0,,432.7,,425.0,289.0,,,,,501.0,351.1,,,600.0,,270.8,,315.5,513.0,,431.0,314.7,0.0,,473.0,503.0,542.1,,,,,279.6,,,,519.5,-190.0,,-174.3,,-182.0,-318.0,,,,,-106.0,-255.9,,,-7.0,,-336.2,,-291.5,-94.0,,-176.0,-292.3,-607.0,,-134.0,-104.0,-64.9,,,,,-327.4,,,,-87.5,,True,,True,False,,,,,True,False,,,True,,False,,False,True,,True,False,False,,True,True,True,,,,,False,,,,True
17079,158,123.0,,115.0,,86.0,69.0,,,,,135.5,74.7,,,165.0,,55.5,,80.3,,,82.5,70.6,0.1,,128.0,99.0,81.7,,,,,,,,,99.1,-35.0,,-43.0,,-72.0,-89.0,,,,,-22.5,-83.3,,,7.0,,-102.5,,-77.7,,,-75.5,-87.4,-157.9,,-30.0,-59.0,-76.3,,,,,,,,,-58.9,,False,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
17081,590,636.0,,639.9,,520.0,439.0,,,,,467.6,315.3,,,623.0,,494.3,,388.7,547.5,,726.0,462.1,130.0,,671.0,494.0,476.0,,,,,354.4,,,,830.8,46.0,,49.9,,-70.0,-151.0,,,,,-122.4,-274.7,,,33.0,,-95.7,,-201.3,-42.5,,136.0,-127.9,-460.0,,81.0,-96.0,-114.0,,,,,-235.6,,,,240.8,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,False,False,False,,False,False,False,,,,,False,,,,False
17083,314,351.0,,333.5,,295.0,274.0,,,,,315.8,147.6,,,306.0,,200.2,,201.2,,,334.5,305.0,0.4,,284.0,300.0,238.7,,,,,,,,,433.1,37.0,,19.5,,-19.0,-40.0,,,,,1.8,-166.4,,,-8.0,,-113.8,,-112.8,,,20.5,-9.0,-313.6,,-30.0,-14.0,-75.3,,,,,,,,,119.1,,True,,True,False,,,,,True,False,,,True,,False,,False,,,True,True,False,,True,True,False,,,,,,,,,False
17085,115,114.0,,106.8,,116.0,68.0,,,,,183.2,117.3,,,184.0,,133.3,,112.9,,,177.0,85.1,0.2,,160.0,152.0,189.8,,,,,,,,,63.2,-1.0,,-8.2,,1.0,-47.0,,,,,68.2,2.3,,,69.0,,18.3,,-2.1,,,62.0,-29.9,-114.8,,45.0,37.0,74.8,,,,,,,,,-51.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
17087,260,123.0,,128.5,,103.0,20.0,,,,,139.1,104.6,,,203.0,,50.8,,87.5,,,98.0,80.6,0.5,,124.0,134.0,109.5,,,,,,,,,116.1,-137.0,,-131.5,,-157.0,-240.0,,,,,-120.9,-155.4,,,-57.0,,-209.2,,-172.5,,,-162.0,-179.4,-259.5,,-136.0,-126.0,-150.5,,,,,,,,,-143.9,,True,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
17089,5137,4986.0,,4791.1,4970.6,4232.0,2944.0,,,,,4873.3,3212.2,,3495.9,5810.0,,2635.6,,4311.7,5170.5,,4249.0,3612.3,18.2,,4711.0,4364.0,4898.6,,,,,3191.0,2539.0,,,3725.8,-151.0,,-345.9,-166.4,-905.0,-2193.0,,,,,-263.7,-1924.8,,-1641.1,673.0,,-2501.4,,-825.3,33.5,,-888.0,-1524.7,-5118.8,,-426.0,-773.0,-238.4,,,,,-1946.0,-2598.0,,,-1411.2,,False,False,False,False,,,,,False,False,,False,False,,False,,False,True,,False,False,False,,False,False,False,,,,,False,False,,,False
17091,930,855.0,,942.8,,605.0,491.0,,,,,1119.7,573.0,,,1484.0,,285.3,,746.4,767.5,,462.0,625.9,0.1,,779.0,875.0,801.7,,,,,1124.6,,,,215.6,-75.0,,12.8,,-325.0,-439.0,,,,,189.7,-357.0,,,554.0,,-644.7,,-183.6,-162.5,,-468.0,-304.1,-929.9,,-151.0,-55.0,-128.3,,,,,194.6,,,,-714.4,,True,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,True,False,,,,,False,,,,False
17093,1399,1050.0,,1043.5,,914.0,765.0,,,,,1025.1,718.2,,,1263.0,,516.2,,756.4,1062.5,,861.0,853.9,0.3,,945.0,970.0,1089.8,,,,,923.9,584.0,,,904.6,-349.0,,-355.5,,-485.0,-634.0,,,,,-373.9,-680.8,,,-136.0,,-882.8,,-642.6,-336.5,,-538.0,-545.1,-1398.7,,-454.0,-429.0,-309.2,,,,,-475.1,-815.0,,,-494.4,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,False,False,False,,False,False,True,,,,,False,False,,,False
17095,669,651.0,,641.3,,520.0,483.0,,,,,576.2,393.2,,,629.0,,415.5,,447.7,528.5,,553.5,406.4,0.0,,565.0,563.0,593.5,,,,,687.5,,,,436.9,-18.0,,-27.7,,-149.0,-186.0,,,,,-92.8,-275.8,,,-40.0,,-253.5,,-221.3,-140.5,,-115.5,-262.6,-669.0,,-104.0,-106.0,-75.5,,,,,18.5,,,,-232.1,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
17097,5894,5316.0,,5300.2,6256.9,4582.0,4510.0,,,,,5984.9,3397.3,,3618.8,7047.0,,2710.9,,5245.9,4992.5,,4653.5,3719.8,21.4,,4986.0,5144.0,6505.8,,,,,3487.5,2884.0,,,4247.5,-578.0,,-593.8,362.9,-1312.0,-1384.0,,,,,90.9,-2496.7,,-2275.2,1153.0,,-3183.1,,-648.1,-901.5,,-1240.5,-2174.2,-5872.6,,-908.0,-750.0,611.8,,,,,-2406.5,-3010.0,,,-1646.5,,False,True,False,False,,,,,True,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
17099,1220,1038.0,,993.5,,782.0,666.0,,,,,1098.8,800.4,,,1188.0,,376.6,,692.5,874.5,,652.0,722.6,0.2,,795.0,1144.0,906.8,,,,,582.5,,,,713.0,-182.0,,-226.5,,-438.0,-554.0,,,,,-121.2,-419.6,,,-32.0,,-843.4,,-527.5,-345.5,,-568.0,-497.4,-1219.8,,-425.0,-76.0,-313.2,,,,,-637.5,,,,-507.0,,False,,False,False,,,,,True,False,,,True,,False,,False,False,,False,False,False,,False,True,False,,,,,False,,,,False
17101,308,648.0,,635.7,,325.0,384.0,,,,,366.4,322.2,,,306.0,,447.2,,301.8,,,298.0,304.0,125.0,,740.0,311.0,223.6,,,,,,,,,532.6,340.0,,327.7,,17.0,76.0,,,,,58.4,14.2,,,-2.0,,139.2,,-6.2,,,-10.0,-4.0,-183.0,,432.0,3.0,-84.4,,,,,,,,,224.6,,True,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,True,,False,True,True,,,,,,,,,True
17103,377,357.0,,341.6,,273.0,172.0,,,,,337.9,301.8,,,378.0,,189.7,,250.6,368.0,,262.5,250.2,0.4,,351.0,330.0,312.9,,,,,243.9,,,,249.9,-20.0,,-35.4,,-104.0,-205.0,,,,,-39.1,-75.2,,,1.0,,-187.3,,-126.4,-9.0,,-114.5,-126.8,-376.6,,-26.0,-47.0,-64.1,,,,,-133.1,,,,-127.1,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,False,False,False,,False,False,False,,,,,False,,,,False
