,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
13095,419,599.0,,581.8,,590.0,939.0,,,,,373.7,,640.5,,731.6,461.0,718.2,219.3,431.0,,699.0,603.5,,,642.0,635.0,404.6,,,,,,540.3,592.1,,,,969.8,419.0,180.0,,162.8,,171.0,520.0,,,,,-45.3,,221.5,,312.6,42.0,299.2,-199.7,12.0,,280.0,184.5,,,223.0,216.0,-14.4,,,,,,121.3,173.1,,,,550.8,-0.0,,True,,True,False,,,,,True,,False,,False,True,False,False,True,,False,False,,,False,False,True,,,,,,True,True,,,,False,True
13097,797,890.0,,904.2,,890.0,1081.0,,,,,609.3,,1149.7,,1004.3,840.0,897.8,400.9,817.5,,854.0,918.8,,,1067.0,949.0,712.7,,,,,,851.0,1009.2,1014.0,,,953.8,590.7,93.0,,107.2,,93.0,284.0,,,,,-187.7,,352.7,,207.3,43.0,100.8,-396.1,20.5,,57.0,121.8,,,270.0,152.0,-84.3,,,,,,54.0,212.2,217.0,,,156.8,-206.3,,False,,False,False,,,,,False,,False,,False,True,False,False,True,,True,False,,,False,False,True,,,,,,True,False,False,,,False,False
13099,64,47.0,,48.1,,47.0,37.0,,,,,43.9,,68.9,,,61.0,21.2,16.0,,,32.0,53.2,,,51.0,56.0,27.0,,,,,,,66.1,,,,50.7,32.8,-17.0,,-15.9,,-17.0,-27.0,,,,,-20.1,,4.9,,,-3.0,-42.8,-48.0,,,-32.0,-10.8,,,-13.0,-8.0,-37.0,,,,,,,2.1,,,,-13.3,-31.2,,True,,False,False,,,,,False,,True,,,True,False,False,,,False,True,,,True,True,False,,,,,,,True,,,,True,False
13101,14,13.0,,13.7,,14.0,0.0,,,,,19.7,,24.9,,,29.0,10.5,16.0,,,16.0,20.4,,,17.0,19.0,5.2,,,,,,,30.0,,,,11.5,24.3,-1.0,,-0.3,,0.0,-14.0,,,,,5.7,,10.9,,,15.0,-3.5,2.0,,,2.0,6.4,,,3.0,5.0,-8.8,,,,,,,16.0,,,,-2.5,10.3,,True,,True,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,False
13103,225,188.0,,187.0,,197.0,212.0,,,,,162.9,,230.5,,,389.0,232.9,108.5,195.0,,184.0,196.5,,,228.0,264.0,162.4,,,,,,174.3,273.8,,,,197.6,124.5,-37.0,,-38.0,,-28.0,-13.0,,,,,-62.1,,5.5,,,164.0,7.9,-116.5,-30.0,,-41.0,-28.5,,,3.0,39.0,-62.6,,,,,,-50.7,48.8,,,,-27.4,-100.5,,False,,True,True,,,,,False,,True,,,False,True,False,True,,False,True,,,True,False,False,,,,,,False,False,,,,True,False
13105,142,106.0,,98.7,,106.0,106.0,,,,,98.7,,179.8,,,131.0,213.1,55.4,,,64.0,118.0,,,151.0,134.0,97.5,,,,,,,125.1,,,,99.8,62.4,-36.0,,-43.3,,-36.0,-36.0,,,,,-43.3,,37.8,,,-11.0,71.1,-86.6,,,-78.0,-24.0,,,9.0,-8.0,-44.5,,,,,,,-16.9,,,,-42.2,-79.6,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,True,,,True,True,False,,,,,,,True,,,,False,False
13107,108,145.0,,137.3,,155.0,160.0,,,,,128.2,,195.9,,,138.0,317.9,91.8,,,199.0,154.8,,,226.0,167.0,103.2,,,,,,,144.7,,,,192.6,110.7,37.0,,29.3,,47.0,52.0,,,,,20.2,,87.9,,,30.0,209.9,-16.2,,,91.0,46.8,,,118.0,59.0,-4.8,,,,,,,36.7,,,,84.6,2.7,,True,,False,False,,,,,True,,False,,,True,False,True,,,False,False,,,False,False,True,,,,,,,True,,,,False,True
13109,41,59.0,,60.0,,59.0,71.0,,,,,43.4,,58.1,,,76.0,72.5,26.5,,,50.0,51.3,,,65.0,63.0,33.0,,,,,,,86.0,,,,55.5,43.8,18.0,,19.0,,18.0,30.0,,,,,2.4,,17.1,,,35.0,31.5,-14.5,,,9.0,10.3,,,24.0,22.0,-8.0,,,,,,,45.0,,,,14.5,2.8,,False,,False,False,,,,,True,,True,,,False,False,True,,,True,True,,,False,False,True,,,,,,,False,,,,True,True
13111,181,121.0,,124.1,,133.0,160.0,,,,,87.0,,140.5,,,201.0,201.2,51.1,,,151.0,133.3,,,138.0,139.0,99.6,,,,,,,115.3,,,,165.5,82.6,-60.0,,-56.9,,-48.0,-21.0,,,,,-94.0,,-40.5,,,20.0,20.2,-129.9,,,-30.0,-47.7,,,-43.0,-42.0,-81.4,,,,,,,-65.7,,,,-15.5,-98.4,,True,,True,True,,,,,False,,True,,,True,True,False,,,True,True,,,True,True,False,,,,,,,False,,,,True,False
13113,486,465.0,,483.4,,473.0,441.0,,,,,339.7,,661.2,,564.4,598.0,509.3,278.9,449.0,,465.5,554.8,,,602.0,590.0,418.4,,,,,,437.7,565.9,,,,803.1,295.8,-21.0,,-2.6,,-13.0,-45.0,,,,,-146.3,,175.2,,78.4,112.0,23.3,-207.1,-37.0,,-20.5,68.8,,,116.0,104.0,-67.6,,,,,,-48.3,79.9,,,,317.1,-190.2,,True,,True,False,,,,,False,,False,,False,False,False,False,False,,True,False,,,False,False,False,,,,,,False,False,,,,False,False
13115,504,583.0,,584.4,,544.0,462.0,,,,,469.8,,791.5,,,903.0,584.9,317.9,544.5,,513.0,615.5,,,642.0,666.0,517.6,,,,,,540.5,659.1,,,,494.2,395.1,79.0,,80.4,,40.0,-42.0,,,,,-34.2,,287.5,,,399.0,80.9,-186.1,40.5,,9.0,111.5,,,138.0,162.0,13.6,,,,,,36.5,155.1,,,,-9.8,-108.9,,False,,True,True,,,,,True,,False,,,False,False,False,True,,True,False,,,False,False,True,,,,,,True,False,,,,True,False
13117,1391,1605.0,,1581.6,,1539.0,1659.0,,,,,885.5,,2029.2,,1893.9,1451.0,1387.4,710.1,1452.5,,1660.5,1755.2,,,1839.0,1630.0,1486.5,,,,,,1580.0,1547.5,1519.0,,,2268.0,1125.2,214.0,,190.6,,148.0,268.0,,,,,-505.5,,638.2,,502.9,60.0,-3.6,-680.9,61.5,,269.5,364.2,,,448.0,239.0,95.5,,,,,,189.0,156.5,128.0,,,877.0,-265.8,,True,,True,False,,,,,False,,False,,False,True,True,False,True,,False,False,,,False,False,True,,,,,,True,True,True,,,False,False
13119,135,154.0,,158.2,,154.0,133.0,,,,,121.8,,191.4,,,190.0,92.4,92.7,,,144.0,152.7,,,168.0,163.0,177.0,,,,,,,167.0,,,,184.0,102.1,19.0,,23.2,,19.0,-2.0,,,,,-13.2,,56.4,,,55.0,-42.6,-42.3,,,9.0,17.7,,,33.0,28.0,42.0,,,,,,,32.0,,,,49.0,-32.9,,False,,False,True,,,,,True,,False,,,False,False,False,,,True,True,,,False,False,False,,,,,,,False,,,,False,False
13121,5232,5046.0,,4977.0,4000.8,5012.0,6187.0,,,,,4012.0,,5958.6,,6031.9,4840.0,3511.2,3205.2,4795.5,,7089.0,6170.3,,,5980.0,6100.0,4584.9,,,,,,4337.7,4934.0,5694.0,,,4167.6,3526.6,-186.0,,-255.0,-1231.2,-220.0,955.0,,,,,-1220.0,,726.6,,799.9,-392.0,-1720.8,-2026.8,-436.5,,1857.0,938.3,,,748.0,868.0,-647.1,,,,,,-894.3,-298.0,462.0,,,-1064.4,-1705.4,,False,False,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,False
13123,159,179.0,,178.6,,179.0,202.0,,,,,129.5,,207.9,,,235.0,164.7,103.7,181.0,,168.0,197.4,,,206.0,194.0,145.6,,,,,,,176.1,,,,175.3,114.7,20.0,,19.6,,20.0,43.0,,,,,-29.5,,48.9,,,76.0,5.7,-55.3,22.0,,9.0,38.4,,,47.0,35.0,-13.4,,,,,,,17.1,,,,16.3,-44.3,,True,,False,False,,,,,False,,False,,,False,True,False,False,,True,False,,,False,False,True,,,,,,,True,,,,True,False
13125,17,7.0,,10.9,,9.0,4.0,,,,,13.5,,9.2,,,30.0,9.3,12.1,,,9.0,11.4,,,,13.0,25.2,,,,,,,26.3,,,,6.8,8.6,-10.0,,-6.1,,-8.0,-13.0,,,,,-3.5,,-7.8,,,13.0,-7.7,-4.9,,,-8.0,-5.6,,,,-4.0,8.2,,,,,,,9.3,,,,-10.2,-8.4,,True,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,,,,,,,True,,,,False,True
13127,365,346.0,,342.4,,371.0,371.0,,,,,313.1,,381.1,,,459.0,301.3,176.6,350.5,,439.0,450.7,,,404.0,424.0,324.7,,,,,,316.6,458.8,,,,374.5,322.0,-19.0,,-22.6,,6.0,6.0,,,,,-51.9,,16.1,,,94.0,-63.7,-188.4,-14.5,,74.0,85.7,,,39.0,59.0,-40.3,,,,,,-48.4,93.8,,,,9.5,-43.0,,False,,True,True,,,,,False,,True,,,False,False,False,True,,False,False,,,False,False,False,,,,,,False,False,,,,True,False
13129,307,390.0,,396.0,,384.0,229.0,,,,,302.8,,487.3,,,511.0,313.6,165.6,386.5,,417.0,400.4,,,426.0,422.0,393.3,,,,,,342.0,399.3,,,,274.1,270.6,83.0,,89.0,,77.0,-78.0,,,,,-4.2,,180.3,,,204.0,6.6,-141.4,79.5,,110.0,93.4,,,119.0,115.0,86.3,,,,,,35.0,92.3,,,,-32.9,-36.4,,False,,True,True,,,,,True,,False,,,False,True,False,True,,False,False,,,False,False,False,,,,,,True,False,,,,True,True
13131,141,220.0,,218.4,,186.0,295.0,,,,,105.0,,200.9,,,170.0,210.8,68.6,,,194.0,185.7,,,231.0,200.0,133.9,,,,,,,207.5,,,,96.9,136.6,79.0,,77.4,,45.0,154.0,,,,,-36.0,,59.9,,,29.0,69.8,-72.4,,,53.0,44.7,,,90.0,59.0,-7.1,,,,,,,66.5,,,,-44.1,-4.4,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,True,,,,True,True
13133,92,135.0,,138.5,,129.0,129.0,,,,,96.0,,138.3,,,89.0,122.2,66.5,,,120.0,134.0,,,173.0,137.0,111.0,,,,,,,137.3,,,,163.1,78.9,43.0,,46.5,,37.0,37.0,,,,,4.0,,46.3,,,-3.0,30.2,-25.5,,,28.0,42.0,,,81.0,45.0,19.0,,,,,,,45.3,,,,71.1,-13.1,,False,,True,True,,,,,True,,False,,,True,True,True,,,True,True,,,False,False,True,,,,,,,False,,,,False,True
13135,6436,5904.0,,5927.9,5043.9,5916.0,6900.0,,,,,4333.5,,7295.5,,7436.0,5181.0,5983.5,3390.2,5583.0,,7101.5,7060.6,,,7080.0,6273.0,4515.4,,,,,,5478.3,5748.4,7389.0,,,4976.1,3947.2,-532.0,,-508.1,-1392.1,-520.0,464.0,,,,,-2102.5,,859.5,,1000.0,-1255.0,-452.5,-3045.8,-853.0,,665.5,624.6,,,644.0,-163.0,-1920.6,,,,,,-957.7,-687.6,953.0,,,-1459.9,-2488.8,,True,False,True,True,,,,,False,,False,,False,False,True,False,False,,False,False,,,False,True,False,,,,,,False,False,False,,,False,False
13137,233,247.0,,243.8,,244.0,203.0,,,,,281.3,,358.5,,,339.0,224.0,209.3,371.5,,195.5,256.8,,,284.0,291.0,161.5,,,,,,197.3,283.5,,,,360.0,207.9,14.0,,10.8,,11.0,-30.0,,,,,48.3,,125.5,,,106.0,-9.0,-23.7,138.5,,-37.5,23.8,,,51.0,58.0,-71.5,,,,,,-35.7,50.5,,,,127.0,-25.1,,True,,True,False,,,,,False,,False,,,False,True,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
13139,1462,1421.0,,1456.7,,1443.0,1904.0,,,,,1244.9,,1772.1,,1495.5,1443.0,1089.8,889.5,1414.5,,1151.0,1517.0,,,1581.0,1528.0,973.3,,,,,,1130.7,1518.8,1755.0,,,1858.8,1030.8,-41.0,,-5.3,,-19.0,442.0,,,,,-217.1,,310.1,,33.5,-19.0,-372.2,-572.5,-47.5,,-311.0,55.0,,,119.0,66.0,-488.7,,,,,,-331.3,56.8,293.0,,,396.8,-431.2,,True,,True,False,,,,,False,,False,,True,True,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,False
13141,34,51.0,,49.1,,49.0,45.0,,,,,45.9,,61.9,,,35.0,100.9,42.3,,,72.0,64.5,,,70.0,61.0,44.3,,,,,,,76.2,,,,40.2,30.7,17.0,,15.1,,15.0,11.0,,,,,11.9,,27.9,,,1.0,66.9,8.3,,,38.0,30.5,,,36.0,27.0,10.3,,,,,,,42.2,,,,6.2,-3.3,,True,,True,True,,,,,True,,False,,,True,False,True,,,False,False,,,False,False,True,,,,,,,False,,,,True,True
13143,98,113.0,,113.5,,113.0,105.0,,,,,100.2,,183.2,,,222.0,97.2,73.8,119.0,,71.0,107.1,,,124.0,154.0,155.3,,,,,,,133.6,,,,134.8,135.2,15.0,,15.5,,15.0,7.0,,,,,2.2,,85.2,,,124.0,-0.8,-24.2,21.0,,-27.0,9.1,,,26.0,56.0,57.3,,,,,,,35.6,,,,36.8,37.2,,False,,False,True,,,,,True,,False,,,False,True,False,False,,False,True,,,False,False,False,,,,,,,False,,,,False,False
13145,138,198.0,,197.9,,211.0,245.0,,,,,124.6,,201.2,,,228.0,320.8,109.9,177.0,,252.0,210.6,,,256.0,212.0,245.5,,,,,,,212.3,,,,255.2,138.8,60.0,,59.9,,73.0,107.0,,,,,-13.4,,63.2,,,90.0,182.8,-28.1,39.0,,114.0,72.6,,,118.0,74.0,107.5,,,,,,,74.3,,,,117.2,0.8,,True,,False,False,,,,,True,,False,,,False,False,True,True,,False,False,,,False,False,False,,,,,,,False,,,,False,True
13147,133,171.0,,173.1,,171.0,192.0,,,,,131.0,,210.5,,,188.0,134.5,99.7,,,116.0,159.2,,,205.0,183.0,163.0,,,,,,,221.1,,,,231.8,119.5,38.0,,40.1,,38.0,59.0,,,,,-2.0,,77.5,,,55.0,1.5,-33.3,,,-17.0,26.2,,,72.0,50.0,30.0,,,,,,,88.1,,,,98.8,-13.5,,False,,False,False,,,,,True,,False,,,False,True,True,,,True,True,,,False,False,True,,,,,,,False,,,,False,True
13149,30,40.0,,38.6,,39.0,24.0,,,,,35.1,,56.5,,,89.0,21.7,24.0,,,32.0,44.2,,,46.0,55.0,37.2,,,,,,,71.3,,,,43.4,26.2,10.0,,8.6,,9.0,-6.0,,,,,5.1,,26.5,,,59.0,-8.3,-6.0,,,2.0,14.2,,,16.0,25.0,7.2,,,,,,,41.3,,,,13.4,-3.8,,True,,True,True,,,,,True,,False,,,False,True,True,,,True,False,,,False,False,True,,,,,,,False,,,,False,True
13151,1378,1350.0,,1326.4,,1350.0,1348.0,,,,,996.8,,1946.5,,1577.2,1348.0,1518.7,713.5,1387.0,,1414.0,1580.9,,,1712.0,1510.0,1217.1,,,,,,1198.7,1204.7,1368.0,,,1278.4,899.4,-28.0,,-51.6,,-28.0,-30.0,,,,,-381.2,,568.5,,199.2,-30.0,140.7,-664.5,9.0,,36.0,202.9,,,334.0,132.0,-160.9,,,,,,-179.3,-173.3,-10.0,,,-99.6,-478.6,,False,,False,False,,,,,False,,False,,False,False,False,False,True,,False,False,,,False,False,False,,,,,,False,False,True,,,False,False
13153,985,1202.0,,1216.9,,1209.0,1596.0,,,,,712.4,,1460.5,,,889.0,1499.3,694.0,1238.5,,1661.0,1246.2,,,1521.0,1240.0,748.5,,,,,,1035.4,1316.3,1408.0,,,1092.6,867.1,217.0,,231.9,,224.0,611.0,,,,,-272.6,,475.5,,,-96.0,514.3,-291.0,253.5,,676.0,261.2,,,536.0,255.0,-236.5,,,,,,50.4,331.3,423.0,,,107.6,-117.9,,False,,False,False,,,,,False,,False,,,True,False,False,False,,False,False,,,False,False,False,,,,,,True,False,False,,,True,True
13155,56,53.0,,53.3,,54.0,58.0,,,,,45.8,,63.2,,,69.0,58.0,39.4,,,44.0,45.8,,,71.0,62.0,56.3,,,,,,,88.3,,,,63.4,35.9,-3.0,,-2.7,,-2.0,2.0,,,,,-10.2,,7.2,,,13.0,2.0,-16.6,,,-12.0,-10.2,,,15.0,6.0,0.3,,,,,,,32.3,,,,7.4,-20.1,,True,,True,True,,,,,False,,False,,,False,True,False,,,False,False,,,False,False,True,,,,,,,False,,,,False,False
13157,692,645.0,,657.4,,624.0,640.0,,,,,438.6,,819.4,,,460.0,536.1,321.2,648.5,,624.0,732.2,,,693.0,647.0,614.9,,,,,,541.4,619.6,,,,737.1,442.7,-47.0,,-34.6,,-68.0,-52.0,,,,,-253.4,,127.4,,,-232.0,-155.9,-370.8,-43.5,,-68.0,40.2,,,1.0,-45.0,-77.1,,,,,,-150.6,-72.4,,,,45.1,-249.3,,True,,False,False,,,,,False,,False,,,False,False,False,True,,False,True,,,True,True,False,,,,,,False,False,,,,True,False
13159,75,118.0,,117.9,,107.0,124.0,,,,,81.3,,143.1,,,87.0,100.9,54.0,,,107.0,112.4,,,146.0,112.0,80.2,,,,,,,130.8,,,,113.9,72.2,43.0,,42.9,,32.0,49.0,,,,,6.3,,68.1,,,12.0,25.9,-21.0,,,32.0,37.4,,,71.0,37.0,5.2,,,,,,,55.8,,,,38.9,-2.8,,True,,True,False,,,,,True,,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,True
13161,73,106.0,,105.2,,105.0,113.0,,,,,83.5,,116.8,,,110.0,89.6,46.4,,,104.0,105.6,,,113.0,107.0,61.4,,,,,,,122.0,,,,94.9,76.2,33.0,,32.2,,32.0,40.0,,,,,10.5,,43.8,,,37.0,16.6,-26.6,,,31.0,32.6,,,40.0,34.0,-11.6,,,,,,,49.0,,,,21.9,3.2,,True,,True,False,,,,,True,,False,,,False,True,True,,,True,True,,,False,False,True,,,,,,,False,,,,True,True
13163,122,95.0,,93.7,,95.0,95.0,,,,,90.8,,97.3,,,86.0,104.2,61.1,,,111.0,103.2,,,111.0,109.0,84.6,,,,,,,118.0,,,,107.8,66.5,-27.0,,-28.3,,-27.0,-27.0,,,,,-31.2,,-24.7,,,-36.0,-17.8,-60.9,,,-11.0,-18.8,,,-11.0,-13.0,-37.4,,,,,,,-4.0,,,,-14.2,-55.5,,False,,False,False,,,,,False,,True,,,False,True,False,,,True,True,,,True,True,False,,,,,,,True,,,,True,False
13165,57,48.0,,48.6,,49.0,46.0,,,,,31.9,,46.3,,,53.0,90.0,15.6,,,60.0,48.7,,,52.0,52.0,24.6,,,,,,,57.9,,,,74.0,29.4,-9.0,,-8.4,,-8.0,-11.0,,,,,-25.1,,-10.7,,,-4.0,33.0,-41.4,,,3.0,-8.3,,,-5.0,-5.0,-32.4,,,,,,,0.9,,,,17.0,-27.6,,True,,True,False,,,,,False,,False,,,True,False,False,,,True,True,,,True,True,False,,,,,,,True,,,,False,False
13167,78,113.0,,109.4,,103.0,132.0,,,,,58.0,,93.6,,,67.0,108.0,36.6,,,115.0,99.5,,,108.0,104.0,49.5,,,,,,,117.5,,,,144.4,64.5,35.0,,31.4,,25.0,54.0,,,,,-20.0,,15.6,,,-11.0,30.0,-41.4,,,37.0,21.5,,,30.0,26.0,-28.5,,,,,,,39.5,,,,66.4,-13.5,,True,,True,False,,,,,True,,True,,,True,True,False,,,False,True,,,True,True,True,,,,,,,False,,,,False,True
13169,104,149.0,,150.0,,149.0,133.0,,,,,100.8,,153.8,,,170.0,245.8,87.9,,,171.0,142.6,,,208.0,167.0,91.2,,,,,,,157.5,,,,279.8,113.5,45.0,,46.0,,45.0,29.0,,,,,-3.2,,49.8,,,66.0,141.8,-16.1,,,67.0,38.6,,,104.0,63.0,-12.8,,,,,,,53.5,,,,175.8,9.5,,False,,False,True,,,,,True,,False,,,False,False,True,,,False,True,,,False,False,True,,,,,,,False,,,,False,True
13171,129,152.0,,146.5,,152.0,156.0,,,,,105.4,,187.4,,,134.0,205.5,88.2,,,151.0,152.9,,,201.0,154.0,145.6,,,,,,,132.9,,,,246.7,100.2,23.0,,17.5,,23.0,27.0,,,,,-23.6,,58.4,,,5.0,76.5,-40.8,,,22.0,23.9,,,72.0,25.0,16.6,,,,,,,3.9,,,,117.7,-28.8,,True,,False,False,,,,,False,,False,,,True,False,False,,,True,False,,,False,False,True,,,,,,,True,,,,False,False
13173,43,42.0,,43.6,,48.0,35.0,,,,,33.2,,57.8,,,78.0,23.8,24.9,,,51.0,47.9,,,54.0,49.0,61.1,,,,,,,59.7,,,,52.8,26.9,-1.0,,0.6,,5.0,-8.0,,,,,-9.8,,14.8,,,35.0,-19.2,-18.1,,,8.0,4.9,,,11.0,6.0,18.1,,,,,,,16.7,,,,9.8,-16.1,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,False
13175,296,428.0,,427.2,,408.0,446.0,,,,,291.8,,468.3,,,324.0,441.7,207.2,417.5,,473.0,378.0,,,500.0,441.0,306.2,,,,,,380.2,433.0,,,,369.3,276.2,132.0,,131.2,,112.0,150.0,,,,,-4.2,,172.3,,,28.0,145.7,-88.8,121.5,,177.0,82.0,,,204.0,145.0,10.2,,,,,,84.2,137.0,,,,73.3,-19.8,,True,,True,False,,,,,True,,False,,,True,False,True,True,,False,True,,,False,False,True,,,,,,True,False,,,,True,True
13177,232,226.0,,225.3,,226.0,260.0,,,,,138.1,,264.2,,288.8,207.0,329.3,97.4,197.0,,232.0,234.4,,,275.0,244.0,101.4,,,,,,,242.2,,,,476.8,147.3,-6.0,,-6.7,,-6.0,28.0,,,,,-93.9,,32.2,,56.8,-25.0,97.3,-134.6,-35.0,,0.0,2.4,,,43.0,12.0,-130.6,,,,,,,10.2,,,,244.8,-84.7,,False,,False,False,,,,,False,,False,,False,False,False,False,False,,True,True,,,False,False,False,,,,,,,False,,,,False,False
13179,188,133.0,,135.1,,138.0,182.0,,,,,114.8,,176.2,,,313.0,67.4,83.3,116.0,,207.0,153.9,,,155.0,198.0,149.8,,,,,,,208.6,,,,128.5,94.5,-55.0,,-52.9,,-50.0,-6.0,,,,,-73.2,,-11.8,,,125.0,-120.6,-104.7,-72.0,,19.0,-34.1,,,-33.0,10.0,-38.2,,,,,,,20.6,,,,-59.5,-93.5,,True,,True,True,,,,,False,,True,,,False,False,False,False,,True,True,,,True,True,True,,,,,,,True,,,,False,False
13181,70,36.0,,32.8,,39.0,19.0,,,,,29.3,,40.9,,,39.0,73.1,16.1,,,59.0,47.4,,,51.0,45.0,33.3,,,,,,,50.4,,,,40.7,23.3,-34.0,,-37.2,,-31.0,-51.0,,,,,-40.7,,-29.1,,,-31.0,3.1,-53.9,,,-11.0,-22.6,,,-19.0,-25.0,-36.7,,,,,,,-19.6,,,,-29.3,-46.7,,False,,True,False,,,,,False,,True,,,True,True,False,,,True,True,,,True,True,False,,,,,,,True,,,,True,False
13183,48,26.0,,26.8,,31.0,23.0,,,,,34.9,,39.1,,,94.0,44.9,42.9,,,17.0,31.2,,,,54.0,57.3,,,,,,,53.9,,,,34.3,22.5,-22.0,,-21.2,,-17.0,-25.0,,,,,-13.1,,-8.9,,,46.0,-3.1,-5.1,,,-31.0,-16.8,,,,6.0,9.3,,,,,,,5.9,,,,-13.7,-25.5,,True,,True,False,,,,,True,,True,,,False,True,True,,,False,True,,,,True,True,,,,,,,True,,,,True,False
13185,624,413.0,,445.0,,445.0,314.0,,,,,514.2,,746.0,,,710.0,567.5,379.8,465.0,,397.0,509.2,,,603.0,564.0,768.0,,,,,,386.5,491.6,,,,585.7,394.2,-211.0,,-179.0,,-179.0,-310.0,,,,,-109.8,,122.0,,,86.0,-56.5,-244.2,-159.0,,-227.0,-114.8,,,-21.0,-60.0,144.0,,,,,,-237.5,-132.4,,,,-38.3,-229.8,,True,,True,False,,,,,True,,True,,,True,True,False,True,,False,True,,,True,True,True,,,,,,False,True,,,,True,False
13187,206,182.0,,184.1,,185.0,195.0,,,,,140.2,,221.5,,,227.0,175.7,95.4,181.0,,143.0,174.0,,,227.0,209.0,192.1,,,,,,,163.3,,,,221.5,117.4,-24.0,,-21.9,,-21.0,-11.0,,,,,-65.8,,15.5,,,21.0,-30.3,-110.6,-25.0,,-63.0,-32.0,,,21.0,3.0,-13.9,,,,,,,-42.7,,,,15.5,-88.6,,True,,True,True,,,,,False,,True,,,True,False,False,False,,False,False,,,True,True,True,,,,,,,False,,,,True,False
