,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
17063,933,1505.0,837.0,,,,,1489.0,,662.3,835.4,,1144.0,,,1131.7,,,572.0,-96.0,,,,,556.0,,-270.7,-97.6,,211.0,,,198.7,,,True,,,,,True,,True,True,,True,,,True,,
17065,246,160.0,72.0,,,,,270.0,,57.9,76.0,,182.0,,,,,,-86.0,-174.0,,,,,24.0,,-188.1,-170.0,,-64.0,,,,,,False,,,,,True,,False,False,,True,,,,,
17067,331,460.0,139.0,,,,,382.0,,183.9,146.2,,382.5,,,,,,129.0,-192.0,,,,,51.0,,-147.1,-184.8,,51.5,,,,,,False,,,,,True,,False,False,,True,,,,,
17069,126,55.0,22.0,,,,,109.0,,7.6,24.4,,5.0,,,,,,-71.0,-104.0,,,,,-17.0,,-118.4,-101.6,,-121.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17071,96,200.0,141.0,,,,,129.0,,123.2,36.9,,81.0,,,,,,104.0,45.0,,,,,33.0,,27.2,-59.1,,-15.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17073,746,1440.0,640.0,,,,,1174.0,,395.8,728.1,,1064.0,,,1648.2,,,694.0,-106.0,,,,,428.0,,-350.2,-17.9,,318.0,,,902.2,,,True,,,,,True,,True,True,,True,,,False,,
17075,519,840.0,511.0,,,,,902.0,,284.7,315.7,,562.0,,,,,,321.0,-8.0,,,,,383.0,,-234.3,-203.3,,43.0,,,,,,True,,,,,False,,True,True,,True,,,,,
17077,966,1200.0,1237.0,,,,,1167.0,,610.9,1069.7,,1052.0,,,1004.4,,,234.0,271.0,,,,,201.0,,-355.1,103.7,,86.0,,,38.4,,,False,,,,,True,,False,True,,True,,,True,,
17079,242,320.0,767.0,,,,,340.0,,102.4,37.3,,353.5,,,,,,78.0,525.0,,,,,98.0,,-139.6,-204.7,,111.5,,,,,,False,,,,,False,,False,False,,False,,,,,
17081,1044,1265.0,868.0,,,,,1246.0,,793.7,589.3,,1205.0,,,640.4,,,221.0,-176.0,,,,,202.0,,-250.3,-454.7,,161.0,,,-403.6,,,True,,,,,True,,False,False,,True,,,False,,
17083,572,905.0,760.0,,,,,548.0,,611.5,362.4,,921.0,,,,,,333.0,188.0,,,,,-24.0,,39.5,-209.6,,349.0,,,,,,True,,,,,True,,True,True,,False,,,,,
17085,241,355.0,333.0,,,,,390.0,,118.8,164.6,,182.0,,,,,,114.0,92.0,,,,,149.0,,-122.2,-76.4,,-59.0,,,,,,True,,,,,False,,False,True,,True,,,,,
17087,348,325.0,81.0,,,,,337.0,,110.9,144.5,,228.0,,,,,,-23.0,-267.0,,,,,-11.0,,-237.1,-203.5,,-120.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17089,8995,11865.0,11068.0,,,,,12548.0,,5189.0,9942.3,,9312.0,,,5526.2,7767.0,,2870.0,2073.0,,,,,3553.0,,-3806.0,947.3,,317.0,,,-3468.8,-1228.0,,True,,,,,False,,False,True,,True,,,False,True,
17091,1632,2350.0,1093.0,,,,,3490.0,,568.7,1903.6,,1385.0,,,1821.4,,,718.0,-539.0,,,,,1858.0,,-1063.3,271.6,,-247.0,,,189.4,,,True,,,,,False,,False,True,,True,,,True,,
17093,2257,2350.0,1874.0,,,,,2884.0,,934.1,2062.4,,1873.0,,,1506.6,1054.0,,93.0,-383.0,,,,,627.0,,-1322.9,-194.6,,-384.0,,,-750.4,-1203.0,,False,,,,,False,,False,False,,False,,,False,False,
17095,1164,1510.0,1135.0,,,,,1407.0,,635.7,961.9,,1287.0,,,1532.5,,,346.0,-29.0,,,,,243.0,,-528.3,-202.1,,123.0,,,368.5,,,True,,,,,True,,False,True,,True,,,False,,
17097,10107,14000.0,10985.0,,,,,17254.0,,7519.7,14080.1,,9782.5,,,6145.2,7618.0,,3893.0,878.0,,,,,7147.0,,-2587.3,3973.1,,-324.5,,,-3961.8,-2489.0,,True,,,,,False,,True,False,,True,,,False,True,
17099,1964,3180.0,1882.0,,,,,2807.0,,1357.2,2602.7,,3331.0,,,1030.7,,,1216.0,-82.0,,,,,843.0,,-606.8,638.7,,1367.0,,,-933.3,,,True,,,,,True,,True,True,,False,,,True,,
17101,753,910.0,582.0,,,,,633.0,,226.9,290.0,,794.0,,,,,,157.0,-171.0,,,,,-120.0,,-526.1,-463.0,,41.0,,,,,,False,,,,,True,,False,False,,True,,,,,
17103,689,705.0,389.0,,,,,920.0,,299.1,324.8,,522.0,,,509.7,,,16.0,-300.0,,,,,231.0,,-389.9,-364.2,,-167.0,,,-179.3,,,False,,,,,False,,False,False,,False,,,False,,
17105,885,1260.0,786.0,,,,,1118.0,,357.2,498.3,,1029.5,,,752.0,,,375.0,-99.0,,,,,233.0,,-527.8,-386.7,,144.5,,,-133.0,,,True,,,,,True,,False,False,,True,,,True,,
17107,710,1950.0,876.0,,,,,823.0,,453.6,665.1,,1041.0,,,,,,1240.0,166.0,,,,,113.0,,-256.4,-44.9,,331.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17109,356,465.0,226.0,,,,,580.0,,119.4,270.2,,419.0,,,,,,109.0,-130.0,,,,,224.0,,-236.6,-85.8,,63.0,,,,,,False,,,,,False,,False,True,,True,,,,,
17111,5007,5195.0,4477.0,,,,,6547.0,,1876.1,5531.8,,4531.0,,,3148.0,2604.0,,188.0,-530.0,,,,,1540.0,,-3130.9,524.8,,-476.0,,,-1859.0,-2403.0,,False,,,,,False,,False,False,,False,,,False,False,
17113,3084,3790.0,4183.0,,,,,4151.0,,1623.5,3664.3,,2958.0,,,2659.0,3378.0,,706.0,1099.0,,,,,1067.0,,-1460.5,580.3,,-126.0,,,-425.0,294.0,,False,,,,,False,,False,True,,True,,,True,True,
17115,1444,1755.0,734.0,,,,,3148.0,,539.5,1705.6,,1203.0,,,1091.4,,,311.0,-710.0,,,,,1704.0,,-904.5,261.6,,-241.0,,,-352.6,,,False,,,,,False,,False,True,,True,,,False,,
17117,1037,1315.0,1141.0,,,,,1330.0,,499.4,652.3,,928.0,,,1086.1,,,278.0,104.0,,,,,293.0,,-537.6,-384.7,,-109.0,,,49.1,,,True,,,,,False,,False,False,,True,,,True,,
17119,6516,7915.0,7266.0,,,,,7811.0,,3998.6,5712.9,,6686.5,,,3447.4,5783.0,,1399.0,750.0,,,,,1295.0,,-2517.4,-803.1,,170.5,,,-3068.6,-733.0,,True,,,,,True,,False,True,,True,,,False,True,
17121,922,1370.0,574.0,,,,,1328.0,,532.4,501.2,,1131.5,,,1017.2,,,448.0,-348.0,,,,,406.0,,-389.6,-420.8,,209.5,,,95.2,,,True,,,,,True,,True,True,,True,,,True,,
17123,164,185.0,151.0,,,,,275.0,,50.2,65.6,,220.5,,,,,,21.0,-13.0,,,,,111.0,,-113.8,-98.4,,56.5,,,,,,True,,,,,False,,False,False,,False,,,,,
17125,302,335.0,299.0,,,,,352.0,,102.8,81.1,,277.0,,,,,,33.0,-3.0,,,,,50.0,,-199.2,-220.9,,-25.0,,,,,,True,,,,,False,,False,False,,True,,,,,
17127,256,355.0,168.0,,,,,507.0,,133.2,121.2,,135.0,,,,,,99.0,-88.0,,,,,251.0,,-122.8,-134.8,,-121.0,,,,,,True,,,,,False,,False,False,,False,,,,,
17129,254,380.0,211.0,,,,,285.0,,140.7,88.2,,418.0,,,,,,126.0,-43.0,,,,,31.0,,-113.3,-165.8,,164.0,,,,,,True,,,,,True,,True,False,,False,,,,,
17131,251,480.0,374.0,,,,,323.0,,357.7,108.5,,315.0,,,,,,229.0,123.0,,,,,72.0,,106.7,-142.5,,64.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17133,988,1225.0,698.0,,,,,746.0,,437.3,574.0,,885.0,,,1264.7,,,237.0,-290.0,,,,,-242.0,,-550.7,-414.0,,-103.0,,,276.7,,,False,,,,,False,,False,False,,True,,,False,,
17135,1557,765.0,601.0,,,,,1041.0,,648.5,302.9,,895.5,,,,,,-792.0,-956.0,,,,,-516.0,,-908.5,-1254.1,,-661.5,,,,,,False,,,,,True,,False,False,,True,,,,,
17137,608,1095.0,684.0,,,,,940.0,,340.1,525.2,,1021.0,,,461.2,,,487.0,76.0,,,,,332.0,,-267.9,-82.8,,413.0,,,-146.8,,,True,,,,,True,,True,True,,True,,,True,,
17139,286,390.0,278.0,,,,,548.0,,200.1,199.9,,259.0,,,,,,104.0,-8.0,,,,,262.0,,-85.9,-86.1,,-27.0,,,,,,True,,,,,False,,True,True,,True,,,,,
17141,1118,1400.0,927.0,,,,,1124.0,,696.5,826.1,,1236.5,,,1479.2,,,282.0,-191.0,,,,,6.0,,-421.5,-291.9,,118.5,,,361.2,,,True,,,,,True,,False,False,,True,,,False,,
17143,3773,4865.0,4248.0,,,,,4483.0,,2826.8,3330.4,,4250.5,,,3547.0,4409.0,,1092.0,475.0,,,,,710.0,,-946.2,-442.6,,477.5,,,-226.0,636.0,,True,,,,,True,,True,True,,True,,,True,True,
17145,1195,845.0,710.0,,,,,699.0,,425.2,431.9,,733.0,,,,,,-350.0,-485.0,,,,,-496.0,,-769.8,-763.1,,-462.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17147,265,255.0,185.0,,,,,527.0,,90.5,129.8,,180.0,,,,,,-10.0,-80.0,,,,,262.0,,-174.5,-135.2,,-85.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17149,361,425.0,229.0,,,,,353.0,,109.4,222.3,,282.0,,,,,,64.0,-132.0,,,,,-8.0,,-251.6,-138.7,,-79.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17151,99,105.0,65.0,,,,,96.0,,55.1,41.5,,80.0,,,,,,6.0,-34.0,,,,,-3.0,,-43.9,-57.5,,-19.0,,,,,,False,,,,,True,,False,False,,False,,,,,
17153,118,155.0,100.0,,,,,127.0,,50.4,40.8,,93.0,,,,,,37.0,-18.0,,,,,9.0,,-67.6,-77.2,,-25.0,,,,,,True,,,,,True,,False,False,,True,,,,,
17155,56,145.0,74.0,,,,,145.0,,24.3,75.2,,117.0,,,,,,89.0,18.0,,,,,89.0,,-31.7,19.2,,61.0,,,,,,True,,,,,False,,True,True,,True,,,,,
17157,924,1385.0,875.0,,,,,990.0,,903.7,701.5,,1494.0,,,781.9,,,461.0,-49.0,,,,,66.0,,-20.3,-222.5,,570.0,,,-142.1,,,True,,,,,True,,True,True,,False,,,True,,
17159,477,685.0,450.0,,,,,558.0,,552.0,349.6,,620.0,,,,,,208.0,-27.0,,,,,81.0,,75.0,-127.4,,143.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17161,2000,3010.0,2597.0,,,,,3743.0,,913.6,2336.0,,2935.0,,,3663.7,1837.0,,1010.0,597.0,,,,,1743.0,,-1086.4,336.0,,935.0,,,1663.7,-163.0,,True,,,,,False,,False,True,,True,,,False,True,
17163,5801,7305.0,6171.0,,,,,6437.0,,4817.4,6173.5,,6374.0,,,5198.2,6301.0,,1504.0,370.0,,,,,636.0,,-983.6,372.5,,573.0,,,-602.8,500.0,,True,,,,,True,,True,True,,True,,,True,True,
17165,645,745.0,562.0,,,,,852.0,,373.1,317.4,,852.0,,,,,,100.0,-83.0,,,,,207.0,,-271.9,-327.6,,207.0,,,,,,True,,,,,False,,False,False,,False,,,,,
17167,2599,4580.0,5074.0,,,,,5202.0,,1383.2,4954.3,,3284.0,,,1831.3,2349.0,,1981.0,2475.0,,,,,2603.0,,-1215.8,2355.3,,685.0,,,-767.7,-250.0,,False,,,,,False,,True,False,,True,,,True,True,
17169,136,600.0,400.0,,,,,189.0,,1083.0,50.5,,354.0,,,,,,464.0,264.0,,,,,53.0,,947.0,-85.5,,218.0,,,,,,True,,,,,True,,False,True,,True,,,,,
17171,97,60.0,73.0,,,,,80.0,,30.5,82.8,,102.0,,,,,,-37.0,-24.0,,,,,-17.0,,-66.5,-14.2,,5.0,,,,,,True,,,,,True,,False,True,,True,,,,,
17173,354,455.0,263.0,,,,,831.0,,192.3,215.8,,326.0,,,,,,101.0,-91.0,,,,,477.0,,-161.7,-138.2,,-28.0,,,,,,True,,,,,False,,False,False,,True,,,,,
17175,120,280.0,189.0,,,,,107.0,,182.8,67.4,,280.0,,,,,,160.0,69.0,,,,,-13.0,,62.8,-52.6,,160.0,,,,,,True,,,,,True,,True,True,,False,,,,,
17177,637,1080.0,544.0,,,,,1019.0,,346.3,495.1,,845.0,,,763.6,,,443.0,-93.0,,,,,382.0,,-290.7,-141.9,,208.0,,,126.6,,,True,,,,,True,,True,True,,True,,,True,,
17179,3336,3970.0,1908.0,,,,,3646.0,,1718.2,2373.8,,2806.0,,,2614.8,1736.0,,634.0,-1428.0,,,,,310.0,,-1617.8,-962.2,,-530.0,,,-721.2,-1600.0,,False,,,,,True,,False,False,,True,,,False,False,
17181,567,560.0,300.0,,,,,498.0,,341.5,343.5,,483.0,,,,,,-7.0,-267.0,,,,,-69.0,,-225.5,-223.5,,-84.0,,,,,,False,,,,,False,,False,False,,False,,,,,
17183,2517,2570.0,1790.0,,,,,3298.0,,1340.4,1397.9,,2230.0,,,1208.3,,,53.0,-727.0,,,,,781.0,,-1176.6,-1119.1,,-287.0,,,-1308.7,,,False,,,,,False,,False,False,,False,,,False,,
17185,339,670.0,383.0,,,,,436.0,,722.2,234.0,,642.0,,,,,,331.0,44.0,,,,,97.0,,383.2,-105.0,,303.0,,,,,,True,,,,,True,,False,True,,True,,,,,
17187,274,565.0,391.0,,,,,433.0,,220.9,225.5,,420.0,,,,,,291.0,117.0,,,,,159.0,,-53.1,-48.5,,146.0,,,,,,True,,,,,True,,True,True,,True,,,,,
17189,492,585.0,459.0,,,,,379.0,,528.0,168.6,,707.0,,,,,,93.0,-33.0,,,,,-113.0,,36.0,-323.4,,215.0,,,,,,True,,,,,False,,True,False,,False,,,,,
17191,389,510.0,372.0,,,,,634.0,,395.2,236.7,,473.5,,,,,,121.0,-17.0,,,,,245.0,,6.2,-152.3,,84.5,,,,,,True,,,,,False,,True,False,,True,,,,,
17193,496,660.0,448.0,,,,,448.0,,272.7,294.5,,661.0,,,,,,164.0,-48.0,,,,,-48.0,,-223.3,-201.5,,165.0,,,,,,True,,,,,True,,False,False,,False,,,,,
17195,990,1030.0,477.0,,,,,1372.0,,305.7,802.7,,659.0,,,1146.0,,,40.0,-513.0,,,,,382.0,,-684.3,-187.3,,-331.0,,,156.0,,,False,,,,,False,,False,False,,False,,,False,,
17197,11826,17505.0,16440.0,,,,,17066.0,,6936.0,16616.6,,15765.0,,,8225.9,11222.0,,5679.0,4614.0,,,,,5240.0,,-4890.0,4790.6,,3939.0,,,-3600.1,-604.0,,True,,,,,True,,True,True,,True,,,True,True,
17199,1746,1970.0,1221.0,,,,,2178.0,,991.0,1276.8,,1711.0,,,1133.1,,,224.0,-525.0,,,,,432.0,,-755.0,-469.2,,-35.0,,,-612.9,,,False,,,,,False,,False,False,,True,,,False,,
17201,4342,7385.0,7250.0,,,,,7270.0,,3131.1,5608.8,,5397.5,,,4132.0,4237.0,,3043.0,2908.0,,,,,2928.0,,-1210.9,1266.8,,1055.5,,,-210.0,-105.0,,True,,,,,True,,True,True,,True,,,True,True,
17203,891,1285.0,669.0,,,,,987.0,,630.2,435.6,,1499.0,,,571.7,,,394.0,-222.0,,,,,96.0,,-260.8,-455.4,,608.0,,,-319.3,,,True,,,,,True,,True,False,,False,,,True,,
18001,703,1055.0,614.0,,,,,1419.0,,579.6,389.6,,1118.5,,,,,,352.0,-89.0,,,,,716.0,,-123.4,-313.4,,415.5,,,,,,True,,,,,False,,True,True,,False,,,,,
18003,8023,11240.0,11600.0,,,,,11189.0,,5278.3,7916.9,,9363.0,,,6367.5,7699.0,,3217.0,3577.0,,,,,3166.0,,-2744.7,-106.1,,1340.0,,,-1655.5,-324.0,,False,,,,,True,,True,True,,True,,,True,True,
18005,1746,2450.0,2152.0,,,,,2740.0,,1411.4,1679.2,,1864.5,,,2874.6,,,704.0,406.0,,,,,994.0,,-334.6,-66.8,,118.5,,,1128.6,,,True,,,,,False,,True,True,,True,,,False,,
18007,237,595.0,410.0,,,,,236.0,,380.8,68.6,,665.0,,,,,,358.0,173.0,,,,,-1.0,,143.8,-168.4,,428.0,,,,,,True,,,,,True,,True,True,,False,,,,,
18009,303,410.0,310.0,,,,,507.0,,172.1,111.6,,325.0,,,,,,107.0,7.0,,,,,204.0,,-130.9,-191.4,,22.0,,,,,,True,,,,,False,,False,False,,True,,,,,
18011,1887,2420.0,2305.0,,,,,2000.0,,1937.8,1055.9,,2767.0,,,2172.2,,,533.0,418.0,,,,,113.0,,50.8,-831.1,,880.0,,,285.2,,,True,,,,,True,,True,False,,False,,,True,,
18013,327,385.0,379.0,,,,,483.0,,319.1,111.9,,111.0,,,,,,58.0,52.0,,,,,156.0,,-7.9,-215.1,,-216.0,,,,,,True,,,,,False,,True,False,,False,,,,,
18015,492,850.0,953.0,,,,,603.0,,801.4,327.6,,886.5,,,,,,358.0,461.0,,,,,111.0,,309.4,-164.4,,394.5,,,,,,False,,,,,True,,True,True,,False,,,,,
18017,1081,1455.0,0.0,,,,,1384.0,,1168.6,890.0,,1261.0,,,969.9,,,374.0,-1081.0,,,,,303.0,,87.6,-191.0,,180.0,,,-111.1,,,False,,,,,True,,True,True,,True,,,True,,
18019,3434,3615.0,4472.0,,,,,4104.0,,2256.0,2555.8,,3501.0,,,3493.4,,,181.0,1038.0,,,,,670.0,,-1178.0,-878.2,,67.0,,,59.4,,,False,,,,,False,,False,False,,True,,,True,,
18021,590,620.0,461.0,,,,,1172.0,,169.1,220.2,,329.0,,,,,,30.0,-129.0,,,,,582.0,,-420.9,-369.8,,-261.0,,,,,,False,,,,,False,,False,False,,False,,,,,
18023,1087,1830.0,662.0,,,,,1160.0,,1344.2,816.0,,2141.0,,,920.7,,,743.0,-425.0,,,,,73.0,,257.2,-271.0,,1054.0,,,-166.3,,,True,,,,,True,,True,True,,False,,,True,,
18025,283,425.0,505.0,,,,,350.0,,595.2,61.6,,380.0,,,,,,142.0,222.0,,,,,67.0,,312.2,-221.4,,97.0,,,,,,False,,,,,True,,False,False,,True,,,,,
18027,639,665.0,703.0,,,,,1250.0,,329.7,426.7,,585.0,,,,,,26.0,64.0,,,,,611.0,,-309.3,-212.3,,-54.0,,,,,,False,,,,,False,,False,False,,False,,,,,
18029,1499,1915.0,1062.0,,,,,1662.0,,1073.1,751.8,,1893.5,,,1878.1,,,416.0,-437.0,,,,,163.0,,-425.9,-747.2,,394.5,,,379.1,,,False,,,,,True,,False,False,,True,,,True,,
18031,662,1120.0,985.0,,,,,1024.0,,743.1,196.2,,1096.5,,,,,,458.0,323.0,,,,,362.0,,81.1,-465.8,,434.5,,,,,,True,,,,,True,,True,False,,True,,,,,
18033,900,1265.0,868.0,,,,,1408.0,,932.0,630.6,,1492.0,,,1530.5,,,365.0,-32.0,,,,,508.0,,32.0,-269.4,,592.0,,,630.5,,,True,,,,,False,,True,True,,False,,,False,,
18035,2392,3115.0,3285.0,,,,,4193.0,,2418.1,2002.9,,3357.0,,,3245.0,,,723.0,893.0,,,,,1801.0,,26.1,-389.1,,965.0,,,853.0,,,False,,,,,False,,True,True,,False,,,False,,
18037,2133,1860.0,1692.0,,,,,1378.0,,2393.4,988.7,,2008.0,,,1276.4,,,-273.0,-441.0,,,,,-755.0,,260.4,-1144.3,,-125.0,,,-856.6,,,False,,,,,False,,True,False,,True,,,False,,
18039,3487,6690.0,3226.0,,,,,7326.0,,1821.5,3291.7,,4176.5,,,2868.3,3980.0,,3203.0,-261.0,,,,,3839.0,,-1665.5,-195.3,,689.5,,,-618.7,493.0,,True,,,,,False,,True,True,,True,,,True,True,
18041,549,865.0,376.0,,,,,1030.0,,375.8,232.0,,724.0,,,,,,316.0,-173.0,,,,,481.0,,-173.2,-317.0,,175.0,,,,,,True,,,,,False,,True,False,,True,,,,,
18043,1951,2065.0,1769.0,,,,,2379.0,,1419.2,1283.6,,1747.0,,,2547.7,,,114.0,-182.0,,,,,428.0,,-531.8,-667.4,,-204.0,,,596.7,,,False,,,,,False,,False,False,,False,,,False,,
18045,570,830.0,545.0,,,,,645.0,,765.8,206.4,,1061.0,,,,,,260.0,-25.0,,,,,75.0,,195.8,-363.6,,491.0,,,,,,True,,,,,True,,True,False,,False,,,,,
18047,478,530.0,399.0,,,,,849.0,,369.6,203.1,,574.5,,,,,,52.0,-79.0,,,,,371.0,,-108.4,-274.9,,96.5,,,,,,False,,,,,False,,False,False,,False,,,,,
18049,440,645.0,453.0,,,,,655.0,,411.7,273.9,,614.5,,,,,,205.0,13.0,,,,,215.0,,-28.3,-166.1,,174.5,,,,,,True,,,,,False,,True,True,,True,,,,,
18051,1016,985.0,739.0,,,,,1037.0,,571.8,584.5,,532.0,,,,,,-31.0,-277.0,,,,,21.0,,-444.2,-431.5,,-484.0,,,,,,False,,,,,True,,False,False,,False,,,,,
18053,1819,2670.0,2203.0,,,,,2376.0,,1787.3,1411.6,,2557.0,,,3170.5,,,851.0,384.0,,,,,557.0,,-31.7,-407.4,,738.0,,,1351.5,,,True,,,,,True,,True,True,,True,,,False,,
18055,827,1025.0,893.0,,,,,1248.0,,1656.8,556.9,,1259.0,,,,,,198.0,66.0,,,,,421.0,,829.8,-270.1,,432.0,,,,,,True,,,,,False,,False,False,,False,,,,,
18057,9549,11705.0,9815.0,,,,,9699.0,,9396.4,8136.7,,11050.0,,,10611.3,11644.0,,2156.0,266.0,,,,,150.0,,-152.6,-1412.3,,1501.0,,,1062.3,2095.0,,True,,,,,True,,True,True,,True,,,True,True,
18059,2376,2835.0,2053.0,,,,,2441.0,,2755.4,1442.7,,3188.0,,,2311.7,,,459.0,-323.0,,,,,65.0,,379.4,-933.3,,812.0,,,-64.3,,,True,,,,,True,,True,False,,False,,,True,,
18061,1252,1265.0,191.0,,,,,1288.0,,1254.4,563.1,,1247.5,,,,,,13.0,-1061.0,,,,,36.0,,2.4,-688.9,,-4.5,,,,,,False,,,,,False,,True,False,,True,,,,,
18063,4962,5525.0,4182.0,,,,,5552.0,,3802.1,3786.8,,5458.0,,,4377.9,6161.0,,563.0,-780.0,,,,,590.0,,-1159.9,-1175.2,,496.0,,,-584.1,1199.0,,False,,,,,False,,False,False,,True,,,False,False,
18065,1604,1870.0,1239.0,,,,,2102.0,,1096.6,940.4,,1909.5,,,1280.3,,,266.0,-365.0,,,,,498.0,,-507.4,-663.6,,305.5,,,-323.7,,,False,,,,,False,,False,False,,False,,,False,,
18067,2593,4040.0,2734.0,,,,,3091.0,,2621.4,1867.8,,3487.0,,,3035.8,,,1447.0,141.0,,,,,498.0,,28.4,-725.2,,894.0,,,442.8,,,True,,,,,True,,True,True,,True,,,True,,
18069,956,1250.0,732.0,,,,,1357.0,,632.4,441.5,,1201.0,,,,,,294.0,-224.0,,,,,401.0,,-323.6,-514.5,,245.0,,,,,,True,,,,,False,,False,False,,True,,,,,
18071,977,1905.0,1468.0,,,,,1663.0,,1556.2,1016.4,,1850.0,,,1621.2,,,928.0,491.0,,,,,686.0,,579.2,39.4,,873.0,,,644.2,,,True,,,,,True,,True,True,,True,,,True,,
18073,783,1130.0,1229.0,,,,,1029.0,,938.2,404.1,,1189.0,,,,,,347.0,446.0,,,,,246.0,,155.2,-378.9,,406.0,,,,,,False,,,,,True,,True,False,,False,,,,,
18075,275,660.0,393.0,,,,,878.0,,315.3,130.8,,616.0,,,,,,385.0,118.0,,,,,603.0,,40.3,-144.2,,341.0,,,,,,True,,,,,False,,True,True,,True,,,,,
18077,821,995.0,461.0,,,,,1262.0,,343.5,335.2,,792.0,,,,,,174.0,-360.0,,,,,441.0,,-477.5,-485.8,,-29.0,,,,,,False,,,,,False,,False,False,,True,,,,,
18079,540,1180.0,993.0,,,,,1162.0,,1212.6,402.2,,1205.0,,,,,,640.0,453.0,,,,,622.0,,672.6,-137.8,,665.0,,,,,,True,,,,,True,,False,True,,False,,,,,
18081,5052,6095.0,5274.0,,,,,5666.0,,5327.1,3706.3,,5680.5,,,4630.7,5669.0,,1043.0,222.0,,,,,614.0,,275.1,-1345.7,,628.5,,,-421.3,617.0,,True,,,,,True,,True,False,,True,,,True,True,
18083,769,1320.0,825.0,,,,,1403.0,,507.0,617.0,,1444.5,,,999.0,,,551.0,56.0,,,,,634.0,,-262.0,-152.0,,675.5,,,230.0,,,True,,,,,False,,True,True,,False,,,True,,
18085,1992,2930.0,1674.0,,,,,2505.0,,868.7,1178.7,,2324.0,,,1510.2,,,938.0,-318.0,,,,,513.0,,-1123.3,-813.3,,332.0,,,-481.8,,,True,,,,,True,,False,True,,True,,,True,,
18087,441,670.0,450.0,,,,,1310.0,,426.0,538.0,,632.0,,,,,,229.0,9.0,,,,,869.0,,-15.0,97.0,,191.0,,,,,,True,,,,,False,,True,True,,True,,,,,
18089,9764,14095.0,13990.0,,,,,13538.0,,7057.3,9730.2,,12788.0,,,11902.7,11398.0,,4331.0,4226.0,,,,,3774.0,,-2706.7,-33.8,,3024.0,,,2138.7,1634.0,,True,,,,,True,,True,True,,True,,,True,True,
18091,2670,2965.0,2729.0,,,,,3373.0,,1246.4,1898.6,,2609.0,,,2542.8,,,295.0,59.0,,,,,703.0,,-1423.6,-771.4,,-61.0,,,-127.2,,,True,,,,,False,,False,False,,True,,,True,,
18093,1306,1710.0,1944.0,,,,,1629.0,,1904.2,826.3,,1860.0,,,1900.6,,,404.0,638.0,,,,,323.0,,598.2,-479.7,,554.0,,,594.6,,,False,,,,,True,,False,False,,False,,,False,,
18095,3473,4735.0,3277.0,,,,,4869.0,,2921.4,2641.2,,4391.5,,,4459.1,6152.0,,1262.0,-196.0,,,,,1396.0,,-551.6,-831.8,,918.5,,,986.1,2679.0,,True,,,,,False,,True,True,,True,,,True,False,
18097,23891,31455.0,23907.0,,,,,32177.0,,28066.7,26323.0,,29440.0,,,39244.9,27454.0,,7564.0,16.0,,,,,8286.0,,4175.7,2432.0,,5549.0,,,15353.9,3563.0,,True,,,,,False,,True,True,,True,,,False,True,
18099,1002,1785.0,897.0,,,,,1477.0,,878.0,787.8,,1580.0,,,654.3,,,783.0,-105.0,,,,,475.0,,-124.0,-214.2,,578.0,,,-347.7,,,True,,,,,True,,True,True,,True,,,True,,
18101,222,255.0,252.0,,,,,388.0,,106.6,77.7,,266.0,,,,,,33.0,30.0,,,,,166.0,,-115.4,-144.3,,44.0,,,,,,True,,,,,False,,False,False,,False,,,,,
