,count,mean,median,std,min,25%,75%,max
IowaStateLW-STEM,49,12536.8,6723.0,17983.5,76.0,1844.0,13378.0,90727.0
OneQuietNight-ML,51,13871.4,7056.0,19443.3,80.0,2402.5,17130.5,119010.0
Microsoft-DeepSTIA,50,15661.7,6794.0,25737.0,8.4,2041.8,15775.2,144080.0
OliverWyman-Navigator,51,16700.1,5877.0,36508.5,6.0,1286.5,15310.0,231624.0
CEID-Walk,51,17444.1,8521.3,28919.9,50.9,1714.5,22093.4,175150.7
COVIDhub-baseline,51,17684.4,7110.0,30501.9,350.0,1847.5,20854.5,190514.0
Covid19Sim-Simulator,51,17899.3,8723.8,32912.7,102.9,1317.1,18910.5,179810.6
COVIDhub-ensemble,51,18322.2,8011.0,26227.3,104.0,1742.5,25203.5,145111.0
USC-SI_kJalpha,51,20239.5,5755.0,35734.7,119.0,1322.0,24629.5,185181.0
JHU_CSSE-DECOM,51,20781.6,9130.0,28673.2,149.0,2589.0,27629.5,134420.0
JCB-PRM,51,22264.1,5184.2,66383.4,40.9,1744.8,15341.3,455512.7
UMich-RidgeTfReg,50,23523.0,10457.4,38115.0,365.6,2513.5,28514.3,191652.5
BPagano-RtDriven,51,23620.9,7188.8,76450.0,243.5,2772.7,16333.5,544145.4
UCLA-SuEIR,51,23762.7,12190.1,34980.1,283.6,4234.2,30952.9,221662.9
TTU-squider,51,26232.3,17804.5,27093.0,44.0,4953.9,34805.0,102955.4
CU-select,51,26550.0,18432.0,29544.7,982.0,6054.0,34971.5,168996.0
CovidAnalytics-DELPHI,51,26867.0,11854.0,42014.9,365.0,4387.0,25489.0,219183.0
LNQ-ens1,51,27134.4,22235.9,31201.3,680.4,5854.2,31143.8,164842.1
JHU_IDD-CovidSP,51,28063.7,20287.3,42676.4,467.2,4017.9,32101.7,252470.3
IEM_MED-CovidProject,51,28953.3,13766.6,80251.6,224.7,4221.9,27085.5,578213.3
LANL-GrowthRate,51,29107.4,11070.0,77007.9,204.0,2292.2,25006.2,535017.5
RobertWalraven-ESG,50,30163.3,19587.4,40693.4,558.3,8074.6,36791.2,266734.4
Google_Harvard-CPF,51,30468.5,12978.1,76613.0,103.2,2210.2,26374.0,514781.8
UVA-Ensemble,51,34394.8,13988.9,67641.9,899.6,4752.0,37731.7,411196.1
JHU_UNC_GAS-StatMechPool,51,35766.7,18705.0,50772.8,384.5,6773.8,42933.5,267408.5
JHUAPL-Bucky,51,38724.7,21482.4,80067.9,606.1,6320.8,39229.0,561600.6
UCSB-ACTS,51,40574.4,17826.8,99495.2,178.5,9892.8,30935.7,697321.1
Karlen-pypm,51,44767.6,10406.8,181829.1,91.0,3974.5,18646.4,1300896.1
DDS-NBDS,51,335150.4,12020.2,1363935.4,794.9,2670.4,51211.9,8713522.4
