,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
20075,7,12.0,,11.2,,11.0,0.0,,,,,9.6,6.3,,,25.0,9.8,6.4,,,13.0,6.4,0.0,,9.0,17.0,14.8,,,,,,45.6,,,,14.6,8.0,5.0,,4.2,,4.0,-7.0,,,,,2.6,-0.7,,,18.0,2.8,-0.6,,,6.0,-0.6,-7.0,,2.0,10.0,7.8,,,,,,38.6,,,,7.6,1.0,,True,,True,False,,,,,True,True,,,False,True,True,,,False,True,False,,True,False,False,,,,,,False,,,,False,True
20077,78,60.0,,58.0,,44.0,0.0,,,,,29.7,17.8,,,52.0,81.3,28.6,,,42.0,37.2,0.0,,53.0,50.0,55.2,,,,,,68.2,,,,44.2,59.0,-18.0,,-20.0,,-34.0,-78.0,,,,,-48.3,-60.2,,,-26.0,3.3,-49.4,,,-36.0,-40.8,-78.0,,-25.0,-28.0,-22.8,,,,,,-9.8,,,,-33.8,-19.0,,False,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
20079,463,526.0,,513.3,,406.0,662.0,,,,,208.8,105.6,,,295.0,642.3,220.3,483.5,,327.0,391.9,61.3,,479.0,417.0,336.3,,,,,,366.5,,,,596.3,209.0,63.0,,50.3,,-57.0,199.0,,,,,-254.2,-357.4,,,-168.0,179.3,-242.7,20.5,,-136.0,-71.1,-401.7,,16.0,-46.0,-126.7,,,,,,-96.5,,,,133.3,-254.0,,True,,True,False,,,,,False,False,,,False,False,False,True,,False,False,False,,True,True,False,,,,,,False,,,,False,False
20081,28,16.0,,12.5,,15.0,0.0,,,,,27.5,10.3,,,31.0,5.3,16.2,,,35.0,12.2,0.0,,16.0,24.0,23.4,,,,,,40.4,,,,19.9,18.0,-12.0,,-15.5,,-13.0,-28.0,,,,,-0.5,-17.7,,,3.0,-22.7,-11.8,,,7.0,-15.8,-28.0,,-12.0,-4.0,-4.6,,,,,,12.4,,,,-8.1,-10.0,,False,,False,False,,,,,True,False,,,True,False,True,,,True,False,False,,False,True,True,,,,,,False,,,,True,True
20083,7,10.0,,9.9,,9.0,0.0,,,,,6.3,5.6,,,18.0,36.1,5.1,,,9.0,4.1,0.0,,,11.0,12.4,,,,,,46.8,,,,14.7,8.0,3.0,,2.9,,2.0,-7.0,,,,,-0.7,-1.4,,,11.0,29.1,-1.9,,,2.0,-2.9,-7.0,,,4.0,5.4,,,,,,39.8,,,,7.7,1.0,,True,,True,False,,,,,True,True,,,False,False,True,,,True,True,False,,,False,False,,,,,,False,,,,False,True
20085,155,96.0,,100.9,,91.0,36.0,,,,,65.7,38.8,,,118.0,50.8,75.8,,,127.0,55.8,0.0,,81.0,93.0,106.4,,,,,,132.7,,,,100.8,86.0,-59.0,,-54.1,,-64.0,-119.0,,,,,-89.3,-116.2,,,-37.0,-104.2,-79.2,,,-28.0,-99.2,-155.0,,-74.0,-62.0,-48.6,,,,,,-22.3,,,,-54.2,-69.0,,True,,False,False,,,,,False,False,,,True,False,False,,,True,False,False,,False,False,True,,,,,,True,,,,True,False
20087,219,238.0,,236.0,,189.0,214.0,,,,,107.9,58.2,,,169.0,223.7,95.6,,,183.0,154.4,18.0,,214.0,207.0,179.2,,,,,,194.5,,,,237.6,137.0,19.0,,17.0,,-30.0,-5.0,,,,,-111.1,-160.8,,,-50.0,4.7,-123.4,,,-36.0,-64.6,-201.0,,-5.0,-12.0,-39.8,,,,,,-24.5,,,,18.6,-82.0,,True,,False,True,,,,,False,False,,,False,True,False,,,False,False,False,,True,True,False,,,,,,False,,,,True,False
20089,28,46.0,,46.6,,22.0,,,,,,18.0,72.6,,,17.0,143.1,12.5,,,32.0,19.9,0.0,,23.0,33.0,13.3,,,,,,60.6,,,,28.5,17.0,18.0,,18.6,,-6.0,,,,,,-10.0,44.6,,,-11.0,115.1,-15.5,,,4.0,-8.1,-28.0,,-5.0,5.0,-14.7,,,,,,32.6,,,,0.5,-11.0,,False,,True,,,,,,True,False,,,True,False,True,,,True,True,False,,True,True,True,,,,,,False,,,,True,True
20091,5277,5938.0,,5724.0,5246.3,4803.0,13834.0,,,,,3441.5,1627.0,,4260.7,4495.0,6375.0,3243.6,5193.0,,4725.0,4885.8,1789.6,,5090.0,4701.0,4422.2,,,,,5948.9,5138.0,,,,2084.1,3254.0,661.0,,447.0,-30.7,-474.0,8557.0,,,,,-1835.5,-3650.0,,-1016.3,-782.0,1098.0,-2033.4,-84.0,,-552.0,-391.2,-3487.4,,-187.0,-576.0,-854.8,,,,,671.9,-139.0,,,,-3192.9,-2023.0,,True,True,True,False,,,,,False,False,,False,False,False,False,True,,True,True,False,,True,True,False,,,,,False,True,,,,False,False
20093,20,44.0,,82.0,,32.0,21.0,,,,,34.1,8.3,,,32.0,32.5,23.7,,,43.0,35.6,0.0,,23.0,34.0,26.7,,,,,,68.7,,,,6.2,71.0,24.0,,62.0,,12.0,1.0,,,,,14.1,-11.7,,,12.0,12.5,3.7,,,23.0,15.6,-20.0,,3.0,14.0,6.7,,,,,,48.7,,,,-13.8,51.0,,False,,True,True,,,,,True,True,,,True,True,True,,,True,True,True,,True,True,True,,,,,,False,,,,True,False
20095,52,58.0,,52.2,,43.0,23.0,,,,,36.8,26.0,,,63.0,43.9,30.1,,,71.0,34.0,0.0,,46.0,56.0,44.5,,,,,,88.8,,,,64.4,,6.0,,0.2,,-9.0,-29.0,,,,,-15.2,-26.0,,,11.0,-8.1,-21.9,,,19.0,-18.0,-52.0,,-6.0,4.0,-7.5,,,,,,36.8,,,,12.4,,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,False,,,,False,
20097,31,90.0,,86.5,,28.0,,,,,,12.0,11.8,,,16.0,1098.7,27.3,,,16.0,34.0,0.9,,79.0,51.0,26.2,,,,,,97.9,,,,58.5,44.0,59.0,,55.5,,-3.0,,,,,,-19.0,-19.2,,,-15.0,1067.7,-3.7,,,-15.0,3.0,-30.1,,48.0,20.0,-4.8,,,,,,66.9,,,,27.5,13.0,,True,,True,,,,,,True,True,,,True,False,True,,,True,True,True,,True,True,True,,,,,,False,,,,True,True
20099,302,628.0,,661.9,,405.0,405.0,,,,,245.6,90.5,,,206.0,716.0,225.0,,,409.0,423.0,121.3,,616.0,483.0,335.5,,,,,,425.6,,,,629.2,435.0,326.0,,359.9,,103.0,103.0,,,,,-56.4,-211.5,,,-96.0,414.0,-77.0,,,107.0,121.0,-180.7,,314.0,181.0,33.5,,,,,,123.6,,,,327.2,133.0,,False,,True,True,,,,,True,True,,,True,False,True,,,True,True,True,,True,True,True,,,,,,True,,,,False,True
20101,6,18.0,,18.9,,12.0,,,,,,6.7,6.1,,,15.0,38.6,6.4,,,15.0,6.7,0.0,,12.0,16.0,11.9,,,,,,42.1,,,,2.1,16.0,12.0,,12.9,,6.0,,,,,,0.7,0.1,,,9.0,32.6,0.4,,,9.0,0.7,-6.0,,6.0,10.0,5.9,,,,,,36.1,,,,-3.9,10.0,,False,,True,,,,,,True,True,,,True,False,True,,,True,True,True,,True,True,True,,,,,,False,,,,True,True
20103,548,590.0,,598.3,,497.0,,,,,,363.0,326.3,,369.1,699.0,678.8,427.4,526.5,,507.0,424.3,0.0,,479.0,528.0,438.9,,,,,562.2,528.5,,,,329.2,721.0,42.0,,50.3,,-51.0,,,,,,-185.0,-221.7,,-178.9,151.0,130.8,-120.6,-21.5,,-41.0,-123.7,-548.0,,-69.0,-20.0,-109.1,,,,,14.2,-19.5,,,,-218.8,173.0,,False,,False,,,,,,False,False,,False,False,False,False,True,,True,False,False,,False,True,False,,,,,True,True,,,,False,False
20105,19,66.0,,63.5,,29.0,10.0,,,,,21.9,7.9,,,20.0,88.4,21.4,,,49.0,29.1,2.6,,65.0,45.0,26.1,,,,,,102.5,,,,65.6,,47.0,,44.5,,10.0,-9.0,,,,,2.9,-11.1,,,1.0,69.4,2.4,,,30.0,10.1,-16.4,,46.0,26.0,7.1,,,,,,83.5,,,,46.6,,,True,,True,True,,,,,True,True,,,True,False,True,,,True,True,True,,True,True,True,,,,,,False,,,,True,
20107,108,118.0,,109.7,,85.0,114.0,,,,,50.7,24.0,,,90.0,133.4,40.0,,,87.0,69.2,5.9,,122.0,89.0,68.8,,,,,,109.9,,,,83.9,73.0,10.0,,1.7,,-23.0,6.0,,,,,-57.3,-84.0,,,-18.0,25.4,-68.0,,,-21.0,-38.8,-102.1,,14.0,-19.0,-39.2,,,,,,1.9,,,,-24.1,-35.0,,True,,False,True,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
20109,7,18.0,,17.9,,15.0,,,,,,10.4,9.0,,,17.0,48.4,6.1,,,16.0,8.1,0.0,,9.0,19.0,16.7,,,,,,47.2,,,,5.8,,11.0,,10.9,,8.0,,,,,,3.4,2.0,,,10.0,41.4,-0.9,,,9.0,1.1,-7.0,,2.0,12.0,9.7,,,,,,40.2,,,,-1.2,,,True,,True,,,,,,True,True,,,True,False,True,,,True,True,True,,True,False,True,,,,,,False,,,,True,
20111,275,298.0,,320.5,,269.0,301.0,,,,,192.1,137.0,,,381.0,286.6,158.2,201.0,,287.0,216.3,0.0,,250.0,249.0,335.1,,,,,377.2,324.7,,,,276.4,205.0,23.0,,45.5,,-6.0,26.0,,,,,-82.9,-138.0,,,106.0,11.6,-116.8,-74.0,,12.0,-58.7,-275.0,,-25.0,-26.0,60.1,,,,,102.2,49.7,,,,1.4,-70.0,,False,,True,False,,,,,False,False,,,False,True,False,False,,True,False,False,,False,False,False,,,,,False,False,,,,True,False
20113,337,292.0,,269.3,,241.0,78.0,,,,,156.3,89.5,,,266.0,203.9,144.1,,,333.0,143.8,0.0,,246.0,266.0,260.2,,,,,312.8,282.6,,,,290.5,175.0,-45.0,,-67.7,,-96.0,-259.0,,,,,-180.7,-247.5,,,-71.0,-133.1,-192.9,,,-4.0,-193.2,-337.0,,-91.0,-71.0,-76.8,,,,,-24.2,-54.4,,,,-46.5,-162.0,,False,,False,False,,,,,False,False,,,False,False,False,,,True,False,False,,False,False,False,,,,,True,False,,,,False,False
20115,162,154.0,,152.9,,110.0,162.0,,,,,55.8,23.3,,,112.0,243.9,68.9,,,98.0,75.8,31.5,,145.0,118.0,90.7,,,,,,170.9,,,,99.9,80.0,-8.0,,-9.1,,-52.0,0.0,,,,,-106.2,-138.7,,,-50.0,81.9,-93.1,,,-64.0,-86.2,-130.5,,-17.0,-44.0,-71.3,,,,,,8.9,,,,-62.1,-82.0,,False,,False,True,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
20117,74,90.0,,63.9,,66.0,48.0,,,,,46.7,30.2,,,109.0,86.4,45.3,,,81.0,32.9,0.0,,80.0,83.0,76.7,,,,,,131.2,,,,70.0,,16.0,,-10.1,,-8.0,-26.0,,,,,-27.3,-43.8,,,35.0,12.4,-28.7,,,7.0,-41.1,-74.0,,6.0,9.0,2.7,,,,,,57.2,,,,-4.0,,,True,,True,False,,,,,False,False,,,False,True,False,,,True,False,False,,True,True,True,,,,,,False,,,,True,
20119,42,32.0,,34.6,,29.0,6.0,,,,,28.5,19.6,,,27.0,26.4,23.2,,,35.0,22.3,0.0,,33.0,35.0,36.8,,,,,,55.2,,,,37.0,14.0,-10.0,,-7.4,,-13.0,-36.0,,,,,-13.5,-22.4,,,-15.0,-15.6,-18.8,,,-7.0,-19.7,-42.0,,-9.0,-7.0,-5.2,,,,,,13.2,,,,-5.0,-28.0,,True,,False,False,,,,,False,False,,,False,False,False,,,True,False,False,,True,True,True,,,,,,False,,,,True,False
20121,329,464.0,,480.5,,352.0,745.0,,,,,195.6,122.3,,,306.0,582.7,261.8,340.5,,313.0,312.0,72.2,,456.0,369.0,332.3,,,,,,418.2,,,,533.9,321.0,135.0,,151.5,,23.0,416.0,,,,,-133.4,-206.7,,,-23.0,253.7,-67.2,11.5,,-16.0,-17.0,-256.8,,127.0,40.0,3.3,,,,,,89.2,,,,204.9,-8.0,,False,,True,False,,,,,True,False,,,True,False,True,True,,True,True,False,,True,True,True,,,,,,True,,,,False,True
20123,114,36.0,,34.2,,34.0,21.0,,,,,36.3,19.4,,,52.0,16.5,25.8,,,70.0,22.0,0.0,,44.0,46.0,37.7,,,,,,74.5,,,,18.2,25.0,-78.0,,-79.8,,-80.0,-93.0,,,,,-77.7,-94.6,,,-62.0,-97.5,-88.2,,,-44.0,-92.0,-114.0,,-70.0,-68.0,-76.3,,,,,,-39.5,,,,-95.8,-89.0,,False,,False,False,,,,,True,False,,,True,False,False,,,True,False,False,,True,True,True,,,,,,True,,,,False,False
20125,434,662.0,,658.6,,458.0,516.0,,,,,308.5,204.7,,,363.0,692.5,327.1,425.0,,419.0,467.9,147.2,,690.0,526.0,362.2,,,,,,550.5,,,,453.9,477.0,228.0,,224.6,,24.0,82.0,,,,,-125.5,-229.3,,,-71.0,258.5,-106.9,-9.0,,-15.0,33.9,-286.8,,256.0,92.0,-71.8,,,,,,116.5,,,,19.9,43.0,,True,,True,True,,,,,True,False,,,True,False,True,True,,True,True,False,,False,True,True,,,,,,True,,,,True,True
20127,46,62.0,,77.7,,42.0,35.0,,,,,34.3,22.7,,,42.0,27.8,36.8,,,78.0,33.3,0.0,,55.0,58.0,45.0,,,,,,80.0,,,,55.9,55.0,16.0,,31.7,,-4.0,-11.0,,,,,-11.7,-23.3,,,-4.0,-18.2,-9.2,,,32.0,-12.7,-46.0,,9.0,12.0,-1.0,,,,,,34.0,,,,9.9,9.0,,False,,True,True,,,,,True,False,,,True,False,True,,,False,True,False,,True,True,True,,,,,,False,,,,True,True
20129,15,0.0,,0.5,,2.0,0.0,,,,,7.6,8.5,,,28.0,0.4,6.6,,,0.0,3.0,0.0,,,11.0,15.5,,,,,,41.5,,,,1.7,9.0,-15.0,,-14.5,,-13.0,-15.0,,,,,-7.4,-6.5,,,13.0,-14.6,-8.4,,,-15.0,-12.0,-15.0,,,-4.0,0.5,,,,,,26.5,,,,-13.3,-6.0,,True,,True,False,,,,,True,True,,,True,True,True,,,False,True,False,,,True,True,,,,,,False,,,,True,True
20131,46,90.0,,85.5,,80.0,34.0,,,,,61.2,60.9,,,96.0,82.5,50.0,,,121.0,54.1,0.0,,50.0,93.0,100.0,,,,,,105.5,,,,48.2,56.0,44.0,,39.5,,34.0,-12.0,,,,,15.2,14.9,,,50.0,36.5,4.0,,,75.0,8.1,-46.0,,4.0,47.0,54.0,,,,,,59.5,,,,2.2,10.0,,True,,True,True,,,,,True,True,,,False,True,True,,,False,True,False,,True,False,False,,,,,,False,,,,True,True
20133,268,304.0,,299.1,,215.0,268.0,,,,,123.9,66.2,,,187.0,436.1,132.1,,,200.0,183.1,33.9,,289.0,215.0,202.2,,,,,,256.2,,,,265.9,179.0,36.0,,31.1,,-53.0,0.0,,,,,-144.1,-201.8,,,-81.0,168.1,-135.9,,,-68.0,-84.9,-234.1,,21.0,-53.0,-65.8,,,,,,-11.8,,,,-2.1,-89.0,,True,,False,True,,,,,False,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,True,,,,True,False
20135,12,0.0,,0.0,,3.0,0.0,,,,,15.4,23.7,,,15.0,0.4,6.2,,,13.0,3.3,0.0,,0.0,11.0,32.3,,,,,,33.8,,,,3.9,8.0,-12.0,,-12.0,,-9.0,-12.0,,,,,3.4,11.7,,,3.0,-11.6,-5.8,,,1.0,-8.7,-12.0,,-12.0,-1.0,20.3,,,,,,21.8,,,,-8.1,-4.0,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,False,,False,True,False,,,,,,False,,,,True,True
20137,12,26.0,,31.4,,28.0,,,,,,56.1,28.9,,,33.0,24.1,26.4,,,38.0,22.7,0.0,,30.0,39.0,81.0,,,,,,62.7,,,,14.8,41.0,14.0,,19.4,,16.0,,,,,,44.1,16.9,,,21.0,12.1,14.4,,,26.0,10.7,-12.0,,18.0,27.0,69.0,,,,,,50.7,,,,2.8,29.0,,False,,False,,,,,,False,False,,,False,True,False,,,False,True,True,,False,False,False,,,,,,False,,,,True,False
20139,167,144.0,,137.0,,127.0,149.0,,,,,62.9,33.1,,,136.0,149.1,59.8,,,112.0,75.7,0.0,,134.0,126.0,110.5,,,,,,158.6,,,,174.7,101.0,-23.0,,-30.0,,-40.0,-18.0,,,,,-104.1,-133.9,,,-31.0,-17.9,-107.2,,,-55.0,-91.3,-167.0,,-33.0,-41.0,-56.5,,,,,,-8.4,,,,7.7,-66.0,,False,,False,True,,,,,False,False,,,False,True,False,,,False,False,False,,False,False,False,,,,,,True,,,,True,False
20141,63,64.0,,57.8,,24.0,0.0,,,,,18.6,7.4,,,21.0,318.6,24.9,,,35.0,24.6,6.7,,,42.0,15.2,,,,,,74.9,,,,42.9,30.0,1.0,,-5.2,,-39.0,-63.0,,,,,-44.4,-55.6,,,-42.0,255.6,-38.1,,,-28.0,-38.4,-56.3,,,-21.0,-47.8,,,,,,11.9,,,,-20.1,-33.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,,False,False,,,,,,False,,,,False,False
20143,51,62.0,,59.6,,45.0,35.0,,,,,38.6,27.8,,,56.0,52.2,32.6,,,63.0,32.2,0.0,,56.0,56.0,37.5,,,,,,70.6,,,,51.0,37.0,11.0,,8.6,,-6.0,-16.0,,,,,-12.4,-23.2,,,5.0,1.2,-18.4,,,12.0,-18.8,-51.0,,5.0,5.0,-13.5,,,,,,19.6,,,,-0.0,-14.0,,True,,True,False,,,,,False,False,,,True,True,False,,,False,False,False,,True,True,False,,,,,,False,,,,True,False
20145,53,116.0,,105.3,,75.0,65.0,,,,,75.4,106.1,,,50.0,62.5,60.9,,,122.0,66.7,0.0,,111.0,94.0,114.7,,,,,,168.0,,,,108.0,,63.0,,52.3,,22.0,12.0,,,,,22.4,53.1,,,-3.0,9.5,7.9,,,69.0,13.7,-53.0,,58.0,41.0,61.7,,,,,,115.0,,,,55.0,,,True,,True,True,,,,,True,True,,,True,True,True,,,False,True,True,,True,True,True,,,,,,False,,,,True,
20147,52,48.0,,46.7,,40.0,14.0,,,,,36.7,36.0,,,36.0,48.9,22.2,,,55.0,26.9,0.0,,38.0,49.0,49.9,,,,,,104.0,,,,33.0,19.0,-4.0,,-5.3,,-12.0,-38.0,,,,,-15.3,-16.0,,,-16.0,-3.1,-29.8,,,3.0,-25.1,-52.0,,-14.0,-3.0,-2.1,,,,,,52.0,,,,-19.0,-33.0,,False,,False,False,,,,,False,False,,,False,True,False,,,True,False,False,,False,True,True,,,,,,False,,,,False,False
20149,194,322.0,,311.2,,252.0,420.0,,,,,118.3,88.3,,,267.0,479.1,161.3,,,169.0,196.6,76.5,,350.0,250.0,175.4,,,,,,274.0,,,,340.4,243.0,128.0,,117.2,,58.0,226.0,,,,,-75.7,-105.7,,,73.0,285.1,-32.7,,,-25.0,2.6,-117.5,,156.0,56.0,-18.6,,,,,,80.0,,,,146.4,49.0,,True,,True,False,,,,,True,True,,,True,False,True,,,True,True,True,,False,True,True,,,,,,True,,,,False,True
20151,68,40.0,,40.0,,39.0,24.0,,,,,39.0,40.6,,,81.0,21.1,33.5,,,72.0,26.8,0.0,,35.0,60.0,85.1,,,,,,67.2,,,,31.6,49.0,-28.0,,-28.0,,-29.0,-44.0,,,,,-29.0,-27.4,,,13.0,-46.9,-34.5,,,4.0,-41.2,-68.0,,-33.0,-8.0,17.1,,,,,,-0.8,,,,-36.4,-19.0,,False,,False,False,,,,,False,True,,,True,False,False,,,True,False,False,,False,True,True,,,,,,True,,,,False,True
20153,14,10.0,,7.1,,10.0,0.0,,,,,16.3,16.3,,,20.0,1.7,10.7,,,36.0,12.2,0.0,,21.0,22.0,27.5,,,,,,46.8,,,,17.4,,-4.0,,-6.9,,-4.0,-14.0,,,,,2.3,2.3,,,6.0,-12.3,-3.3,,,22.0,-1.8,-14.0,,7.0,8.0,13.5,,,,,,32.8,,,,3.4,,,False,,False,False,,,,,True,True,,,False,False,True,,,False,True,False,,False,False,False,,,,,,False,,,,True,
20155,564,634.0,,669.9,,590.0,354.0,,,,,467.7,477.7,,,684.0,521.2,375.5,538.0,,773.0,470.2,0.0,,453.0,554.0,722.6,,,,,899.6,566.5,,,,607.8,409.0,70.0,,105.9,,26.0,-210.0,,,,,-96.3,-86.3,,,120.0,-42.8,-188.5,-26.0,,209.0,-93.8,-564.0,,-111.0,-10.0,158.6,,,,,335.6,2.5,,,,43.8,-155.0,,False,,True,False,,,,,False,False,,,False,True,False,True,,False,False,False,,False,True,False,,,,,False,True,,,,True,False
20157,42,68.0,,72.4,,48.0,26.0,,,,,43.3,22.4,,,44.0,52.2,32.3,,,92.0,38.2,0.0,,67.0,59.0,47.3,,,,,,90.7,,,,34.9,27.0,26.0,,30.4,,6.0,-16.0,,,,,1.3,-19.6,,,2.0,10.2,-9.7,,,50.0,-3.8,-42.0,,25.0,17.0,5.3,,,,,,48.7,,,,-7.1,-15.0,,False,,True,True,,,,,True,True,,,True,True,True,,,False,True,False,,True,True,True,,,,,,False,,,,True,True
20159,103,174.0,,180.3,,120.0,151.0,,,,,63.9,36.5,,,91.0,155.2,61.8,,,133.0,102.5,61.8,,152.0,126.0,67.3,,,,,,187.8,,,,136.4,117.0,71.0,,77.3,,17.0,48.0,,,,,-39.1,-66.5,,,-12.0,52.2,-41.2,,,30.0,-0.5,-41.2,,49.0,23.0,-35.7,,,,,,84.8,,,,33.4,14.0,,False,,True,True,,,,,True,True,,,True,True,True,,,True,True,True,,True,True,True,,,,,,False,,,,True,True
20161,680,488.0,,455.4,,436.0,776.0,,,,,345.6,619.7,,,602.0,466.2,362.0,336.5,,478.0,315.4,0.0,,447.0,477.0,434.9,,,,,493.5,481.8,,,,435.4,305.0,-192.0,,-224.6,,-244.0,96.0,,,,,-334.4,-60.3,,,-78.0,-213.8,-318.0,-343.5,,-202.0,-364.6,-680.0,,-233.0,-203.0,-245.1,,,,,-186.5,-198.2,,,,-244.6,-375.0,,False,,False,True,,,,,False,True,,,True,False,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,False,False
20163,47,174.0,,179.4,,48.0,31.0,,,,,29.9,29.8,,,25.0,1697.9,46.6,,,48.0,61.6,14.6,,,100.0,34.7,,,,,,206.9,,,,99.3,48.0,127.0,,132.4,,1.0,-16.0,,,,,-17.1,-17.2,,,-22.0,1650.9,-0.4,,,1.0,14.6,-32.4,,,53.0,-12.3,,,,,,159.9,,,,52.3,1.0,,False,,True,True,,,,,True,True,,,True,False,True,,,True,True,True,,,True,True,,,,,,False,,,,True,True
20165,48,20.0,,0.0,,16.0,0.0,,,,,19.9,27.8,,,16.0,14.2,11.3,,,29.0,13.2,0.0,,16.0,24.0,25.9,,,,,,46.1,,,,74.4,,-28.0,,-48.0,,-32.0,-48.0,,,,,-28.1,-20.2,,,-32.0,-33.8,-36.7,,,-19.0,-34.8,-48.0,,-32.0,-24.0,-22.1,,,,,,-1.9,,,,26.4,,,False,,False,False,,,,,False,True,,,False,False,False,,,True,False,False,,False,True,True,,,,,,True,,,,True,
20167,47,32.0,,36.6,,35.0,14.0,,,,,36.6,49.2,,,43.0,14.9,19.7,,,67.0,17.0,0.0,,25.0,47.0,52.9,,,,,,63.2,,,,38.7,,-15.0,,-10.4,,-12.0,-33.0,,,,,-10.4,2.2,,,-4.0,-32.1,-27.3,,,20.0,-30.0,-47.0,,-22.0,0.0,5.9,,,,,,16.2,,,,-8.3,,,True,,True,False,,,,,True,True,,,True,False,False,,,False,False,False,,False,True,True,,,,,,False,,,,True,
20169,609,1040.0,,1023.9,,770.0,1636.0,,,,,460.6,262.0,,,478.0,1118.2,459.3,588.5,,794.0,767.2,160.8,,952.0,767.0,716.5,,,,,722.9,835.2,,,,1238.1,505.0,431.0,,414.9,,161.0,1027.0,,,,,-148.4,-347.0,,,-131.0,509.2,-149.7,-20.5,,185.0,158.2,-448.2,,343.0,158.0,107.5,,,,,113.9,226.2,,,,629.1,-104.0,,True,,True,False,,,,,True,True,,,True,False,True,True,,True,True,False,,True,True,True,,,,,True,True,,,,False,True
20171,21,26.0,,32.6,,29.0,7.0,,,,,28.5,28.5,,,42.0,48.0,19.9,,,42.0,12.9,0.0,,12.0,32.0,33.5,,,,,,63.1,,,,18.8,46.0,5.0,,11.6,,8.0,-14.0,,,,,7.5,7.5,,,21.0,27.0,-1.1,,,21.0,-8.1,-21.0,,-9.0,11.0,12.5,,,,,,42.1,,,,-2.2,25.0,,False,,False,False,,,,,False,False,,,False,False,True,,,False,False,False,,False,False,False,,,,,,False,,,,True,False
