,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01061,275,270.0,,265.3,,255.0,339.0,,,,,190.1,238.1,,,237.0,286.5,132.4,,,267.0,249.3,42.4,,293.0,276.0,191.7,,,,,,256.2,,,,257.1,197.0,-5.0,,-9.7,,-20.0,64.0,,,,,-84.9,-36.9,,,-38.0,11.5,-142.6,,,-8.0,-25.7,-232.6,,18.0,1.0,-83.3,,,,,,-18.8,,,,-17.9,-78.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,False,,,,False,False
01063,75,114.0,,118.2,,88.0,126.0,,,,,90.2,72.8,,,54.0,127.1,64.6,,,63.0,82.9,5.1,,136.0,97.0,54.2,,,,,,104.1,,,,100.2,49.0,39.0,,43.2,,13.0,51.0,,,,,15.2,-2.2,,,-21.0,52.1,-10.4,,,-12.0,7.9,-69.9,,61.0,22.0,-20.8,,,,,,29.1,,,,25.2,-26.0,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,False,,False,True,True,,,,,,True,,,,True,True
01065,262,238.0,,249.9,,195.0,223.0,,,,,189.0,202.6,,,129.0,133.4,144.9,,,211.0,195.0,26.1,,274.0,195.0,130.6,,,,,,198.8,,,,310.4,197.0,-24.0,,-12.1,,-67.0,-39.0,,,,,-73.0,-59.4,,,-133.0,-128.6,-117.1,,,-51.0,-67.0,-235.9,,12.0,-67.0,-131.4,,,,,,-63.2,,,,48.4,-65.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,False,,,,False,False
01067,243,248.0,,244.6,,205.0,201.0,,,,,172.2,125.3,,,120.0,229.8,106.4,,,268.0,213.6,34.8,,290.0,220.0,182.7,,,,,,214.8,,,,278.3,168.0,5.0,,1.6,,-38.0,-42.0,,,,,-70.8,-117.7,,,-123.0,-13.2,-136.6,,,25.0,-29.4,-208.2,,47.0,-23.0,-60.3,,,,,,-28.2,,,,35.3,-75.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
01069,1102,1166.0,,1248.8,,1045.0,1470.0,,,,,889.0,689.8,,,775.0,1173.2,548.4,861.0,,1324.0,1057.7,220.6,,1225.0,1188.0,1079.3,,,,,914.1,853.4,,,,1054.9,839.0,64.0,,146.8,,-57.0,368.0,,,,,-213.0,-412.2,,,-327.0,71.2,-553.6,-241.0,,222.0,-44.3,-881.4,,123.0,86.0,-22.7,,,,,-187.9,-248.6,,,,-47.1,-263.0,,False,,True,False,,,,,False,False,,,False,False,False,False,,False,True,False,,False,False,True,,,,,False,False,,,,True,False
01071,571,666.0,,631.1,,586.0,783.0,,,,,544.4,415.5,,,551.0,529.4,324.1,244.5,,1008.5,578.7,0.0,,636.0,632.0,578.8,,,,,518.0,440.7,,,,1070.2,430.0,95.0,,60.1,,15.0,212.0,,,,,-26.6,-155.5,,,-20.0,-41.6,-246.9,-326.5,,437.5,7.7,-571.0,,65.0,61.0,7.8,,,,,-53.0,-130.3,,,,499.2,-141.0,,True,,True,False,,,,,True,False,,,True,True,False,False,,False,True,False,,True,True,True,,,,,True,False,,,,False,False
01073,8134,8686.0,,8685.8,9342.5,7360.0,9969.0,,,,,7160.9,5968.1,,8028.9,6811.0,7188.3,5546.9,6517.5,,6987.5,8009.2,2774.9,,8276.0,8112.0,8012.7,,,,,5495.4,6880.6,6046.0,,,5689.5,6837.0,552.0,,551.8,1208.5,-774.0,1835.0,,,,,-973.1,-2165.9,,-105.1,-1323.0,-945.7,-2587.1,-1616.5,,-1146.5,-124.8,-5359.1,,142.0,-22.0,-121.3,,,,,-2638.6,-1253.4,-2088.0,,,-2444.5,-1297.0,,True,False,False,False,,,,,False,False,,True,False,False,False,False,,False,True,False,,True,True,True,,,,,False,False,False,,,False,False
01075,108,120.0,,115.2,,114.0,63.0,,,,,125.4,56.6,,,131.0,64.6,83.4,,,80.0,96.1,0.0,,128.0,133.0,139.7,,,,,,140.4,,,,207.2,120.0,12.0,,7.2,,6.0,-45.0,,,,,17.4,-51.4,,,23.0,-43.4,-24.6,,,-28.0,-11.9,-108.0,,20.0,25.0,31.7,,,,,,32.4,,,,99.2,12.0,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,False,False,False,,,,,,False,,,,False,False
01077,915,1148.0,,1166.7,,1019.0,935.0,,,,,831.7,1082.7,,,950.0,958.9,565.8,1043.0,,1246.0,1019.2,333.2,,1199.0,1171.0,973.0,,,,,1029.2,1033.5,,,,1613.3,903.0,233.0,,251.7,,104.0,20.0,,,,,-83.3,167.7,,,35.0,43.9,-349.2,128.0,,331.0,104.2,-581.8,,284.0,256.0,58.0,,,,,114.2,118.5,,,,698.3,-12.0,,False,,True,True,,,,,True,True,,,True,True,False,True,,False,True,False,,False,False,True,,,,,True,True,,,,False,True
01079,323,356.0,,356.1,,336.0,269.0,,,,,279.8,274.4,,,358.0,241.9,225.0,273.5,,344.0,342.5,25.8,,391.0,356.0,331.0,,,,,,372.2,,,,541.8,310.0,33.0,,33.1,,13.0,-54.0,,,,,-43.2,-48.6,,,35.0,-81.1,-98.0,-49.5,,21.0,19.5,-297.2,,68.0,33.0,8.0,,,,,,49.2,,,,218.8,-13.0,,False,,True,False,,,,,False,False,,,False,False,False,False,,True,True,False,,False,False,True,,,,,,False,,,,False,True
01081,1885,1416.0,,1384.4,,1332.0,1678.0,,,,,1299.2,509.1,,1397.7,1176.0,1347.1,894.3,1094.0,,1442.0,1375.7,0.3,,1538.0,1468.0,1154.8,,,,,1283.2,1182.3,1101.0,,,1243.0,1799.0,-469.0,,-500.6,,-553.0,-207.0,,,,,-585.8,-1375.9,,-487.3,-709.0,-537.9,-990.7,-791.0,,-443.0,-509.3,-1884.7,,-347.0,-417.0,-730.2,,,,,-601.8,-702.7,-784.0,,,-642.0,-86.0,,False,,False,True,,,,,False,False,,False,False,False,False,False,,True,False,False,,True,True,False,,,,,False,False,False,,,False,True
01083,970,1026.0,,945.3,,898.0,731.0,,,,,929.7,1328.4,,,834.0,641.6,590.4,912.5,,840.5,974.0,0.0,,1124.0,1074.0,877.2,,,,,1049.1,830.8,,,,1165.5,934.0,56.0,,-24.7,,-72.0,-239.0,,,,,-40.3,358.4,,,-136.0,-328.4,-379.6,-57.5,,-129.5,4.0,-970.0,,154.0,104.0,-92.8,,,,,79.1,-139.2,,,,195.5,-36.0,,True,,False,False,,,,,True,False,,,False,False,False,False,,False,True,False,,False,False,False,,,,,False,False,,,,False,True
01085,139,78.0,,72.0,,67.0,67.0,,,,,97.2,75.0,,,45.0,65.7,54.7,,,61.0,74.8,0.0,,76.0,72.0,61.7,,,,,,91.0,,,,90.9,93.0,-61.0,,-67.0,,-72.0,-72.0,,,,,-41.8,-64.0,,,-94.0,-73.3,-84.3,,,-78.0,-64.2,-139.0,,-63.0,-67.0,-77.3,,,,,,-48.0,,,,-48.1,-46.0,,False,,False,False,,,,,True,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,True,True
01087,132,102.0,,101.3,,104.0,75.0,,,,,118.3,58.8,,,86.0,100.2,79.2,,,105.0,103.3,10.8,,126.0,137.0,113.3,,,,,,128.7,,,,139.3,87.0,-30.0,,-30.7,,-28.0,-57.0,,,,,-13.7,-73.2,,,-46.0,-31.8,-52.8,,,-27.0,-28.7,-121.2,,-6.0,5.0,-18.7,,,,,,-3.3,,,,7.3,-45.0,,False,,True,False,,,,,True,False,,,False,False,False,,,True,True,False,,True,True,True,,,,,,True,,,,True,False
01089,3737,4154.0,,4225.0,2917.5,3513.0,9124.0,,,,,3291.6,5057.9,,4069.8,3076.0,2995.3,2699.7,2515.0,,3660.5,4330.4,1087.5,,4744.0,3934.0,3522.6,,,,,3100.8,3403.9,0.0,,,7430.2,3399.0,417.0,,488.0,-819.5,-224.0,5387.0,,,,,-445.4,1320.9,,332.8,-661.0,-741.7,-1037.3,-1222.0,,-76.5,593.4,-2649.5,,1007.0,197.0,-214.4,,,,,-636.2,-333.1,-3737.0,,,3693.2,-338.0,,False,False,True,False,,,,,False,False,,True,False,False,False,False,,True,False,False,,False,True,True,,,,,False,True,False,,,False,True
01091,157,162.0,,135.7,,135.0,102.0,,,,,241.6,137.5,,,160.0,98.1,128.0,,,109.0,151.3,0.0,,227.0,194.0,70.2,,,,,,231.7,,,,220.6,218.0,5.0,,-21.3,,-22.0,-55.0,,,,,84.6,-19.5,,,3.0,-58.9,-29.0,,,-48.0,-5.7,-157.0,,70.0,37.0,-86.8,,,,,,74.7,,,,63.6,61.0,,False,,False,False,,,,,False,False,,,True,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
01093,312,288.0,,287.4,,279.0,228.0,,,,,294.0,185.4,,,302.0,192.0,184.4,217.5,,305.0,289.2,0.0,,333.0,298.0,292.8,,,,,,284.2,,,,357.4,254.0,-24.0,,-24.6,,-33.0,-84.0,,,,,-18.0,-126.6,,,-10.0,-120.0,-127.6,-94.5,,-7.0,-22.8,-312.0,,21.0,-14.0,-19.2,,,,,,-27.8,,,,45.4,-58.0,,False,,False,False,,,,,True,False,,,True,False,False,False,,True,True,False,,True,True,True,,,,,,False,,,,False,False
01095,865,924.0,,932.3,,673.0,589.0,,,,,959.1,493.9,,667.5,1049.0,536.0,683.5,558.0,,334.0,755.1,0.0,,961.0,985.0,607.7,,,,,681.7,764.4,,,,1116.3,584.0,59.0,,67.3,,-192.0,-276.0,,,,,94.1,-371.1,,-197.5,184.0,-329.0,-181.5,-307.0,,-531.0,-109.9,-865.0,,96.0,120.0,-257.3,,,,,-183.3,-100.6,,,,251.3,-281.0,,False,,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,,False,False
01097,3627,3526.0,,3486.7,3544.0,3356.0,3104.0,,,,,2902.0,3160.2,,4180.9,2977.0,6565.0,1981.0,2515.0,,3834.0,3855.3,0.2,,4103.0,3592.0,2525.8,,,,,3344.7,2847.6,0.0,,,5880.4,3038.0,-101.0,,-140.3,-83.0,-271.0,-523.0,,,,,-725.0,-466.8,,553.9,-650.0,2938.0,-1646.0,-1112.0,,207.0,228.3,-3626.8,,476.0,-35.0,-1101.2,,,,,-282.3,-779.4,-3627.0,,,2253.4,-589.0,,False,True,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,True,False,,,,,False,False,False,,,False,False
01099,219,254.0,,268.1,,188.0,298.0,,,,,189.0,55.2,,,159.0,255.4,158.4,,,158.0,188.0,26.2,,299.0,240.0,123.0,,,,,,227.5,,,,239.4,179.0,35.0,,49.1,,-31.0,79.0,,,,,-30.0,-163.8,,,-60.0,36.4,-60.6,,,-61.0,-31.0,-192.8,,80.0,21.0,-96.0,,,,,,8.5,,,,20.4,-40.0,,False,,True,False,,,,,True,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,,True,,,,True,False
01101,2543,1790.0,,1839.7,,1617.0,2382.0,,,,,1791.7,1076.5,,1670.3,1572.0,1554.5,1008.5,1455.0,,1743.0,1617.4,351.0,,1865.0,2004.0,1241.7,,,,,1607.6,1843.6,1367.0,,,2482.0,1455.0,-753.0,,-703.3,,-926.0,-161.0,,,,,-751.3,-1466.5,,-872.7,-971.0,-988.5,-1534.5,-1088.0,,-800.0,-925.6,-2192.0,,-678.0,-539.0,-1301.3,,,,,-935.4,-699.4,-1176.0,,,-61.0,-1088.0,,True,,False,True,,,,,True,False,,False,False,False,False,False,,False,False,False,,True,True,False,,,,,False,True,False,,,True,False
01103,1263,1576.0,,1556.7,,1283.0,945.0,,,,,1371.4,1447.6,,,1309.0,1021.8,896.1,1061.0,,1159.5,1522.0,447.9,,1665.0,1479.0,1608.3,,,,,1060.8,1374.4,,,,2244.5,1149.0,313.0,,293.7,,20.0,-318.0,,,,,108.4,184.6,,,46.0,-241.2,-366.9,-202.0,,-103.5,259.0,-815.1,,402.0,216.0,345.3,,,,,-202.2,111.4,,,,981.5,-114.0,,True,,True,False,,,,,True,True,,,True,True,False,True,,True,True,False,,False,True,False,,,,,True,True,,,,False,True
01105,90,118.0,,120.9,,100.0,123.0,,,,,99.3,27.2,,,58.0,105.1,70.4,,,105.0,104.6,0.0,,135.0,105.0,81.8,,,,,,124.7,,,,129.9,112.0,28.0,,30.9,,10.0,33.0,,,,,9.3,-62.8,,,-32.0,15.1,-19.6,,,15.0,14.6,-90.0,,45.0,15.0,-8.2,,,,,,34.7,,,,39.9,22.0,,False,,True,False,,,,,True,False,,,False,True,True,,,True,True,False,,False,True,True,,,,,,False,,,,False,True
01107,200,214.0,,206.4,,195.0,205.0,,,,,199.8,139.5,,,178.0,140.0,117.3,,,118.0,183.9,0.0,,220.0,214.0,246.7,,,,,,217.4,,,,244.6,193.0,14.0,,6.4,,-5.0,5.0,,,,,-0.2,-60.5,,,-22.0,-60.0,-82.7,,,-82.0,-16.1,-200.0,,20.0,14.0,46.7,,,,,,17.4,,,,44.6,-7.0,,True,,True,True,,,,,True,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,True
01109,440,280.0,,284.2,,262.0,395.0,,,,,233.2,94.0,,,234.0,374.5,142.3,205.0,,148.0,202.6,41.9,,290.0,301.0,302.2,,,,,,260.8,,,,287.2,216.0,-160.0,,-155.8,,-178.0,-45.0,,,,,-206.8,-346.0,,,-206.0,-65.5,-297.7,-235.0,,-292.0,-237.4,-398.1,,-150.0,-139.0,-137.8,,,,,,-179.2,,,,-152.8,-224.0,,True,,False,True,,,,,False,False,,,False,True,False,False,,False,False,False,,True,True,True,,,,,,False,,,,True,False
01111,121,118.0,,118.0,,115.0,131.0,,,,,127.0,59.1,,,185.0,111.0,67.7,,,99.0,112.9,17.7,,111.0,171.0,88.8,,,,,,156.0,,,,93.4,81.0,-3.0,,-3.0,,-6.0,10.0,,,,,6.0,-61.9,,,64.0,-10.0,-53.3,,,-22.0,-8.1,-103.3,,-10.0,50.0,-32.2,,,,,,35.0,,,,-27.6,-40.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
01113,426,320.0,,315.3,,325.0,499.0,,,,,327.1,147.3,,,410.0,471.4,226.6,322.0,,277.0,308.5,0.0,,368.0,397.0,491.4,,,,,320.0,398.4,,,,294.2,324.0,-106.0,,-110.7,,-101.0,73.0,,,,,-98.9,-278.7,,,-16.0,45.4,-199.4,-104.0,,-149.0,-117.5,-426.0,,-58.0,-29.0,65.4,,,,,-106.0,-27.6,,,,-131.8,-102.0,,False,,True,True,,,,,True,False,,,True,True,False,True,,False,False,False,,True,True,True,,,,,True,True,,,,False,True
01115,793,1032.0,,1028.5,,772.0,830.0,,,,,856.9,1080.1,,,703.0,712.6,499.7,611.5,,750.0,1005.0,181.6,,1118.0,971.0,953.2,,,,,734.4,790.5,,,,1329.3,643.0,239.0,,235.5,,-21.0,37.0,,,,,63.9,287.1,,,-90.0,-80.4,-293.3,-181.5,,-43.0,212.0,-611.4,,325.0,178.0,160.2,,,,,-58.6,-2.5,,,,536.3,-150.0,,True,,True,True,,,,,True,False,,,True,True,False,True,,True,True,False,,False,True,True,,,,,True,True,,,,False,True
01117,2387,2308.0,,2356.0,,2096.0,2591.0,,,,,1982.9,1561.1,,2242.0,1947.0,1960.5,1319.5,1759.5,,2042.0,2343.1,584.8,,2423.0,2331.0,1501.7,,,,,2000.1,1909.3,1780.0,,,3060.1,1673.0,-79.0,,-31.0,,-291.0,204.0,,,,,-404.1,-825.9,,-145.0,-440.0,-426.5,-1067.5,-627.5,,-345.0,-43.9,-1802.2,,36.0,-56.0,-885.3,,,,,-386.9,-477.7,-607.0,,,673.1,-714.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,True,False,,True,True,False,,,,,False,False,False,,,False,False
01119,29,94.0,,95.6,,85.0,59.0,,,,,111.3,137.1,,,74.0,44.4,87.3,,,81.0,88.3,0.0,,148.0,109.0,86.3,,,,,,100.4,,,,131.5,102.0,65.0,,66.6,,56.0,30.0,,,,,82.3,108.1,,,45.0,15.4,58.3,,,52.0,59.3,-29.0,,119.0,80.0,57.3,,,,,,71.4,,,,102.5,73.0,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,True,,False,False,True,,,,,,False,,,,False,False
01121,891,674.0,,662.7,,578.0,453.0,,,,,623.6,401.1,,,718.0,593.7,414.6,441.0,,492.5,585.5,102.8,,699.0,744.0,644.0,,,,,464.7,517.7,,,,798.3,468.0,-217.0,,-228.3,,-313.0,-438.0,,,,,-267.4,-489.9,,,-173.0,-297.3,-476.4,-450.0,,-398.5,-305.5,-788.2,,-192.0,-147.0,-247.0,,,,,-426.3,-373.3,,,,-92.7,-423.0,,False,,False,False,,,,,False,False,,,True,False,False,False,,False,False,False,,True,True,False,,,,,False,False,,,,True,False
01123,219,204.0,,211.8,,220.0,150.0,,,,,251.1,182.0,,,294.0,203.5,151.8,176.0,,239.0,230.6,0.0,,241.0,301.0,257.4,,,,,128.4,225.7,,,,331.2,177.0,-15.0,,-7.2,,1.0,-69.0,,,,,32.1,-37.0,,,75.0,-15.5,-67.2,-43.0,,20.0,11.6,-219.0,,22.0,82.0,38.4,,,,,-90.6,6.7,,,,112.2,-42.0,,True,,True,False,,,,,False,False,,,False,False,False,False,,False,True,False,,False,False,False,,,,,False,True,,,,False,False
01125,1705,2526.0,,2588.8,,2174.0,2774.0,,,,,2138.3,1586.9,,2447.3,1960.0,1879.7,1595.6,1436.5,,2093.5,2542.2,809.3,,2734.0,2477.0,2289.5,,,,,2294.9,2093.2,0.0,,,3460.4,2341.0,821.0,,883.8,,469.0,1069.0,,,,,433.3,-118.1,,742.3,255.0,174.7,-109.4,-268.5,,388.5,837.2,-895.7,,1029.0,772.0,584.5,,,,,589.9,388.2,-1705.0,,,1755.4,636.0,,False,,True,False,,,,,True,True,,True,True,True,True,True,,True,False,False,,False,True,True,,,,,True,True,False,,,False,True
01127,523,670.0,,679.3,,628.0,653.0,,,,,628.2,762.3,,,710.0,513.0,358.8,277.5,,402.0,578.1,77.6,,716.0,714.0,656.0,,,,,453.3,559.7,,,,1026.3,479.0,147.0,,156.3,,105.0,130.0,,,,,105.2,239.3,,,187.0,-10.0,-164.2,-245.5,,-121.0,55.1,-445.4,,193.0,191.0,133.0,,,,,-69.7,36.7,,,,503.3,-44.0,,False,,True,True,,,,,True,False,,,False,True,False,False,,True,True,False,,False,False,True,,,,,True,True,,,,False,True
01129,159,124.0,,125.1,,125.0,108.0,,,,,124.8,97.8,,,172.0,82.5,71.7,,,133.0,123.0,0.0,,151.0,141.0,126.3,,,,,,134.7,,,,342.2,115.0,-35.0,,-33.9,,-34.0,-51.0,,,,,-34.2,-61.2,,,13.0,-76.5,-87.3,,,-26.0,-36.0,-159.0,,-8.0,-18.0,-32.7,,,,,,-24.3,,,,183.2,-44.0,,True,,True,False,,,,,True,False,,,True,False,False,,,True,False,False,,True,True,True,,,,,,True,,,,False,False
01131,132,88.0,,108.4,,79.0,92.0,,,,,109.2,38.8,,,51.0,59.9,62.9,,,55.0,63.7,0.0,,108.0,102.0,82.8,,,,,,109.0,,,,137.3,72.0,-44.0,,-23.6,,-53.0,-40.0,,,,,-22.8,-93.2,,,-81.0,-72.1,-69.1,,,-77.0,-68.3,-132.0,,-24.0,-30.0,-49.2,,,,,,-23.0,,,,5.3,-60.0,,True,,False,True,,,,,True,False,,,False,False,False,,,False,False,False,,True,True,False,,,,,,True,,,,True,False
01133,234,286.0,,292.1,,263.0,331.0,,,,,239.8,448.5,,,309.0,242.8,150.1,,,239.0,253.6,39.6,,317.0,269.0,259.7,,,,,,239.3,,,,310.2,191.0,52.0,,58.1,,29.0,97.0,,,,,5.8,214.5,,,75.0,8.8,-83.9,,,5.0,19.6,-194.4,,83.0,35.0,25.7,,,,,,5.3,,,,76.2,-43.0,,False,,True,False,,,,,True,False,,,False,True,False,,,True,True,False,,False,True,True,,,,,,True,,,,False,True
02013,1,0.0,,0.1,,0.0,0.0,,,,,1.7,2.8,,,,12.2,0.6,,,0.0,0.6,,,0.0,5.0,5.3,,,,,,,,,,0.9,,-1.0,,-0.9,,-1.0,-1.0,,,,,0.7,1.8,,,,11.2,-0.4,,,-1.0,-0.4,,,-1.0,4.0,4.3,,,,,,,,,,-0.1,,,True,,False,False,,,,,True,False,,,,False,True,,,False,True,,,False,False,False,,,,,,,,,,True,
02016,40,40.0,,28.8,,30.0,,,,,,33.4,60.2,,,,106.4,48.5,,,37.0,25.9,0.0,,59.0,30.0,18.1,,,,,,57.4,,,,31.7,,0.0,,-11.2,,-10.0,,,,,,-6.6,20.2,,,,66.4,8.5,,,-3.0,-14.1,-40.0,,19.0,-10.0,-21.9,,,,,,17.4,,,,-8.3,,,False,,False,,,,,,False,False,,,,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,
02020,1356,1732.0,,1591.7,2150.4,1268.0,2375.0,,,,,1220.5,3088.6,,832.1,,1360.9,1109.6,1508.5,,851.0,1168.5,0.0,,1488.0,1176.0,1738.3,,,,,2683.6,1836.9,0.0,,,2294.9,,376.0,,235.7,794.4,-88.0,1019.0,,,,,-135.5,1732.6,,-523.9,,4.9,-246.4,152.5,,-505.0,-187.5,-1356.0,,132.0,-180.0,382.3,,,,,1327.6,480.9,-1356.0,,,938.9,,,True,False,True,False,,,,,True,False,,False,,True,True,True,,False,True,False,,True,True,False,,,,,False,False,False,,,False,
02050,424,744.0,,711.3,,370.0,0.0,,,,,189.7,798.3,,,,2289.4,199.9,,,237.0,548.1,0.2,,737.0,391.0,330.3,,,,,,370.8,,,,720.2,,320.0,,287.3,,-54.0,-424.0,,,,,-234.3,374.3,,,,1865.4,-224.1,,,-187.0,124.1,-423.8,,313.0,-33.0,-93.7,,,,,,-53.2,,,,296.2,,,True,,True,False,,,,,True,False,,,,False,True,,,True,True,False,,True,True,True,,,,,,True,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,,,,,4.6,0.1,,,,0.0,0.0,,,,0.0,,,0.0,1.0,0.2,,,,,,,,,,1.6,,0.0,,0.0,,0.0,0.0,,,,,4.6,0.1,,,,0.0,0.0,,,,0.0,,,0.0,1.0,0.2,,,,,,,,,,1.6,,,True,,True,True,,,,,False,False,,,,False,True,,,,True,,,True,False,False,,,,,,,,,,False,
02068,3,0.0,,0.3,,0.0,0.0,,,,,3.2,3.5,,,,0.0,2.2,,,5.0,0.2,,,0.0,2.0,,,,,,,99.6,,,,2.1,,-3.0,,-2.7,,-3.0,-3.0,,,,,0.2,0.5,,,,-3.0,-0.8,,,2.0,-2.8,,,-3.0,-1.0,,,,,,,96.6,,,,-0.9,,,True,,False,False,,,,,True,True,,,,True,True,,,True,True,,,False,True,,,,,,,False,,,,True,
02070,25,22.0,,21.8,,11.0,,,,,,6.3,33.0,,,,205.6,9.6,,,9.0,11.9,0.0,,,20.0,6.3,,,,,,50.1,,,,16.0,,-3.0,,-3.2,,-14.0,,,,,,-18.7,8.0,,,,180.6,-15.4,,,-16.0,-13.1,-25.0,,,-5.0,-18.7,,,,,,25.1,,,,-9.0,,,False,,False,,,,,,False,False,,,,False,False,,,False,False,False,,,False,False,,,,,,False,,,,False,
02090,557,528.0,,547.6,,382.0,,,,,,398.3,970.7,,,,591.5,275.5,454.0,,313.0,289.0,0.0,,526.0,370.0,345.0,,,,,532.4,442.4,,,,576.8,,-29.0,,-9.4,,-175.0,,,,,,-158.7,413.7,,,,34.5,-281.5,-103.0,,-244.0,-268.0,-557.0,,-31.0,-187.0,-212.0,,,,,-24.6,-114.6,,,,19.8,,,True,,False,,,,,,False,False,,,,False,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,True,
02100,1,0.0,,0.0,,0.0,0.0,,,,,0.2,1.4,,,,0.0,1.6,,,2.0,0.1,,,0.0,5.0,5.7,,,,,,,,,,1.9,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.8,0.4,,,,-1.0,0.6,,,1.0,-0.9,,,-1.0,4.0,4.7,,,,,,,,,,0.9,,,False,,False,False,,,,,True,True,,,,True,True,,,False,True,,,False,False,False,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.3,,,,0.2,0.0,,,,0.1,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.3,,,,0.2,0.0,,,,0.1,,,0.0,,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,True,,,,False,,,True,,,,,,,,,,,,,
