,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,1209,608.0,,,,1014.0,,385.1,1094.0,,355.4,,,-601.0,,,,-195.0,,-823.9,-115.0,,-853.6,,,,,,True,,False,True,,False,,
01023,97,48.0,,,,233.0,,5.4,256.0,,,,,-49.0,,,,136.0,,-91.6,159.0,,,,,,,,False,,False,False,,,,
01025,1250,416.0,,,,499.0,,101.0,705.0,,274.2,,,-834.0,,,,-751.0,,-1149.0,-545.0,,-975.8,,,,,,True,,False,True,,False,,
01027,380,304.0,,,,332.0,,131.1,468.0,,,,,-76.0,,,,-48.0,,-248.9,88.0,,,,,,,,True,,False,False,,,,
01029,433,648.0,,,,406.0,,963.4,689.0,,,,,215.0,,,,-27.0,,530.4,256.0,,,,,,,,True,,False,False,,,,
01031,2100,1008.0,,,,1046.0,,1502.2,2006.0,,424.1,,,-1092.0,,,,-1054.0,,-597.8,-94.0,,-1675.9,,,,,,True,,True,True,,False,,
01033,2375,1728.0,,,,2166.0,,1512.1,2826.0,,551.9,,,-647.0,,,,-209.0,,-862.9,451.0,,-1823.1,,,,,,True,,False,True,,False,,
01035,276,232.0,,,,215.0,,109.1,392.0,,,,,-44.0,,,,-61.0,,-166.9,116.0,,,,,,,,False,,False,False,,,,
01037,301,296.0,,,,185.0,,4458.3,475.0,,,,,-5.0,,,,-116.0,,4157.3,174.0,,,,,,,,False,,False,False,,,,
01039,1156,752.0,,,,860.0,,159.7,1279.0,,268.2,,,-404.0,,,,-296.0,,-996.3,123.0,,-887.8,,,,,,True,,False,True,,False,,
01041,486,232.0,,,,272.0,,54.8,434.0,,,,,-254.0,,,,-214.0,,-431.2,-52.0,,,,,,,,True,,False,True,,,,
01043,3934,3312.0,,,,2835.0,,3334.7,4309.0,,637.5,,,-622.0,,,,-1099.0,,-599.3,375.0,,-3296.5,,,,,,False,,True,True,,False,,
01045,1701,680.0,,,,1090.0,,520.9,1720.0,,502.7,,,-1021.0,,,,-611.0,,-1180.1,19.0,,-1198.3,,,,,,True,,False,True,,False,,
01047,847,1064.0,,,,663.0,,589.9,1506.0,,401.4,,,217.0,,,,-184.0,,-257.1,659.0,,-445.6,,,,,,True,,False,False,,False,,
01049,3094,3216.0,,,,2141.0,,4542.7,4174.0,,1411.1,,,122.0,,,,-953.0,,1448.7,1080.0,,-1682.9,,,,,,False,,False,False,,False,,
01051,3898,2088.0,,,,1462.0,,6052.8,2863.0,,1300.0,,,-1810.0,,,,-2436.0,,2154.8,-1035.0,,-2598.0,,,,,,False,,False,True,,False,,
01053,1221,568.0,,,,856.0,,641.7,1248.0,,202.9,,,-653.0,,,,-365.0,,-579.3,27.0,,-1018.1,,,,,,True,,True,True,,False,,
01055,5887,4080.0,,,,2937.0,,9453.2,5229.0,,1340.8,,,-1807.0,,,,-2950.0,,3566.2,-658.0,,-4546.2,,,,,,False,,False,True,,False,,
01057,853,728.0,,,,532.0,,611.0,830.0,,,,,-125.0,,,,-321.0,,-242.0,-23.0,,,,,,,,False,,False,True,,,,
01059,1232,800.0,,,,1301.0,,194.9,1285.0,,386.9,,,-432.0,,,,69.0,,-1037.1,53.0,,-845.1,,,,,,True,,False,True,,False,,
01061,840,568.0,,,,636.0,,494.0,1002.0,,344.5,,,-272.0,,,,-204.0,,-346.0,162.0,,-495.5,,,,,,True,,False,True,,False,,
01063,361,176.0,,,,118.0,,1136.4,202.0,,,,,-185.0,,,,-243.0,,775.4,-159.0,,,,,,,,False,,False,True,,,,
01065,849,336.0,,,,297.0,,785.8,345.0,,,,,-513.0,,,,-552.0,,-63.2,-504.0,,,,,,,,False,,True,True,,,,
01067,691,208.0,,,,336.0,,27.9,563.0,,,,,-483.0,,,,-355.0,,-663.1,-128.0,,,,,,,,True,,False,True,,,,
01069,3561,2256.0,,,,2105.0,,2438.3,4107.0,,1217.2,,,-1305.0,,,,-1456.0,,-1122.7,546.0,,-2343.8,,,,,,False,,True,True,,False,,
01071,2903,1576.0,,,,1761.0,,1193.5,2549.0,,530.3,,,-1327.0,,,,-1142.0,,-1709.5,-354.0,,-2372.7,,,,,,True,,False,True,,False,,
01073,31728,19584.0,,,,12944.0,,42185.5,22940.0,,6662.4,,,-12144.0,,,,-18784.0,,10457.5,-8788.0,,-25065.6,,,,,,False,,True,True,,False,,
01075,568,224.0,,,,430.0,,57.1,427.0,,,,,-344.0,,,,-138.0,,-510.9,-141.0,,,,,,,,True,,False,True,,,,
01077,3825,3624.0,,,,3537.0,,4633.7,5203.0,,1425.1,,,-201.0,,,,-288.0,,808.7,1378.0,,-2399.9,,,,,,False,,False,False,,False,,
01079,1224,1040.0,,,,1270.0,,2301.5,1520.0,,435.7,,,-184.0,,,,46.0,,1077.5,296.0,,-788.3,,,,,,True,,False,False,,False,,
01081,4915,2376.0,,,,2802.0,,9356.0,4827.0,,796.0,,,-2539.0,,,,-2113.0,,4441.0,-88.0,,-4119.0,,,,,,True,,False,True,,False,,
01083,3992,2840.0,,,,2732.0,,2109.8,3932.0,,1023.0,,,-1152.0,,,,-1260.0,,-1882.2,-60.0,,-2969.0,,,,,,False,,False,True,,False,,
01085,314,192.0,,,,119.0,,156.4,264.0,,,,,-122.0,,,,-195.0,,-157.6,-50.0,,,,,,,,False,,False,True,,,,
01087,455,312.0,,,,232.0,,235.2,486.0,,,,,-143.0,,,,-223.0,,-219.8,31.0,,,,,,,,False,,False,True,,,,
01089,14760,7496.0,,,,7527.0,,32033.8,10486.0,,2240.6,,,-7264.0,,,,-7233.0,,17273.8,-4274.0,,-12519.4,,,,,,True,,False,True,,False,,
01091,817,248.0,,,,410.0,,100.9,585.0,,217.0,,,-569.0,,,,-407.0,,-716.1,-232.0,,-600.0,,,,,,True,,False,True,,False,,
01093,1116,536.0,,,,1017.0,,350.0,941.0,,257.0,,,-580.0,,,,-99.0,,-766.0,-175.0,,-859.0,,,,,,True,,False,True,,False,,
01095,4448,3736.0,,,,2915.0,,10900.0,4853.0,,1179.6,,,-712.0,,,,-1533.0,,6452.0,405.0,,-3268.4,,,,,,False,,False,True,,False,,
01097,10869,5952.0,,,,7165.0,,6119.2,11352.0,,2096.0,,,-4917.0,,,,-3704.0,,-4749.8,483.0,,-8773.0,,,,,,True,,True,True,,False,,
01099,685,344.0,,,,392.0,,359.2,649.0,,,,,-341.0,,,,-293.0,,-325.8,-36.0,,,,,,,,True,,True,True,,,,
01101,6924,3392.0,,,,3670.0,,2859.7,5460.0,,2433.5,,,-3532.0,,,,-3254.0,,-4064.3,-1464.0,,-4490.5,,,,,,True,,False,True,,False,,
01103,6144,5584.0,,,,3648.0,,9022.6,6914.0,,1862.7,,,-560.0,,,,-2496.0,,2878.6,770.0,,-4281.3,,,,,,False,,False,False,,False,,
01105,307,216.0,,,,141.0,,67.3,324.0,,,,,-91.0,,,,-166.0,,-239.7,17.0,,,,,,,,False,,False,True,,,,
01107,830,528.0,,,,469.0,,154.9,612.0,,198.2,,,-302.0,,,,-361.0,,-675.1,-218.0,,-631.8,,,,,,False,,False,True,,False,,
01109,945,312.0,,,,641.0,,603.1,961.0,,207.8,,,-633.0,,,,-304.0,,-341.9,16.0,,-737.2,,,,,,True,,True,True,,False,,
01111,398,408.0,,,,523.0,,2215.9,782.0,,,,,10.0,,,,125.0,,1817.9,384.0,,,,,,,,False,,False,False,,,,
01113,1114,800.0,,,,1075.0,,15868.4,1396.0,,352.7,,,-314.0,,,,-39.0,,14754.4,282.0,,-761.3,,,,,,True,,False,True,,False,,
01115,3572,1768.0,,,,1843.0,,850.6,2604.0,,634.2,,,-1804.0,,,,-1729.0,,-2721.4,-968.0,,-2937.8,,,,,,True,,False,True,,False,,
01117,8792,5728.0,,,,4005.0,,13126.6,7299.0,,1574.9,,,-3064.0,,,,-4787.0,,4334.6,-1493.0,,-7217.1,,,,,,False,,False,True,,False,,
01119,341,200.0,,,,175.0,,492.4,366.0,,,,,-141.0,,,,-166.0,,151.4,25.0,,,,,,,,False,,False,True,,,,
01121,2827,1584.0,,,,1821.0,,4050.7,3126.0,,471.3,,,-1243.0,,,,-1006.0,,1223.7,299.0,,-2355.7,,,,,,True,,True,True,,False,,
01123,933,712.0,,,,753.0,,1566.9,1557.0,,166.2,,,-221.0,,,,-180.0,,633.9,624.0,,-766.8,,,,,,True,,False,False,,False,,
01125,8296,5040.0,,,,4953.0,,12303.6,7006.0,,3328.9,,,-3256.0,,,,-3343.0,,4007.6,-1290.0,,-4967.1,,,,,,False,,False,True,,False,,
01127,2422,1440.0,,,,1992.0,,2004.8,2748.0,,615.6,,,-982.0,,,,-430.0,,-417.2,326.0,,-1806.4,,,,,,True,,True,True,,False,,
01129,475,216.0,,,,384.0,,64.8,460.0,,,,,-259.0,,,,-91.0,,-410.2,-15.0,,,,,,,,True,,False,True,,,,
01131,405,128.0,,,,129.0,,54.6,289.0,,,,,-277.0,,,,-276.0,,-350.4,-116.0,,,,,,,,True,,False,True,,,,
01133,1048,640.0,,,,906.0,,1820.1,948.0,,402.9,,,-408.0,,,,-142.0,,772.1,-100.0,,-645.1,,,,,,True,,False,True,,False,,
02013,24,8.0,,,,,,9.3,49.0,,,,,-16.0,,,,,,-14.7,25.0,,,,,,,,,,True,False,,,,
02016,139,8.0,,,,,,2.3,80.0,,,,,-131.0,,,,,,-136.7,-59.0,,,,,,,,,,False,True,,,,
02020,10193,19336.0,,,,,,40594.5,15373.0,,4586.2,,,9143.0,,,,,,30401.5,5180.0,,-5606.8,,,,,,,,False,True,,True,,
02050,1828,1904.0,,,,,,342.8,1695.0,,,,,76.0,,,,,,-1485.2,-133.0,,,,,,,,,,False,False,,,,
02060,0,0.0,,,,,,0.0,13.0,,,,,0.0,,,,,,0.0,13.0,,,,,,,,,,True,False,,,,
02068,24,16.0,,,,,,4.4,44.0,,,,,-8.0,,,,,,-19.6,20.0,,,,,,,,,,False,False,,,,
02070,60,112.0,,,,,,12.5,151.0,,,,,52.0,,,,,,-47.5,91.0,,,,,,,,,,True,False,,,,
02090,2460,2536.0,,,,,,3488.4,4449.0,,1229.4,,,76.0,,,,,,1028.4,1989.0,,-1230.6,,,,,,,,False,False,,False,,
02100,7,0.0,,,,,,0.7,35.0,,,,,-7.0,,,,,,-6.3,28.0,,,,,,,,,,True,False,,,,
02105,0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,True,,,,,
02110,315,432.0,,,,,,474.8,638.0,,,,,117.0,,,,,,159.8,323.0,,,,,,,,,,False,False,,,,
02122,1734,3208.0,,,,,,3161.5,3507.0,,1013.2,,,1474.0,,,,,,1427.5,1773.0,,-720.8,,,,,,,,True,False,,True,,
02130,84,160.0,,,,,,35.8,358.0,,,,,76.0,,,,,,-48.2,274.0,,,,,,,,,,True,False,,,,
02150,784,456.0,,,,,,1403.1,493.0,,,,,-328.0,,,,,,619.1,-291.0,,,,,,,,,,False,True,,,,
02158,597,232.0,,,,,,4.8,,,,,,-365.0,,,,,,-592.2,,,,,,,,,,,False,,,,,
02164,28,96.0,,,,,,288.5,95.0,,,,,68.0,,,,,,260.5,67.0,,,,,,,,,,False,True,,,,
02170,4587,2016.0,,,,,,381.7,2572.0,,2575.7,,,-2571.0,,,,,,-4205.3,-2015.0,,-2011.3,,,,,,,,False,True,,True,,
02180,112,160.0,,,,,,59.9,241.0,,,,,48.0,,,,,,-52.1,129.0,,,,,,,,,,False,False,,,,
02185,554,240.0,,,,,,32.8,227.0,,,,,-314.0,,,,,,-521.2,-327.0,,,,,,,,,,False,False,,,,
02188,180,256.0,,,,,,12.7,282.0,,,,,76.0,,,,,,-167.3,102.0,,,,,,,,,,False,False,,,,
02195,24,8.0,,,,,,32.0,50.0,,,,,-16.0,,,,,,8.0,26.0,,,,,,,,,,True,False,,,,
02198,31,16.0,,,,,,11.4,,,,,,-15.0,,,,,,-19.6,,,,,,,,,,,False,,,,,
02220,138,272.0,,,,,,672.5,314.0,,,,,134.0,,,,,,534.5,176.0,,,,,,,,,,False,False,,,,
02230,8,16.0,,,,,,0.0,,,,,,8.0,,,,,,-8.0,,,,,,,,,,,True,,,,,
02240,195,560.0,,,,,,1509.4,492.0,,,,,365.0,,,,,,1314.4,297.0,,,,,,,,,,False,True,,,,
02261,163,160.0,,,,,,71.4,244.0,,,,,-3.0,,,,,,-91.6,81.0,,,,,,,,,,False,False,,,,
02275,7,8.0,,,,,,1391.2,,,,,,1.0,,,,,,1384.2,,,,,,,,,,,False,,,,,
02282,18,24.0,,,,,,255.0,29.0,,,,,6.0,,,,,,237.0,11.0,,,,,,,,,,False,False,,,,
02290,103,128.0,,,,,,84.5,151.0,,,,,25.0,,,,,,-18.5,48.0,,,,,,,,,,True,False,,,,
04001,3683,4176.0,,,,3118.0,,14707.5,3318.0,,1408.6,,,493.0,,,,-565.0,,11024.5,-365.0,,-2274.4,,,,,,False,,False,True,,False,,
04003,6461,3200.0,,,,2025.0,,2227.3,3610.0,,1017.2,,,-3261.0,,,,-4436.0,,-4233.7,-2851.0,,-5443.8,,,,,,False,,False,True,,False,,
04005,6937,4936.0,,,,3072.0,,1789.7,4793.0,,1739.0,,,-2001.0,,,,-3865.0,,-5147.3,-2144.0,,-5198.0,,,,,,False,,False,False,,False,,
04007,2721,2120.0,,,,1180.0,,966.4,2285.0,,799.5,,,-601.0,,,,-1541.0,,-1754.6,-436.0,,-1921.5,,,,,,False,,False,True,,False,,
04009,2443,1800.0,,,,817.0,,1012.6,1980.0,,391.5,,,-643.0,,,,-1626.0,,-1430.4,-463.0,,-2051.5,,,,,,False,,False,True,,False,,
04011,309,344.0,,,,210.0,,1050.4,375.0,,,,,35.0,,,,-99.0,,741.4,66.0,,,,,,,,False,,False,False,,,,
04012,1252,544.0,,,,569.0,,1314.7,308.0,,,,,-708.0,,,,-683.0,,62.7,-944.0,,,,,,,,True,,True,False,,,,
04013,225646,101432.0,,,,75886.0,,152055.3,98540.0,,34830.0,,,-124214.0,,,,-149760.0,,-73590.7,-127106.0,,-190816.0,,,,,,False,,True,False,,False,,
04015,11030,4248.0,,,,3131.0,,5931.5,5893.0,,1568.1,,,-6782.0,,,,-7899.0,,-5098.5,-5137.0,,-9461.9,,,,,,False,,True,True,,False,,
04017,5656,3464.0,,,,4342.0,,2031.8,4292.0,,1112.0,,,-2192.0,,,,-1314.0,,-3624.2,-1364.0,,-4544.0,,,,,,True,,False,True,,False,,
04019,53641,24240.0,,,,17613.0,,47540.7,25878.0,,8007.9,,,-29401.0,,,,-36028.0,,-6100.3,-27763.0,,-45633.1,,,,,,False,,True,True,,False,,
04021,21543,11552.0,,,,7317.0,,23737.1,10968.0,,3826.6,,,-9991.0,,,,-14226.0,,2194.1,-10575.0,,-17716.4,,,,,,False,,True,False,,False,,
04023,3477,2096.0,,,,940.0,,4768.6,1873.0,,658.7,,,-1381.0,,,,-2537.0,,1291.6,-1604.0,,-2818.3,,,,,,False,,True,False,,False,,
04025,10341,5528.0,,,,4026.0,,27626.9,6539.0,,1808.0,,,-4813.0,,,,-6315.0,,17285.9,-3802.0,,-8533.0,,,,,,False,,False,True,,False,,
04027,16736,8568.0,,,,3479.0,,13060.7,6823.0,,3014.4,,,-8168.0,,,,-13257.0,,-3675.3,-9913.0,,-13721.6,,,,,,False,,True,False,,False,,
05001,649,536.0,,,,519.0,,429.5,708.0,,,,,-113.0,,,,-130.0,,-219.5,59.0,,,,,,,,False,,False,True,,,,
05003,751,432.0,,,,538.0,,1036.5,662.0,,,,,-319.0,,,,-213.0,,285.5,-89.0,,,,,,,,True,,True,True,,,,
05005,1223,1296.0,,,,1199.0,,376.1,2027.0,,,,,73.0,,,,-24.0,,-846.9,804.0,,,,,,,,True,,False,False,,,,
05007,11913,5864.0,,,,8537.0,,1733.9,8078.0,,1133.7,,,-6049.0,,,,-3376.0,,-10179.1,-3835.0,,-10779.3,,,,,,True,,False,True,,False,,
05009,1440,1648.0,,,,1270.0,,2611.5,2124.0,,,,,208.0,,,,-170.0,,1171.5,684.0,,,,,,,,True,,False,False,,,,
05011,728,264.0,,,,290.0,,3369.8,358.0,,,,,-464.0,,,,-438.0,,2641.8,-370.0,,,,,,,,True,,False,True,,,,
05013,162,176.0,,,,107.0,,121.8,277.0,,,,,14.0,,,,-55.0,,-40.2,115.0,,,,,,,,False,,False,False,,,,
05015,1117,904.0,,,,709.0,,623.7,1136.0,,,,,-213.0,,,,-408.0,,-493.3,19.0,,,,,,,,False,,False,True,,,,
05017,376,312.0,,,,249.0,,3844.3,419.0,,,,,-64.0,,,,-127.0,,3468.3,43.0,,,,,,,,False,,False,True,,,,
05019,901,512.0,,,,628.0,,177.4,885.0,,,,,-389.0,,,,-273.0,,-723.6,-16.0,,,,,,,,True,,False,True,,,,
05021,715,728.0,,,,726.0,,4504.1,820.0,,,,,13.0,,,,11.0,,3789.1,105.0,,,,,,,,True,,False,False,,,,
05023,957,408.0,,,,889.0,,157.2,857.0,,,,,-549.0,,,,-68.0,,-799.8,-100.0,,,,,,,,True,,False,True,,,,
05025,353,240.0,,,,172.0,,314.6,350.0,,,,,-113.0,,,,-181.0,,-38.4,-3.0,,,,,,,,False,,True,True,,,,
05027,808,912.0,,,,641.0,,1056.4,1223.0,,,,,104.0,,,,-167.0,,248.4,415.0,,,,,,,,False,,False,False,,,,
05029,1168,904.0,,,,841.0,,4883.6,1016.0,,,,,-264.0,,,,-327.0,,3715.6,-152.0,,,,,,,,False,,False,True,,,,
05031,5003,4360.0,,,,5388.0,,1018.4,6719.0,,3312.7,,,-643.0,,,,385.0,,-3984.6,1716.0,,-1690.3,,,,,,True,,False,False,,False,,
05033,2683,1976.0,,,,3715.0,,1380.3,3053.0,,,,,-707.0,,,,1032.0,,-1302.7,370.0,,,,,,,,False,,False,True,,,,
05035,1953,1600.0,,,,1553.0,,507.9,1759.0,,492.6,,,-353.0,,,,-400.0,,-1445.1,-194.0,,-1460.4,,,,,,False,,False,True,,False,,
05037,944,640.0,,,,714.0,,5629.9,738.0,,,,,-304.0,,,,-230.0,,4685.9,-206.0,,,,,,,,True,,False,True,,,,
05039,346,272.0,,,,180.0,,2970.6,319.0,,,,,-74.0,,,,-166.0,,2624.6,-27.0,,,,,,,,False,,False,True,,,,
05041,573,296.0,,,,230.0,,151.4,433.0,,,,,-277.0,,,,-343.0,,-421.6,-140.0,,,,,,,,False,,False,True,,,,
05043,1128,488.0,,,,479.0,,1903.2,698.0,,,,,-640.0,,,,-649.0,,775.2,-430.0,,,,,,,,False,,False,True,,,,
05045,5170,2520.0,,,,4077.0,,5586.6,3151.0,,471.1,,,-2650.0,,,,-1093.0,,416.6,-2019.0,,-4698.9,,,,,,True,,True,True,,False,,
05047,621,416.0,,,,870.0,,111.2,720.0,,,,,-205.0,,,,249.0,,-509.8,99.0,,,,,,,,False,,False,True,,,,
05049,500,528.0,,,,357.0,,518.4,589.0,,,,,28.0,,,,-143.0,,18.4,89.0,,,,,,,,False,,True,False,,,,
05051,4016,2048.0,,,,4038.0,,704.8,4116.0,,619.6,,,-1968.0,,,,22.0,,-3311.2,100.0,,-3396.4,,,,,,True,,False,True,,False,,
05053,732,648.0,,,,489.0,,3540.4,763.0,,,,,-84.0,,,,-243.0,,2808.4,31.0,,,,,,,,False,,False,True,,,,
05055,2562,2712.0,,,,2606.0,,1590.9,3156.0,,713.8,,,150.0,,,,44.0,,-971.1,594.0,,-1848.2,,,,,,True,,False,False,,False,,
05057,656,632.0,,,,568.0,,106.4,994.0,,,,,-24.0,,,,-88.0,,-549.6,338.0,,,,,,,,False,,False,False,,,,
05059,1326,1448.0,,,,1364.0,,743.1,1929.0,,281.2,,,122.0,,,,38.0,,-582.9,603.0,,-1044.8,,,,,,True,,False,False,,False,,
05061,477,424.0,,,,350.0,,63.9,535.0,,,,,-53.0,,,,-127.0,,-413.1,58.0,,,,,,,,False,,False,False,,,,
05063,1308,792.0,,,,1918.0,,128.8,1728.0,,369.1,,,-516.0,,,,610.0,,-1179.2,420.0,,-938.9,,,,,,False,,False,True,,False,,
05065,532,464.0,,,,430.0,,40.7,612.0,,,,,-68.0,,,,-102.0,,-491.3,80.0,,,,,,,,False,,False,False,,,,
05067,1485,1904.0,,,,861.0,,2044.5,1768.0,,,,,419.0,,,,-624.0,,559.5,283.0,,,,,,,,False,,False,True,,,,
05069,2456,1792.0,,,,1597.0,,591.3,2778.0,,841.3,,,-664.0,,,,-859.0,,-1864.7,322.0,,-1614.7,,,,,,False,,False,True,,False,,
05071,1085,504.0,,,,1350.0,,2292.8,922.0,,155.3,,,-581.0,,,,265.0,,1207.8,-163.0,,-929.7,,,,,,True,,False,True,,False,,
05073,142,176.0,,,,131.0,,30.4,238.0,,,,,34.0,,,,-11.0,,-111.6,96.0,,,,,,,,True,,False,False,,,,
05075,721,520.0,,,,837.0,,154.1,683.0,,757.3,,,-201.0,,,,116.0,,-566.9,-38.0,,36.3,,,,,,True,,False,True,,True,,
05077,398,152.0,,,,257.0,,702.6,269.0,,,,,-246.0,,,,-141.0,,304.6,-129.0,,,,,,,,True,,False,True,,,,
05079,562,176.0,,,,327.0,,72.9,404.0,,306.4,,,-386.0,,,,-235.0,,-489.1,-158.0,,-255.6,,,,,,True,,False,True,,True,,
05081,346,392.0,,,,332.0,,1008.0,570.0,,,,,46.0,,,,-14.0,,662.0,224.0,,,,,,,,True,,False,False,,,,
05083,954,800.0,,,,1233.0,,4081.6,1077.0,,,,,-154.0,,,,279.0,,3127.6,123.0,,,,,,,,False,,False,True,,,,
05085,2777,1648.0,,,,2170.0,,921.3,2570.0,,462.2,,,-1129.0,,,,-607.0,,-1855.7,-207.0,,-2314.8,,,,,,True,,False,True,,False,,
05087,640,280.0,,,,550.0,,216.8,473.0,,,,,-360.0,,,,-90.0,,-423.2,-167.0,,,,,,,,True,,False,True,,,,
05089,415,808.0,,,,345.0,,5320.7,727.0,,,,,393.0,,,,-70.0,,4905.7,312.0,,,,,,,,True,,False,True,,,,
05091,1097,1144.0,,,,1221.0,,175.1,1820.0,,332.2,,,47.0,,,,124.0,,-921.9,723.0,,-764.8,,,,,,False,,False,False,,False,,
05093,1899,1392.0,,,,2068.0,,517.7,2045.0,,447.9,,,-507.0,,,,169.0,,-1381.3,146.0,,-1451.1,,,,,,True,,False,True,,False,,
05095,313,192.0,,,,170.0,,28.3,246.0,,,,,-121.0,,,,-143.0,,-284.7,-67.0,,,,,,,,False,,False,True,,,,
05097,379,200.0,,,,296.0,,347.1,294.0,,,,,-179.0,,,,-83.0,,-31.9,-85.0,,,,,,,,True,,True,True,,,,
05099,221,304.0,,,,257.0,,68.6,420.0,,,,,83.0,,,,36.0,,-152.4,199.0,,,,,,,,True,,False,False,,,,
05101,206,232.0,,,,221.0,,370.4,371.0,,,,,26.0,,,,15.0,,164.4,165.0,,,,,,,,True,,False,False,,,,
05103,1137,816.0,,,,646.0,,9237.9,1165.0,,,,,-321.0,,,,-491.0,,8100.9,28.0,,,,,,,,False,,False,True,,,,
05105,388,216.0,,,,296.0,,89.8,310.0,,,,,-172.0,,,,-92.0,,-298.2,-78.0,,,,,,,,True,,False,True,,,,
05107,599,376.0,,,,465.0,,211.4,663.0,,,,,-223.0,,,,-134.0,,-387.6,64.0,,,,,,,,True,,False,True,,,,
05109,487,264.0,,,,343.0,,265.0,391.0,,,,,-223.0,,,,-144.0,,-222.0,-96.0,,,,,,,,True,,True,True,,,,
05111,1152,984.0,,,,1267.0,,249.4,1440.0,,269.0,,,-168.0,,,,115.0,,-902.6,288.0,,-883.0,,,,,,True,,False,False,,False,,
05113,846,1064.0,,,,780.0,,2934.3,1145.0,,,,,218.0,,,,-66.0,,2088.3,299.0,,,,,,,,True,,False,False,,,,
05115,3165,1984.0,,,,2701.0,,7788.3,3056.0,,470.7,,,-1181.0,,,,-464.0,,4623.3,-109.0,,-2694.3,,,,,,True,,False,True,,False,,
05117,324,200.0,,,,218.0,,39.4,304.0,,,,,-124.0,,,,-106.0,,-284.6,-20.0,,,,,,,,True,,False,True,,,,
05119,14696,9312.0,,,,10088.0,,14615.6,11869.0,,2183.7,,,-5384.0,,,,-4608.0,,-80.4,-2827.0,,-12512.3,,,,,,True,,True,True,,False,,
