,count,mean,median,std,min,25%,75%,max
Covid19Sim-Simulator,51,2589.5,1427.8,3690.8,73.9,425.4,3130.7,19394.4
USC-SI_kJalpha,51,3130.7,1537.0,4322.5,35.0,308.5,4223.0,21042.0
COVIDhub-ensemble,51,3343.1,2352.0,3318.9,26.0,580.0,4963.5,15236.0
OneQuietNight-ML,51,3554.1,2501.0,3803.0,7.0,960.5,4742.0,20962.0
CEID-Walk,51,3563.0,2270.6,3361.1,38.5,854.1,5891.6,15144.4
COVIDhub-baseline,51,3575.6,2500.0,3355.4,24.0,700.0,5506.5,14375.0
IowaStateLW-STEM,49,3901.0,2695.0,3948.8,0.0,847.0,5742.0,18731.0
Microsoft-DeepSTIA,50,3986.3,2652.7,4793.2,17.4,593.9,5077.3,22962.2
UChicagoCHATTOPADHYAY-UnIT,51,4063.4,2747.3,4696.3,179.1,1081.1,5376.2,28140.6
UCLA-SuEIR,51,4074.7,2270.5,4094.0,22.9,851.0,6698.7,16786.9
LANL-GrowthRate,51,4100.6,1826.0,6152.2,9.0,654.2,4628.2,35533.0
Karlen-pypm,51,4169.7,1700.9,5386.4,12.2,608.3,5904.2,27661.9
OliverWyman-Navigator,51,4172.3,2810.0,4704.7,100.0,720.5,6287.0,23136.0
Google_Harvard-CPF,51,4259.5,2252.7,6809.6,1.7,620.1,5022.4,44164.4
BPagano-RtDriven,51,4307.9,2112.3,5432.5,43.8,835.8,6275.6,25488.6
UCSB-ACTS,51,4446.6,1918.3,7938.9,31.7,917.8,4255.8,48218.4
JHUAPL-Bucky,51,4630.1,2209.0,7220.0,9.4,401.2,4351.5,30636.4
MOBS-GLEAM_COVID,50,4829.8,1528.0,11280.0,15.3,518.4,3876.5,75959.5
RobertWalraven-ESG,51,5124.9,3347.5,6076.2,107.6,973.2,6422.7,33792.9
JHU_CSSE-DECOM,49,5197.8,3921.0,5883.4,28.0,825.5,7674.0,29602.0
LNQ-ens1,51,5577.7,3710.0,6032.8,134.9,931.7,8137.1,26429.4
Geneva-DetGrowth,51,5654.6,3213.1,6899.1,115.9,1285.9,6828.3,34679.2
JHU_UNC_GAS-StatMechPool,51,5769.2,1437.0,20097.2,25.5,326.0,3430.2,139633.0
UMich-RidgeTfReg,50,6180.3,3448.8,9042.9,24.8,1128.3,7051.6,49884.1
IEM_MED-CovidProject,51,6814.8,4572.3,10449.7,80.1,1022.6,5842.7,58634.5
CU-select,51,8618.9,3364.0,13205.6,2.0,1399.0,10882.5,78792.0
TTU-squider,51,9168.4,4954.0,12422.2,39.4,1416.6,11394.1,66586.2
JHU_IDD-CovidSP,51,10915.8,6060.6,16740.0,94.0,1614.8,13931.7,99167.9
CovidAnalytics-DELPHI,51,11435.1,6439.0,20370.3,2.0,1825.5,10438.5,130561.0
DDS-NBDS,51,12184.4,3880.3,25185.8,19.8,1020.9,11665.1,161974.0
UVA-Ensemble,51,15554.6,3770.3,52062.3,61.4,1014.3,9796.9,370438.0
