,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1795,1887.6,1898.8,1939.1,92.6,103.8,144.1,False,False
Argentina,23581,17078.7,15575.8,16281.4,-6502.3,-8005.2,-7299.6,False,False
Australia,898,1442.7,986.1,957.0,544.7,88.1,59.0,True,True
Austria,852,738.9,766.6,783.7,-113.1,-85.4,-68.3,True,True
Bangladesh,5500,6046.1,5607.3,6223.5,546.1,107.3,723.5,True,False
Belarus,885,875.1,817.7,919.0,-9.9,-67.3,34.0,False,False
Belgium,10175,9320.0,10086.3,11049.7,-855.0,-88.7,874.7,True,False
Bolivia,8292,7642.7,6982.6,6230.7,-649.3,-1309.4,-2061.3,False,False
Brazil,150198,156462.9,152273.9,156474.5,6264.9,2075.9,6276.5,True,False
Bulgaria,891,1011.3,941.7,786.9,120.3,50.7,-104.1,True,True
Canada,9661,9427.6,9387.0,9547.9,-233.4,-274.0,-113.1,False,True
Chile,13272,13540.0,13415.3,12766.1,268.0,143.3,-505.9,True,False
Colombia,27660,31352.6,28273.9,32165.8,3692.6,613.9,4505.8,True,False
Croatia,317,260.1,245.7,208.7,-56.9,-71.3,-108.3,False,False
Cuba,123,111.6,120.9,90.7,-11.4,-2.1,-32.3,True,False
Cyprus,25,20.0,23.3,20.7,-5.0,-1.7,-4.3,True,True
Czechia,948,487.4,494.3,487.7,-460.6,-453.7,-460.3,True,True
Denmark,667,635.7,649.7,648.8,-31.3,-17.3,-18.2,True,True
Dominican Republic,2167,2348.7,2292.9,2484.8,181.7,125.9,317.8,True,False
Ecuador,12188,7990.0,7440.1,20208.3,-4198.0,-4747.9,8020.3,False,False
Egypt,6040,6201.4,5932.9,5845.7,161.4,-107.1,-194.3,True,False
Estonia,68,69.9,68.6,64.0,1.9,0.6,-4.0,True,False
Finland,346,340.9,348.4,351.4,-5.1,2.4,5.4,True,False
France,32601,31155.7,31449.9,33484.6,-1445.3,-1151.1,883.6,True,True
Germany,9620,9446.4,9588.5,9838.6,-173.6,-31.5,218.6,True,False
Greece,436,379.1,392.1,316.6,-56.9,-43.9,-119.4,True,False
Honduras,2504,3052.9,2534.4,2064.8,548.9,30.4,-439.2,True,True
Hungary,933,619.9,644.6,644.8,-313.1,-288.4,-288.2,True,True
Iceland,10,10.0,11.2,10.6,0.0,1.2,0.6,False,False
Indonesia,11765,11226.3,10757.2,10321.8,-538.7,-1007.8,-1443.2,False,False
Iran,28293,26259.0,25612.0,28612.4,-2034.0,-2681.0,319.4,False,True
Ireland,1824,1777.0,1811.1,1834.3,-47.0,-12.9,10.3,True,True
Israel,1941,1416.9,1458.1,1971.5,-524.1,-482.9,30.5,True,True
Italy,36140,35711.3,35879.4,36233.9,-428.7,-260.6,93.9,True,True
Japan,1626,1853.1,1737.5,2435.1,227.1,111.5,809.1,True,False
Kuwait,655,617.9,621.9,623.2,-37.1,-33.1,-31.8,True,True
Latvia,40,39.9,39.4,34.0,-0.1,-0.6,-6.0,False,False
Lithuania,103,97.7,98.9,84.3,-5.3,-4.1,-18.7,True,False
Luxembourg,131,124.0,139.5,137.8,-7.0,8.5,6.8,False,True
Malaysia,155,131.9,134.1,123.5,-23.1,-20.9,-31.5,True,False
Malta,41,23.7,20.2,10.6,-17.3,-20.8,-30.4,False,False
Mexico,83642,85700.6,81438.5,84052.3,2058.6,-2203.5,410.3,False,True
Moldova,1458,1296.6,1247.6,1328.0,-161.4,-210.4,-130.0,False,True
Morocco,2572,2417.1,2359.8,4177.3,-154.9,-212.2,1605.3,False,False
Netherlands,6624,6410.1,6431.7,7396.4,-213.9,-192.3,772.4,True,False
Nigeria,1115,1077.4,1164.8,1131.3,-37.6,49.8,16.3,False,True
Norway,275,264.0,280.0,273.2,-11.0,5.0,-1.8,True,True
Pakistan,6570,6545.7,6645.9,6988.9,-24.3,75.9,418.9,False,False
Panama,2482,2598.3,2432.9,2486.5,116.3,-49.1,4.5,True,True
Peru,33223,35366.1,33638.6,44556.0,2143.1,415.6,11333.0,True,False
Philippines,6238,6577.4,6237.2,9949.8,339.4,-0.8,3711.8,True,False
Poland,2972,2489.9,2489.2,2569.1,-482.1,-482.8,-402.9,False,True
Portugal,2067,1953.7,1932.9,2038.6,-113.3,-134.1,-28.4,False,True
Romania,5358,5370.3,5107.9,5546.6,12.3,-250.1,188.6,False,False
Russia,22331,21168.4,20166.2,21454.3,-1162.6,-2164.8,-876.7,False,True
Saudi Arabia,5018,5164.4,4796.1,5390.5,146.4,-221.9,372.5,False,False
Serbia,762,787.1,839.5,779.9,25.1,77.5,17.9,False,True
Slovakia,61,33.0,39.0,36.2,-28.0,-22.0,-24.8,True,True
Slovenia,167,144.7,147.0,138.4,-22.3,-20.0,-28.6,True,False
South Africa,17673,19703.6,18669.8,18070.9,2030.6,996.8,397.9,True,True
South Korea,432,411.9,383.4,323.5,-20.1,-48.6,-108.5,False,False
Spain,32929,30024.3,30263.3,32738.1,-2904.7,-2665.7,-190.9,True,True
Sweden,5894,5850.3,5884.9,6394.8,-43.7,-9.1,500.8,True,False
Switzerland,2088,2028.4,2058.9,2138.3,-59.6,-29.1,50.3,True,True
Turkey,8778,7526.7,7257.3,7579.6,-1251.3,-1520.7,-1198.4,False,True
Ukraine,5010,4109.6,4240.0,4542.0,-900.4,-770.0,-468.0,True,True
United Arab Emirates,443,423.0,426.1,458.8,-20.0,-16.9,15.8,True,True
United Kingdom,42850,42001.9,42183.5,58037.4,-848.1,-666.5,15187.4,True,False
