,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1795,1828.0,1791.9,1794.1,33.0,-3.1,-0.9,True,True
Argentina,23581,17110.7,16334.0,16730.8,-6470.3,-7247.0,-6850.2,False,False
Australia,898,1024.3,969.2,941.9,126.3,71.2,43.9,True,True
Austria,852,833.1,797.5,745.3,-18.9,-54.5,-106.7,False,False
Bangladesh,5500,5712.7,5620.1,5509.1,212.7,120.1,9.1,True,True
Belarus,885,900.4,889.1,877.2,15.4,4.1,-7.8,True,True
Belgium,10175,9994.4,10021.1,9982.0,-180.6,-153.9,-193.0,True,False
Bolivia,8292,14850.0,8579.8,9608.7,6558.0,287.8,1316.7,True,True
Brazil,150198,150814.3,149611.6,152363.6,616.3,-586.4,2165.6,True,False
Bulgaria,891,889.7,892.1,1055.3,-1.3,1.1,164.3,True,False
Canada,9661,9320.3,9365.6,9423.3,-340.7,-295.4,-237.7,True,True
Chile,13272,13326.0,13403.9,13301.3,54.0,131.9,29.3,False,True
China,4739,4749.4,4761.7,4791.8,10.4,22.7,52.8,False,False
Colombia,27660,28756.0,27751.7,33854.0,1096.0,91.7,6194.0,True,False
Croatia,317,324.3,307.8,272.4,7.3,-9.2,-44.6,False,False
Cuba,123,135.0,130.6,134.7,12.0,7.6,11.7,True,True
Cyprus,25,25.9,25.1,22.6,0.9,0.1,-2.4,True,False
Czechia,948,533.1,523.3,472.8,-414.9,-424.7,-475.2,False,False
Denmark,667,646.4,649.4,653.6,-20.6,-17.6,-13.4,True,True
Dominican Republic,2167,2442.4,2417.5,3156.5,275.4,250.5,989.5,True,False
Ecuador,12188,27022.0,11529.7,19111.6,14834.0,-658.3,6923.6,True,True
Egypt,6040,6103.1,6108.9,6179.6,63.1,68.9,139.6,False,False
Estonia,68,64.0,66.5,65.7,-4.0,-1.5,-2.3,True,True
Finland,346,340.9,344.6,336.8,-5.1,-1.4,-9.2,True,False
France,32601,31570.3,31882.4,33153.8,-1030.7,-718.6,552.8,True,True
Germany,9620,9446.6,9504.2,9511.3,-173.4,-115.8,-108.7,True,True
Greece,436,386.0,389.7,426.5,-50.0,-46.3,-9.5,True,True
Honduras,2504,2356.7,2448.5,3037.7,-147.3,-55.5,533.7,True,False
Hungary,933,687.1,683.0,704.4,-245.9,-250.0,-228.6,False,True
Iceland,10,10.0,10.7,10.7,0.0,0.7,0.7,False,False
India,108334,105370.0,109479.4,116912.8,-2964.0,1145.4,8578.8,True,False
Indonesia,11765,11415.3,11160.8,12561.0,-349.7,-604.2,796.0,False,False
Iran,28293,26489.6,25953.0,25602.7,-1803.4,-2340.0,-2690.3,False,False
Ireland,1824,1811.0,1804.4,1794.8,-13.0,-19.6,-29.2,False,False
Israel,1941,1504.7,1527.0,1789.8,-436.3,-414.0,-151.2,True,True
Italy,36140,35876.1,36119.1,36012.4,-263.9,-20.9,-127.6,True,True
Japan,1626,1764.3,1702.8,1907.9,138.3,76.8,281.9,True,False
Kuwait,655,621.7,624.1,595.8,-33.3,-30.9,-59.2,True,False
Latvia,40,35.0,37.6,37.3,-5.0,-2.4,-2.7,True,True
Lithuania,103,90.9,91.6,85.6,-12.1,-11.4,-17.4,True,False
Luxembourg,131,124.0,131.5,124.6,-7.0,0.5,-6.4,True,True
Malaysia,155,128.0,133.1,135.9,-27.0,-21.9,-19.1,True,True
Malta,41,18.9,21.6,20.8,-22.1,-19.4,-20.2,True,True
