,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1795,1980.1,2056.0,2581.3,185.1,261.0,786.3,False,False
Argentina,23581,10636.7,11016.4,22200.2,-12944.3,-12564.6,-1380.8,True,True
Australia,898,671.3,712.8,1146.3,-226.7,-185.2,248.3,True,False
Austria,852,777.1,804.7,717.9,-74.9,-47.3,-134.1,True,False
Bangladesh,5500,5381.7,4981.6,7101.8,-118.3,-518.4,1601.8,False,False
Belarus,885,892.3,783.2,791.0,7.3,-101.8,-94.0,False,False
Belgium,10175,10081.6,10022.4,10015.2,-93.4,-152.6,-159.8,False,False
Bolivia,8292,8771.6,7459.2,7902.4,479.6,-832.8,-389.6,False,True
Brazil,150198,164089.7,157683.0,167820.8,13891.7,7485.0,17622.8,True,False
Bulgaria,891,861.1,907.0,778.1,-29.9,16.0,-112.9,True,False
Canada,9661,9542.0,9301.6,9416.0,-119.0,-359.4,-245.0,False,False
Chile,13272,14497.1,12707.2,13058.9,1225.1,-564.8,-213.1,True,True
Colombia,27660,34119.9,30818.1,31610.2,6459.9,3158.1,3950.2,True,True
Croatia,317,277.1,357.6,143.2,-39.9,40.6,-173.8,False,False
Cuba,123,87.0,106.9,87.9,-36.0,-16.1,-35.1,True,True
Cyprus,25,19.0,24.6,19.3,-6.0,-0.4,-5.7,True,True
Czechia,948,512.1,579.9,423.2,-435.9,-368.1,-524.8,True,False
Denmark,667,634.7,680.7,643.8,-32.3,13.7,-23.2,True,True
Dominican Republic,2167,2311.6,2210.6,2138.5,144.6,43.6,-28.5,True,True
Ecuador,12188,7914.4,7248.3,21753.7,-4273.6,-4939.7,9565.7,False,False
Egypt,6040,7418.0,6482.5,7465.8,1378.0,442.5,1425.8,True,False
Estonia,68,3.9,71.1,69.6,-64.1,3.1,1.6,True,True
Finland,346,329.0,356.7,329.3,-17.0,10.7,-16.7,True,True
France,32601,30987.6,31027.5,32422.1,-1613.4,-1573.5,-178.9,True,True
Germany,9620,9449.7,9733.4,9464.5,-170.3,113.4,-155.5,True,True
Greece,436,267.1,283.7,206.4,-168.9,-152.3,-229.6,True,False
Honduras,2504,3949.7,3672.9,5669.8,1445.7,1168.9,3165.8,True,False
Hungary,933,606.9,654.4,639.8,-326.1,-278.6,-293.2,True,True
Iceland,10,10.0,12.5,10.5,0.0,2.5,0.5,False,False
Indonesia,11765,9721.0,11527.6,21710.0,-2044.0,-237.4,9945.0,True,False
Iran,28293,31877.1,27506.3,39978.3,3584.1,-786.7,11685.3,True,False
Ireland,1824,1753.1,1812.8,1980.1,-70.9,-11.2,156.1,True,False
Israel,1941,1186.6,1294.3,2644.0,-754.4,-646.7,703.0,True,True
Italy,36140,35617.3,35567.3,37204.3,-522.7,-572.7,1064.3,False,False
Japan,1626,1160.9,1462.5,983.2,-465.1,-163.5,-642.8,True,False
Kuwait,655,693.6,767.0,755.2,38.6,112.0,100.2,False,False
Latvia,40,41.9,39.2,31.9,1.9,-0.8,-8.1,True,False
Lithuania,103,80.0,93.1,81.0,-23.0,-9.9,-22.0,True,True
Luxembourg,131,166.3,188.9,114.6,35.3,57.9,-16.4,False,True
Malaysia,155,134.9,146.6,124.4,-20.1,-8.4,-30.6,True,False
Malta,41,9.0,11.7,9.3,-32.0,-29.3,-31.7,True,True
Mexico,83642,87825.1,82005.6,84938.1,4183.1,-1636.4,1296.1,True,True
Moldova,1458,1343.0,1282.3,1259.7,-115.0,-175.7,-198.3,False,False
Morocco,2572,1062.1,1753.1,3274.4,-1509.9,-818.9,702.4,True,True
Netherlands,6624,6080.3,6312.2,6412.3,-543.7,-311.8,-211.7,True,True
Nigeria,1115,1183.7,1256.1,1385.3,68.7,141.1,270.3,False,False
Norway,275,255.0,280.0,255.8,-20.0,5.0,-19.2,True,True
Pakistan,6570,7494.0,7064.2,7675.5,924.0,494.2,1105.5,True,False
Panama,2482,3215.7,3214.8,3412.6,733.7,732.8,930.6,True,False
Peru,33223,37071.0,31046.2,39489.3,3848.0,-2176.8,6266.3,True,False
Philippines,6238,3310.9,4389.5,2082.2,-2927.1,-1848.5,-4155.8,True,False
Poland,2972,2322.4,2530.6,1988.0,-649.6,-441.4,-984.0,True,False
Portugal,2067,1945.0,2015.4,1908.0,-122.0,-51.6,-159.0,True,False
Romania,5358,4640.7,4846.3,4327.9,-717.3,-511.7,-1030.1,True,False
Russia,22331,22531.9,20722.6,22432.1,200.9,-1608.4,101.1,False,True
Saudi Arabia,5018,4730.7,4438.1,4356.7,-287.3,-579.9,-661.3,False,False
Serbia,762,1142.0,1155.2,1101.2,380.0,393.2,339.2,False,True
Slovakia,61,38.9,36.8,28.2,-22.1,-24.2,-32.8,False,False
Slovenia,167,159.4,150.8,138.6,-7.6,-16.2,-28.4,False,False
South Africa,17673,24107.9,21309.0,30245.6,6434.9,3636.0,12572.6,True,False
South Korea,432,320.7,350.0,315.4,-111.3,-82.0,-116.6,True,False
Spain,32929,28573.1,30092.4,30530.6,-4355.9,-2836.6,-2398.4,True,True
Sweden,5894,6196.4,6065.8,6204.7,302.4,171.8,310.7,True,False
Switzerland,2088,2020.4,2037.0,2057.1,-67.6,-51.0,-30.9,True,True
Turkey,8778,6861.6,6795.3,7049.5,-1916.4,-1982.7,-1728.5,False,True
Ukraine,5010,2971.3,2969.5,2596.3,-2038.7,-2040.5,-2413.7,False,False
United Arab Emirates,443,420.0,425.4,375.3,-23.0,-17.6,-67.7,True,False
United Kingdom,42850,50711.9,49811.9,51012.4,7861.9,6961.9,8162.4,True,False
