,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1795,1769.6,2291.0,6546.8,-25.4,496.0,4751.8,False,False
Argentina,23581,6190.7,7252.0,18687.2,-17390.3,-16329.0,-4893.8,True,True
Australia,898,133.7,248.0,106.5,-764.3,-650.0,-791.5,True,False
Austria,852,733.7,806.0,2147.6,-118.3,-46.0,1295.6,True,False
Bangladesh,5500,6209.1,5902.0,7761.1,709.1,402.0,2261.1,True,False
Belarus,885,991.1,977.0,609.7,106.1,92.0,-275.3,True,False
Belgium,10175,9923.4,9960.0,10429.8,-251.6,-215.0,254.8,True,False
Bolivia,8292,6602.7,6394.0,7851.1,-1689.3,-1898.0,-440.9,False,True
Brazil,150198,165095.7,138898.0,174371.1,14897.7,-11300.0,24173.1,True,False
Bulgaria,891,550.9,733.0,618.7,-340.1,-158.0,-272.3,True,True
Canada,9661,9986.1,9728.0,10188.6,325.1,67.0,527.6,True,False
Chile,13272,15606.1,10368.0,16325.1,2334.1,-2904.0,3053.1,False,False
Colombia,27660,21471.7,20003.0,31737.8,-6188.3,-7657.0,4077.8,False,True
Croatia,317,196.1,225.0,122.4,-120.9,-92.0,-194.6,True,False
Cuba,123,99.9,103.0,87.2,-23.1,-20.0,-35.8,True,False
Cyprus,25,19.0,28.0,17.6,-6.0,3.0,-7.4,True,False
Czechia,948,403.4,449.0,454.6,-544.6,-499.0,-493.4,True,True
Denmark,667,647.6,650.0,713.1,-19.4,-17.0,46.1,True,False
Dominican Republic,2167,2221.3,3628.0,4131.4,54.3,1461.0,1964.4,False,False
Ecuador,12188,8467.0,7980.0,21387.6,-3721.0,-4208.0,9199.6,False,False
Egypt,6040,10479.4,9227.0,27963.1,4439.4,3187.0,21923.1,True,False
Estonia,68,69.0,84.0,71.4,1.0,16.0,3.4,False,False
Finland,346,329.0,366.0,322.8,-17.0,20.0,-23.2,False,False
France,32601,31434.1,30670.0,33091.1,-1166.9,-1931.0,490.1,False,True
Germany,9620,9688.1,9453.0,10826.9,68.1,-167.0,1206.9,False,False
Greece,436,205.9,220.0,197.2,-230.1,-216.0,-238.8,True,False
Honduras,2504,2509.7,3527.0,6093.9,5.7,1023.0,3589.9,False,False
Hungary,933,672.1,707.0,660.2,-260.9,-226.0,-272.8,True,False
Iceland,10,10.0,13.0,11.9,0.0,3.0,1.9,False,False
Indonesia,11765,9198.9,12027.0,22690.0,-2566.1,262.0,10925.0,True,False
Iran,28293,29003.3,27613.0,51153.0,710.3,-680.0,22860.0,True,False
Ireland,1824,1810.3,1825.0,2071.0,-13.7,1.0,247.0,True,False
Israel,1941,760.6,1396.0,1442.4,-1180.4,-545.0,-498.6,True,True
Italy,36140,36149.7,35665.0,37898.1,9.7,-475.0,1758.1,False,False
Japan,1626,1060.1,1414.0,997.4,-565.9,-212.0,-628.6,True,False
Kuwait,655,672.9,642.0,1186.0,17.9,-13.0,531.0,True,False
Latvia,40,30.0,37.0,29.9,-10.0,-3.0,-10.1,True,False
Lithuania,103,79.0,106.0,82.7,-24.0,3.0,-20.3,True,True
Luxembourg,131,123.9,138.0,155.3,-7.1,7.0,24.3,True,False
Malaysia,155,134.9,153.0,123.1,-20.1,-2.0,-31.9,True,False
Malta,41,9.0,12.0,7.8,-32.0,-29.0,-33.2,True,False
Mexico,83642,91153.1,80227.0,94277.8,7511.1,-3415.0,10635.8,True,False
Moldova,1458,1374.9,1207.0,1252.7,-83.1,-251.0,-205.3,False,False
Netherlands,6624,6284.6,6293.0,6535.2,-339.4,-331.0,-88.8,True,True
Nigeria,1115,1961.4,2119.0,2368.9,846.4,1004.0,1253.9,False,False
Norway,275,264.9,271.0,255.8,-10.1,-4.0,-19.2,True,False
Panama,2482,2991.9,3099.0,3121.7,509.9,617.0,639.7,False,False
Peru,33223,28340.0,22687.0,38617.9,-4883.0,-10536.0,5394.9,False,False
Philippines,6238,4581.1,3258.0,7839.0,-1656.9,-2980.0,1601.0,False,True
Poland,2972,2265.3,2356.0,2490.5,-706.7,-616.0,-481.5,True,True
Portugal,2067,2251.4,2206.0,2075.0,184.4,139.0,8.0,True,True
Romania,5358,3606.9,3711.0,9266.0,-1751.1,-1647.0,3908.0,True,False
Russia,22331,26399.4,21763.0,16176.0,4068.4,-568.0,-6155.0,True,False
Serbia,762,1447.3,3020.0,4585.3,685.3,2258.0,3823.3,False,False
Slovakia,61,28.0,37.0,29.2,-33.0,-24.0,-31.8,True,True
Slovenia,167,111.0,121.0,159.5,-56.0,-46.0,-7.5,True,True
South Korea,432,353.3,337.0,291.1,-78.7,-95.0,-140.9,False,False
Spain,32929,28634.4,28950.0,31348.8,-4294.6,-3979.0,-1580.2,True,True
Sweden,5894,6888.9,5967.0,6707.9,994.9,73.0,813.9,True,True
Switzerland,2088,2006.6,2055.0,2131.5,-81.4,-33.0,43.5,True,True
Turkey,8778,7137.3,6819.0,6778.2,-1640.7,-1959.0,-1999.8,False,False
Ukraine,5010,3135.7,2806.0,2299.4,-1874.3,-2204.0,-2710.6,False,False
United Arab Emirates,443,461.6,453.0,568.0,18.6,10.0,125.0,True,False
United Kingdom,42850,52605.4,48898.0,57192.6,9755.4,6048.0,14342.6,True,False
