,count,mean,median,std,min,25%,75%,max
CovidAnalytics-DELPHI,51,41313.9,1764.0,114148.4,0.0,82.0,9902.5,547600.0
YYG-ParamSearch,51,61360.4,1466.8,211892.9,0.3,105.2,9135.8,998472.2
IowaStateLW-STEM,49,76607.8,2209.0,367989.3,0.0,116.5,13226.0,2604996.0
COVIDhub-baseline,51,80788.1,1600.0,403309.9,0.0,144.0,7142.5,2869636.0
COVIDhub-ensemble,51,112224.4,1721.8,587602.2,0.0,105.9,8059.6,4159822.1
Baseline,51,143212.1,1285.7,750342.2,0.1,132.3,7152.5,5305125.1
LANL-GrowthRate,51,161922.0,1385.8,639939.8,0.1,40.7,20079.8,4340292.5
MOBS-GLEAM_COVID,48,172648.0,3147.2,493159.2,3.0,128.4,44668.5,2690240.1
CU-select,50,266678.8,2704.0,1283873.8,1.0,173.0,47492.5,8946081.0
IHME-CurveFit,49,375018.4,3387.1,1413810.6,0.6,201.6,26684.9,8124825.8
UMass-MechBayes,51,687136.0,2916.0,3770028.6,9.0,324.0,44842.5,26853124.0
UT-Mobility,51,1282583.7,1936.0,8298345.0,0.0,206.2,9707.8,59202032.7
