,total_deaths_2020-04-26,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CU-select,57885,78094.0,82146,23213.0,24261,-1048.0,-4.3%
Baseline,57885,80762.1,82146,25881.1,24261,1620.1,6.7%
YYG-ParamSearch,57885,77336.1,82146,22455.1,24261,-1805.9,-7.4%
COVIDhub-baseline,57885,81759.0,82146,26878.0,24261,2617.0,10.8%
COVIDhub-ensemble,57885,73704.4,82146,18823.4,24261,-5437.6,-22.4%
LANL-GrowthRate,57885,84836.5,82146,29955.5,24261,5694.5,23.5%
MOBS-GLEAM_COVID,57885,70155.5,82146,15274.5,24261,-8986.5,-37.0%
IHME-CurveFit,57885,67730.6,82146,12849.6,24261,-11411.4,-47.0%
UT-Mobility,57885,65902.6,82146,11021.6,24261,-13239.4,-54.6%
JHU_IDD-CovidSP,57885,95218.0,82146,40337.0,24261,16076.0,66.3%
CovidAnalytics-DELPHI,57885,,82146,,24261,,
IowaStateLW-STEM,57885,,82146,,24261,,
UMass-MechBayes,57885,,82146,,24261,,
