,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,193.4,70.2,313.6,3.7,10.5,236.0,1710.7
Baseline_0.98,51.0,225.2,70.9,601.1,0.3,19.1,202.9,4173.5
Baseline,51.0,255.1,46.7,933.6,0.3,17.2,170.3,6655.7
LANL-GrowthRate,51.0,320.0,63.7,1042.1,1.1,17.0,242.6,7359.2
IHME-CurveFit,51.0,337.2,94.6,586.8,1.8,14.4,289.9,2981.1
CU-select,51.0,350.1,118.0,648.8,0.0,33.5,310.0,3657.0
UT-Mobility,51.0,468.5,64.1,1387.4,0.6,18.4,396.6,9379.1
MOBS_NEU-GLEAM_COVID,51.0,472.6,119.7,911.9,2.9,37.3,343.9,4457.0
