,total_deaths_2020-10-11,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,215081,237986.9,238858,23218.9,23777,-558.1,-2.3%
DDS-NBDS,215081,237899.3,238858,23131.3,23777,-645.7,-2.7%
UCSD_NEU-DeepGLEAM,215081,237660.7,238858,22892.7,23777,-884.3,-3.7%
UMich-RidgeTfReg,215081,237429.2,238858,22661.2,23777,-1115.8,-4.7%
OliverWyman-Navigator,215081,237276.4,238858,22508.4,23777,-1268.6,-5.3%
Karlen-pypm,215081,237220.0,238858,22452.0,23777,-1325.0,-5.6%
MOBS-GLEAM_COVID,215081,236951.7,238858,22183.7,23777,-1593.3,-6.7%
IBF-TimeSeries,215081,240344.0,238858,25576.0,23777,1799.0,7.6%
USC-SI_kJalpha,215081,236499.0,238858,21731.0,23777,-2046.0,-8.6%
UA-EpiCovDA,215081,236382.0,238858,21614.0,23777,-2163.0,-9.1%
JCB-PRM,215081,236375.1,238858,21607.1,23777,-2169.9,-9.1%
MSRA-DeepST,215081,236225.4,238858,21457.4,23777,-2319.6,-9.8%
CU-select,215081,236203.0,238858,21435.0,23777,-2342.0,-9.8%
UMass-MechBayes,215081,236120.0,238858,21352.0,23777,-2425.0,-10.2%
QJHong-Encounter,215081,236049.3,238858,21281.3,23777,-2495.7,-10.5%
GT-DeepCOVID,215081,235762.5,238858,20994.5,23777,-2782.5,-11.7%
LNQ-ens1,215081,235684.1,238858,20916.1,23777,-2860.9,-12.0%
UCM_MESALab-FoGSEIR,215081,241675.0,238858,26907.0,23777,3130.0,13.2%
COVIDhub-ensemble,215081,234633.0,238858,19865.0,23777,-3912.0,-16.5%
JHUAPL-Bucky,215081,234561.6,238858,19793.6,23777,-3983.4,-16.8%
epiforecasts-ensemble1,215081,234534.0,238858,19766.0,23777,-4011.0,-16.9%
COVIDhub-baseline,215081,234302.7,238858,19534.7,23777,-4242.3,-17.8%
CEID-Walk,215081,234283.9,238858,19515.9,23777,-4261.1,-17.9%
Baseline,215081,234235.0,238858,19467.0,23777,-4310.0,-18.1%
SteveMcConnell-CovidComplete,215081,234081.0,238858,19313.0,23777,-4464.0,-18.8%
IowaStateLW-STEM,215081,233544.0,238858,18776.0,23777,-5001.0,-21.0%
UT-Mobility,215081,233276.5,238858,18508.5,23777,-5268.5,-22.2%
Covid19Sim-Simulator,215081,233174.3,238858,18406.3,23777,-5370.7,-22.6%
UCLA-SuEIR,215081,233006.2,238858,18238.2,23777,-5538.8,-23.3%
STH-3PU,215081,232740.0,238858,17972.0,23777,-5805.0,-24.4%
JHU_IDD-CovidSP,215081,232359.6,238858,17591.6,23777,-6185.4,-26.0%
RPI_UW-Mob_Collision,215081,231970.6,238858,17202.6,23777,-6574.4,-27.7%
BPagano-RtDriven,215081,231677.4,238858,16909.4,23777,-6867.6,-28.9%
MIT_CritData-GBCF,215081,231327.0,238858,16559.0,23777,-7218.0,-30.4%
USACE-ERDC_SEIR,215081,246860.9,238858,32092.9,23777,8315.9,35.0%
CovidAnalytics-DELPHI,215081,229983.0,238858,15215.0,23777,-8562.0,-36.0%
NotreDame-mobility,215081,229550.0,238858,14782.0,23777,-8995.0,-37.8%
WalmartLabsML-LogForecasting,215081,228599.0,238858,13831.0,23777,-9946.0,-41.8%
TTU-squider,215081,248516.7,238858,33748.7,23777,9971.7,41.9%
PSI-DRAFT,215081,228514.5,238858,13746.5,23777,-10030.5,-42.2%
LANL-GrowthRate,215081,227649.4,238858,12881.4,23777,-10895.6,-45.8%
RobertWalraven-ESG,215081,224464.9,238858,9696.9,23777,-14080.1,-59.2%
CMU-TimeSeries,215081,,238858,,23777,,
Google_Harvard-CPF,215081,,238858,,23777,,
NotreDame-FRED,215081,,238858,,23777,,
