,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Alabama,3082,3761.0,5059.0,4049.2,2969.0,,3171.1,679.0,1977.0,967.2,-113.0,,89.1,False,False,True,,True
Alaska,84,79.4,201.7,21.9,,,84.8,-4.6,117.7,-62.1,,,0.8,False,False,,,True
Arizona,6147,10139.3,5757.7,8059.5,8565.0,,5842.8,3992.3,-389.3,1912.5,2418.0,,-304.2,True,True,True,,True
Arkansas,2068,1337.0,1398.9,964.0,1286.0,,946.6,-731.0,-669.1,-1104.0,-782.0,,-1121.4,True,False,False,,False
California,17961,22532.6,19925.8,17076.3,18348.0,,18614.4,4571.6,1964.8,-884.7,387.0,,653.4,True,True,True,,True
Colorado,2389,2536.9,2745.2,2792.4,2162.0,,2253.2,147.9,356.2,403.4,-227.0,,-135.8,False,False,False,,True
Connecticut,4671,4695.3,4614.1,4869.7,4522.0,,4623.1,24.3,-56.9,198.7,-149.0,,-47.9,False,False,False,,False
Delaware,752,668.1,697.1,727.3,637.0,,655.8,-68.9,-39.9,-9.7,-100.0,,-81.2,True,True,False,,False
District of Columbia,654,625.6,691.5,649.3,614.0,,646.7,-26.4,39.5,-2.7,-38.0,,-5.3,False,True,False,,True
Florida,17100,24128.3,18981.1,16550.5,17612.0,,17769.1,7028.3,1881.1,-549.5,512.0,,669.1,True,True,True,,True
Georgia,8647,8579.1,7811.0,10537.4,5847.0,,6175.3,-67.9,-836.0,1890.4,-2800.0,,-2471.7,False,False,False,,False
Hawaii,220,26.0,173.2,34.3,,,39.0,-194.0,-46.8,-185.7,,,-181.0,True,True,,,True
Idaho,683,903.7,962.8,369.8,428.0,,619.9,220.7,279.8,-313.2,-255.0,,-63.1,False,False,False,,True
Illinois,10488,9432.3,10257.5,8312.0,8583.0,,9209.4,-1055.7,-230.5,-2176.0,-1905.0,,-1278.6,True,False,False,,False
Indiana,4828,3972.7,4176.9,4022.5,3331.0,,3625.2,-922.3,-718.1,-872.5,-1564.0,,-1269.8,True,True,False,,False
Iowa,1842,1557.0,1542.9,1793.6,1008.0,,1228.8,-285.0,-299.1,-48.4,-834.0,,-613.2,False,True,False,,False
Kansas,1166,776.7,1047.7,606.5,677.0,,596.8,-389.3,-118.3,-559.5,-489.0,,-569.2,True,False,False,,False
Kentucky,1561,1324.0,1818.0,1132.9,1052.0,,1243.1,-237.0,257.0,-428.1,-509.0,,-317.9,False,False,False,,False
Louisiana,6016,7388.1,6188.7,6605.3,6230.0,,5608.6,1372.1,172.7,589.3,214.0,,-407.4,True,True,True,,True
Maine,151,178.4,143.1,144.2,202.0,,161.5,27.4,-7.9,-6.8,51.0,,10.5,True,True,False,,True
Maryland,4201,4554.3,4974.3,4060.2,3835.0,,4416.4,353.3,773.3,-140.8,-366.0,,215.4,False,True,False,,True
Massachusetts,10129,10148.4,9223.2,9709.7,9010.0,,9700.9,19.4,-905.8,-419.3,-1119.0,,-428.1,False,False,False,,False
Michigan,7945,7246.9,7388.2,6930.2,7253.0,,7193.7,-698.1,-556.8,-1014.8,-692.0,,-751.3,True,False,True,,False
Minnesota,2679,2208.3,2820.3,2028.5,1867.0,,2081.0,-470.7,141.3,-650.5,-812.0,,-598.0,True,False,False,,False
Mississippi,3433,4613.0,3544.1,3527.5,2823.0,,3700.8,1180.0,111.1,94.5,-610.0,,267.8,True,True,True,,True
Missouri,3182,2204.4,5348.7,2370.5,1724.0,,2980.3,-963.6,2180.7,-797.5,-1444.0,,-187.7,False,True,False,,True
Montana,445,268.9,362.0,180.2,239.0,,131.8,-176.1,-83.0,-264.8,-206.0,,-313.2,True,False,False,,False
Nebraska,703,553.7,876.1,872.0,438.0,,471.8,-149.3,173.1,169.0,-265.0,,-231.2,False,False,False,,False
Nevada,1850,2190.0,2240.4,2845.1,1922.0,,1508.6,340.0,390.4,995.1,72.0,,-341.4,False,False,True,,False
New Hampshire,489,527.9,461.4,482.1,443.0,,498.0,38.9,-27.6,-6.9,-46.0,,9.0,True,True,False,,True
New Jersey,16425,16515.0,16095.4,17116.0,16231.0,,16309.8,90.0,-329.6,691.0,-194.0,,-115.2,False,False,False,,False
New Mexico,1104,1208.3,1012.5,904.7,1193.0,,1024.8,104.3,-91.5,-199.3,89.0,,-79.2,True,False,True,,True
New York,33884,33818.6,33188.6,34637.5,33156.0,,33052.7,-78.4,-708.4,740.5,-741.0,,-844.3,False,False,False,,False
North Carolina,4605,4283.3,4082.0,3974.5,3672.0,,3259.4,-321.7,-523.0,-630.5,-933.0,,-1345.6,False,False,False,,False
North Dakota,628,188.1,368.2,189.0,145.0,,186.6,-439.9,-259.8,-439.0,-483.0,,-441.4,True,True,False,,False
Ohio,5653,6605.3,4973.6,5875.0,4728.0,,5406.3,630.3,-1001.4,-100.0,-1247.0,,-568.7,False,True,False,,True
Oklahoma,1429,1298.3,1874.6,1611.1,1419.0,,927.0,-130.7,445.6,182.1,-10.0,,-502.0,False,False,True,,False
Oregon,729,838.7,764.9,663.6,534.0,,635.0,109.7,35.9,-65.4,-195.0,,-94.0,True,True,False,,True
Pennsylvania,9001,8553.3,8513.1,8431.2,7862.0,,8081.1,-447.7,-487.9,-569.8,-1139.0,,-919.9,False,False,False,,False
Rhode Island,1241,1076.3,1185.2,1053.7,1125.0,,1078.7,-142.7,-33.8,-165.3,-94.0,,-140.3,True,False,True,,True
South Carolina,4015,5740.1,3195.0,3251.0,3372.0,,2921.3,1725.1,-820.0,-764.0,-643.0,,-1093.7,True,True,True,,True
South Dakota,523,301.3,247.7,207.9,254.0,,343.2,-221.7,-275.3,-315.1,-269.0,,-179.8,False,False,False,,True
Tennessee,3590,2541.9,3837.6,2231.7,2444.0,,1802.5,-1048.1,247.6,-1358.3,-1146.0,,-1787.5,True,False,False,,False
Texas,19489,31848.6,16133.2,25372.2,28162.0,17536.0,22775.8,13413.6,-2301.8,6937.2,9727.0,-899.0,4340.8,True,True,True,True,True
Utah,658,823.7,892.1,552.3,638.0,,638.0,165.7,234.1,-105.7,-20.0,,-20.0,False,True,True,,True
Vermont,59,70.9,60.0,56.6,58.0,,71.9,11.9,1.0,-2.4,-1.0,,12.9,True,True,True,,False
Virginia,3704,4158.0,3915.4,2300.2,2523.0,,3920.4,454.0,211.4,-1403.8,-1181.0,,216.4,True,False,False,,True
Washington,2411,2912.4,2787.1,2255.8,2125.0,,2578.0,533.4,408.1,-123.2,-254.0,,199.0,True,True,True,,True
West Virginia,503,311.0,293.4,127.1,173.0,,259.1,-192.0,-209.6,-375.9,-330.0,,-243.9,False,False,False,,False
Wisconsin,2548,1724.0,2140.2,2137.0,1384.0,,1409.7,-784.0,-367.8,-371.0,-1124.0,,-1098.3,True,True,False,,False
Wyoming,114,39.9,93.1,33.4,41.0,,36.9,-74.1,-20.9,-80.6,-73.0,,-77.1,True,False,True,,False
US,238858,264677.9,235563.9,235306.0,223439.0,331720.0,227884.4,26596.9,-2517.1,-2775.0,-14642.0,93639.0,-10196.6,True,True,True,False,True
