,total_deaths_2020-11-01,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Covid19Sim-Simulator,232127,237712.1,238858,6717.1,6731,-13.9,-0.2%
Karlen-pypm,232127,237479.2,238858,6484.2,6731,-246.8,-3.7%
CU-select,232127,237430.0,238858,6435.0,6731,-296.0,-4.4%
SteveMcConnell-CovidComplete,232127,237320.0,238858,6325.0,6731,-406.0,-6.0%
BPagano-RtDriven,232127,237285.3,238858,6290.3,6731,-440.7,-6.5%
LNQ-ens1,232127,237172.4,238858,6177.4,6731,-553.6,-8.2%
RobertWalraven-ESG,232127,237044.7,238858,6049.7,6731,-681.3,-10.1%
USC-SI_kJalpha,232127,237039.5,238858,6044.5,6731,-686.5,-10.2%
UCM_MESALab-FoGSEIR,232127,237037.0,238858,6042.0,6731,-689.0,-10.2%
GT-DeepCOVID,232127,237020.4,238858,6025.4,6731,-705.6,-10.5%
JCB-PRM,232127,236939.3,238858,5944.3,6731,-786.7,-11.7%
OliverWyman-Navigator,232127,236899.5,238858,5904.5,6731,-826.5,-12.3%
UMass-MechBayes,232127,236824.0,238858,5829.0,6731,-902.0,-13.4%
QJHong-Encounter,232127,236775.2,238858,5780.2,6731,-950.8,-14.1%
Geneva-DetGrowth,232127,236766.6,238858,5771.6,6731,-959.4,-14.3%
LANL-GrowthRate,232127,236764.0,238858,5769.0,6731,-962.0,-14.3%
UA-EpiCovDA,232127,236730.0,238858,5735.0,6731,-996.0,-14.8%
TTU-squider,232127,236718.8,238858,5723.8,6731,-1007.2,-15.0%
epiforecasts-ensemble1,232127,236667.0,238858,5672.0,6731,-1059.0,-15.7%
Columbia_UNC-SurvCon,232127,236600.0,238858,5605.0,6731,-1126.0,-16.7%
UCSD_NEU-DeepGLEAM,232127,236559.8,238858,5564.8,6731,-1166.2,-17.3%
UMich-RidgeTfReg,232127,236544.1,238858,5549.1,6731,-1181.9,-17.6%
COVIDhub-ensemble,232127,236530.0,238858,5535.0,6731,-1196.0,-17.8%
USC-SI_kJalpha_RF,232127,236529.0,238858,5534.0,6731,-1197.0,-17.8%
MSRA-DeepST,232127,236442.2,238858,5447.2,6731,-1283.8,-19.1%
MOBS-GLEAM_COVID,232127,236400.1,238858,5405.1,6731,-1325.9,-19.7%
Caltech-CS156,232127,236341.7,238858,5346.7,6731,-1384.3,-20.6%
MIT_CritData-GBCF,232127,236332.0,238858,5337.0,6731,-1394.0,-20.7%
CEID-Walk,232127,236219.1,238858,5224.1,6731,-1506.9,-22.4%
COVIDhub-baseline,232127,236203.0,238858,5208.0,6731,-1523.0,-22.6%
PSI-DRAFT,232127,236163.0,238858,5168.0,6731,-1563.0,-23.2%
STH-3PU,232127,236141.0,238858,5146.0,6731,-1585.0,-23.5%
DDS-NBDS,232127,236122.9,238858,5127.9,6731,-1603.1,-23.8%
UCLA-SuEIR,232127,236117.0,238858,5122.0,6731,-1609.0,-23.9%
RPI_UW-Mob_Collision,232127,236107.1,238858,5112.1,6731,-1618.9,-24.1%
IQVIA_ACOE-STAN,232127,236079.0,238858,5084.0,6731,-1647.0,-24.5%
Baseline,232127,235933.9,238858,4938.9,6731,-1792.1,-26.6%
UT-Mobility,232127,235911.5,238858,4916.5,6731,-1814.5,-27.0%
IowaStateLW-STEM,232127,235702.0,238858,4707.0,6731,-2024.0,-30.1%
JHUAPL-Bucky,232127,235558.3,238858,4563.3,6731,-2167.7,-32.2%
CovidAnalytics-DELPHI,232127,235531.0,238858,4536.0,6731,-2195.0,-32.6%
NotreDame-mobility,232127,235300.8,238858,4305.8,6731,-2425.2,-36.0%
WalmartLabsML-LogForecasting,232127,234735.1,238858,3740.1,6731,-2990.9,-44.4%
JHU_IDD-CovidSP,232127,234376.8,238858,3381.8,6731,-3349.2,-49.8%
JHU_CSSE-DECOM,232127,233831.0,238858,2836.0,6731,-3895.0,-57.9%
IBF-TimeSeries,232127,241711.0,238858,10716.0,6731,3985.0,59.2%
CMU-TimeSeries,232127,,238858,,6731,,
Google_Harvard-CPF,232127,,238858,,6731,,
JHU_UNC_GAS-StatMechPool,232127,,238858,,6731,,
NotreDame-FRED,232127,,238858,,6731,,
UCSB-ACTS,232127,,238858,,6731,,
