,total_deaths_2020-09-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,199531,236798.1,238858,37289.1,39327,-2037.9,-5.2%
IHME-CurveFit,199531,236566.1,238858,37057.1,39327,-2269.9,-5.8%
IowaStateLW-STEM,199531,236298.0,238858,36789.0,39327,-2538.0,-6.5%
USC-SI_kJalpha,199531,233256.0,238858,33747.0,39327,-5580.0,-14.2%
IBF-TimeSeries,199531,245490.0,238858,45981.0,39327,6654.0,16.9%
STH-3PU,199531,230750.0,238858,31241.0,39327,-8086.0,-20.6%
QJHong-Encounter,199531,229468.8,238858,29959.8,39327,-9367.2,-23.8%
Columbia_UNC-SurvCon,199531,229200.0,238858,29691.0,39327,-9636.0,-24.5%
JCB-PRM,199531,229149.5,238858,29640.5,39327,-9686.5,-24.6%
USACE-ERDC_SEIR,199531,250440.3,238858,50931.3,39327,11604.3,29.5%
UCLA-SuEIR,199531,226755.5,238858,27246.5,39327,-12080.5,-30.7%
CovidAnalytics-DELPHI,199531,223185.0,238858,23676.0,39327,-15651.0,-39.8%
Covid19Sim-Simulator,199531,222566.8,238858,23057.8,39327,-16269.2,-41.4%
WalmartLabsML-LogForecasting,199531,221810.7,238858,22301.7,39327,-17025.3,-43.3%
LANL-GrowthRate,199531,218713.2,238858,19204.2,39327,-20122.8,-51.2%
RobertWalraven-ESG,199531,214237.2,238858,14728.2,39327,-24598.8,-62.5%
MITCovAlliance-SIR,199531,,238858,,39327,,
