,count,mean,median,std,min,25%,75%,max
IowaStateLW-STEM,49,243.1,127.0,303.0,2.0,55.0,343.5,1455.0
JCB-PRM,51,282.0,196.5,321.0,0.2,64.7,313.5,1601.5
Covid19Sim-Simulator,51,290.6,176.3,351.8,0.2,56.5,369.2,1796.8
Baseline,51,296.8,151.9,371.5,0.0,44.9,350.2,1500.6
UCLA-SuEIR,51,301.1,192.3,303.2,0.2,56.0,492.1,1065.9
USC-SI_kJalpha,51,367.3,242.0,399.9,1.0,78.0,452.5,1887.0
JHUAPL-Bucky,51,390.3,189.9,605.5,5.7,56.3,405.0,3437.4
USACE-ERDC_SEIR,51,481.9,221.7,639.3,3.2,92.5,685.1,3094.1
WalmartLabsML-LogForecasting,51,547.3,313.5,554.9,1.0,139.1,874.9,2346.2
RobertWalraven-ESG,51,588.9,401.2,645.1,1.0,192.3,853.4,3479.8
MITCovAlliance-SIR,51,592.2,281.5,1148.3,11.4,100.9,530.0,7693.8
Columbia_UNC-SurvCon,51,706.6,310.0,1088.9,0.0,95.5,911.5,6483.0
