,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,76.6,46.0,99.0,0.0,21.5,73.5,450.0
CU-select,51,89.8,47.0,116.8,0.0,16.0,124.0,604.0
Karlen-pypm,51,92.0,48.7,123.6,0.1,22.8,105.2,549.4
USC-SI_kJalpha,51,93.7,47.0,167.1,1.0,21.5,89.5,1038.0
MSRA-DeepST,47,96.4,42.8,124.9,3.7,21.0,111.6,497.5
OliverWyman-Navigator,51,97.1,51.1,190.6,1.0,24.4,87.6,1285.9
MIT_CritData-GBCF,51,102.7,50.0,135.5,0.0,18.0,121.0,523.0
Google_Harvard-CPF,51,102.8,65.0,124.5,0.3,18.4,101.2,487.1
LNQ-ens1,51,103.2,63.4,130.5,1.0,27.3,98.7,597.8
JHUAPL-Bucky,51,103.6,45.4,150.2,0.2,16.6,125.8,725.2
UCSD_NEU-DeepGLEAM,50,108.7,61.4,131.3,0.8,15.2,134.4,524.7
SteveMcConnell-CovidComplete,51,110.6,49.0,166.6,1.0,24.0,97.0,946.0
COVIDhub-ensemble,51,110.7,57.0,137.6,0.0,23.0,114.5,602.0
MOBS-GLEAM_COVID,50,112.1,55.7,131.2,0.3,24.8,138.4,546.3
DDS-NBDS,51,113.0,57.9,147.1,0.8,24.8,112.6,563.8
JHU_CSSE-DECOM,51,114.6,49.2,162.8,1.7,16.3,118.0,673.5
JCB-PRM,51,114.7,56.9,171.6,0.7,29.2,92.2,943.8
GT-DeepCOVID,48,115.1,62.7,136.2,0.6,29.6,123.4,570.4
UA-EpiCovDA,51,117.0,62.0,160.1,2.0,25.5,117.0,755.0
Baseline,51,123.0,64.1,146.7,0.0,32.8,135.6,647.7
Columbia_UNC-SurvCon,50,124.0,51.7,175.1,0.9,28.8,138.5,1006.8
CMU-TimeSeries,51,129.2,49.0,172.9,1.0,28.5,121.5,739.0
COVIDhub-baseline,51,130.8,72.0,180.0,0.9,29.5,138.5,1010.8
CEID-Walk,51,131.1,74.0,177.5,0.5,30.4,131.8,976.4
RobertWalraven-ESG,51,131.1,71.0,158.5,1.0,36.5,140.3,706.6
UMich-RidgeTfReg,50,131.7,73.9,161.3,0.4,29.7,136.9,742.8
IowaStateLW-STEM,49,135.0,91.0,138.2,1.0,37.5,158.0,550.0
BPagano-RtDriven,51,138.1,72.0,223.5,0.9,41.2,116.7,1435.2
JHU_IDD-CovidSP,51,138.4,85.7,151.2,0.2,29.4,182.4,616.4
UT-Mobility,51,139.0,70.5,207.8,0.0,31.5,134.0,1228.0
epiforecasts-ensemble1,46,139.8,84.0,201.3,1.8,26.5,128.9,965.0
IHME-CurveFit,51,140.9,65.7,191.4,0.6,22.0,173.4,947.1
MITCovAlliance-SIR,51,141.9,86.8,166.7,2.4,32.3,164.5,790.4
Covid19Sim-Simulator,51,142.9,82.7,161.4,0.7,38.0,178.2,660.8
NotreDame-mobility,51,152.1,85.7,173.5,0.5,44.1,173.1,601.2
LANL-GrowthRate,51,152.5,96.6,156.6,0.9,43.2,189.4,669.9
UCLA-SuEIR,51,158.6,109.2,158.4,0.8,44.7,186.8,593.3
PSI-DRAFT,51,176.5,121.0,195.5,0.0,51.5,216.0,840.0
CovidAnalytics-DELPHI,51,182.2,116.0,184.7,1.0,71.5,198.0,693.0
WalmartLabsML-LogForecasting,51,204.1,137.1,226.9,1.0,47.1,249.9,932.8
TTU-squider,51,435.4,230.6,717.1,1.0,52.7,469.4,4312.3
