,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3082,3919.3,4199.4,2535.0,3054.0,,837.3,1117.4,-547.0,-28.0,,False,True,True,
Alaska,84,33.9,246.8,22.7,,,-50.1,162.8,-61.3,,,False,False,,
Arizona,6147,11070.1,8557.5,5303.0,7650.0,,4923.1,2410.5,-844.0,1503.0,,True,True,True,
Arkansas,2068,927.9,1422.7,626.2,902.0,,-1140.1,-645.3,-1441.8,-1166.0,,True,False,False,
California,17961,18244.1,24046.6,22069.7,16408.0,,283.1,6085.6,4108.7,-1553.0,,False,False,False,
Colorado,2389,2180.1,2977.4,2047.4,1998.0,,-208.9,588.4,-341.6,-391.0,,False,False,False,
Connecticut,4671,5157.1,4498.3,4460.2,4529.0,,486.1,-172.7,-210.8,-142.0,,True,True,True,
Delaware,716,618.1,711.2,554.2,576.0,,-97.9,-4.8,-161.8,-140.0,,True,False,False,
District of Columbia,654,736.6,642.5,686.2,642.0,,82.6,-11.5,32.2,-12.0,,True,True,True,
Florida,17100,16716.3,27704.2,20502.7,16876.0,,-383.7,10604.2,3402.7,-224.0,,False,False,True,
Georgia,8647,5885.6,11501.5,4831.6,4414.0,,-2761.4,2854.5,-3815.4,-4233.0,,False,False,False,
Hawaii,220,103.3,86.9,20.7,,,-116.7,-133.1,-199.3,,,False,False,,
Idaho,683,388.6,2090.7,631.6,361.0,,-294.4,1407.7,-51.4,-322.0,,False,True,False,
Illinois,10488,9073.7,9201.0,8396.5,8290.0,,-1414.3,-1287.0,-2091.5,-2198.0,,True,False,False,
Indiana,4592,3805.1,4413.6,3705.3,3074.0,,-786.9,-178.4,-886.7,-1518.0,,True,False,False,
Iowa,1842,1443.1,2253.3,1257.8,950.0,,-398.9,411.3,-584.2,-892.0,,False,False,False,
Kansas,1166,499.3,1540.7,415.4,457.0,,-666.7,374.7,-750.6,-709.0,,True,False,False,
Kentucky,1561,1383.6,1583.9,1275.1,850.0,,-177.4,22.9,-285.9,-711.0,,True,False,False,
Louisiana,6016,5556.9,7112.0,5276.5,5522.0,,-459.1,1096.0,-739.5,-494.0,,False,False,False,
Maine,151,164.6,126.1,171.0,135.0,,13.6,-24.9,20.0,-16.0,,False,False,False,
Maryland,4201,4296.7,4052.9,4336.6,3770.0,,95.7,-148.1,135.6,-431.0,,False,False,False,
Massachusetts,10129,10111.9,8675.4,10251.0,8791.0,,-17.1,-1453.6,122.0,-1338.0,,False,False,False,
Michigan,7945,7190.6,7602.6,8162.6,7349.0,,-754.4,-342.4,217.6,-596.0,,True,True,True,
