,total_deaths_2020-10-18,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,220303,238287.2,238858,18613.2,18555,58.2,0.3%
BPagano-RtDriven,220303,238538.5,238858,18864.5,18555,309.5,1.7%
Karlen-pypm,220303,237072.2,238858,17398.2,18555,-1156.8,-6.2%
OliverWyman-Navigator,220303,236973.1,238858,17299.1,18555,-1255.9,-6.8%
CU-select,220303,236885.0,238858,17211.0,18555,-1344.0,-7.2%
USC-SI_kJalpha,220303,236857.0,238858,17183.0,18555,-1372.0,-7.4%
UMass-MechBayes,220303,236707.0,238858,17033.0,18555,-1522.0,-8.2%
IBF-TimeSeries,220303,239810.0,238858,20136.0,18555,1581.0,8.5%
GT-DeepCOVID,220303,236046.0,238858,16372.0,18555,-2183.0,-11.8%
UMich-RidgeTfReg,220303,235961.7,238858,16287.7,18555,-2267.3,-12.2%
UCM_MESALab-FoGSEIR,220303,240611.0,238858,20937.0,18555,2382.0,12.8%
JHUAPL-Bucky,220303,235768.7,238858,16094.7,18555,-2460.3,-13.3%
SteveMcConnell-CovidComplete,220303,235757.0,238858,16083.0,18555,-2472.0,-13.3%
QJHong-Encounter,220303,235718.9,238858,16044.9,18555,-2510.1,-13.5%
UA-EpiCovDA,220303,235648.0,238858,15974.0,18555,-2581.0,-13.9%
LNQ-ens1,220303,235588.5,238858,15914.5,18555,-2640.5,-14.2%
JCB-PRM,220303,235480.6,238858,15806.6,18555,-2748.4,-14.8%
UCSD_NEU-DeepGLEAM,220303,235298.0,238858,15624.0,18555,-2931.0,-15.8%
MOBS-GLEAM_COVID,220303,234779.1,238858,15105.1,18555,-3449.9,-18.6%
COVIDhub-ensemble,220303,234734.0,238858,15060.0,18555,-3495.0,-18.8%
UT-Mobility,220303,234583.5,238858,14909.5,18555,-3645.5,-19.6%
MSRA-DeepST,220303,234556.9,238858,14882.9,18555,-3672.1,-19.8%
MIT_CritData-GBCF,220303,234510.0,238858,14836.0,18555,-3719.0,-20.0%
DDS-NBDS,220303,234314.5,238858,14640.5,18555,-3914.5,-21.1%
epiforecasts-ensemble1,220303,234299.0,238858,14625.0,18555,-3930.0,-21.2%
COVIDhub-baseline,220303,234035.8,238858,14361.8,18555,-4193.2,-22.6%
CEID-Walk,220303,234020.4,238858,14346.4,18555,-4208.6,-22.7%
IHME-CurveFit,220303,233737.4,238858,14063.4,18555,-4491.6,-24.2%
Baseline,220303,233691.1,238858,14017.1,18555,-4537.9,-24.5%
STH-3PU,220303,233457.0,238858,13783.0,18555,-4772.0,-25.7%
UCLA-SuEIR,220303,233451.6,238858,13777.6,18555,-4777.4,-25.7%
RPI_UW-Mob_Collision,220303,233341.8,238858,13667.8,18555,-4887.2,-26.3%
RobertWalraven-ESG,220303,233116.4,238858,13442.4,18555,-5112.6,-27.6%
IowaStateLW-STEM,220303,232284.0,238858,12610.0,18555,-5945.0,-32.0%
JHU_IDD-CovidSP,220303,232134.4,238858,12460.4,18555,-6094.6,-32.8%
TTU-squider,220303,244353.8,238858,24679.8,18555,6124.8,33.0%
Covid19Sim-Simulator,220303,231017.4,238858,11343.4,18555,-7211.6,-38.9%
NotreDame-mobility,220303,230833.9,238858,11159.9,18555,-7395.1,-39.9%
WalmartLabsML-LogForecasting,220303,230190.9,238858,10516.9,18555,-8038.1,-43.3%
PSI-DRAFT,220303,229868.5,238858,10194.5,18555,-8360.5,-45.1%
CovidAnalytics-DELPHI,220303,229214.0,238858,9540.0,18555,-9015.0,-48.6%
LANL-GrowthRate,220303,229013.6,238858,9339.6,18555,-9215.4,-49.7%
CMU-TimeSeries,220303,,238858,,18555,,
Google_Harvard-CPF,220303,,238858,,18555,,
JHU_CSSE-DECOM,220303,,238858,,18555,,
MITCovAlliance-SIR,220303,,238858,,18555,,
NotreDame-FRED,220303,,238858,,18555,,
