,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3082,2578.4,3562.2,3673.4,2385.0,,-503.6,480.2,591.4,-697.0,,True,False,False,
Alaska,84,51.7,97.2,13.7,,,-32.3,13.2,-70.3,,,True,False,,
Arizona,6147,5950.0,12655.5,5799.7,10287.0,,-197.0,6508.5,-347.3,4140.0,,False,False,False,
Arkansas,2068,697.7,1367.5,749.1,2891.0,,-1370.3,-700.5,-1318.9,823.0,,True,True,True,
California,17961,14248.0,31449.7,17853.5,14270.0,,-3713.0,13488.7,-107.5,-3691.0,,False,True,True,
Colorado,2389,2147.4,2196.7,1950.2,1857.0,,-241.6,-192.3,-438.8,-532.0,,True,False,False,
Connecticut,4671,4674.3,4458.4,4709.4,5040.0,,3.3,-212.6,38.4,369.0,,False,False,False,
Delaware,716,601.3,888.5,609.4,654.0,,-114.7,172.5,-106.6,-62.0,,False,True,True,
District of Columbia,654,719.7,592.5,669.8,711.0,,65.7,-61.5,15.8,57.0,,True,True,True,
Florida,17100,9302.4,55355.8,17638.1,6929.0,,-7797.6,38255.8,538.1,-10171.0,,False,True,False,
Georgia,8647,4324.3,10044.4,3904.1,5311.0,,-4322.7,1397.4,-4742.9,-3336.0,,True,False,True,
Hawaii,220,36.9,85.1,18.1,,,-183.1,-134.9,-201.9,,,True,False,,
Idaho,683,128.7,1715.9,121.0,657.0,,-554.3,1032.9,-562.0,-26.0,,False,False,True,
Illinois,10488,9377.1,7758.1,9001.9,8411.0,,-1110.9,-2729.9,-1486.1,-2077.0,,False,False,False,
Indiana,4592,4014.4,3608.0,3448.2,3043.0,,-577.6,-984.0,-1143.8,-1549.0,,False,False,False,
Iowa,1842,988.9,1662.4,843.8,936.0,,-853.1,-179.6,-998.2,-906.0,,True,False,False,
Kansas,1166,551.9,1252.6,664.1,333.0,,-614.1,86.6,-501.9,-833.0,,True,True,False,
Kentucky,1561,1067.1,889.7,1178.1,961.0,,-493.9,-671.3,-382.9,-600.0,,False,True,False,
Louisiana,6016,4877.3,6211.9,4719.2,8135.0,,-1138.7,195.9,-1296.8,2119.0,,True,False,False,
Maine,151,198.3,145.8,125.9,182.0,,47.3,-5.2,-25.1,31.0,,True,True,True,
Maryland,4201,4582.3,3659.8,3921.8,3735.0,,381.3,-541.2,-279.2,-466.0,,False,True,False,
