,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3082,4236.4,4660.1,3486.8,3270.0,,1154.4,1578.1,404.8,188.0,,False,True,True,
Alaska,84,49.7,169.5,19.0,,,-34.3,85.5,-65.0,,,False,False,,
Arizona,6147,11387.3,7035.3,5709.4,7328.0,,5240.3,888.3,-437.6,1181.0,,True,True,True,
Arkansas,2068,1054.7,1738.6,921.6,1148.0,,-1013.3,-329.4,-1146.4,-920.0,,True,False,True,
California,17961,19338.3,24549.5,20250.2,16400.0,,1377.3,6588.5,2289.2,-1561.0,,False,False,False,
Colorado,2389,2418.0,2966.3,2875.4,2058.0,,29.0,577.3,486.4,-331.0,,False,False,False,
Connecticut,4671,4665.6,4504.8,4766.5,4485.0,,-5.4,-166.2,95.5,-186.0,,False,False,False,
Delaware,716,1411.0,732.1,565.8,619.0,,695.0,16.1,-150.2,-97.0,,True,True,True,
District of Columbia,654,625.6,671.1,702.6,596.0,,-28.4,17.1,48.6,-58.0,,True,False,False,
Florida,17100,18809.4,24657.2,18867.4,14016.0,,1709.4,7557.2,1767.4,-3084.0,,False,False,False,
Georgia,8647,8311.7,9642.3,7568.1,5201.0,,-335.3,995.3,-1078.9,-3446.0,,False,False,False,
Hawaii,220,55.7,96.6,27.6,,,-164.3,-123.4,-192.4,,,True,False,,
Idaho,683,547.1,1514.7,575.0,384.0,,-135.9,831.7,-108.0,-299.0,,False,True,False,
Illinois,10488,9105.4,10125.2,8512.5,8326.0,,-1382.6,-362.8,-1975.5,-2162.0,,True,False,False,
Indiana,4592,4106.4,4113.4,3408.7,3625.0,,-485.6,-478.6,-1183.3,-967.0,,True,False,False,
Iowa,1842,1363.9,1786.4,1909.8,1176.0,,-478.1,-55.6,67.8,-666.0,,True,True,False,
Kansas,1166,657.9,1346.1,417.1,560.0,,-508.1,180.1,-748.9,-606.0,,True,False,False,
Kentucky,1561,1145.7,2287.4,1137.4,951.0,,-415.3,726.4,-423.6,-610.0,,False,False,False,
Louisiana,6016,7031.6,6885.9,5023.2,7177.0,,1015.6,869.9,-992.8,1161.0,,True,True,False,
Maine,151,148.7,126.8,185.2,169.0,,-2.3,-24.2,34.2,18.0,,False,False,False,
Maryland,4201,4376.0,4667.5,4231.2,4106.0,,175.0,466.5,30.2,-95.0,,False,True,True,
Massachusetts,10129,9985.0,8809.7,10037.7,8958.0,,-144.0,-1319.3,-91.3,-1171.0,,False,True,False,
Michigan,7945,6905.1,7505.3,7376.2,7182.0,,-1039.9,-439.7,-568.8,-763.0,,True,True,True,
Minnesota,2679,2104.3,2584.6,1883.9,2432.0,,-574.7,-94.4,-795.1,-247.0,,True,False,True,
