,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Mississippi,3433,3543.3,4081.2,2554.0,2819.0,,110.3,648.2,-879.0,-614.0,,False,False,False,
Missouri,3153,2293.6,4958.9,1635.7,1580.0,,-859.4,1805.9,-1517.3,-1573.0,,False,False,False,
Montana,445,179.7,534.0,535.1,123.0,,-265.3,89.0,90.1,-322.0,,True,True,False,
Nebraska,703,538.9,819.8,349.9,427.0,,-164.1,116.8,-353.1,-276.0,,True,False,False,
Nevada,1850,2026.6,2412.0,1873.0,1717.0,,176.6,562.0,23.0,-133.0,,False,True,True,
New Hampshire,489,572.4,500.2,451.8,424.0,,83.4,11.2,-37.2,-65.0,,True,True,True,
New Jersey,16425,16990.4,16951.8,17782.7,16031.0,,565.4,526.8,1357.7,-394.0,,True,False,True,
New Mexico,1104,1252.9,1074.3,904.2,810.0,,148.9,-29.7,-199.8,-294.0,,True,False,False,
New York,33884,34635.7,33258.7,35150.2,33192.0,,750.7,-626.3,1265.2,-693.0,,True,False,True,
North Carolina,4605,4268.4,4397.4,3060.9,3464.0,,-336.6,-207.6,-1544.1,-1141.0,,True,False,False,
North Dakota,628,203.0,378.7,208.5,140.0,,-425.0,-249.3,-419.5,-488.0,,True,True,False,
Ohio,5506,5283.0,5572.5,3920.5,4248.0,,-223.0,66.5,-1585.5,-1258.0,,True,False,False,
Oklahoma,1429,1164.6,1494.5,1655.8,1492.0,,-264.4,65.5,226.8,63.0,,True,True,True,
Oregon,729,719.9,670.2,718.8,438.0,,-9.1,-58.8,-10.2,-291.0,,False,False,False,
Pennsylvania,9001,8687.0,8846.7,8069.7,8418.0,,-314.0,-154.3,-931.3,-583.0,,True,False,False,
Rhode Island,1224,1180.3,1456.8,1087.8,1122.0,,-43.7,232.8,-136.2,-102.0,,False,False,False,
South Carolina,4015,6483.0,3747.1,3342.2,3178.0,,2468.0,-267.9,-672.8,-837.0,,True,True,True,
South Dakota,523,197.3,168.0,248.6,251.0,,-325.7,-355.0,-274.4,-272.0,,False,True,True,
Tennessee,3590,2809.3,5512.0,2084.8,2390.0,,-780.7,1922.0,-1505.2,-1200.0,,False,False,False,
Texas,19489,20884.0,19326.8,19124.3,26606.0,17793.0,2452.0,894.8,692.3,8174.0,-639.0,True,True,False,True
Utah,658,734.6,1026.5,880.0,655.0,,76.6,368.5,222.0,-3.0,,False,False,True,
Vermont,59,56.0,65.2,56.7,56.0,,-3.0,6.2,-2.3,-3.0,,False,True,False,
Virginia,3704,2835.7,3578.8,2679.6,2496.0,,-868.3,-125.2,-1024.4,-1208.0,,True,False,False,
Washington,2411,2303.3,2592.1,3566.0,1907.0,,-71.7,217.1,1191.0,-468.0,,False,False,False,
West Virginia,503,147.6,398.6,124.7,131.0,,-355.4,-104.4,-378.3,-372.0,,True,False,False,
Wisconsin,2548,1605.1,2212.9,1049.3,1260.0,,-893.9,-286.1,-1449.7,-1239.0,,True,False,False,
Wyoming,114,25.0,132.1,21.5,27.0,,-89.0,18.1,-92.5,-87.0,,True,False,True,
US,238393,242035.6,255980.7,223788.2,213494.0,263713.0,4783.6,18728.7,-13463.8,-23758.0,26461.0,False,False,False,False
