,total_deaths_2020-05-03,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
YYG-ParamSearch,71056,117355.2,118287,49673.2,47231,2442.2,5.2%
LANL-GrowthRate,71056,118273.8,118287,50591.8,47231,3360.8,7.1%
IHME-CurveFit,71056,120966.8,118287,53284.8,47231,6053.8,12.8%
UCLA-SuEIR,71056,106327.0,118287,38645.0,47231,-8586.0,-18.2%
CovidAnalytics-DELPHI,71056,125576.0,118287,57894.0,47231,10663.0,22.6%
IowaStateLW-STEM,71056,96652.0,118287,28970.0,47231,-18261.0,-38.7%
Baseline,71056,142659.3,118287,74977.3,47231,27746.3,58.7%
CU-select,71056,146415.0,118287,78733.0,47231,31502.0,66.7%
UT-Mobility,71056,233141.9,118287,165459.9,47231,118228.9,250.3%
NotreDame-FRED,71056,,118287,,47231,,
