,count,mean,median,std,min,25%,75%,max
IowaStateLW-STEM,51.0,419.2,233.0,514.6,1.0,53.0,606.5,2333.0
Baseline_0.98,51.0,474.5,160.4,1141.8,0.2,28.5,498.7,7823.6
LANL-GrowthRate,51.0,476.7,158.9,919.6,0.4,33.4,504.9,5070.3
MIT_CovidAnalytics-DELPHI,51.0,492.7,123.0,863.2,1.0,42.5,629.0,4492.0
Baseline,51.0,794.8,85.9,2492.5,2.0,46.6,263.6,16756.3
IHME-CurveFit,51.0,865.4,262.4,1423.6,0.8,92.9,863.4,6707.4
