,total_deaths_2020-05-10,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCLA-SuEIR,83122,115483.9,118287,35957.9,35165,792.9,2.3%
IHME-CurveFit,83122,121372.9,118287,41846.9,35165,6681.9,19.0%
LANL-GrowthRate,83122,106353.1,118287,26827.1,35165,-8337.9,-23.7%
YYG-ParamSearch,83122,123667.2,118287,44141.2,35165,8976.2,25.5%
CovidAnalytics-DELPHI,83122,127676.0,118287,48150.0,35165,12985.0,36.9%
CU-select,83122,129693.0,118287,50167.0,35165,15002.0,42.7%
Baseline,83122,137054.0,118287,57528.0,35165,22363.0,63.6%
NotreDame-FRED,83122,,118287,,35165,,
Quantori-Multiagents,83122,,118287,,35165,,
UChicago-CovidIL,83122,,118287,,35165,,
UChicago-CovidIL_100,83122,,118287,,35165,,
UChicago-CovidIL_40,83122,,118287,,35165,,
UChicago-CovidIL_60,83122,,118287,,35165,,
UChicago-CovidIL_80,83122,,118287,,35165,,
