,total_deaths_2020-05-17,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,90644,115007.0,116084,25445.0,25440,5.0,0.0%
MOBS_NEU-GLEAM_COVID,90644,115446.6,116084,25884.6,25440,444.6,1.7%
IowaStateLW-STEM,90644,113922.0,116084,24360.0,25440,-1080.0,-4.2%
COVIDhub-ensemble,90644,113363.5,116084,23801.5,25440,-1638.5,-6.4%
LANL-GrowthRate,90644,112717.0,116084,23155.0,25440,-2285.0,-9.0%
UCLA-SuEIR,90644,119009.6,116084,29447.6,25440,4007.6,15.8%
CU-select,90644,119170.0,116084,29608.0,25440,4168.0,16.4%
Baseline_0.98,90644,119701.0,116084,30139.0,25440,4699.0,18.5%
MIT_CovidAnalytics-DELPHI,90644,120960.0,116084,31398.0,25440,5958.0,23.4%
GT-DeepCOVID,90644,108454.7,116084,18892.7,25440,-6547.3,-25.7%
IHME-CurveFit,90644,122886.3,116084,33324.3,25440,7884.3,31.0%
USACE-ERDC_SEIR,90644,107115.8,116084,17553.8,25440,-7886.2,-31.0%
PSI-DRAFT,90644,123098.5,116084,33536.5,25440,8096.5,31.8%
YYG-ParamSearch,90644,123284.3,116084,33722.3,25440,8282.3,32.6%
UT-Mobility,90644,104391.1,116084,14829.1,25440,-10610.9,-41.7%
Baseline,90644,128272.3,116084,38710.3,25440,13270.3,52.2%
JHU_IDD-CovidSP,90644,168180.7,116084,78618.7,25440,53178.7,209.0%
Auquan-SEIR,90644,,116084,,25440,,
NotreDame-FRED,90644,,116084,,25440,,
UChicago-CovidIL,90644,,116084,,25440,,
UChicago-CovidIL_100,90644,,116084,,25440,,
UChicago-CovidIL_10_increase,90644,,116084,,25440,,
UChicago-CovidIL_30_increase,90644,,116084,,25440,,
