,total_deaths_2020-06-28,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,126652,159915.0,162498,34112.0,35846,-1734.0,-4.8%
NotreDame-mobility,126652,163882.5,162498,38079.5,35846,2233.5,6.2%
USC-SI_kJalpha,126652,167498.8,162498,41695.8,35846,5849.8,16.3%
USACE-ERDC_SEIR,126652,155741.3,162498,29938.3,35846,-5907.7,-16.5%
YYG-ParamSearch,126652,152435.1,162498,26632.1,35846,-9213.9,-25.7%
Covid19Sim-Simulator,126652,152196.5,162498,26393.5,35846,-9452.5,-26.4%
LANL-GrowthRate,126652,150034.1,162498,24231.1,35846,-11614.9,-32.4%
IHME-CurveFit,126652,149782.0,162498,23979.0,35846,-11867.0,-33.1%
PSI-DRAFT,126652,148529.0,162498,22726.0,35846,-13120.0,-36.6%
UCLA-SuEIR,126652,143479.8,162498,17676.8,35846,-18169.2,-50.7%
SWC-TerminusCM,126652,140985.0,162498,15182.0,35846,-20664.0,-57.6%
STH-3PU,126652,136299.0,162498,10496.0,35846,-25350.0,-70.7%
IowaStateLW-STEM,126652,134219.0,162498,8416.0,35846,-27430.0,-76.5%
NotreDame-FRED,126652,,162498,,35846,,
