,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,95.3,37.9,240.0,2.0,12.9,79.3,1676.7
COVIDhub-ensemble,51,97.5,36.0,233.7,1.0,12.0,83.0,1602.0
UMass-MechBayes,51,102.9,28.0,261.8,0.0,7.0,105.0,1800.0
UA-EpiCovDA,51,108.3,40.0,214.1,0.0,12.5,99.5,1339.0
OliverWyman-Navigator,51,108.6,38.8,208.8,0.1,9.4,96.6,1267.8
YYG-ParamSearch,51,111.7,35.9,293.3,0.2,11.4,85.3,2002.5
CMU-TimeSeries,51,120.1,28.0,321.4,1.0,12.0,72.5,2157.0
USC-SI_kJalpha,51,121.7,33.2,199.8,0.1,9.4,153.1,867.1
CovidAnalytics-DELPHI,51,126.4,35.0,299.0,1.0,12.5,122.0,2050.0
Covid19Sim-Simulator,51,126.6,35.6,322.4,0.0,7.7,101.6,2225.9
UT-Mobility,51,134.9,38.0,301.7,1.0,10.0,110.2,1670.5
PSI-DRAFT,50,139.7,58.0,203.6,1.0,13.5,140.0,863.0
CU-select,51,144.1,37.0,333.4,0.0,12.5,108.5,2195.0
UCLA-SuEIR,51,149.9,37.1,378.1,0.9,13.1,103.3,2444.0
Baseline,51,151.7,36.7,347.0,0.6,10.6,127.4,2195.7
IowaStateLW-STEM,49,155.7,70.0,267.3,1.0,20.0,160.5,1702.0
COVIDhub-baseline,51,160.6,34.0,345.9,0.5,13.5,136.0,2139.8
GT-DeepCOVID,45,170.5,43.0,387.8,0.3,20.2,156.2,2355.2
IHME-CurveFit,51,170.6,59.6,259.3,1.1,23.7,182.0,1131.9
JHU_IDD-CovidSP,51,172.0,88.0,313.3,3.4,30.1,170.1,1848.9
MOBS-GLEAM_COVID,50,176.4,56.5,288.3,0.1,13.1,153.0,1357.1
NotreDame-mobility,51,177.9,49.3,365.6,0.4,12.1,161.8,2033.9
LANL-GrowthRate,51,185.1,45.7,442.0,0.1,17.8,132.9,2757.1
USACE-ERDC_SEIR,51,317.3,70.4,769.7,1.0,19.2,268.4,4659.2
MITCovAlliance-SIR,51,375.0,56.5,939.3,0.9,11.4,217.1,4596.3
Karlen-pypm,51,412.3,47.0,1759.5,0.8,10.5,157.4,12465.2
RobertWalraven-ESG,48,2045.8,419.0,4280.7,0.9,77.4,1119.5,19936.2
