,total_deaths_2020-07-05,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,130377,159328.0,162419,29381.0,32042,-2661.0,-8.3%
USACE-ERDC_SEIR,130377,159284.9,162419,29337.9,32042,-2704.1,-8.4%
CovidAnalytics-DELPHI,130377,166335.0,162419,36388.0,32042,4346.0,13.6%
CovidActNow-SEIR_CAN,130377,157620.0,162419,27673.0,32042,-4369.0,-13.6%
Covid19Sim-Simulator,130377,155539.1,162419,25592.1,32042,-6449.9,-20.1%
JHU_IDD-CovidSP,130377,169639.3,162419,39692.3,32042,7650.3,23.9%
IHME-CurveFit,130377,151544.1,162419,21597.1,32042,-10444.9,-32.6%
YYG-ParamSearch,130377,149868.8,162419,19921.8,32042,-12120.2,-37.8%
Columbia_UNC-SurvCon,130377,175489.0,162419,45542.0,32042,13500.0,42.1%
Baseline,130377,147369.6,162419,17422.6,32042,-14619.4,-45.6%
PSI-DRAFT,130377,146490.0,162419,16543.0,32042,-15499.0,-48.4%
Auquan-SEIR,130377,145474.0,162419,15527.0,32042,-16515.0,-51.5%
MITCovAlliance-SIR,130377,145358.2,162419,15411.2,32042,-16630.8,-51.9%
UCLA-SuEIR,130377,144992.5,162419,15045.5,32042,-16996.5,-53.0%
LANL-GrowthRate,130377,143471.0,162419,13524.0,32042,-18518.0,-57.8%
epiforecasts-ensemble1,130377,142104.0,162419,12157.0,32042,-19885.0,-62.1%
NotreDame-mobility,130377,142073.3,162419,12126.3,32042,-19915.7,-62.2%
USC-SI_kJalpha,130377,184760.7,162419,54813.7,32042,22771.7,71.1%
STH-3PU,130377,138434.0,162419,8487.0,32042,-23555.0,-73.5%
QJHong-Encounter,130377,193581.9,162419,63634.9,32042,31592.9,98.6%
NotreDame-FRED,130377,,162419,,32042,,
