,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,629,845.4,721.0,457.1,216.4,92.0,-171.9,True,True
Belgium,9005,13717.4,10055.0,8038.1,4712.4,1050.0,-966.9,True,True
Bulgaria,105,92.1,86.0,47.2,-12.9,-19.0,-57.8,False,False
Croatia,95,139.6,96.0,55.9,44.6,1.0,-39.1,True,True
Cyprus,17,15.9,25.0,17.5,-1.1,8.0,0.5,False,True
Czechia,296,371.1,356.0,194.0,75.1,60.0,-102.0,True,False
Denmark,543,671.3,562.0,651.2,128.3,19.0,108.2,True,True
Estonia,63,97.9,79.0,56.7,34.9,16.0,-6.3,True,True
Finland,297,240.6,203.0,118.5,-56.4,-94.0,-178.5,False,False
France,27532,40310.3,32162.0,22554.5,12778.3,4630.0,-4977.5,True,True
Germany,7938,10618.6,8631.0,4957.4,2680.6,693.0,-2980.6,True,False
Greece,162,170.9,176.0,119.2,8.9,14.0,-42.8,False,False
Hungary,448,536.1,445.0,305.2,88.1,-3.0,-142.8,True,False
Ireland,1533,1674.6,1410.0,889.9,141.6,-123.0,-643.1,True,False
Italy,31763,38166.7,32946.0,26006.9,6403.7,1183.0,-5756.1,True,True
Latvia,19,5.0,14.0,71.7,-14.0,-5.0,52.7,True,False
Lithuania,55,81.3,74.0,39.2,26.3,19.0,-15.8,True,True
Luxembourg,104,100.0,120.0,116.3,-4.0,16.0,12.3,False,False
Malta,6,3.0,11.0,14.0,-3.0,5.0,8.0,False,False
Netherlands,5689,7361.3,6086.0,6502.4,1672.3,397.0,813.4,True,True
Norway,232,307.7,274.0,274.6,75.7,42.0,42.6,True,True
Poland,915,853.7,706.0,644.0,-61.3,-209.0,-271.0,False,False
Portugal,1203,1524.0,1498.0,980.1,321.0,295.0,-222.9,True,True
Romania,1094,971.7,908.0,617.7,-122.3,-186.0,-476.3,False,False
Slovakia,28,50.6,38.0,252.0,22.6,10.0,224.0,True,False
Slovenia,103,155.0,128.0,70.3,52.0,25.0,-32.7,True,True
Spain,27563,32965.6,27113.0,23678.6,5402.6,-450.0,-3884.4,True,True
Sweden,3995,4012.4,3214.0,4737.6,17.4,-781.0,742.6,False,False
Switzerland,1879,2500.0,2067.0,1583.6,621.0,188.0,-295.4,True,True
United Kingdom,33833,37178.1,29037.0,37219.7,3345.1,-4796.0,3386.7,False,False
