,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
20045,263,414.0,431.2,,310.0,716.0,,,,,,,275.0,411.2,144.2,,310.4,153.2,164.2,428.0,314.0,,73.8,357.6,,,,424.0,495.6,509.9,151.0,168.2,,47.0,453.0,,,,,,,12.0,148.2,-118.8,,47.4,-109.8,-98.8,165.0,51.0,,-189.2,94.6,,,,161.0,232.6,246.9,False,,True,False,,,,,,,True,True,True,,True,True,True,False,True,,False,True,,,,False,False,False
20047,6,13.0,12.7,,4.0,7.0,,,,,,,1.0,16.3,2.0,,0.2,1.5,,,9.0,,3.6,,,,,15.0,7.6,7.6,7.0,6.7,,-2.0,1.0,,,,,,,-5.0,10.3,-4.0,,-5.8,-4.5,,,3.0,,-2.4,,,,,9.0,1.6,1.6,True,,True,True,,,,,,,True,False,True,,True,True,,,True,,True,,,,,False,True,True
20049,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.7,0.4,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.4,2.8,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.7,0.4,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.4,2.8,True,,True,True,,,,,,,True,False,False,,,False,,True,True,,True,,,,,True,False,False
20051,193,161.0,162.2,,70.0,267.0,,,,,,,46.0,166.4,34.1,,70.1,38.5,10.6,132.0,129.0,,40.5,135.9,,,,163.0,130.5,136.7,-32.0,-30.8,,-123.0,74.0,,,,,,,-147.0,-26.6,-158.9,,-122.9,-154.5,-182.4,-61.0,-64.0,,-152.5,-57.1,,,,-30.0,-62.5,-56.3,True,,False,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,True,False,False
20053,0,1.0,0.8,,1.0,0.0,,,,,,,4.0,2.3,1.0,,0.2,0.0,,0.0,1.0,,0.3,1.0,,,,2.0,1.8,5.3,1.0,0.8,,1.0,0.0,,,,,,,4.0,2.3,1.0,,0.2,0.0,,0.0,1.0,,0.3,1.0,,,,2.0,1.8,5.3,True,,False,True,,,,,,,False,False,True,,True,True,,True,False,,True,True,,,,False,False,False
20055,33,33.0,51.1,,25.0,46.0,,,,,,,111.0,25.4,29.4,,2.0,17.1,1.8,,25.0,,9.9,24.9,,,,0.0,49.9,79.2,0.0,18.1,,-8.0,13.0,,,,,,,78.0,-7.6,-3.6,,-31.0,-15.9,-31.2,,-8.0,,-23.1,-8.1,,,,-33.0,16.9,46.2,False,,False,False,,,,,,,False,False,False,,False,False,False,,False,,False,False,,,,False,False,False
20057,79,107.0,114.2,,37.0,37.0,,,,,,,124.0,62.6,25.9,,14.1,27.0,1.2,,70.0,,20.3,87.4,,,,0.0,85.0,128.3,28.0,35.2,,-42.0,-42.0,,,,,,,45.0,-16.4,-53.1,,-64.9,-52.0,-77.8,,-9.0,,-58.7,8.4,,,,-79.0,6.0,49.3,False,,False,False,,,,,,,False,True,False,,False,False,False,,True,,False,True,,,,False,True,False
20059,13,13.0,11.9,,13.0,10.0,,,,,,,34.0,31.3,28.5,,1.5,6.4,28.6,16.0,12.0,,5.8,14.8,,,,8.0,23.0,29.9,0.0,-1.1,,0.0,-3.0,,,,,,,21.0,18.3,15.5,,-11.5,-6.6,15.6,3.0,-1.0,,-7.2,1.8,,,,-5.0,10.0,16.9,False,,True,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
20061,32,22.0,26.7,,21.0,21.0,,,,,,,56.0,29.8,34.4,,5.7,6.2,16.0,,15.0,,14.8,21.2,,,,15.0,6.1,60.0,-10.0,-5.3,,-11.0,-11.0,,,,,,,24.0,-2.2,2.4,,-26.3,-25.8,-16.0,,-17.0,,-17.2,-10.8,,,,-17.0,-25.9,28.0,True,,False,False,,,,,,,False,True,True,,False,False,False,,False,,False,False,,,,False,False,False
20063,7,3.0,3.5,,1.0,0.0,,,,,,,1.0,3.8,2.0,,0.1,0.0,,,2.0,,0.5,2.9,,,,4.0,2.4,7.4,-4.0,-3.5,,-6.0,-7.0,,,,,,,-6.0,-3.2,-5.0,,-6.9,-7.0,,,-5.0,,-6.5,-4.1,,,,-3.0,-4.6,0.4,True,,False,False,,,,,,,False,True,False,,False,False,,,False,,False,False,,,,True,False,True
20065,0,2.0,3.0,,1.0,0.0,,,,,,,1.0,1.9,0.7,,,0.0,,0.0,1.0,,0.0,,,,,1.0,2.1,4.7,2.0,3.0,,1.0,0.0,,,,,,,1.0,1.9,0.7,,,0.0,,0.0,1.0,,0.0,,,,,1.0,2.1,4.7,False,,True,True,,,,,,,True,True,True,,,True,,True,True,,True,,,,,True,False,False
20067,8,21.0,18.3,,9.0,22.0,,,,,,,9.0,11.3,10.5,,3.0,8.9,0.0,,43.0,,2.2,16.7,,,,19.0,29.3,20.7,13.0,10.3,,1.0,14.0,,,,,,,1.0,3.3,2.5,,-5.0,0.9,-8.0,,35.0,,-5.8,8.7,,,,11.0,21.3,12.7,True,,True,False,,,,,,,True,True,True,,True,True,True,,False,,True,True,,,,True,False,True
20069,11,8.0,10.2,,4.0,,,,,,,,4.0,7.8,5.7,,0.0,0.6,0.0,,6.0,,2.6,8.5,,,,5.0,17.0,16.0,-3.0,-0.8,,-7.0,,,,,,,,-7.0,-3.2,-5.3,,-11.0,-10.4,-11.0,,-5.0,,-8.4,-2.5,,,,-6.0,6.0,5.0,True,,False,,,,,,,,False,False,False,,False,False,False,,False,,False,True,,,,False,False,False
20071,0,1.0,1.2,,1.0,0.0,,,,,,,1.0,1.0,0.9,,,0.0,,0.0,1.0,,0.4,0.9,,,,1.0,2.2,6.5,1.0,1.2,,1.0,0.0,,,,,,,1.0,1.0,0.9,,,0.0,,0.0,1.0,,0.4,0.9,,,,1.0,2.2,6.5,False,,False,True,,,,,,,False,False,True,,,True,,True,False,,True,True,,,,False,False,False
20073,7,0.0,0.1,,0.0,0.0,,,,,,,2.0,0.8,1.0,,0.2,0.0,,0.0,1.0,,0.0,0.2,,,,0.0,1.6,4.7,-7.0,-6.9,,-7.0,-7.0,,,,,,,-5.0,-6.2,-6.0,,-6.8,-7.0,,-7.0,-6.0,,-7.0,-6.8,,,,-7.0,-5.4,-2.3,True,,False,False,,,,,,,True,True,True,,True,True,,False,True,,False,True,,,,False,True,True
20075,0,0.0,0.0,,0.0,0.0,,,,,,,2.0,0.3,0.6,,0.5,0.0,,0.0,1.0,,0.8,0.2,,,,0.0,2.6,4.4,0.0,0.0,,0.0,0.0,,,,,,,2.0,0.3,0.6,,0.5,0.0,,0.0,1.0,,0.8,0.2,,,,0.0,2.6,4.4,True,,True,True,,,,,,,False,False,False,,False,False,,True,False,,False,False,,,,True,False,False
20077,9,73.0,70.0,,8.0,50.0,,,,,,,7.0,237.1,6.1,,8.2,7.6,0.0,,52.0,,6.8,,,,,50.0,111.4,39.8,64.0,61.0,,-1.0,41.0,,,,,,,-2.0,228.1,-2.9,,-0.8,-1.4,-9.0,,43.0,,-2.2,,,,,41.0,102.4,30.8,True,,True,True,,,,,,,True,False,True,,True,True,True,,True,,True,,,,,True,False,True
20079,14,20.0,14.4,,20.0,22.0,,,,,,,32.0,32.0,47.4,,4.4,12.3,20.8,21.0,16.0,,6.8,19.4,,,,14.0,29.5,32.8,6.0,0.4,,6.0,8.0,,,,,,,18.0,18.0,33.4,,-9.6,-1.7,6.8,7.0,2.0,,-7.2,5.4,,,,0.0,15.5,18.8,True,,False,False,,,,,,,False,False,False,,False,True,False,False,True,,False,True,,,,True,False,False
20081,38,3.0,1.9,,1.0,0.0,,,,,,,3.0,3.6,3.3,,0.6,0.1,,7.0,2.0,,0.9,2.6,,,,5.0,1.9,11.8,-35.0,-36.1,,-37.0,-38.0,,,,,,,-35.0,-34.4,-34.7,,-37.4,-37.9,,-31.0,-36.0,,-37.1,-35.4,,,,-33.0,-36.1,-26.2,False,,False,False,,,,,,,False,True,True,,False,False,,True,False,,False,False,,,,True,False,True
20083,2,1.0,0.9,,0.0,0.0,,,,,,,0.0,3.8,0.1,,0.1,0.0,,0.0,1.0,,0.7,,,,,1.0,1.4,6.4,-1.0,-1.1,,-2.0,-2.0,,,,,,,-2.0,1.8,-1.9,,-1.9,-2.0,,-2.0,-1.0,,-1.4,,,,,-1.0,-0.6,4.4,False,,False,False,,,,,,,False,False,False,,False,False,,False,False,,False,,,,,False,True,False
20085,12,23.0,22.1,,16.0,19.0,,,,,,,16.0,14.7,11.4,,10.9,12.9,9.3,34.0,64.0,,16.5,19.9,,,,22.0,27.3,32.9,11.0,10.1,,4.0,7.0,,,,,,,4.0,2.7,-0.6,,-1.1,0.9,-2.7,22.0,52.0,,4.5,7.9,,,,10.0,15.3,20.9,True,,True,True,,,,,,,True,True,True,,True,True,True,False,False,,True,True,,,,True,False,False
20087,9,14.0,14.0,,14.0,14.0,,,,,,,19.0,25.1,25.0,,2.7,6.9,21.5,21.0,12.0,,10.2,14.1,,,,13.0,21.8,21.3,5.0,5.0,,5.0,5.0,,,,,,,10.0,16.1,16.0,,-6.3,-2.1,12.5,12.0,3.0,,1.2,5.1,,,,4.0,12.8,12.3,True,,False,False,,,,,,,False,False,False,,False,True,False,False,True,,True,False,,,,True,False,False
20089,0,0.0,0.0,,0.0,0.0,,,,,,,1.0,0.2,0.8,,0.1,0.0,,0.0,0.0,,0.2,,,,,0.0,5.9,3.5,0.0,0.0,,0.0,0.0,,,,,,,1.0,0.2,0.8,,0.1,0.0,,0.0,0.0,,0.2,,,,,0.0,5.9,3.5,True,,True,True,,,,,,,False,False,False,,False,False,,True,True,,False,,,,,True,False,False
20091,679,807.0,830.9,751.5,761.0,756.0,,,,,,,729.0,727.0,902.9,,777.6,761.0,654.8,987.0,544.0,,991.1,704.0,765.0,,,921.0,1029.3,1028.9,128.0,151.9,72.5,82.0,77.0,,,,,,,50.0,48.0,223.9,,98.6,82.0,-24.2,308.0,-135.0,,312.1,25.0,86.0,,,242.0,350.3,349.9,False,True,True,True,,,,,,,True,True,False,,True,True,True,False,False,,False,True,True,,,False,False,False
20093,5,2.0,2.2,,2.0,0.0,,,,,,,3.0,2.0,3.0,,1.1,0.1,,3.0,2.0,,1.4,1.9,,,,1.0,2.2,10.4,-3.0,-2.8,,-3.0,-5.0,,,,,,,-2.0,-3.0,-2.0,,-3.9,-4.9,,-2.0,-3.0,,-3.6,-3.1,,,,-4.0,-2.8,5.4,True,,False,False,,,,,,,True,False,True,,False,False,,True,False,,False,False,,,,False,True,False
20095,5,5.0,5.1,,5.0,7.0,,,,,,,3.0,20.2,10.1,,,0.4,,0.0,4.0,,3.8,,,,,4.0,7.0,10.9,0.0,0.1,,0.0,2.0,,,,,,,-2.0,15.2,5.1,,,-4.6,,-5.0,-1.0,,-1.2,,,,,-1.0,2.0,5.9,False,,True,False,,,,,,,False,False,False,,,False,,False,False,,False,,,,,False,False,False
20097,7,0.0,0.0,,0.0,0.0,,,,,,,0.0,1.0,0.3,,0.0,0.0,,0.0,0.0,,0.1,0.2,,,,0.0,1.4,4.3,-7.0,-7.0,,-7.0,-7.0,,,,,,,-7.0,-6.0,-6.7,,-7.0,-7.0,,-7.0,-7.0,,-6.8,-6.8,,,,-7.0,-5.6,-2.7,True,,False,False,,,,,,,False,True,True,,True,True,,False,False,,True,True,,,,False,True,True
20099,11,17.0,16.5,,16.0,11.0,,,,,,,31.0,18.3,22.4,,6.1,8.0,16.1,28.0,16.0,,8.6,16.8,,,,13.0,21.5,36.9,6.0,5.5,,5.0,0.0,,,,,,,20.0,7.3,11.4,,-4.9,-3.0,5.1,17.0,5.0,,-2.4,5.8,,,,2.0,10.5,25.9,True,,True,True,,,,,,,False,False,False,,True,True,True,False,True,,True,True,,,,True,False,False
20101,0,1.0,1.0,,0.0,0.0,,,,,,,0.0,2.0,0.1,,0.0,0.0,,0.0,1.0,,0.2,0.8,,,,1.0,1.5,4.0,1.0,1.0,,0.0,0.0,,,,,,,0.0,2.0,0.1,,0.0,0.0,,0.0,1.0,,0.2,0.8,,,,1.0,1.5,4.0,True,,True,True,,,,,,,True,False,True,,True,True,,True,False,,True,True,,,,False,False,False
20103,66,66.0,62.2,,57.0,,,,,,,,162.0,78.9,94.1,,13.4,21.1,18.4,81.0,55.0,,13.8,66.5,,,,53.0,88.7,107.3,0.0,-3.8,,-9.0,,,,,,,,96.0,12.9,28.1,,-52.6,-44.9,-47.6,15.0,-11.0,,-52.1,0.5,,,,-13.0,22.7,41.3,False,,False,,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
20105,3,1.0,1.0,,1.0,0.0,,,,,,,2.0,1.3,0.3,,,0.0,,0.0,1.0,,1.1,0.9,,,,1.0,3.3,6.7,-2.0,-2.0,,-2.0,-3.0,,,,,,,-1.0,-1.7,-2.7,,,-3.0,,-3.0,-2.0,,-1.9,-2.1,,,,-2.0,0.3,3.7,True,,False,False,,,,,,,True,True,False,,,False,,False,False,,True,False,,,,False,True,False
20107,4,2.0,0.0,,2.0,3.0,,,,,,,6.0,2.5,6.2,,0.8,0.1,,,1.0,,0.7,2.0,,,,1.0,3.3,7.4,-2.0,-4.0,,-2.0,-1.0,,,,,,,2.0,-1.5,2.2,,-3.2,-3.9,,,-3.0,,-3.4,-2.0,,,,-3.0,-0.7,3.4,False,,False,True,,,,,,,False,True,False,,False,False,,,False,,False,True,,,,False,True,False
20109,1,0.0,0.0,,0.0,0.0,,,,,,,1.0,0.1,0.6,,,0.0,,0.0,1.0,,0.0,0.0,,,,0.0,1.4,4.1,-1.0,-1.0,,-1.0,-1.0,,,,,,,0.0,-0.9,-0.4,,,-1.0,,-1.0,0.0,,-1.0,-1.0,,,,-1.0,0.4,3.1,False,,False,False,,,,,,,True,True,True,,,True,,False,True,,False,True,,,,False,True,False
20111,58,59.0,80.0,,58.0,85.0,,,,,,,111.0,58.3,47.9,,12.9,28.4,23.9,64.0,39.0,,19.8,64.6,,,,61.0,83.3,53.1,1.0,22.0,,0.0,27.0,,,,,,,53.0,0.3,-10.1,,-45.1,-29.6,-34.1,6.0,-19.0,,-38.2,6.6,,,,3.0,25.3,-4.9,False,,True,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,False,False
20113,19,12.0,11.7,,12.0,21.0,,,,,,,22.0,20.0,23.4,,6.0,12.6,19.0,19.0,10.0,,10.9,12.3,,,,12.0,15.6,21.8,-7.0,-7.3,,-7.0,2.0,,,,,,,3.0,1.0,4.4,,-13.0,-6.4,-0.0,0.0,-9.0,,-8.1,-6.7,,,,-7.0,-3.4,2.8,False,,False,True,,,,,,,True,True,True,,False,True,True,True,False,,False,True,,,,False,True,True
20115,7,2.0,1.7,,1.0,0.0,,,,,,,6.0,3.3,6.2,,0.8,0.0,,4.0,3.0,,1.0,3.5,,,,1.0,3.4,8.8,-5.0,-5.3,,-6.0,-7.0,,,,,,,-1.0,-3.7,-0.8,,-6.2,-7.0,,-3.0,-4.0,,-6.0,-3.5,,,,-6.0,-3.6,1.8,False,,False,False,,,,,,,True,True,True,,False,False,,True,True,,False,True,,,,False,True,True
20117,4,1.0,1.4,,1.0,0.0,,,,,,,3.0,3.5,0.7,,,0.0,,0.0,2.0,,0.0,,,,,0.0,1.8,4.6,-3.0,-2.6,,-3.0,-4.0,,,,,,,-1.0,-0.5,-3.3,,,-4.0,,-4.0,-2.0,,-4.0,,,,,-4.0,-2.2,0.6,True,,False,False,,,,,,,True,True,False,,,False,,False,True,,False,,,,,False,True,True
20119,3,5.0,4.2,,4.0,1.0,,,,,,,3.0,6.2,5.4,,0.8,0.2,,,3.0,,8.4,4.8,,,,4.0,5.3,16.6,2.0,1.2,,1.0,-2.0,,,,,,,0.0,3.2,2.4,,-2.2,-2.8,,,0.0,,5.4,1.8,,,,1.0,2.3,13.6,True,,True,False,,,,,,,True,False,False,,False,False,,,True,,False,True,,,,True,False,False
20121,54,21.0,19.9,,20.0,20.0,,,,,,,34.0,41.9,33.4,,2.2,4.5,28.1,18.0,12.0,,6.6,18.5,,,,19.0,26.5,25.3,-33.0,-34.1,,-34.0,-34.0,,,,,,,-20.0,-12.1,-20.6,,-51.8,-49.5,-25.9,-36.0,-42.0,,-47.4,-35.5,,,,-35.0,-27.5,-28.7,False,,False,False,,,,,,,True,True,True,,False,False,True,False,False,,False,False,,,,False,True,True
20123,10,2.0,2.1,,1.0,0.0,,,,,,,4.0,1.8,0.8,,0.3,0.0,,0.0,2.0,,0.4,1.6,,,,2.0,2.6,4.5,-8.0,-7.9,,-9.0,-10.0,,,,,,,-6.0,-8.2,-9.2,,-9.7,-10.0,,-10.0,-8.0,,-9.6,-8.4,,,,-8.0,-7.4,-5.5,True,,False,False,,,,,,,True,False,False,,False,False,,False,False,,False,False,,,,False,True,True
20125,48,32.0,25.6,,26.0,38.0,,,,,,,47.0,26.3,33.1,,21.9,37.4,12.0,35.0,56.0,,36.5,26.3,,,,31.0,35.5,26.4,-16.0,-22.4,,-22.0,-10.0,,,,,,,-1.0,-21.7,-14.9,,-26.1,-10.6,-36.0,-13.0,8.0,,-11.5,-21.7,,,,-17.0,-12.5,-21.6,False,,False,True,,,,,,,True,False,True,,False,True,False,True,True,,True,False,,,,False,True,False
20127,3,4.0,3.9,,1.0,0.0,,,,,,,2.0,6.3,1.3,,0.1,0.1,,0.0,3.0,,1.4,,,,,6.0,2.6,7.4,1.0,0.9,,-2.0,-3.0,,,,,,,-1.0,3.3,-1.7,,-2.9,-2.9,,-3.0,0.0,,-1.6,,,,,3.0,-0.4,4.4,True,,False,False,,,,,,,False,False,False,,False,False,,False,True,,False,,,,,False,True,False
20129,2,0.0,0.0,,0.0,0.0,,,,,,,2.0,0.5,0.1,,0.1,0.0,,0.0,0.0,,0.1,0.0,,,,0.0,1.4,4.0,-2.0,-2.0,,-2.0,-2.0,,,,,,,0.0,-1.5,-1.9,,-1.9,-2.0,,-2.0,-2.0,,-1.9,-2.0,,,,-2.0,-0.6,2.0,False,,False,False,,,,,,,True,True,True,,True,True,,False,False,,True,True,,,,False,True,False
20131,0,2.0,2.5,,2.0,0.0,,,,,,,11.0,2.1,4.8,,0.8,0.1,,4.0,2.0,,1.2,2.2,,,,1.0,2.4,6.7,2.0,2.5,,2.0,0.0,,,,,,,11.0,2.1,4.8,,0.8,0.1,,4.0,2.0,,1.2,2.2,,,,1.0,2.4,6.7,False,,False,True,,,,,,,False,False,False,,True,True,,False,False,,True,False,,,,True,False,False
20133,41,11.0,11.1,,10.0,7.0,,,,,,,16.0,10.2,9.3,,1.6,2.0,,14.0,22.0,,20.2,10.3,,,,15.0,9.4,11.9,-30.0,-29.9,,-31.0,-34.0,,,,,,,-25.0,-30.8,-31.7,,-39.4,-39.0,,-27.0,-19.0,,-20.8,-30.7,,,,-26.0,-31.6,-29.1,True,,False,False,,,,,,,True,False,False,,False,False,,True,True,,True,False,,,,True,False,True
20135,14,7.0,7.1,,1.0,,,,,,,,1.0,17.8,1.0,,0.1,0.6,,,4.0,,0.0,,,,,7.0,12.9,8.9,-7.0,-6.9,,-13.0,,,,,,,,-13.0,3.8,-13.0,,-13.9,-13.4,,,-10.0,,-14.0,,,,,-7.0,-1.1,-5.1,True,,False,,,,,,,,False,True,False,,False,False,,,False,,False,,,,,False,True,True
20137,1,0.0,0.0,,0.0,0.0,,,,,,,4.0,0.1,0.1,,0.2,0.0,,0.0,1.0,,0.1,0.0,,,,0.0,2.7,2.3,-1.0,-1.0,,-1.0,-1.0,,,,,,,3.0,-0.9,-0.9,,-0.8,-1.0,,-1.0,0.0,,-0.9,-1.0,,,,-1.0,1.7,1.3,False,,False,False,,,,,,,False,True,True,,True,True,,False,True,,True,True,,,,False,False,False
20139,7,9.0,9.0,,8.0,8.0,,,,,,,10.0,17.6,10.9,,0.9,2.6,,7.0,7.0,,0.1,8.5,,,,8.0,7.3,13.0,2.0,2.0,,1.0,1.0,,,,,,,3.0,10.6,3.9,,-6.1,-4.4,,0.0,0.0,,-6.9,1.5,,,,1.0,0.3,6.0,False,,True,True,,,,,,,False,False,False,,False,False,,True,True,,False,True,,,,True,True,False
20141,1,0.0,0.1,,0.0,0.0,,,,,,,1.0,1.5,0.2,,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,0.0,1.4,3.4,-1.0,-0.9,,-1.0,-1.0,,,,,,,0.0,0.5,-0.8,,-1.0,-1.0,,-1.0,0.0,,-1.0,-1.0,,,,-1.0,0.4,2.4,True,,False,False,,,,,,,True,True,True,,True,True,,False,True,,False,True,,,,False,True,False
20143,6,1.0,0.9,,1.0,0.0,,,,,,,3.0,1.5,3.3,,0.5,0.0,,0.0,1.0,,0.0,1.8,,,,0.0,2.8,4.4,-5.0,-5.1,,-5.0,-6.0,,,,,,,-3.0,-4.5,-2.7,,-5.5,-6.0,,-6.0,-5.0,,-6.0,-4.2,,,,-6.0,-3.2,-1.6,False,,False,False,,,,,,,True,True,True,,False,False,,False,False,,False,True,,,,False,True,True
20145,38,130.0,128.4,,27.0,86.0,,,,,,,8.0,242.1,1.1,,,14.6,8.2,92.0,86.0,,26.9,,,,,53.0,300.7,97.9,92.0,90.4,,-11.0,48.0,,,,,,,-30.0,204.1,-36.9,,,-23.4,-29.8,54.0,48.0,,-11.1,,,,,15.0,262.7,59.9,True,,True,True,,,,,,,True,False,True,,,True,True,True,True,,True,,,,,True,False,True
20147,7,0.0,0.6,,0.0,0.0,,,,,,,3.0,0.1,0.3,,0.8,0.0,,0.0,1.0,,6.3,0.5,,,,0.0,2.5,2.0,-7.0,-6.4,,-7.0,-7.0,,,,,,,-4.0,-6.9,-6.7,,-6.2,-7.0,,-7.0,-6.0,,-0.7,-6.5,,,,-7.0,-4.5,-5.0,True,,False,False,,,,,,,True,True,True,,True,True,,False,True,,True,True,,,,False,True,True
20149,12,19.0,18.8,,18.0,25.0,,,,,,,39.0,28.5,12.0,,1.2,4.8,18.0,14.0,14.0,,4.5,15.7,,,,16.0,16.9,20.6,7.0,6.8,,6.0,13.0,,,,,,,27.0,16.5,0.0,,-10.8,-7.2,6.0,2.0,2.0,,-7.5,3.7,,,,4.0,4.9,8.6,True,,True,False,,,,,,,False,False,True,,False,False,True,True,True,,False,True,,,,True,True,False
20151,13,3.0,3.1,,2.0,0.0,,,,,,,6.0,4.8,1.4,,0.6,0.0,,0.0,,,1.1,2.5,,,,4.0,2.4,7.5,-10.0,-9.9,,-11.0,-13.0,,,,,,,-7.0,-8.2,-11.6,,-12.4,-13.0,,-13.0,,,-11.9,-10.5,,,,-9.0,-10.6,-5.5,True,,False,False,,,,,,,True,True,False,,False,False,,False,,,False,False,,,,True,False,True
20153,1,1.0,1.1,,1.0,0.0,,,,,,,1.0,0.9,1.5,,,0.0,,0.0,1.0,,0.9,,,,,1.0,1.4,4.1,0.0,0.1,,0.0,-1.0,,,,,,,0.0,-0.1,0.5,,,-1.0,,-1.0,0.0,,-0.1,,,,,0.0,0.4,3.1,False,,True,False,,,,,,,True,False,False,,,False,,False,True,,False,,,,,True,False,False
20155,78,160.0,155.4,,144.0,144.0,,,,,,,88.0,190.1,135.2,,61.9,90.8,0.0,118.0,242.0,,182.9,148.4,,,,135.0,146.4,148.1,82.0,77.4,,66.0,66.0,,,,,,,10.0,112.1,57.2,,-16.1,12.8,-78.0,40.0,164.0,,104.9,70.4,,,,57.0,68.4,70.1,True,,True,True,,,,,,,True,False,True,,True,True,True,True,False,,False,True,,,,True,True,True
20157,2,2.0,1.3,,1.0,0.0,,,,,,,3.0,1.8,2.2,,0.4,0.0,,0.0,2.0,,0.3,2.1,,,,2.0,1.7,5.8,0.0,-0.7,,-1.0,-2.0,,,,,,,1.0,-0.2,0.2,,-1.6,-2.0,,-2.0,0.0,,-1.7,0.1,,,,0.0,-0.3,3.8,False,,False,False,,,,,,,False,False,False,,False,False,,False,True,,False,False,,,,True,False,False
20159,0,2.0,2.1,,2.0,0.0,,,,,,,5.0,3.9,4.9,,0.5,0.0,,,3.0,,0.3,2.4,,,,1.0,1.8,8.3,2.0,2.1,,2.0,0.0,,,,,,,5.0,3.9,4.9,,0.5,0.0,,,3.0,,0.3,2.4,,,,1.0,1.8,8.3,False,,False,True,,,,,,,False,False,False,,True,True,,,False,,True,False,,,,True,True,False
20161,364,245.0,238.3,,178.0,444.0,,,,,,,178.0,245.2,95.4,,136.9,85.3,39.9,,224.0,,38.8,212.5,,,,269.0,388.6,323.5,-119.0,-125.7,,-186.0,80.0,,,,,,,-186.0,-118.8,-268.6,,-227.1,-278.7,-324.1,,-140.0,,-325.2,-151.5,,,,-95.0,24.6,-40.5,False,,False,True,,,,,,,False,True,False,,False,False,False,,False,,False,False,,,,True,True,True
20163,8,5.0,4.9,,1.0,0.0,,,,,,,3.0,6.3,1.8,,0.2,0.1,,0.0,3.0,,0.8,,,,,5.0,4.3,5.0,-3.0,-3.1,,-7.0,-8.0,,,,,,,-5.0,-1.7,-6.2,,-7.8,-7.9,,-8.0,-5.0,,-7.2,,,,,-3.0,-3.7,-3.0,False,,False,False,,,,,,,False,True,False,,False,False,,False,False,,False,,,,,False,False,False
20165,9,3.0,2.9,,2.0,0.0,,,,,,,1.0,7.9,2.7,,,0.0,,0.0,2.0,,2.5,,,,,4.0,2.2,7.4,-6.0,-6.1,,-7.0,-9.0,,,,,,,-8.0,-1.1,-6.3,,,-9.0,,-9.0,-7.0,,-6.5,,,,,-5.0,-6.8,-1.6,False,,False,False,,,,,,,False,True,False,,,False,,False,False,,False,,,,,True,False,True
