,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,687.1,403.0,949.2,1.0,62.5,968.5,5006.0
LNQ-ens1,51,703.1,256.2,1149.9,1.0,56.3,865.5,6604.7
Covid19Sim-Simulator,51,731.9,439.3,958.4,5.6,75.3,933.0,5006.4
UCLA-SuEIR,51,772.2,254.1,1108.3,7.5,104.4,884.9,5313.3
CU-select,51,875.0,332.0,1387.4,2.0,107.0,872.5,6285.0
COVIDhub-baseline,51,884.0,312.0,1422.4,6.0,104.0,1049.5,8153.0
USC-SI_kJalpha,51,892.0,436.0,1375.2,6.0,73.5,1015.5,6918.0
OliverWyman-Navigator,51,919.3,550.0,1357.5,14.0,106.5,1213.0,8341.0
Geneva-DetGrowth,51,943.3,379.0,1445.0,3.2,139.6,1117.0,8327.4
CEID-Walk,51,968.4,377.3,1619.2,4.5,122.0,1019.2,8243.6
DDS-NBDS,51,969.5,532.4,1216.8,2.4,137.6,1651.5,6755.7
Karlen-pypm,51,979.9,585.4,1210.8,5.6,128.2,1397.6,7365.0
USACE-ERDC_SEIR,51,987.9,360.9,1672.6,4.0,74.8,1103.3,8677.3
JHUAPL-Bucky,51,998.9,403.3,1310.6,10.9,113.0,1513.1,5937.2
JHU_IDD-CovidSP,51,1007.7,841.8,1058.7,2.9,144.6,1446.5,4091.7
IQVIA_ACOE-STAN,49,1038.2,507.0,1358.7,8.0,211.0,1191.0,5667.0
LANL-GrowthRate,51,1070.0,501.7,1626.1,4.9,158.7,1160.4,7366.7
IowaStateLW-STEM,49,1166.6,397.0,2492.0,14.0,106.5,777.5,12851.0
UMich-RidgeTfReg,43,1284.3,729.5,1684.5,0.1,212.3,1883.2,8522.7
CovidAnalytics-DELPHI,51,2028.2,1200.0,2654.0,2.0,215.5,2776.5,13123.0
RobertWalraven-ESG,51,2037.3,1328.3,2487.6,2.1,340.5,2663.2,11244.2
