,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,174.3,37.1,769.9,0.0,11.9,111.8,24176.0
COVIDhub-ensemble,3141,179.1,40.0,912.5,0.0,13.0,113.0,31716.0
OliverWyman-Navigator,2609,183.0,45.0,578.8,0.0,15.0,139.0,10539.0
USC-SI_kJalpha,2772,242.8,57.0,1079.5,0.0,18.0,170.0,30765.0
COVIDhub-baseline,3141,274.1,44.0,1731.4,0.0,13.0,147.0,56954.0
RobertWalraven-ESG,3138,277.4,50.8,2396.1,0.0,14.8,163.9,125968.7
LANL-GrowthRate,2951,308.2,64.2,1630.4,0.0,21.0,178.5,44545.5
IowaStateLW-STEM,3103,314.5,48.0,1831.7,0.0,12.0,166.0,60015.0
UCLA-SuEIR,2599,314.8,49.0,1499.8,0.0,15.1,167.9,47420.5
JHU_IDD-CovidSP,3139,346.0,69.5,1203.9,0.0,18.0,233.8,37821.1
CU-select,3093,432.2,68.0,3056.1,0.0,19.0,237.0,123610.0
