,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,3141,7783.9,49.0,70827.7,0.0,4.0,400.0,1600225.0
LNQ-ens1,3141,8397.0,39.8,92818.2,0.0,4.0,329.2,2644043.5
OliverWyman-Navigator,2671,9727.9,64.0,90929.4,0.0,9.0,529.0,3261636.0
LANL-GrowthRate,2951,10075.5,98.4,116377.4,0.0,9.2,739.9,4821499.9
JHU_IDD-CovidSP,3139,10601.2,89.8,97336.0,0.0,8.5,798.6,3922380.2
JHUAPL-Bucky,3141,11634.3,75.7,141320.2,0.0,6.6,625.7,5983865.1
COVIDhub-baseline,3141,11652.5,49.0,146811.6,0.0,4.0,484.0,5271616.0
UCLA-SuEIR,2906,12391.0,52.7,142045.7,0.0,5.3,461.5,4935030.6
CEID-Walk,3141,12433.2,53.7,155408.3,0.0,5.0,498.2,5625876.4
CU-select,3096,13099.8,81.0,130260.3,0.0,9.0,625.0,3837681.0
Yu_Group-CLEP,3139,15864.8,141.3,154436.0,0.0,18.4,1231.8,6258487.0
RobertWalraven-ESG,3141,23573.5,106.1,210665.8,0.0,8.8,1094.3,6837702.0
USC-SI_kJalpha,2784,24144.8,64.0,491037.2,0.0,4.0,576.0,24800400.0
MITCovAlliance-SIR,2237,43306.0,103.9,818754.9,0.0,9.7,1221.8,36963116.9
PandemicCentral-USCounty,3048,49179.4,144.0,941427.6,0.0,16.0,1225.0,33570436.0
IowaStateLW-STEM,3103,50202.0,81.0,1452822.7,0.0,9.0,784.0,60093504.0
UVA-Ensemble,2781,282256.7,141.9,10492780.2,0.0,9.7,1712.9,585005108.5
