,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,125076.8,433.8,1706804.9,0.0,50.0,3755.8,61679833.2
JHU_IDD-CovidSP,3139,173839.7,1181.5,1606338.8,0.0,97.8,13432.0,52820335.4
COVIDhub-ensemble,3141,182809.4,441.0,4467415.6,0.0,49.0,4489.0,231891984.0
RobertWalraven-ESG,3141,193249.8,970.3,2754650.6,0.0,75.0,9080.2,112956297.0
IowaStateLW-STEM,3103,304159.4,841.0,4591900.9,0.0,81.0,8281.0,169624576.0
UCLA-SuEIR,2847,429204.4,753.4,11307124.1,0.0,75.4,7053.7,606627338.9
LANL-GrowthRate,2951,447558.6,1298.9,10495604.8,0.0,148.8,9772.3,440255182.5
COVIDhub-baseline,3141,470514.5,625.0,10665097.0,0.0,64.0,5625.0,527115681.0
CEID-Walk,3141,491086.0,626.9,11371328.6,0.0,57.1,6249.7,564512129.6
MITCovAlliance-SIR,2094,523411.0,972.1,11143167.1,0.0,140.4,10105.2,435763120.0
USC-SI_kJalpha,2779,532674.6,900.0,8755356.2,0.0,100.0,7396.0,280814205.7
OliverWyman-Navigator,2467,566270.0,625.0,21617489.1,0.0,81.0,6400.0,1203951204.0
CU-select,3099,2169319.4,1024.0,49869351.4,0.0,100.0,10609.0,2454112521.0
Yu_Group-CLEP,3139,15973455.5,7083.5,264648519.5,0.0,733.8,94881.4,9685914857.1
