,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
32001,99,64.0,,,,,47.0,,,,15.4,-35.0,,,,,-52.0,,,,-83.6,,,,,False,,,,False
32003,38533,36632.0,37973.7,,,,71243.0,16048.5,234795.8,,19686.6,-1901.0,-559.3,,,,32710.0,-22484.5,196262.8,,-18846.4,True,,,,False,False,False,,False
32005,175,96.0,,,,,139.0,,,,379.2,-79.0,,,,,-36.0,,,,204.2,,,,,True,,,,False
32007,620,800.0,423.1,,,,493.0,452.5,,,1789.5,180.0,-196.9,,,,-127.0,-167.5,,,1169.5,False,,,,True,True,,,False
32009,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
32011,7,0.0,,,,,0.0,,,,0.0,-7.0,,,,,-7.0,,,,-7.0,,,,,False,,,,False
32013,26,48.0,,,,,394.0,,,,386.9,22.0,,,,,368.0,,,,360.9,,,,,False,,,,False
32015,25,40.0,,,,,58.0,,,,182.5,15.0,,,,,33.0,,,,157.5,,,,,False,,,,False
32017,5,0.0,,,,,23.0,,,,0.0,-5.0,,,,,18.0,,,,-5.0,,,,,False,,,,False
32019,213,112.0,278.0,,,,677.0,154.8,,,60.8,-101.0,65.0,,,,464.0,-58.2,,,-152.2,True,,,,False,True,,,False
32021,6,8.0,,,,,0.0,,,,204.8,2.0,,,,,-6.0,,,,198.8,,,,,False,,,,False
32023,297,512.0,,,,,132.0,344.8,,,515.6,215.0,,,,,-165.0,47.8,,,218.6,,,,,True,True,,,False
32027,11,24.0,,,,,20.0,,,,163.1,13.0,,,,,9.0,,,,152.1,,,,,True,,,,False
32029,7,0.0,,,,,0.0,,,,0.0,-7.0,,,,,-7.0,,,,-7.0,,,,,False,,,,False
32031,4000,3472.0,4404.1,,,,6653.0,2627.5,2374.5,,947.8,-528.0,404.1,,,,2653.0,-1372.5,-1625.5,,-3052.2,True,,,,False,False,False,,False
32033,27,8.0,,,,,44.0,,,,69.4,-19.0,,,,,17.0,,,,42.4,,,,,True,,,,False
32510,241,288.0,112.8,,,,1808.0,331.9,,,989.0,47.0,-128.2,,,,1567.0,90.9,,,748.0,False,,,,False,False,,,False
33001,36,64.0,60.6,,,,32.0,,,,627.5,28.0,24.6,,,,-4.0,,,,591.5,True,,,,True,,,,False
33003,42,40.0,,,,,5.0,,,,39.4,-2.0,,,,,-37.0,,,,-2.6,,,,,False,,,,False
33005,60,24.0,54.9,,,,50.0,,,,6.2,-36.0,-5.1,,,,-10.0,,,,-53.8,True,,,,True,,,,False
33007,10,32.0,,,,,0.0,,,,883.2,22.0,,,,,-10.0,,,,873.2,,,,,True,,,,False
33009,28,32.0,0.0,,,,24.0,,,,13.6,4.0,-28.0,,,,-4.0,,,,-14.4,False,,,,False,,,,False
33011,685,704.0,412.9,,,,520.0,246.4,581.1,,265.2,19.0,-272.1,,,,-165.0,-438.6,-103.9,,-419.8,False,,,,False,False,False,,False
33013,88,56.0,174.9,,,,64.0,69.0,55.2,,30.8,-32.0,86.9,,,,-24.0,-19.0,-32.8,,-57.2,False,,,,True,True,False,,False
33015,319,224.0,148.4,,,,159.0,86.2,185.2,,272.6,-95.0,-170.6,,,,-160.0,-232.8,-133.8,,-46.4,False,,,,False,False,False,,True
33017,117,32.0,64.7,,,,61.0,25.0,43.0,,24.3,-85.0,-52.3,,,,-56.0,-92.0,-74.0,,-92.7,True,,,,True,False,True,,False
33019,14,0.0,,,,,30.0,,,,0.5,-14.0,,,,,16.0,,,,-13.5,,,,,False,,,,True
34001,911,600.0,2302.8,,,,790.0,666.5,517.9,,170.2,-311.0,1391.8,,,,-121.0,-244.5,-393.1,,-740.8,False,,,,True,True,False,,False
34003,2177,2280.0,459.3,,,,2607.0,1273.1,1994.9,,1734.2,103.0,-1717.7,,,,430.0,-903.9,-182.1,,-442.8,False,,,,False,False,False,,False
34005,1270,936.0,1028.3,,,,617.0,350.2,704.2,,656.9,-334.0,-241.7,,,,-653.0,-919.8,-565.8,,-613.1,True,,,,False,False,False,,False
34007,1732,1888.0,2167.6,,,,1593.0,371.0,2963.5,,2931.2,156.0,435.6,,,,-139.0,-1361.0,1231.5,,1199.2,False,,,,True,False,False,,False
34009,375,136.0,199.4,,,,162.0,124.7,93.2,,47.0,-239.0,-175.6,,,,-213.0,-250.3,-281.8,,-328.0,True,,,,True,False,False,,False
34011,598,328.0,1604.7,,,,618.0,85.9,131.1,,63.2,-270.0,1006.7,,,,20.0,-512.1,-466.9,,-534.8,False,,,,True,False,False,,False
34013,1648,1032.0,447.3,,,,1541.0,471.1,352.6,,483.7,-616.0,-1200.7,,,,-107.0,-1176.9,-1295.4,,-1164.3,False,,,,True,False,False,,False
34015,1094,872.0,876.7,,,,776.0,288.4,948.1,,1334.7,-222.0,-217.3,,,,-318.0,-805.6,-145.9,,240.7,True,,,,False,False,True,,False
34017,1341,1152.0,651.7,,,,2738.0,178.3,264.9,,0.0,-189.0,-689.3,,,,1397.0,-1162.7,-1076.1,,-1341.0,False,,,,False,False,False,,False
34019,183,56.0,169.6,,,,159.0,141.5,14.0,,16.8,-127.0,-13.4,,,,-24.0,-41.5,-169.0,,-166.2,True,,,,True,True,False,,False
34021,661,408.0,559.8,,,,999.0,292.8,926.7,,109.6,-253.0,-101.2,,,,338.0,-368.2,265.7,,-551.4,True,,,,False,False,False,,False
34023,1703,952.0,550.2,,,,1051.0,608.4,742.8,,351.3,-751.0,-1152.8,,,,-652.0,-1094.6,-960.2,,-1351.7,False,,,,True,False,False,,False
34025,1636,1320.0,687.6,,,,628.0,1748.7,1130.0,,921.3,-316.0,-948.4,,,,-1008.0,112.7,-506.0,,-714.7,False,,,,False,True,False,,False
34027,822,696.0,241.9,,,,462.0,597.4,289.7,,2056.2,-126.0,-580.1,,,,-360.0,-224.6,-532.3,,1234.2,False,,,,False,False,False,,False
34029,1834,976.0,2117.2,,,,773.0,803.9,609.1,,548.2,-858.0,283.2,,,,-1061.0,-1030.1,-1224.9,,-1285.8,True,,,,False,False,False,,False
34031,1541,872.0,228.4,,,,1497.0,416.8,958.7,,760.1,-669.0,-1312.6,,,,-44.0,-1124.2,-582.3,,-780.9,False,,,,True,False,True,,False
34033,187,128.0,149.0,,,,224.0,74.8,5.8,,50.0,-59.0,-38.0,,,,37.0,-112.2,-181.2,,-137.0,True,,,,True,False,False,,False
34035,625,560.0,154.7,,,,489.0,415.3,420.3,,873.1,-65.0,-470.3,,,,-136.0,-209.7,-204.7,,248.1,False,,,,False,False,False,,False
34037,212,120.0,78.4,,,,71.0,110.6,33.8,,72.0,-92.0,-133.6,,,,-141.0,-101.4,-178.2,,-140.0,False,,,,False,False,False,,False
34039,1234,240.0,296.5,,,,1100.0,513.8,97.7,,100.2,-994.0,-937.5,,,,-134.0,-720.2,-1136.3,,-1133.8,True,,,,True,True,False,,False
34041,152,112.0,55.7,,,,161.0,60.6,90.8,,53.0,-40.0,-96.3,,,,9.0,-91.4,-61.2,,-99.0,False,,,,True,False,False,,False
35001,2971,4448.0,3037.5,,,,9163.0,3131.3,3190.7,,12923.0,1477.0,66.5,,,,6192.0,160.3,219.7,,9952.0,True,,,,False,True,True,,False
35003,9,8.0,,,,,0.0,,,,173.2,-1.0,,,,,-9.0,,,,164.2,,,,,False,,,,False
35005,640,384.0,592.7,,,,86.0,531.1,,,1027.8,-256.0,-47.3,,,,-554.0,-108.9,,,387.8,True,,,,False,True,,,False
35006,170,128.0,,,,,167.0,61.8,,,76.1,-42.0,,,,,-3.0,-108.2,,,-93.9,,,,,True,False,,,False
35007,15,0.0,,,,,1.0,,,,0.0,-15.0,,,,,-14.0,,,,-15.0,,,,,True,,,,False
35009,458,456.0,,,,,812.0,376.2,,,829.6,-2.0,,,,,354.0,-81.8,,,371.6,,,,,False,False,,,False
35011,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
35013,1581,2272.0,3531.0,,,,4517.0,1918.3,1676.3,,2628.3,691.0,1950.0,,,,2936.0,337.3,95.3,,1047.3,False,,,,False,True,True,,False
35015,437,288.0,0.5,,,,235.0,239.8,,,1286.5,-149.0,-436.5,,,,-202.0,-197.2,,,849.5,False,,,,False,False,,,False
35017,58,80.0,,,,,100.0,,,,1053.1,22.0,,,,,42.0,,,,995.1,,,,,False,,,,False
35019,14,0.0,,,,,9.0,,,,0.0,-14.0,,,,,-5.0,,,,-14.0,,,,,True,,,,False
35021,1,0.0,,,,,0.0,,,,0.0,-1.0,,,,,-1.0,,,,-1.0,,,,,False,,,,False
35023,26,112.0,,,,,77.0,,,,51.2,86.0,,,,,51.0,,,,25.2,,,,,True,,,,True
35025,923,776.0,670.4,,,,1117.0,519.2,,,1483.5,-147.0,-252.6,,,,194.0,-403.8,,,560.5,False,,,,False,False,,,False
35027,153,72.0,,,,,0.0,,,,825.7,-81.0,,,,,-153.0,,,,672.7,,,,,False,,,,False
35028,17,24.0,,,,,452.0,,,,64.4,7.0,,,,,435.0,,,,47.4,,,,,False,,,,False
35029,221,200.0,,,,,162.0,197.3,,,136.4,-21.0,,,,,-59.0,-23.7,,,-84.6,,,,,False,False,,,False
35031,654,1048.0,2409.8,,,,518.0,83.6,639.2,,0.0,394.0,1755.8,,,,-136.0,-570.4,-14.8,,-654.0,False,,,,True,False,True,,False
35033,5,16.0,,,,,0.0,,,,223.5,11.0,,,,,-5.0,,,,218.5,,,,,True,,,,False
35035,157,120.0,488.6,,,,166.0,,,,331.0,-37.0,331.6,,,,9.0,,,,174.0,False,,,,True,,,,False
35037,52,64.0,,,,,16.0,,,,385.8,12.0,,,,,-36.0,,,,333.8,,,,,False,,,,False
35039,231,248.0,,,,,87.0,150.5,,,846.4,17.0,,,,,-144.0,-80.5,,,615.4,,,,,False,False,,,False
35041,134,64.0,,,,,88.0,,,,62.2,-70.0,,,,,-46.0,,,,-71.8,,,,,True,,,,False
35043,445,480.0,94.4,,,,816.0,311.9,613.2,,1482.6,35.0,-350.6,,,,371.0,-133.1,168.2,,1037.6,False,,,,False,False,False,,False
35045,537,1376.0,2614.8,,,,807.0,286.6,1108.9,,715.6,839.0,2077.8,,,,270.0,-250.4,571.9,,178.6,False,,,,True,True,True,,True
35047,62,24.0,,,,,70.0,,,,74.3,-38.0,,,,,8.0,,,,12.3,,,,,True,,,,True
35049,529,552.0,121.3,,,,882.0,524.4,,,2793.2,23.0,-407.7,,,,353.0,-4.6,,,2264.2,False,,,,False,True,,,False
35051,24,0.0,,,,,1.0,,,,0.5,-24.0,,,,,-23.0,,,,-23.5,,,,,True,,,,True
35053,19,24.0,,,,,17.0,,,,42.4,5.0,,,,,-2.0,,,,23.4,,,,,True,,,,False
35055,69,32.0,,,,,35.0,,,,24.0,-37.0,,,,,-34.0,,,,-45.0,,,,,True,,,,False
35057,16,8.0,,,,,25.0,,,,1.0,-8.0,,,,,9.0,,,,-15.0,,,,,False,,,,False
35059,25,0.0,,,,,0.0,,,,0.1,-25.0,,,,,-25.0,,,,-24.9,,,,,False,,,,True
35061,348,304.0,57.0,,,,705.0,358.7,,,710.5,-44.0,-291.0,,,,357.0,10.7,,,362.5,False,,,,False,True,,,False
36001,615,504.0,383.6,,,,1242.0,79.5,552.6,,1153.2,-111.0,-231.4,,,,627.0,-535.5,-62.4,,538.2,False,,,,False,False,True,,False
36003,26,24.0,,,,,22.0,,,,79.3,-2.0,,,,,-4.0,,,,53.3,,,,,False,,,,False
36005,3538,0.0,,,,,,,,,,-3538.0,,,,,,,,,,,,,,,,,,
36007,543,440.0,210.9,,,,127.0,125.6,338.4,,1687.5,-103.0,-332.1,,,,-416.0,-417.4,-204.6,,1144.5,False,,,,False,False,False,,False
36009,89,88.0,75.5,,,,63.0,120.7,,,2103.2,-1.0,-13.5,,,,-26.0,31.7,,,2014.2,False,,,,False,False,,,False
36011,56,48.0,67.9,,,,19.0,70.8,,,35.0,-8.0,11.9,,,,-37.0,14.8,,,-21.0,False,,,,False,False,,,False
36013,301,312.0,112.4,,,,126.0,183.2,,,5065.5,11.0,-188.6,,,,-175.0,-117.8,,,4764.5,False,,,,False,False,,,False
36015,58,16.0,1.7,,,,184.0,3.3,,,2.9,-42.0,-56.3,,,,126.0,-54.7,,,-55.1,False,,,,False,False,,,False
36017,67,136.0,,,,,21.0,20.1,,,1701.9,69.0,,,,,-46.0,-46.9,,,1634.9,,,,,True,True,,,False
36019,44,56.0,25.2,,,,45.0,4.1,,,2564.6,12.0,-18.8,,,,1.0,-39.9,,,2520.6,False,,,,True,False,,,False
36021,90,88.0,112.3,,,,136.0,47.3,79.5,,46.6,-2.0,22.3,,,,46.0,-42.7,-10.5,,-43.4,False,,,,False,False,False,,False
36023,44,64.0,,,,,11.0,,,,346.3,20.0,,,,,-33.0,,,,302.3,,,,,False,,,,False
36025,32,0.0,,,,,8.0,,,,0.0,-32.0,,,,,-24.0,,,,-32.0,,,,,True,,,,False
36027,645,248.0,111.2,,,,1350.0,111.6,277.0,,87.4,-397.0,-533.8,,,,705.0,-533.4,-368.0,,-557.6,False,,,,False,False,True,,False
36029,2501,1992.0,1360.2,,,,1711.0,572.0,2650.0,,2907.3,-509.0,-1140.8,,,,-790.0,-1929.0,149.0,,406.3,False,,,,False,False,True,,True
36031,96,32.0,,,,,9.0,,,,6.8,-64.0,,,,,-87.0,,,,-89.2,,,,,False,,,,False
36033,24,16.0,0.0,,,,3.0,,,,17.8,-8.0,-24.0,,,,-21.0,,,,-6.2,False,,,,False,,,,True
36035,47,32.0,233.6,,,,133.0,27.9,22.3,,7.5,-15.0,186.6,,,,86.0,-19.1,-24.7,,-39.5,False,,,,False,False,False,,False
36037,53,64.0,43.5,,,,165.0,51.3,,,46.6,11.0,-9.5,,,,112.0,-1.7,,,-6.4,True,,,,False,True,,,True
36039,48,16.0,,,,,52.0,10.3,,,8.2,-32.0,,,,,4.0,-37.7,,,-39.8,,,,,True,False,,,False
36041,8,0.0,,,,,0.0,,,,0.0,-8.0,,,,,-8.0,,,,-8.0,,,,,False,,,,False
36043,118,128.0,80.4,,,,25.0,207.5,,,41.3,10.0,-37.6,,,,-93.0,89.5,,,-76.7,False,,,,False,False,,,False
36045,59,16.0,7.5,,,,19.0,,,,1.3,-43.0,-51.5,,,,-40.0,,,,-57.7,False,,,,True,,,,False
36047,4760,0.0,,,,,,,,,,-4760.0,,,,,,,,,,,,,,,,,,
36049,18,0.0,,,,,2.0,,,,0.1,-18.0,,,,,-16.0,,,,-17.9,,,,,True,,,,True
36051,43,112.0,54.8,,,,48.0,21.4,,,2436.5,69.0,11.8,,,,5.0,-21.6,,,2393.5,True,,,,True,True,,,False
36053,100,88.0,123.8,,,,191.0,35.6,51.9,,179.2,-12.0,23.8,,,,91.0,-64.4,-48.1,,79.2,False,,,,False,False,False,,False
36055,1398,1848.0,1678.9,,,,2295.0,609.0,1865.3,,1769.0,450.0,280.9,,,,897.0,-789.0,467.3,,371.0,True,,,,False,False,False,,True
36057,84,88.0,,,,,69.0,34.4,,,1057.6,4.0,,,,,-15.0,-49.6,,,973.6,,,,,False,False,,,False
36059,2848,2232.0,232.9,,,,14536.0,2161.3,2336.2,,2278.2,-616.0,-2615.1,,,,11688.0,-686.7,-511.8,,-569.8,False,,,,False,False,True,,True
36061,2970,15840.0,,,,,28333.0,2517.7,12467.2,,10289.7,12870.0,,,,,25363.0,-452.3,9497.2,,7319.7,,,,,False,True,True,,True
36063,309,456.0,369.3,,,,867.0,94.0,414.7,,558.2,147.0,60.3,,,,558.0,-215.0,105.7,,249.2,True,,,,False,False,True,,False
36065,480,744.0,1392.5,,,,701.0,608.9,346.0,,207.8,264.0,912.5,,,,221.0,128.9,-134.0,,-272.2,False,,,,True,True,True,,False
36067,864,1376.0,2037.8,,,,1664.0,391.5,792.0,,2193.3,512.0,1173.8,,,,800.0,-472.5,-72.0,,1329.3,False,,,,False,True,True,,False
36069,105,144.0,209.2,,,,188.0,196.8,120.4,,123.5,39.0,104.2,,,,83.0,91.8,15.4,,18.5,False,,,,False,False,True,,True
36071,674,512.0,371.2,,,,1298.0,73.2,409.4,,368.4,-162.0,-302.8,,,,624.0,-600.8,-264.6,,-305.6,False,,,,False,False,False,,False
36073,23,40.0,,,,,116.0,18.6,,,22.5,17.0,,,,,93.0,-4.4,,,-0.5,,,,,False,True,,,True
36075,106,104.0,364.8,,,,73.0,249.3,,,97.9,-2.0,258.8,,,,-33.0,143.3,,,-8.1,False,,,,False,False,,,False
36077,161,16.0,0.1,,,,23.0,,,,131.2,-145.0,-160.9,,,,-138.0,,,,-29.8,False,,,,True,,,,True
36079,167,208.0,31.9,,,,633.0,77.7,122.7,,1434.7,41.0,-135.1,,,,466.0,-89.3,-44.3,,1267.7,False,,,,False,False,False,,False
36081,4142,0.0,,,,,,,,,,-4142.0,,,,,,,,,,,,,,,,,,
36083,265,240.0,96.0,,,,184.0,67.2,426.9,,1695.0,-25.0,-169.0,,,,-81.0,-197.8,161.9,,1430.0,False,,,,False,False,False,,False
36085,986,0.0,,,,,,,,,,-986.0,,,,,,,,,,,,,,,,,,
36087,682,568.0,87.6,,,,3066.0,192.3,751.2,,209.1,-114.0,-594.4,,,,2384.0,-489.7,69.2,,-472.9,False,,,,False,False,True,,False
36089,63,56.0,4.1,,,,25.0,7.4,,,109.0,-7.0,-58.9,,,,-38.0,-55.6,,,46.0,False,,,,False,False,,,False
36091,282,264.0,73.5,,,,344.0,105.3,164.2,,1198.4,-18.0,-208.5,,,,62.0,-176.7,-117.8,,916.4,False,,,,False,False,False,,False
36093,443,200.0,168.9,,,,826.0,169.5,136.2,,59.4,-243.0,-274.1,,,,383.0,-273.5,-306.8,,-383.6,False,,,,False,False,False,,False
36095,10,32.0,,,,,12.0,,,,960.7,22.0,,,,,2.0,,,,950.7,,,,,True,,,,False
36097,12,16.0,,,,,2.0,,,,821.5,4.0,,,,,-10.0,,,,809.5,,,,,False,,,,False
36099,28,32.0,,,,,15.0,,,,53.2,4.0,,,,,-13.0,,,,25.2,,,,,False,,,,False
36101,45,40.0,7.2,,,,115.0,26.4,26.1,,38.8,-5.0,-37.8,,,,70.0,-18.6,-18.9,,-6.2,False,,,,False,False,False,,False
36103,3213,3216.0,597.0,,,,78089.0,1254.3,2475.1,,4532.8,3.0,-2616.0,,,,74876.0,-1958.7,-737.9,,1319.8,False,,,,False,False,False,,False
36105,79,64.0,138.1,,,,110.0,13.5,52.7,,54.6,-15.0,59.1,,,,31.0,-65.5,-26.3,,-24.4,False,,,,False,False,False,,False
36107,51,120.0,,,,,24.0,19.2,,,1656.9,69.0,,,,,-27.0,-31.8,,,1605.9,,,,,True,True,,,False
36109,138,40.0,1.7,,,,50.0,7.8,,,2297.5,-98.0,-136.3,,,,-88.0,-130.2,,,2159.5,False,,,,True,False,,,False
36111,344,240.0,165.1,,,,422.0,28.2,232.1,,36.2,-104.0,-178.9,,,,78.0,-315.8,-111.9,,-307.8,False,,,,True,False,False,,False
36113,51,48.0,34.2,,,,48.0,7.9,40.2,,64.0,-3.0,-16.8,,,,-3.0,-43.1,-10.8,,13.0,False,,,,False,False,False,,False
36115,20,24.0,27.4,,,,40.0,4.4,15.5,,552.9,4.0,7.4,,,,20.0,-15.6,-4.5,,532.9,False,,,,False,False,False,,False
36117,85,160.0,91.5,,,,29.0,179.2,,,170.3,75.0,6.5,,,,-56.0,94.2,,,85.3,True,,,,True,False,,,False
36119,1945,1920.0,485.1,,,,11927.0,481.7,2813.0,,1161.9,-25.0,-1459.9,,,,9982.0,-1463.3,868.0,,-783.1,False,,,,False,False,False,,False
36121,25,40.0,,,,,32.0,20.1,,,1149.8,15.0,,,,,7.0,-4.9,,,1124.8,,,,,True,True,,,False
36123,14,0.0,,,,,14.0,,,,0.2,-14.0,,,,,0.0,,,,-13.8,,,,,True,,,,True
37001,1942,1320.0,1317.2,,,,3387.0,1054.6,998.1,,456.2,-622.0,-624.8,,,,1445.0,-887.4,-943.9,,-1485.8,False,,,,False,False,False,,False
37003,268,352.0,,,,,683.0,355.2,,,624.1,84.0,,,,,415.0,87.2,,,356.1,,,,,False,False,,,False
37005,169,40.0,,,,,41.0,,,,179.8,-129.0,,,,,-128.0,,,,10.8,,,,,True,,,,True
37007,286,328.0,,,,,266.0,158.1,,,634.0,42.0,,,,,-20.0,-127.9,,,348.0,,,,,True,False,,,False
37009,166,72.0,,,,,177.0,,,,97.4,-94.0,,,,,11.0,,,,-68.6,,,,,True,,,,True
37011,207,104.0,,,,,226.0,,,,1.4,-103.0,,,,,19.0,,,,-205.6,,,,,True,,,,False
37013,545,288.0,,,,,478.0,395.7,,,1064.1,-257.0,,,,,-67.0,-149.3,,,519.1,,,,,True,True,,,False
37015,332,48.0,,,,,129.0,12.3,,,30.8,-284.0,,,,,-203.0,-319.7,,,-301.2,,,,,True,False,,,False
37017,343,256.0,,,,,706.0,201.9,,,350.1,-87.0,,,,,363.0,-141.1,,,7.1,,,,,False,False,,,True
37019,668,1000.0,1774.9,,,,3798.0,1256.5,,,488.4,332.0,1106.9,,,,3130.0,588.5,,,-179.6,False,,,,False,False,,,True
37021,1854,1592.0,1964.6,,,,4626.0,1188.6,467.2,,5688.0,-262.0,110.6,,,,2772.0,-665.4,-1386.8,,3834.0,True,,,,False,False,False,,False
37023,750,696.0,1081.5,,,,2665.0,317.1,698.5,,671.3,-54.0,331.5,,,,1915.0,-432.9,-51.5,,-78.7,False,,,,False,False,True,,False
37025,1811,2136.0,2967.2,,,,5642.0,1708.3,1477.3,,2519.2,325.0,1156.2,,,,3831.0,-102.7,-333.7,,708.2,False,,,,False,True,False,,False
37027,877,920.0,1812.2,,,,1796.0,675.4,,,586.0,43.0,935.2,,,,919.0,-201.6,,,-291.0,False,,,,False,False,,,False
37029,69,32.0,,,,,32.0,,,,10.8,-37.0,,,,,-37.0,,,,-58.2,,,,,False,,,,False
37031,443,256.0,73.6,,,,477.0,554.5,,,684.8,-187.0,-369.4,,,,34.0,111.5,,,241.8,False,,,,True,True,,,False
37033,107,40.0,,,,,136.0,101.2,,,1.5,-67.0,,,,,29.0,-5.8,,,-105.5,,,,,True,True,,,False
37035,1564,1880.0,5169.5,,,,5147.0,1333.6,1502.3,,905.9,316.0,3605.5,,,,3583.0,-230.4,-61.7,,-658.1,False,,,,False,True,True,,False
37037,493,456.0,518.4,,,,836.0,280.1,398.7,,1041.7,-37.0,25.4,,,,343.0,-212.9,-94.3,,548.7,True,,,,False,False,False,,False
37039,438,144.0,,,,,198.0,,,,723.3,-294.0,,,,,-240.0,,,,285.3,,,,,True,,,,True
37041,212,64.0,,,,,106.0,,,,223.3,-148.0,,,,,-106.0,,,,11.3,,,,,True,,,,True
37043,85,48.0,,,,,70.0,,,,531.7,-37.0,,,,,-15.0,,,,446.7,,,,,True,,,,False
37045,1170,1064.0,1124.3,,,,3084.0,1022.4,,,2610.2,-106.0,-45.7,,,,1914.0,-147.6,,,1440.2,True,,,,False,False,,,False
37047,580,416.0,620.8,,,,2904.0,174.9,329.7,,692.3,-164.0,40.8,,,,2324.0,-405.1,-250.3,,112.3,True,,,,False,False,False,,True
37049,735,448.0,1261.3,,,,927.0,414.9,,,1975.4,-287.0,526.3,,,,192.0,-320.1,,,1240.4,False,,,,True,False,,,False
37051,2823,1768.0,2141.1,,,,14539.0,1596.3,4662.5,,318.3,-1055.0,-681.9,,,,11716.0,-1226.7,1839.5,,-2504.7,True,,,,False,False,False,,False
37053,101,56.0,,,,,92.0,,,,1187.5,-45.0,,,,,-9.0,,,,1086.5,,,,,True,,,,False
37055,133,264.0,,,,,215.0,497.3,,,654.7,131.0,,,,,82.0,364.3,,,521.7,,,,,True,False,,,False
37057,1055,1376.0,3293.8,,,,3646.0,1130.1,1259.8,,1689.3,321.0,2238.8,,,,2591.0,75.1,204.8,,634.3,False,,,,False,True,True,,False
37059,251,296.0,,,,,527.0,261.2,,,9.5,45.0,,,,,276.0,10.2,,,-241.5,,,,,False,True,,,False
37061,584,1040.0,322.5,,,,1815.0,203.6,723.5,,567.3,456.0,-261.5,,,,1231.0,-380.4,139.5,,-16.7,True,,,,False,True,True,,True
37063,2584,3464.0,2327.2,,,,9059.0,1772.9,3749.2,,2291.4,880.0,-256.8,,,,6475.0,-811.1,1165.2,,-292.6,True,,,,False,True,False,,True
37065,709,344.0,389.0,,,,936.0,174.7,318.4,,516.0,-365.0,-320.0,,,,227.0,-534.3,-390.6,,-193.0,True,,,,True,False,False,,True
37067,2727,3112.0,2381.4,,,,7045.0,1826.8,3009.7,,2100.7,385.0,-345.6,,,,4318.0,-900.2,282.7,,-626.3,True,,,,False,False,True,,False
37069,607,808.0,776.7,,,,1031.0,468.1,1466.3,,2089.5,201.0,169.7,,,,424.0,-138.9,859.3,,1482.5,True,,,,False,True,False,,False
37071,2524,3608.0,9946.4,,,,9015.0,2054.4,6185.2,,4107.5,1084.0,7422.4,,,,6491.0,-469.6,3661.2,,1583.5,False,,,,False,True,False,,False
37073,77,24.0,,,,,24.0,,,,516.2,-53.0,,,,,-53.0,,,,439.2,,,,,False,,,,False
37075,68,0.0,,,,,56.0,,,,0.0,-68.0,,,,,-12.0,,,,-68.0,,,,,True,,,,True
37077,649,784.0,325.1,,,,1109.0,189.3,275.2,,1506.1,135.0,-323.9,,,,460.0,-459.7,-373.8,,857.1,False,,,,False,False,False,,False
37079,250,160.0,,,,,313.0,100.0,,,106.7,-90.0,,,,,63.0,-150.0,,,-143.3,,,,,True,False,,,False
37081,3733,3520.0,2300.9,,,,12160.0,2867.8,6629.5,,5695.6,-213.0,-1432.1,,,,8427.0,-865.2,2896.5,,1962.6,False,,,,False,False,False,,False
37083,473,696.0,556.5,,,,750.0,200.5,,,1888.6,223.0,83.5,,,,277.0,-272.5,,,1415.6,True,,,,False,False,,,False
37085,985,632.0,1332.3,,,,2786.0,734.3,718.8,,1402.5,-353.0,347.3,,,,1801.0,-250.7,-266.2,,417.5,True,,,,False,True,True,,False
37087,410,200.0,339.4,,,,854.0,196.4,,,915.2,-210.0,-70.6,,,,444.0,-213.6,,,505.2,True,,,,False,False,,,False
37089,869,1472.0,1016.1,,,,2797.0,822.2,2231.0,,3089.9,603.0,147.1,,,,1928.0,-46.8,1362.0,,2220.9,True,,,,False,True,False,,False
37091,442,80.0,,,,,216.0,24.2,,,48.3,-362.0,,,,,-226.0,-417.8,,,-393.7,,,,,True,False,,,False
37093,461,520.0,717.6,,,,1189.0,201.1,,,907.6,59.0,256.6,,,,728.0,-259.9,,,446.6,False,,,,False,False,,,False
37095,78,168.0,,,,,64.0,,,,203.2,90.0,,,,,-14.0,,,,125.2,,,,,True,,,,False
37097,1524,1792.0,1942.0,,,,4457.0,1437.6,1320.7,,3502.6,268.0,418.0,,,,2933.0,-86.4,-203.3,,1978.6,False,,,,False,True,True,,False
37099,383,496.0,,,,,562.0,157.7,,,1307.0,113.0,,,,,179.0,-225.3,,,924.0,,,,,False,False,,,False
