,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18101,91,54.0,,,,,,,39.0,14.6,,56.3,,70.0,-37.0,,,,,,,-52.0,-76.4,,-34.7,,-21.0,,,,,,,False,False,,True,,True
18103,111,156.0,,425.0,,,,,201.0,54.7,61.4,83.1,,388.0,45.0,,314.0,,,,,90.0,-56.3,-49.6,-27.9,,277.0,,False,,,,,False,False,False,True,,False
18105,810,774.0,445.5,1129.0,,,,,535.0,1147.2,700.2,845.1,,1467.0,-36.0,-364.5,319.0,,,,,-275.0,337.2,-109.8,35.1,,657.0,False,False,,,,,False,False,False,True,,False
18107,149,54.0,,42.0,,,,,170.0,10.0,16.6,40.0,,119.0,-95.0,,-107.0,,,,,21.0,-139.0,-132.4,-109.0,,-30.0,,False,,,,,True,False,False,False,,True
18109,234,120.0,59.2,203.0,,,,,317.0,50.0,79.6,244.1,,263.0,-114.0,-174.8,-31.0,,,,,83.0,-184.0,-154.4,10.1,,29.0,False,True,,,,,True,False,False,True,,True
18111,46,18.0,,20.0,,,,,53.0,2.3,11.9,12.4,,17.0,-28.0,,-26.0,,,,,7.0,-43.7,-34.1,-33.6,,-29.0,,True,,,,,True,False,False,False,,False
18113,240,258.0,,248.0,,,,,273.0,38.1,155.7,198.6,,192.0,18.0,,8.0,,,,,33.0,-201.9,-84.3,-41.4,,-48.0,,True,,,,,False,False,False,False,,False
18115,41,36.0,,122.0,,,,,7.0,3.4,,37.2,,27.0,-5.0,,81.0,,,,,-34.0,-37.6,,-3.8,,-14.0,,False,,,,,False,False,,True,,False
18117,103,66.0,,0.0,,,,,101.0,5.7,15.7,36.2,,169.0,-37.0,,-103.0,,,,,-2.0,-97.3,-87.3,-66.8,,66.0,,False,,,,,True,False,False,False,,False
18119,84,90.0,,290.0,,,,,74.0,8.1,,66.2,,293.0,6.0,,206.0,,,,,-10.0,-75.9,,-17.8,,209.0,,False,,,,,False,False,,False,,False
18121,50,48.0,,113.0,,,,,62.0,5.6,,79.5,,182.0,-2.0,,63.0,,,,,12.0,-44.4,,29.5,,132.0,,False,,,,,False,False,,False,,False
18123,37,30.0,,41.0,,,,,72.0,1.4,88.3,4.5,,7.0,-7.0,,4.0,,,,,35.0,-35.6,51.3,-32.5,,-30.0,,True,,,,,False,False,False,False,,False
18125,90,30.0,,85.0,,,,,30.0,3.8,,,,59.0,-60.0,,-5.0,,,,,-60.0,-86.2,,,,-31.0,,True,,,,,False,False,,,,True
18127,812,660.0,602.4,926.0,,,,,683.0,660.6,512.5,597.7,,819.0,-152.0,-209.6,114.0,,,,,-129.0,-151.4,-299.5,-214.3,,7.0,False,True,,,,,True,True,False,False,,True
18129,96,252.0,,564.0,,,,,69.0,192.9,179.3,1445.2,,357.0,156.0,,468.0,,,,,-27.0,96.9,83.3,1349.2,,261.0,,False,,,,,True,True,True,False,,False
18131,39,12.0,,1.0,,,,,57.0,6.6,,6.1,,3.0,-27.0,,-38.0,,,,,18.0,-32.4,,-32.9,,-36.0,,False,,,,,True,False,,False,,False
18133,247,96.0,,281.0,,,,,169.0,11.1,38.7,85.7,,223.0,-151.0,,34.0,,,,,-78.0,-235.9,-208.3,-161.3,,-24.0,,True,,,,,True,False,False,False,,True
18135,97,54.0,,89.0,,,,,63.0,17.9,,23.6,,376.0,-43.0,,-8.0,,,,,-34.0,-79.1,,-73.4,,279.0,,True,,,,,True,False,,False,,False
18137,78,150.0,,641.0,,,,,110.0,40.7,83.6,179.5,,222.0,72.0,,563.0,,,,,32.0,-37.3,5.6,101.5,,144.0,,False,,,,,True,True,True,False,,False
18139,73,48.0,,72.0,,,,,50.0,9.0,,79.1,,82.0,-25.0,,-1.0,,,,,-23.0,-64.0,,6.1,,9.0,,True,,,,,True,False,,True,,True
18141,2648,1860.0,1262.0,1254.0,,,,,1725.0,1250.9,934.8,1731.0,,2176.0,-788.0,-1386.0,-1394.0,,,,,-923.0,-1397.1,-1713.2,-917.0,,-472.0,False,False,,,,,False,False,False,False,,True
18143,105,210.0,,972.0,,,,,131.0,58.2,37.9,139.7,,467.0,105.0,,867.0,,,,,26.0,-46.8,-67.1,34.7,,362.0,,False,,,,,True,True,True,True,,False
18145,145,90.0,,224.0,,,,,281.0,15.6,51.1,93.3,,51.0,-55.0,,79.0,,,,,136.0,-129.4,-93.9,-51.7,,-94.0,,False,,,,,False,False,False,True,,False
18147,70,90.0,,285.0,,,,,48.0,11.5,140.0,108.0,,68.0,20.0,,215.0,,,,,-22.0,-58.5,70.0,38.0,,-2.0,,False,,,,,False,False,False,False,,True
18149,71,102.0,,153.0,,,,,137.0,20.6,111.4,73.9,,79.0,31.0,,82.0,,,,,66.0,-50.4,40.4,2.9,,8.0,,False,,,,,False,False,False,True,,True
18151,129,204.0,,516.0,,,,,140.0,72.1,93.3,96.4,,613.0,75.0,,387.0,,,,,11.0,-56.9,-35.7,-32.6,,484.0,,False,,,,,True,True,True,True,,False
18153,238,12.0,,0.0,,,,,67.0,7.6,,0.3,,9.0,-226.0,,-238.0,,,,,-171.0,-230.4,,-237.7,,-229.0,,False,,,,,True,False,,False,,False
18155,27,12.0,,2.0,,,,,18.0,2.6,,3.8,,9.0,-15.0,,-25.0,,,,,-9.0,-24.4,,-23.2,,-18.0,,False,,,,,True,False,,False,,False
18157,746,648.0,734.5,1585.0,,,,,814.0,403.7,631.6,513.0,,890.0,-98.0,-11.5,839.0,,,,,68.0,-342.3,-114.4,-233.0,,144.0,True,False,,,,,True,False,False,False,,False
18159,131,174.0,,554.0,,,,,54.0,17.4,,126.1,,537.0,43.0,,423.0,,,,,-77.0,-113.6,,-4.9,,406.0,,False,,,,,False,False,,True,,False
18161,45,30.0,,62.0,,,,,6.0,1.5,,37.4,,53.0,-15.0,,17.0,,,,,-39.0,-43.5,,-7.6,,8.0,,False,,,,,False,False,,True,,True
18163,1328,2016.0,2694.4,1719.0,,,,,1034.0,2532.5,1321.7,2069.0,,1873.0,688.0,1366.4,391.0,,,,,-294.0,1204.5,-6.3,741.0,,545.0,False,True,,,,,True,False,True,False,,True
18165,86,12.0,,20.0,,,,,51.0,1.5,,16.6,,2.0,-74.0,,-66.0,,,,,-35.0,-84.5,,-69.4,,-84.0,,True,,,,,True,False,,True,,False
18167,1113,456.0,220.1,1901.0,,,,,482.0,192.5,255.2,468.1,,1964.0,-657.0,-892.9,788.0,,,,,-631.0,-920.5,-857.8,-644.9,,851.0,False,False,,,,,True,False,False,True,,False
18169,83,102.0,,236.0,,,,,141.0,15.3,72.9,86.6,,307.0,19.0,,153.0,,,,,58.0,-67.7,-10.1,3.6,,224.0,,False,,,,,False,False,True,True,,False
18171,19,18.0,,0.0,,,,,24.0,1.7,,27.8,,51.0,-1.0,,-19.0,,,,,5.0,-17.3,,8.8,,32.0,,False,,,,,False,False,,False,,False
18173,424,588.0,115.7,882.0,,,,,280.0,637.5,362.8,774.4,,773.0,164.0,-308.3,458.0,,,,,-144.0,213.5,-61.2,350.4,,349.0,False,False,,,,,True,False,True,False,,False
18175,155,60.0,,130.0,,,,,109.0,22.9,,38.9,,377.0,-95.0,,-25.0,,,,,-46.0,-132.1,,-116.1,,222.0,,True,,,,,True,False,,False,,False
18177,375,354.0,212.4,974.0,,,,,441.0,292.9,303.8,475.2,,870.0,-21.0,-162.6,599.0,,,,,66.0,-82.1,-71.2,100.2,,495.0,False,False,,,,,False,False,False,False,,False
18179,107,114.0,,326.0,,,,,150.0,56.9,96.0,107.6,,302.0,7.0,,219.0,,,,,43.0,-50.1,-11.0,0.6,,195.0,,False,,,,,False,False,False,True,,False
18181,141,150.0,,396.0,,,,,137.0,34.0,45.9,147.3,,267.0,9.0,,255.0,,,,,-4.0,-107.0,-95.1,6.3,,126.0,,False,,,,,True,False,False,True,,False
18183,95,108.0,,147.0,,,,,155.0,87.4,109.4,88.5,,146.0,13.0,,52.0,,,,,60.0,-7.6,14.4,-6.5,,51.0,,False,,,,,False,True,False,True,,False
19001,33,0.0,,0.0,,,,,35.0,1.6,,0.0,,1.0,-33.0,,-33.0,,,,,2.0,-31.4,,-33.0,,-32.0,,False,,,,,True,True,,False,,True
19003,11,0.0,,0.0,,,,,17.0,1.7,,,,3.0,-11.0,,-11.0,,,,,6.0,-9.3,,,,-8.0,,False,,,,,True,True,,,,True
19005,48,30.0,,0.0,,,,,25.0,1.4,10.7,46.9,,61.0,-18.0,,-48.0,,,,,-23.0,-46.6,-37.3,-1.1,,13.0,,False,,,,,False,False,False,True,,True
19007,58,18.0,,42.0,,,,,40.0,2.5,,1.6,,3.0,-40.0,,-16.0,,,,,-18.0,-55.5,,-56.4,,-55.0,,True,,,,,True,False,,False,,False
19009,18,42.0,,0.0,,,,,29.0,1.3,,23.5,,51.0,24.0,,-18.0,,,,,11.0,-16.7,,5.5,,33.0,,True,,,,,True,True,,True,,False
19011,110,132.0,,292.0,,,,,65.0,28.1,216.2,180.0,,180.0,22.0,,182.0,,,,,-45.0,-81.9,106.2,70.0,,70.0,,False,,,,,False,False,False,False,,False
19013,1154,1074.0,209.4,947.0,,,,,870.0,798.6,577.7,826.1,,493.0,-80.0,-944.6,-207.0,,,,,-284.0,-355.4,-576.3,-327.9,,-661.0,False,False,,,,,False,False,False,False,,False
19015,162,186.0,,201.0,,,,,167.0,39.0,134.8,227.2,,250.0,24.0,,39.0,,,,,5.0,-123.0,-27.2,65.2,,88.0,,False,,,,,True,False,False,False,,False
19017,211,180.0,,418.0,,,,,82.0,43.7,166.2,312.8,,123.0,-31.0,,207.0,,,,,-129.0,-167.3,-44.8,101.8,,-88.0,,False,,,,,False,False,False,False,,False
19019,103,102.0,,170.0,,,,,57.0,10.1,,57.0,,179.0,-1.0,,67.0,,,,,-46.0,-92.9,,-46.0,,76.0,,False,,,,,False,False,,False,,False
19021,84,138.0,,0.0,,,,,320.0,13.0,15.3,60.4,,0.0,54.0,,-84.0,,,,,236.0,-71.0,-68.7,-23.6,,-84.0,,False,,,,,False,False,False,True,,False
19023,131,78.0,,104.0,,,,,36.0,44.2,,104.0,,76.0,-53.0,,-27.0,,,,,-95.0,-86.8,,-27.0,,-55.0,,True,,,,,False,False,,True,,False
19025,94,24.0,,4.0,,,,,80.0,26.5,,84.8,,11.0,-70.0,,-90.0,,,,,-14.0,-67.5,,-9.2,,-83.0,,False,,,,,True,True,,True,,False
19027,325,204.0,,301.0,,,,,203.0,138.9,219.0,231.2,,277.0,-121.0,,-24.0,,,,,-122.0,-186.1,-106.0,-93.8,,-48.0,,True,,,,,False,False,True,True,,True
19029,104,42.0,,42.0,,,,,74.0,3.6,,26.1,,206.0,-62.0,,-62.0,,,,,-30.0,-100.4,,-77.9,,102.0,,False,,,,,True,False,,False,,False
19031,66,36.0,,39.0,,,,,35.0,2.9,103.3,23.2,,11.0,-30.0,,-27.0,,,,,-31.0,-63.1,37.3,-42.8,,-55.0,,True,,,,,False,False,False,False,,False
19033,387,618.0,,382.0,,,,,295.0,661.8,324.3,237.8,,257.0,231.0,,-5.0,,,,,-92.0,274.8,-62.7,-149.2,,-130.0,,True,,,,,True,False,True,True,,True
19035,79,42.0,,19.0,,,,,41.0,19.9,,65.6,,70.0,-37.0,,-60.0,,,,,-38.0,-59.1,,-13.4,,-9.0,,False,,,,,False,False,,True,,True
19037,86,48.0,,119.0,,,,,18.0,8.7,,55.7,,38.0,-38.0,,33.0,,,,,-68.0,-77.3,,-30.3,,-48.0,,True,,,,,False,False,,True,,False
19039,86,54.0,,23.0,,,,,73.0,6.2,0.1,80.7,,22.0,-32.0,,-63.0,,,,,-13.0,-79.8,-85.9,-5.3,,-64.0,,False,,,,,True,False,False,True,,False
19041,81,42.0,,24.0,,,,,210.0,4.3,77.1,68.4,,26.0,-39.0,,-57.0,,,,,129.0,-76.7,-3.9,-12.6,,-55.0,,False,,,,,False,False,True,True,,False
19043,113,138.0,,261.0,,,,,30.0,9.7,,65.8,,251.0,25.0,,148.0,,,,,-83.0,-103.3,,-47.2,,138.0,,False,,,,,False,False,,False,,False
19045,696,318.0,,689.0,,,,,138.0,550.1,382.6,226.8,,507.0,-378.0,,-7.0,,,,,-558.0,-145.9,-313.4,-469.2,,-189.0,,True,,,,,False,True,True,False,,True
19047,176,42.0,,14.0,,,,,139.0,10.1,6.1,47.4,,52.0,-134.0,,-162.0,,,,,-37.0,-165.9,-169.9,-128.6,,-124.0,,False,,,,,True,False,False,True,,True
19049,837,732.0,431.2,484.0,,,,,538.0,429.6,805.7,486.8,,427.0,-105.0,-405.8,-353.0,,,,,-299.0,-407.4,-31.3,-350.2,,-410.0,False,False,,,,,False,False,True,False,,False
19051,57,24.0,,9.0,,,,,18.0,4.5,,29.1,,36.0,-33.0,,-48.0,,,,,-39.0,-52.5,,-27.9,,-21.0,,False,,,,,False,False,,True,,True
19053,31,12.0,,0.0,,,,,25.0,2.2,,,,5.0,-19.0,,-31.0,,,,,-6.0,-28.8,,,,-26.0,,False,,,,,True,False,,,,False
19055,181,78.0,,106.0,,,,,36.0,26.7,,102.2,,153.0,-103.0,,-75.0,,,,,-145.0,-154.3,,-78.8,,-28.0,,True,,,,,False,False,,True,,True
19057,506,78.0,,140.0,,,,,310.0,12.2,251.5,80.2,,45.0,-428.0,,-366.0,,,,,-196.0,-493.8,-254.5,-425.8,,-461.0,,True,,,,,True,False,True,True,,False
19059,158,156.0,,197.0,,,,,162.0,12.9,124.1,262.6,,71.0,-2.0,,39.0,,,,,4.0,-145.1,-33.9,104.6,,-87.0,,False,,,,,False,False,False,False,,False
19061,825,1020.0,1617.8,551.0,,,,,488.0,799.1,838.2,951.8,,389.0,195.0,792.8,-274.0,,,,,-337.0,-25.9,13.2,126.8,,-436.0,False,False,,,,,False,True,True,True,,False
19063,90,162.0,,154.0,,,,,89.0,138.3,80.4,213.6,,114.0,72.0,,64.0,,,,,-1.0,48.3,-9.6,123.6,,24.0,,True,,,,,True,True,True,False,,True
19065,86,54.0,,32.0,,,,,42.0,7.4,,27.8,,28.0,-32.0,,-54.0,,,,,-44.0,-78.6,,-58.2,,-58.0,,False,,,,,False,False,,False,,False
19067,155,24.0,,18.0,,,,,48.0,32.1,,51.3,,6.0,-131.0,,-137.0,,,,,-107.0,-122.9,,-103.7,,-149.0,,False,,,,,True,True,,True,,False
19069,147,228.0,,336.0,,,,,50.0,126.5,69.5,292.8,,110.0,81.0,,189.0,,,,,-97.0,-20.5,-77.5,145.8,,-37.0,,False,,,,,False,True,True,False,,True
19071,44,60.0,,55.0,,,,,26.0,3.2,,,,106.0,16.0,,11.0,,,,,-18.0,-40.8,,,,62.0,,True,,,,,False,False,,,,False
19073,31,12.0,,0.0,,,,,54.0,8.1,,1.3,,5.0,-19.0,,-31.0,,,,,23.0,-22.9,,-29.7,,-26.0,,False,,,,,False,False,,False,,False
19075,77,60.0,,94.0,,,,,38.0,8.7,,34.0,,38.0,-17.0,,17.0,,,,,-39.0,-68.3,,-43.0,,-39.0,,False,,,,,False,False,,False,,False
19077,61,132.0,,186.0,,,,,63.0,13.0,86.5,235.4,,63.0,71.0,,125.0,,,,,2.0,-48.0,25.5,174.4,,2.0,,False,,,,,True,True,True,False,,True
19079,100,36.0,,0.0,,,,,108.0,1.6,45.3,50.0,,11.0,-64.0,,-100.0,,,,,8.0,-98.4,-54.7,-50.0,,-89.0,,False,,,,,True,False,True,True,,False
19081,94,168.0,,249.0,,,,,48.0,99.3,103.9,159.0,,131.0,74.0,,155.0,,,,,-46.0,5.3,9.9,65.0,,37.0,,False,,,,,True,True,True,True,,True
19083,119,156.0,,214.0,,,,,76.0,210.7,87.7,152.0,,252.0,37.0,,95.0,,,,,-43.0,91.7,-31.3,33.0,,133.0,,False,,,,,False,False,True,True,,False
19085,74,78.0,,81.0,,,,,96.0,17.0,,77.7,,81.0,4.0,,7.0,,,,,22.0,-57.0,,3.7,,7.0,,False,,,,,False,False,,True,,False
19087,288,24.0,,29.0,,,,,63.0,1.4,37.8,4.1,,10.0,-264.0,,-259.0,,,,,-225.0,-286.6,-250.2,-283.9,,-278.0,,True,,,,,True,False,True,False,,False
19089,106,18.0,,6.0,,,,,12.0,4.5,,32.6,,8.0,-88.0,,-100.0,,,,,-94.0,-101.5,,-73.4,,-98.0,,False,,,,,False,False,,True,,False
19091,124,12.0,,28.0,,,,,75.0,19.2,,11.4,,3.0,-112.0,,-96.0,,,,,-49.0,-104.8,,-112.6,,-121.0,,True,,,,,True,True,,False,,False
19093,24,24.0,,0.0,,,,,65.0,2.8,,21.2,,96.0,0.0,,-24.0,,,,,41.0,-21.2,,-2.8,,72.0,,False,,,,,False,False,,False,,False
19095,56,54.0,,44.0,,,,,39.0,9.2,,45.2,,197.0,-2.0,,-12.0,,,,,-17.0,-46.8,,-10.8,,141.0,,False,,,,,False,False,,False,,False
19097,115,168.0,,181.0,,,,,48.0,106.7,153.9,181.1,,94.0,53.0,,66.0,,,,,-67.0,-8.3,38.9,66.1,,-21.0,,False,,,,,False,True,True,False,,True
19099,202,258.0,,648.0,,,,,170.0,62.3,92.4,301.4,,224.0,56.0,,446.0,,,,,-32.0,-139.7,-109.6,99.4,,22.0,,False,,,,,True,False,False,False,,True
19101,53,42.0,,33.0,,,,,30.0,12.1,,56.9,,122.0,-11.0,,-20.0,,,,,-23.0,-40.9,,3.9,,69.0,,False,,,,,False,False,,True,,False
19103,2751,756.0,1275.2,924.0,,,,,775.0,570.1,854.5,1032.0,,353.0,-1995.0,-1475.8,-1827.0,,,,,-1976.0,-2180.9,-1896.5,-1719.0,,-2398.0,True,True,,,,,True,False,True,True,,False
19105,86,120.0,,248.0,,,,,48.0,7.7,144.7,77.1,,80.0,34.0,,162.0,,,,,-38.0,-78.3,58.7,-8.9,,-6.0,,False,,,,,False,False,False,True,,True
19107,47,18.0,,0.0,,,,,18.0,2.7,,20.9,,92.0,-29.0,,-47.0,,,,,-29.0,-44.3,,-26.1,,45.0,,False,,,,,False,False,,True,,False
19109,60,60.0,,133.0,,,,,79.0,11.1,,153.7,,14.0,0.0,,73.0,,,,,19.0,-48.9,,93.7,,-46.0,,False,,,,,False,False,,False,,False
19111,413,96.0,,152.0,,,,,69.0,20.4,,58.2,,517.0,-317.0,,-261.0,,,,,-344.0,-392.6,,-354.8,,104.0,,True,,,,,False,False,,False,,True
19113,1379,1512.0,353.9,2314.0,,,,,1058.0,1833.3,1190.2,1321.8,,1554.0,133.0,-1025.1,935.0,,,,,-321.0,454.3,-188.8,-57.2,,175.0,False,False,,,,,False,False,False,True,,False
19115,34,36.0,,0.0,,,,,40.0,1.6,2.0,19.4,,28.0,2.0,,-34.0,,,,,6.0,-32.4,-32.0,-14.6,,-6.0,,False,,,,,False,False,False,False,,False
19117,60,12.0,,0.0,,,,,37.0,4.7,,19.2,,5.0,-48.0,,-60.0,,,,,-23.0,-55.3,,-40.8,,-55.0,,False,,,,,True,False,,True,,False
19119,76,126.0,,158.0,,,,,62.0,19.2,,278.1,,97.0,50.0,,82.0,,,,,-14.0,-56.8,,202.1,,21.0,,False,,,,,True,False,,False,,True
19121,89,96.0,,217.0,,,,,78.0,13.6,,105.0,,62.0,7.0,,128.0,,,,,-11.0,-75.4,,16.0,,-27.0,,False,,,,,False,False,,False,,False
19123,122,30.0,,0.0,,,,,75.0,1.1,21.2,6.1,,13.0,-92.0,,-122.0,,,,,-47.0,-120.9,-100.8,-115.9,,-109.0,,False,,,,,True,False,False,False,,False
19125,449,192.0,,492.0,,,,,138.0,118.4,255.9,101.3,,321.0,-257.0,,43.0,,,,,-311.0,-330.6,-193.1,-347.7,,-128.0,,True,,,,,False,False,True,False,,True
19127,428,708.0,,1420.0,,,,,324.0,214.3,31.1,397.6,,266.0,280.0,,992.0,,,,,-104.0,-213.7,-396.9,-30.4,,-162.0,,False,,,,,True,True,False,True,,True
19129,72,48.0,,89.0,,,,,105.0,14.4,,87.7,,37.0,-24.0,,17.0,,,,,33.0,-57.6,,15.7,,-35.0,,True,,,,,False,False,,True,,False
19131,66,78.0,,83.0,,,,,21.0,35.1,,43.6,,34.0,12.0,,17.0,,,,,-45.0,-30.9,,-22.4,,-32.0,,False,,,,,False,False,,False,,False
19133,24,30.0,,0.0,,,,,68.0,22.4,,54.0,,45.0,6.0,,-24.0,,,,,44.0,-1.6,,30.0,,21.0,,False,,,,,False,True,,False,,False
19135,57,36.0,,16.0,,,,,30.0,6.4,,37.8,,19.0,-21.0,,-41.0,,,,,-27.0,-50.6,,-19.2,,-38.0,,False,,,,,False,False,,True,,False
19137,56,78.0,,142.0,,,,,45.0,10.1,,,,193.0,22.0,,86.0,,,,,-11.0,-45.9,,,,137.0,,False,,,,,True,False,,,,False
19139,231,228.0,,246.0,,,,,204.0,121.2,87.5,345.4,,148.0,-3.0,,15.0,,,,,-27.0,-109.8,-143.5,114.4,,-83.0,,False,,,,,False,False,False,False,,False
19141,114,30.0,,39.0,,,,,133.0,5.0,77.5,4.1,,15.0,-84.0,,-75.0,,,,,19.0,-109.0,-36.5,-109.9,,-99.0,,True,,,,,True,False,True,False,,False
19143,27,24.0,,0.0,,,,,64.0,12.9,,15.7,,26.0,-3.0,,-27.0,,,,,37.0,-14.1,,-11.3,,-1.0,,False,,,,,False,False,,False,,True
19145,87,96.0,,229.0,,,,,67.0,19.4,,56.8,,392.0,9.0,,142.0,,,,,-20.0,-67.6,,-30.2,,305.0,,False,,,,,False,False,,False,,False
19147,64,12.0,,9.0,,,,,79.0,24.1,,49.8,,7.0,-52.0,,-55.0,,,,,15.0,-39.9,,-14.2,,-57.0,,False,,,,,True,True,,True,,False
19149,429,216.0,,178.0,,,,,203.0,33.4,117.3,172.0,,149.0,-213.0,,-251.0,,,,,-226.0,-395.6,-311.7,-257.0,,-280.0,,False,,,,,False,False,False,False,,False
19151,57,12.0,,1.0,,,,,57.0,0.2,9.2,79.2,,2.0,-45.0,,-56.0,,,,,0.0,-56.8,-47.8,22.2,,-55.0,,False,,,,,True,False,False,True,,False
19153,5008,4446.0,2840.1,3873.0,,,,,3009.0,1767.3,3124.3,4246.9,,2164.0,-562.0,-2167.9,-1135.0,,,,,-1999.0,-3240.7,-1883.7,-761.1,,-2844.0,False,False,,,,,False,False,False,False,,False
19155,690,708.0,434.2,1451.0,,,,,597.0,189.3,357.7,555.5,,573.0,18.0,-255.8,761.0,,,,,-93.0,-500.7,-332.3,-134.5,,-117.0,False,False,,,,,False,False,False,False,,False
19157,80,48.0,,,,,,,60.0,5.1,30.9,30.2,,67.0,-32.0,,,,,,,-20.0,-74.9,-49.1,-49.8,,-13.0,,,,,,,True,False,False,False,,True
19159,15,24.0,,0.0,,,,,12.0,3.9,,22.0,,34.0,9.0,,-15.0,,,,,-3.0,-11.1,,7.0,,19.0,,False,,,,,True,False,,True,,False
19161,49,12.0,,0.0,,,,,59.0,16.0,,25.9,,7.0,-37.0,,-49.0,,,,,10.0,-33.0,,-23.1,,-42.0,,False,,,,,True,True,,True,,False
19163,905,1086.0,2717.5,681.0,,,,,782.0,1135.4,1253.3,664.4,,525.0,181.0,1812.5,-224.0,,,,,-123.0,230.4,348.3,-240.6,,-380.0,False,False,,,,,True,False,False,False,,False
19165,91,48.0,,12.0,,,,,97.0,9.5,41.9,26.6,,37.0,-43.0,,-79.0,,,,,6.0,-81.5,-49.1,-64.4,,-54.0,,False,,,,,True,False,False,False,,False
19167,413,186.0,,175.0,,,,,300.0,42.2,112.4,104.3,,124.0,-227.0,,-238.0,,,,,-113.0,-370.8,-300.6,-308.7,,-289.0,,False,,,,,True,False,False,False,,False
19169,1841,636.0,645.2,1974.0,,,,,457.0,442.4,480.4,427.6,,556.0,-1205.0,-1195.8,133.0,,,,,-1384.0,-1398.6,-1360.6,-1413.4,,-1285.0,True,True,,,,,False,False,False,False,,False
19171,131,72.0,,84.0,,,,,71.0,9.1,28.3,105.4,,25.0,-59.0,,-47.0,,,,,-60.0,-121.9,-102.7,-25.6,,-106.0,,True,,,,,False,False,False,True,,False
19173,27,42.0,,0.0,,,,,30.0,14.7,,44.2,,141.0,15.0,,-27.0,,,,,3.0,-12.3,,17.2,,114.0,,False,,,,,True,True,,False,,False
19175,31,60.0,,61.0,,,,,68.0,17.2,,30.3,,18.0,29.0,,30.0,,,,,37.0,-13.8,,-0.7,,-13.0,,False,,,,,False,True,,True,,True
19177,86,6.0,,0.0,,,,,11.0,2.2,,6.9,,12.0,-80.0,,-86.0,,,,,-75.0,-83.8,,-79.1,,-74.0,,False,,,,,True,False,,True,,True
19179,343,300.0,,943.0,,,,,392.0,43.6,11.7,128.4,,359.0,-43.0,,600.0,,,,,49.0,-299.4,-331.3,-214.6,,16.0,,False,,,,,False,False,False,False,,True
19181,388,378.0,235.4,580.0,,,,,222.0,121.1,431.1,348.1,,255.0,-10.0,-152.6,192.0,,,,,-166.0,-266.9,43.1,-39.9,,-133.0,False,False,,,,,False,False,False,False,,False
19183,85,108.0,,140.0,,,,,71.0,7.8,73.2,112.0,,156.0,23.0,,55.0,,,,,-14.0,-77.2,-11.8,27.0,,71.0,,False,,,,,True,False,True,False,,False
19185,59,12.0,,0.0,,,,,15.0,2.7,,,,128.0,-47.0,,-59.0,,,,,-44.0,-56.3,,,,69.0,,False,,,,,True,False,,,,False
19187,713,312.0,,304.0,,,,,305.0,74.5,302.4,376.7,,142.0,-401.0,,-409.0,,,,,-408.0,-638.5,-410.6,-336.3,,-571.0,,False,,,,,False,False,False,True,,False
19189,109,90.0,,128.0,,,,,36.0,14.9,,92.7,,50.0,-19.0,,19.0,,,,,-73.0,-94.1,,-16.3,,-59.0,,False,,,,,False,False,,True,,False
19191,170,90.0,,149.0,,,,,25.0,9.0,,43.6,,155.0,-80.0,,-21.0,,,,,-145.0,-161.0,,-126.4,,-15.0,,True,,,,,False,False,,False,,True
19193,760,630.0,198.2,631.0,,,,,831.0,109.2,88.2,585.2,,324.0,-130.0,-561.8,-129.0,,,,,71.0,-650.8,-671.8,-174.8,,-436.0,False,True,,,,,True,False,False,False,,False
19195,37,90.0,,138.0,,,,,12.0,15.4,,118.4,,72.0,53.0,,101.0,,,,,-25.0,-21.6,,81.4,,35.0,,False,,,,,True,True,,False,,True
19197,109,72.0,,21.0,,,,,101.0,6.4,8.0,246.0,,17.0,-37.0,,-88.0,,,,,-8.0,-102.6,-101.0,137.0,,-92.0,,False,,,,,True,False,False,False,,False
20001,16,6.0,,0.0,,,,,24.0,,,0.6,,1.0,-10.0,,-16.0,,,,,8.0,,,-15.4,,-15.0,,False,,,,,True,,,False,,False
20003,19,18.0,,37.0,,,,,27.0,2.6,,,,4.0,-1.0,,18.0,,,,,8.0,-16.4,,,,-15.0,,False,,,,,False,False,,,,False
